name,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
Aaron_Connolly_534,0,0,4,0,0.1,534,314,3,0,1.1,1.4,2020-06-30T19:15:00Z,86,12,0,0,0,0,41,0,165353,3,0,9.0,2,17822,25838,8016,42,True,0
Aaron_Cresswell_376,0,0,9,0,1.3,376,320,2,0,2.5,8.6,2020-07-01T19:15:00Z,90,6,0,0,0,0,41,0,84767,2,3,15.0,1,-499,1619,2118,45,True,0
Aaron_Lennon_430,0,0,0,0,0.0,430,315,0,0,0.0,0.0,2020-06-29T19:00:00Z,0,7,0,0,0,0,41,0,6753,1,0,0.0,0,-33,56,89,46,False,0
Aaron_Mooy_516,0,0,2,0,0.3,516,314,0,0,0.0,0.0,2020-06-30T19:15:00Z,9,12,0,0,0,0,41,0,36188,3,0,0.0,1,-784,621,1405,48,True,0
Aaron_Ramsdale_494,0,0,15,0,0.0,494,313,4,0,1.9,19.0,2020-07-01T17:00:00Z,90,13,0,0,0,0,41,3,264232,4,1,0.0,1,-3292,4619,7911,45,True,0
Aaron_Wan-Bissaka_122,1,1,38,1,27.7,122,314,0,0,6.6,34.0,2020-06-30T19:15:00Z,90,4,0,0,0,0,41,0,1247577,3,0,4.0,10,94482,102841,8359,54,False,0
Abd-Al-Ali Morakinyo Olaposi_Koiki_596,0,0,0,0,0.0,596,315,0,0,0.0,0.0,2020-06-29T19:00:00Z,0,7,0,0,0,0,41,0,3623,1,0,0.0,0,-49,90,139,40,False,0
Abdoulaye_Doucouré_368,0,0,2,0,1.8,368,319,3,0,1.4,0.4,2020-06-28T15:30:00Z,90,16,0,0,0,0,41,0,163756,3,1,12.0,1,-5085,4628,9713,56,True,1
Adalberto_Peñaranda_648,0,0,0,0,0.0,648,319,0,0,0.0,0.0,2020-06-28T15:30:00Z,0,16,0,0,0,0,41,0,0,3,1,0.0,0,0,0,0,45,True,0
Adama_Traoré_417,0,0,3,0,17.5,417,312,0,0,2.5,5.2,2020-06-27T11:30:00Z,30,2,0,0,0,0,41,0,1428326,1,0,2.0,1,103316,125497,22181,58,False,0
Adam_Idah_538,0,0,3,0,11.4,538,311,2,0,2.6,5.4,2020-07-01T17:00:00Z,45,1,0,0,0,0,41,0,9769,0,4,9.0,1,45,276,231,44,False,0
Adam_Lallana_195,0,0,0,0,0.0,195,317,0,0,0.0,0.0,2020-07-02T19:15:00Z,0,11,0,0,0,0,41,0,9411,0,4,0.0,0,-44,21,65,57,False,0
Adam_Masina_355,0,0,6,0,1.5,355,319,2,0,1.0,8.8,2020-06-28T15:30:00Z,73,16,0,0,0,0,41,0,28012,3,1,0.0,1,1957,2916,959,43,True,0
Adam_Smith_63,0,0,15,0,12.7,63,313,4,0,3.1,16.4,2020-07-01T17:00:00Z,90,13,0,0,0,0,41,0,30835,4,1,2.0,0,91,451,360,43,True,0
Adam_Webster_493,0,0,0,0,0.0,493,314,0,0,0.0,0.0,2020-06-30T19:15:00Z,0,12,0,0,0,0,41,0,33607,3,0,0.0,0,-2863,93,2956,45,True,0
Addji Keaninkin Marc-Israel_Guehi_545,0,0,0,0,0.0,545,320,0,0,0.0,0.0,2020-07-01T19:15:00Z,0,19,0,0,0,0,41,0,6273,2,3,0.0,0,6,114,108,39,False,0
Ademola_Lookman_155,0,0,0,0,0.0,155,316,0,0,0.0,0.0,2020-07-01T17:00:00Z,0,9,0,0,0,0,41,0,464,1,2,0.0,0,-2,1,3,50,True,0
Adrian_Mariappa_356,0,0,0,0,0.0,356,319,0,0,0.0,0.0,2020-06-28T15:30:00Z,0,16,0,0,0,0,41,0,19612,3,1,0.0,0,-213,170,383,42,True,0
Adrián_San Miguel del Castillo_526,0,0,0,0,0.0,526,317,0,0,0.0,0.0,2020-07-02T19:15:00Z,0,11,0,0,0,0,41,0,156410,0,4,0.0,0,-446,1986,2432,40,False,0
Ahmed_El Mohamady_22,0,0,3,0,1.6,22,312,1,0,0.3,1.8,2020-06-27T11:30:00Z,30,20,0,0,0,0,41,0,75221,1,0,0.0,1,5532,6757,1225,41,True,0
Ainsley_Maitland-Niles_4,0,0,0,0,0.0,4,311,0,0,0.0,0.0,2020-07-01T17:00:00Z,0,14,0,0,0,0,41,0,171302,0,4,0.0,0,-1331,652,1983,45,True,0
Akin_Famewo_552,0,0,0,0,0.0,552,311,0,0,0.0,0.0,2020-07-01T17:00:00Z,0,1,0,0,0,0,41,0,4687,0,4,0.0,0,-44,93,137,39,False,0
Albian_Ajeti_514,0,0,0,0,0.0,514,320,0,0,0.0,0.0,2020-07-01T19:15:00Z,0,6,0,0,0,0,41,0,2751,2,3,0.0,0,-33,31,64,56,True,0
Alexander_Tettey_289,0,0,18,0,0.4,289,311,4,0,2.0,19.8,2020-07-01T17:00:00Z,90,1,0,0,0,0,41,0,24505,0,4,0.0,2,-325,444,769,45,False,0
Alexandre Nascimento_Costa Silva_387,0,0,0,0,0.0,387,320,0,0,0.0,0.0,2020-07-01T19:15:00Z,0,6,0,0,0,0,41,0,66356,2,3,0.0,0,56,908,852,43,True,0
Alexandre_Jankewitz_649,0,0,0,0,0.0,649,319,0,0,0.0,0.0,2020-06-28T15:30:00Z,0,18,0,0,0,0,41,0,0,3,1,0.0,0,0,0,0,45,False,0
Alexandre_Lacazette_12,0,0,-5,1,4.5,12,311,0,0,3.5,5.6,2020-07-01T17:00:00Z,75,14,0,0,0,0,41,0,158792,0,4,25.0,2,-6625,3358,9983,93,True,0
Alexis_Mac Allister_627,0,0,8,0,47.3,627,314,3,0,8.1,9.6,2020-06-30T19:15:00Z,80,12,0,0,0,0,41,0,1069,3,0,24.0,2,22,84,62,55,True,0
Alexis_Sánchez_240,0,0,0,0,0.0,240,314,0,0,0.0,0.0,2020-06-30T19:15:00Z,0,4,0,0,0,0,41,0,28358,3,0,0.0,0,-9,20,29,68,False,0
Alex_Iwobi_17,0,0,10,0,16.0,17,316,1,0,2.3,7.4,2020-07-01T17:00:00Z,67,9,0,0,0,0,41,0,66911,1,2,0.0,2,238,614,376,56,True,0
Alex_McCarthy_318,0,0,7,0,0.0,318,319,1,0,0.2,2.2,2020-06-28T15:30:00Z,90,18,0,0,0,0,41,0,276547,3,1,0.0,2,-3919,5410,9329,45,False,0
Alex_Oxlade-Chamberlain_193,0,0,-4,0,1.3,193,317,1,0,1.9,0.0,2020-07-02T19:15:00Z,45,11,1,0,0,0,41,0,44577,0,4,22.0,-1,-1578,599,2177,62,False,0
Alfie_Lewis_651,0,0,0,0,0.0,651,320,0,0,0.0,0.0,2020-07-01T19:15:00Z,0,6,0,0,0,0,41,0,0,2,3,0.0,0,0,0,0,45,True,0
Alfie_Whiteman_543,0,0,0,0,0.0,543,318,0,0,0.0,0.0,2020-07-02T17:00:00Z,0,15,0,0,0,0,41,0,35860,1,3,0.0,0,-218,89,307,40,False,0
Alireza_Jahanbakhsh_50,0,0,0,0,0.0,50,314,0,0,0.0,0.0,2020-06-30T19:15:00Z,0,12,0,0,0,0,41,0,7531,3,0,0.0,0,-126,24,150,58,True,0
Alisson_Ramses Becker_189,0,0,12,0,0.0,189,317,4,0,1.2,12.0,2020-07-02T19:15:00Z,90,11,0,0,0,0,41,2,707320,0,4,0.0,0,-2380,6365,8745,62,False,0
Allan_Saint-Maximin_500,3,3,42,1,33.4,500,313,0,0,10.5,54.6,2020-07-01T17:00:00Z,61,3,0,0,0,0,41,0,125586,4,1,17.0,15,18785,26083,7298,54,False,0
Andreas_Christensen_108,0,0,16,0,1.3,108,320,3,0,2.3,21.6,2020-07-01T19:15:00Z,90,19,0,0,0,0,41,0,49121,2,3,0.0,1,4413,4867,454,48,False,0
Andreas_Pereira_246,0,0,5,0,11.2,246,314,0,0,1.7,5.8,2020-06-30T19:15:00Z,26,4,0,0,0,0,41,0,29124,3,0,0.0,1,-439,120,559,48,False,0
Andrew_Robertson_181,0,0,11,0,7.6,181,317,4,0,1.7,9.6,2020-07-02T19:15:00Z,90,11,0,0,0,0,41,0,1341956,0,4,0.0,0,-13918,9379,23297,70,False,0
