name,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
Ederson_Santana de Moraes_212,0,0,0,0,0.0,212,195,0,0,0.0,0.0,2019-12-29T18:00:00Z,0,15,0,0,0,0,20,0,924398,0,2,0.0,0,-67281,4322,71603,60,True,0
Xherdan_Shaqiri_194,0,0,0,0,0.0,194,194,0,0,0.0,0.0,2019-12-29T16:30:00Z,0,20,0,0,0,0,20,0,19258,0,1,0.0,0,542,919,377,63,True,0
Hugo_Lloris_340,0,0,0,0,0.0,340,197,0,0,0.0,0.0,2019-12-28T17:30:00Z,0,14,0,0,0,0,20,0,244921,2,2,0.0,0,-2029,58,2087,53,False,0
Cenk_Tosun_146,0,0,0,0,0.0,146,196,0,0,0.0,0.0,2019-12-28T15:00:00Z,0,13,0,0,0,0,20,0,7965,2,1,0.0,0,-89,85,174,57,False,0
Callum_Robinson_453,0,0,10,0,17.0,453,195,1,0,2.4,5.4,2019-12-29T18:00:00Z,58,11,0,0,0,0,20,0,20390,0,2,2.0,1,-570,77,647,51,False,0
Heung-Min_Son_342,0,0,0,0,0.0,342,197,0,0,0.0,0.0,2019-12-28T17:30:00Z,0,14,0,0,0,0,20,0,490635,2,2,0.0,0,-193201,1312,194513,98,False,0
João Filipe Iria_Santos Moutinho_415,0,0,7,0,20.9,415,194,1,0,4.9,20.2,2019-12-29T16:30:00Z,90,10,0,0,0,0,20,0,402206,0,1,8.0,2,-13043,9986,23029,54,False,0
Andrew_Robertson_181,0,0,19,1,16.5,181,194,0,0,3.0,11.6,2019-12-29T16:30:00Z,90,20,0,0,0,0,20,0,1372422,0,1,2.0,6,-36454,25518,61972,70,True,0
Danny_Rose_332,0,0,0,0,0.0,332,197,0,0,0.0,0.0,2019-12-28T17:30:00Z,0,14,0,0,0,0,20,0,101651,2,2,0.0,0,-1595,454,2049,53,False,0
Martin_Kelly_128,0,0,8,0,0.8,128,198,1,0,1.1,9.4,2019-12-28T15:00:00Z,90,16,0,0,0,0,20,0,2353470,1,1,1.0,2,6611,39655,33044,44,False,0
Harry_Winks_347,0,0,0,0,0.0,347,197,0,0,0.0,0.0,2019-12-28T17:30:00Z,0,14,0,0,0,0,20,0,18680,2,2,0.0,0,-664,27,691,52,False,0
Scott_Carson_562,0,0,0,0,0.0,562,195,0,0,0.0,0.0,2019-12-29T18:00:00Z,0,15,0,0,0,0,20,0,4259,0,2,0.0,0,367,497,130,40,True,0
Ashley_Westwood_101,0,0,14,0,37.3,101,193,2,0,5.2,12.4,2019-12-28T19:45:00Z,90,12,0,0,0,0,20,0,25598,2,0,2.0,2,159,1033,874,54,True,0
Lucas_Digne_141,0,0,0,0,0.0,141,196,0,0,0.0,0.0,2019-12-28T15:00:00Z,0,13,0,0,0,0,20,0,875918,2,1,0.0,0,8673,20708,12035,57,False,0
Ayoze_Pérez_265,2,2,32,0,27.4,265,200,1,0,6.8,36.4,2019-12-28T17:30:00Z,63,19,0,0,0,0,20,0,306427,2,1,4.0,10,-14695,5401,20096,60,False,0
Nathan_Aké_59,0,0,0,0,0.0,59,192,0,0,0.0,0.0,2019-12-28T12:30:00Z,0,4,0,0,0,0,20,0,541101,0,2,0.0,0,-34238,184,34422,49,False,0
Isaac_Hayden_271,0,0,9,0,13.9,271,196,2,0,3.1,14.2,2019-12-28T15:00:00Z,90,8,0,0,0,0,20,0,263880,2,1,3.0,1,-6006,1741,7747,44,True,1
Patrick_van Aanholt_123,0,0,0,0,0.0,123,198,0,0,0.0,0.0,2019-12-28T15:00:00Z,0,16,0,0,0,0,20,0,416940,1,1,0.0,0,-19785,887,20672,55,False,0
Ken_Sema_372,0,0,0,0,0.0,372,199,0,0,0.0,0.0,2019-12-28T15:00:00Z,0,2,0,0,0,0,20,0,1432,0,3,0.0,0,-1,14,15,48,True,0
Jonny_Evans_162,0,0,15,0,0.5,162,200,1,0,3.2,31.8,2019-12-28T17:30:00Z,90,19,0,0,0,0,20,0,436215,2,1,0.0,2,12208,29398,17190,52,False,0
Jorge Luiz_Frello Filho_118,0,0,24,0,3.7,118,191,0,1,7.9,42.6,2019-12-29T14:00:00Z,56,1,0,0,0,0,20,0,229394,2,1,33.0,5,-8456,2745,11201,49,False,1
Kortney_Hause_25,0,0,13,0,1.1,25,199,3,0,2.4,22.4,2019-12-28T15:00:00Z,90,18,0,0,0,0,20,0,4637,0,3,0.0,1,185,234,49,44,False,0
Mahmoud Ahmed_Ibrahim Hassan_465,0,0,0,0,0.0,465,199,0,0,0.0,0.0,2019-12-28T15:00:00Z,0,18,0,0,0,0,20,0,102110,0,3,0.0,0,-2279,2867,5146,52,False,0
Kyle_Walker_203,0,0,21,1,7.1,203,195,0,0,1.8,3.8,2019-12-29T18:00:00Z,90,15,0,0,0,0,20,0,846910,0,2,7.0,6,-6620,10100,16720,58,True,0
Diego_Rico_65,0,0,12,0,11.8,65,192,2,0,3.1,18.8,2019-12-28T12:30:00Z,90,4,0,0,0,0,20,0,1041249,0,2,0.0,1,8675,30085,21410,44,False,0
Ryan_Bertrand_305,0,0,10,0,2.4,305,198,1,0,1.1,8.8,2019-12-28T15:00:00Z,90,7,0,0,0,0,20,0,44330,1,1,0.0,2,3043,3783,740,48,True,0
Erik_Lamela_346,0,0,2,0,2.2,346,197,0,0,1.3,3.8,2019-12-28T17:30:00Z,16,14,0,0,0,0,20,0,83188,2,2,7.0,1,6,522,516,57,False,0
Allan_Saint-Maximin_500,0,0,0,0,0.0,500,196,0,0,0.0,0.0,2019-12-28T15:00:00Z,0,8,0,0,0,0,20,0,19849,2,1,0.0,0,-1202,58,1260,54,True,0
Edward_Nketiah_13,0,0,0,0,0.0,13,191,0,0,0.0,0.0,2019-12-29T14:00:00Z,0,6,0,0,0,0,20,0,42065,2,1,0.0,0,-693,355,1048,43,True,0
Callum_Wilson_67,0,0,4,0,0.0,67,192,1,0,1.9,1.0,2019-12-28T12:30:00Z,28,4,0,0,0,0,20,0,350199,0,2,18.0,1,6582,12617,6035,74,False,0
Antonio_Rüdiger_104,0,0,12,0,2.1,104,191,1,0,2.0,18.0,2019-12-29T14:00:00Z,90,1,0,0,0,0,20,0,16985,2,1,0.0,1,-994,840,1834,60,False,1
Sébastien_Haller_457,0,0,2,0,12.7,457,200,1,0,6.7,0.0,2019-12-28T17:30:00Z,54,9,0,0,0,0,20,0,165948,2,1,55.0,1,-2816,1166,3982,70,True,0
Glenn_Murray_44,0,0,2,0,0.3,44,192,0,0,2.0,3.0,2019-12-28T12:30:00Z,1,3,0,0,0,0,20,0,54740,0,2,17.0,1,-570,301,871,55,True,0
Arnaut_Danjuma Groeneveld_492,0,0,0,0,0.0,492,192,0,0,0.0,0.0,2019-12-28T12:30:00Z,0,4,0,0,0,0,20,0,2192,0,2,0.0,0,-42,6,48,58,False,0
José_Holebas_353,0,0,0,0,0.0,353,199,0,0,0.0,0.0,2019-12-28T15:00:00Z,0,2,0,0,0,0,20,0,52950,0,3,0.0,0,-1213,19,1232,46,True,0
Yves_Bissouma_53,0,0,24,1,19.3,53,192,0,0,6.9,30.8,2019-12-28T12:30:00Z,88,3,0,0,0,0,20,0,1061,0,2,19.0,3,19,49,30,50,True,0
Connor_Wickham_130,0,0,0,0,0.0,130,198,0,0,0.0,0.0,2019-12-28T15:00:00Z,0,16,0,0,0,0,20,0,164340,1,1,0.0,0,-1043,1465,2508,44,False,0
Josip_Drmic_434,0,0,0,0,0.0,434,197,0,0,0.0,0.0,2019-12-28T17:30:00Z,0,17,0,0,0,0,20,0,4317,2,2,0.0,0,-42,7,49,54,True,0
Romain_Saïss_407,0,0,3,0,11.2,407,194,0,0,1.9,2.4,2019-12-29T16:30:00Z,32,10,0,0,0,0,20,0,35281,0,1,5.0,1,667,1934,1267,44,False,0
Andrew_Surman_80,0,0,0,0,0.0,80,192,0,0,0.0,0.0,2019-12-28T12:30:00Z,0,4,0,0,0,0,20,0,2509,0,2,0.0,0,-2,34,36,47,False,0
Onel_Hernández_284,0,0,2,0,1.8,284,197,2,0,2.1,6.2,2019-12-28T17:30:00Z,90,17,0,0,0,0,20,0,5361,2,2,13.0,2,-172,87,259,53,True,0
Sofiane_Boufal_508,0,0,4,0,3.8,508,198,1,0,2.0,7.8,2019-12-28T15:00:00Z,67,7,0,0,0,0,20,0,7138,1,1,8.0,2,59,206,147,55,True,0
Bernardo_Fernandes da Silva Junior_39,0,0,0,0,0.0,39,192,0,0,0.0,0.0,2019-12-28T12:30:00Z,0,3,0,0,0,0,20,0,6570,0,2,0.0,0,136,198,62,43,True,0
Paulo_Gazzaniga_341,0,0,10,0,0.0,341,197,2,0,1.0,9.6,2019-12-28T17:30:00Z,90,14,0,0,0,0,20,1,338435,2,2,0.0,1,8020,17482,9462,46,False,0
Danny_Welbeck_512,0,0,0,0,0.0,512,199,0,0,0.0,0.0,2019-12-28T15:00:00Z,0,2,0,0,0,0,20,0,8340,0,3,0.0,0,-65,12,77,58,True,0
Ben_Foster_366,0,0,25,1,0.0,366,199,0,0,1.4,14.2,2019-12-28T15:00:00Z,90,2,0,0,0,0,20,2,160263,0,3,0.0,6,14684,16991,2307,48,True,0
Pierre-Emile_Højbjerg_325,0,0,22,0,22.9,325,198,1,0,5.2,20.0,2019-12-28T15:00:00Z,90,7,0,0,0,0,20,0,30165,1,1,9.0,2,3347,4075,728,48,True,0
Lee_Grant_237,0,0,0,0,0.0,237,193,0,0,0.0,0.0,2019-12-28T19:45:00Z,0,5,0,0,0,0,20,0,7321,2,0,0.0,0,-48,5,53,48,False,0
Mace_Goodridge_571,0,0,0,0,0.0,571,193,0,0,0.0,0.0,2019-12-28T19:45:00Z,0,12,0,0,0,0,20,0,173,2,0,0.0,0,2,21,19,45,True,0
Angelo_Ogbonna_377,0,0,0,0,0.0,377,200,0,0,0.0,0.0,2019-12-28T17:30:00Z,0,9,0,0,0,0,20,0,92601,2,1,0.0,0,336,5246,4910,45,True,0
Harvey_Elliott_550,0,0,0,0,0.0,550,194,0,0,0.0,0.0,2019-12-29T16:30:00Z,0,20,0,0,0,0,20,0,641,0,1,0.0,0,-12,28,40,45,True,0
Eldin_Jakupovic_169,0,0,0,0,0.0,169,200,0,0,0.0,0.0,2019-12-28T17:30:00Z,0,19,0,0,0,0,20,0,6514,2,1,0.0,0,-35,32,67,43,False,0
Billy_Sharp_298,0,0,-1,0,0.3,298,195,0,0,0.2,0.0,2019-12-29T18:00:00Z,7,11,0,0,0,0,20,0,21814,0,2,4.0,1,-190,68,258,56,False,0
Artur_Boruc_73,0,0,0,0,0.0,73,192,0,0,0.0,0.0,2019-12-28T12:30:00Z,0,4,0,0,0,0,20,0,18826,0,2,0.0,0,-88,137,225,43,False,0
Jan_Vertonghen_330,0,0,3,0,0.9,330,197,1,0,1.0,9.4,2019-12-28T17:30:00Z,45,14,0,0,0,0,20,0,149373,2,2,0.0,1,1659,7071,5412,52,False,0
