name,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
Aaron_Connolly_534,0,0,3,0,0.0,534,268,0,0,0.0,0.0,2020-02-22T15:00:00Z,15,15,0,0,0,0,27,0,94497,1,1,0.0,1,1722,8872,7150,43,False,0
Aaron_Cresswell_376,0,0,10,0,1.5,376,266,3,0,2.0,14.4,2020-02-24T20:00:00Z,90,10,0,0,0,0,27,0,92399,2,3,4.0,1,-6228,969,7197,46,False,0
Aaron_Lennon_430,0,0,-1,0,0.3,430,262,0,0,0.0,0.0,2020-02-22T15:00:00Z,8,3,0,0,0,0,27,0,6380,0,3,0.0,0,-6,134,140,46,True,1
Aaron_Mooy_516,0,0,8,0,41.9,516,268,1,0,5.5,13.0,2020-02-22T15:00:00Z,90,15,0,0,0,0,27,0,59107,1,1,0.0,2,-1276,5867,7143,48,False,0
Aaron_Ramsdale_494,0,0,24,0,0.0,494,262,3,0,4.2,42.4,2020-02-22T15:00:00Z,90,5,0,0,0,0,27,7,285821,0,3,0.0,3,-11563,3955,15518,46,False,0
Aaron_Wan-Bissaka_122,0,0,25,1,1.3,122,267,0,0,1.1,5.6,2020-02-23T14:00:00Z,90,18,0,0,0,0,27,0,1051382,0,3,4.0,6,42350,50502,8152,53,True,0
Abd-Al-Ali Morakinyo Olaposi_Koiki_596,0,0,0,0,0.0,596,262,0,0,0.0,0.0,2020-02-22T15:00:00Z,0,3,0,0,0,0,27,0,1446,0,3,0.0,0,139,227,88,40,True,0
Abdoulaye_Doucouré_368,0,0,10,0,4.8,368,267,3,0,3.8,6.2,2020-02-23T14:00:00Z,79,12,0,0,0,0,27,0,178341,0,3,27.0,2,578,15193,14615,57,False,0
Adama_Traoré_417,0,0,1,0,0.7,417,270,0,0,0.2,0.2,2020-02-23T14:00:00Z,18,14,0,0,0,0,27,0,1612794,0,3,1.0,1,131680,197837,66157,58,True,0
Adam_Idah_538,0,0,0,0,0.0,538,270,0,0,0.0,0.0,2020-02-23T14:00:00Z,0,20,0,0,0,0,27,0,9083,0,3,0.0,0,-59,313,372,44,False,0
Adam_Lallana_195,0,0,0,0,0.0,195,266,0,0,0.0,0.0,2020-02-24T20:00:00Z,0,19,0,0,0,0,27,0,9107,2,3,0.0,0,-87,64,151,57,True,0
Adam_Masina_355,0,0,11,0,6.8,355,267,3,0,3.2,15.0,2020-02-23T14:00:00Z,90,12,0,0,0,0,27,0,19075,0,3,10.0,1,1293,3470,2177,43,False,0
Adam_Smith_63,0,0,1,0,16.3,63,262,3,0,2.8,8.0,2020-02-22T15:00:00Z,90,5,0,0,0,0,27,0,30590,0,3,4.0,0,-151,357,508,43,False,1
Adam_Webster_493,1,2,25,0,11.1,493,268,1,0,4.7,34.2,2020-02-22T15:00:00Z,90,15,0,0,0,0,27,0,45677,1,1,2.0,7,-6573,405,6978,44,False,0
Addji Keaninkin Marc-Israel_Guehi_545,0,0,0,0,0.0,545,263,0,0,0.0,0.0,2020-02-22T12:30:00Z,0,17,0,0,0,0,27,0,5833,1,2,0.0,0,-121,33,154,40,True,0
Ademola_Lookman_155,0,0,0,0,0.0,155,261,0,0,0.0,0.0,2020-02-23T16:30:00Z,0,1,0,0,0,0,27,0,456,2,3,0.0,0,-2,3,5,50,False,0
Adrian_Mariappa_356,0,0,0,0,0.0,356,267,0,0,0.0,0.0,2020-02-23T14:00:00Z,0,12,0,0,0,0,27,0,26584,0,3,0.0,0,-1625,890,2515,42,False,0
Adrián_San Miguel del Castillo_526,0,0,0,0,0.0,526,266,0,0,0.0,0.0,2020-02-24T20:00:00Z,0,19,0,0,0,0,27,0,138949,2,3,0.0,0,-1321,1629,2950,40,True,0
Ahmed_El Mohamady_22,0,0,0,0,0.0,22,269,0,0,0.0,0.0,2020-02-22T15:00:00Z,0,16,0,0,0,0,27,0,64943,0,2,0.0,0,-919,637,1556,42,False,0
Ainsley_Maitland-Niles_4,0,0,0,0,0.0,4,261,0,0,0.0,0.0,2020-02-23T16:30:00Z,0,8,0,0,0,0,27,0,177458,2,3,0.0,0,-6399,544,6943,46,True,0
Akin_Famewo_552,0,0,0,0,0.0,552,270,0,0,0.0,0.0,2020-02-23T14:00:00Z,0,20,0,0,0,0,27,0,4368,0,3,0.0,0,-83,14,97,40,False,0
Albian_Ajeti_514,0,0,0,0,0.0,514,266,0,0,0.0,0.0,2020-02-24T20:00:00Z,0,10,0,0,0,0,27,0,2640,2,3,0.0,0,-21,44,65,57,False,0
Alexander_Tettey_289,0,0,16,0,2.6,289,270,3,0,3.0,17.6,2020-02-23T14:00:00Z,90,20,0,0,0,0,27,0,24852,0,3,10.0,2,-318,999,1317,45,False,0
Alexandre Nascimento_Costa Silva_387,0,0,0,0,0.0,387,266,0,0,0.0,0.0,2020-02-24T20:00:00Z,0,10,0,0,0,0,27,0,64089,2,3,0.0,0,34,1290,1256,43,False,0
Alexandre_Lacazette_12,0,0,0,0,0.0,12,261,0,0,0.0,0.0,2020-02-23T16:30:00Z,0,8,0,0,0,0,27,0,164596,2,3,0.0,0,11689,19993,8304,93,True,0
Alexis_Mac Allister_627,0,0,0,0,0.0,627,268,0,0,0.0,0.0,2020-02-22T15:00:00Z,0,15,0,0,0,0,27,0,419,1,1,0.0,0,401,410,9,55,False,0
Alexis_Sánchez_240,0,0,0,0,0.0,240,267,0,0,0.0,0.0,2020-02-23T14:00:00Z,0,18,0,0,0,0,27,0,28416,0,3,0.0,0,-59,18,77,68,True,0
Alex_Iwobi_17,0,0,6,0,12.6,17,261,3,0,2.5,2.4,2020-02-23T16:30:00Z,59,1,0,0,0,0,27,0,66094,2,3,10.0,1,-345,271,616,56,False,0
Alex_McCarthy_318,0,1,24,1,0.0,318,269,0,0,1.0,10.2,2020-02-22T15:00:00Z,90,2,0,0,0,0,27,1,296592,0,2,0.0,7,16731,23365,6634,44,True,0
Alex_Oxlade-Chamberlain_193,0,0,7,0,30.6,193,266,0,0,4.3,9.8,2020-02-24T20:00:00Z,33,19,0,0,0,0,27,0,58773,2,3,3.0,1,-3340,8142,11482,62,True,0
Alfie_Whiteman_543,0,0,0,0,0.0,543,263,0,0,0.0,0.0,2020-02-22T12:30:00Z,0,6,0,0,0,0,27,0,38980,1,2,0.0,0,-422,224,646,40,False,0
Alireza_Jahanbakhsh_50,0,0,0,0,0.0,50,268,0,0,0.0,0.0,2020-02-22T15:00:00Z,0,15,0,0,0,0,27,0,8712,1,1,0.0,0,-398,233,631,58,False,0
Alisson_Ramses Becker_189,0,0,13,0,0.0,189,266,2,0,1.8,18.0,2020-02-24T20:00:00Z,90,19,0,0,0,0,27,2,850136,2,3,0.0,1,10600,23067,12467,62,True,0
Allan_Saint-Maximin_500,0,0,13,0,30.9,500,264,1,0,7.2,15.6,2020-02-22T15:00:00Z,90,7,0,0,0,0,27,0,33787,0,1,25.0,2,7029,8704,1675,54,False,0
Andreas_Christensen_108,0,0,14,0,0.2,108,263,1,0,1.6,15.4,2020-02-22T12:30:00Z,90,17,0,0,0,0,27,0,42308,1,2,0.0,1,-533,238,771,49,True,1
Andreas_Pereira_246,0,0,0,0,0.0,246,267,0,0,0.0,0.0,2020-02-23T14:00:00Z,0,18,0,0,0,0,27,0,33092,0,3,0.0,0,-1209,736,1945,49,True,0
Andrew_Robertson_181,1,0,32,0,80.7,181,266,2,0,13.6,46.6,2020-02-24T20:00:00Z,90,19,0,0,0,0,27,0,1548209,2,3,9.0,4,17022,40181,23159,70,True,0
Andrew_Surman_80,0,0,14,0,21.7,80,262,3,0,4.7,17.2,2020-02-22T15:00:00Z,90,5,0,0,0,0,27,0,2628,0,3,8.0,2,-6,39,45,47,False,0
Andre_Gray_364,0,0,0,0,0.0,364,267,0,0,0.0,0.0,2020-02-23T14:00:00Z,0,12,0,0,0,0,27,0,26214,0,3,0.0,0,-172,270,442,55,False,0
Andre_Green_32,0,0,0,0,0.0,32,269,0,0,0.0,0.0,2020-02-22T15:00:00Z,0,16,0,0,0,0,27,0,758,0,2,0.0,0,-7,5,12,48,False,0
Andriy_Yarmolenko_392,0,0,0,0,0.0,392,266,0,0,0.0,0.0,2020-02-24T20:00:00Z,0,10,0,0,0,0,27,0,56688,2,3,0.0,0,-1424,13,1437,53,False,0
Andros_Townsend_135,0,0,0,0,0.0,135,264,0,0,0.0,0.0,2020-02-22T15:00:00Z,0,13,0,0,0,0,27,0,70731,0,1,0.0,0,-36,463,499,56,True,0
André Filipe_Tavares Gomes_422,0,0,0,0,4.3,422,261,0,0,1.0,1.2,2020-02-23T16:30:00Z,31,1,0,0,0,0,27,0,20590,2,3,4.0,0,-8,104,112,52,False,1
Andy_Carroll_520,0,0,0,0,0.0,520,264,0,0,0.0,0.0,2020-02-22T15:00:00Z,0,7,0,0,0,0,27,0,6557,0,1,0.0,0,-280,21,301,54,False,0
Andy_King_480,0,0,0,0,0.0,480,265,0,0,0.0,0.0,2020-02-22T17:30:00Z,0,11,0,0,0,0,27,0,20865,1,0,0.0,0,-246,113,359,43,True,0
Andy_Lonergan_530,0,0,0,0,0.0,530,266,0,0,0.0,0.0,2020-02-24T20:00:00Z,0,19,0,0,0,0,27,0,1844,2,3,0.0,0,-10,8,18,42,True,0
Angelo_Ogbonna_377,0,0,14,0,0.0,377,266,3,0,1.7,16.8,2020-02-24T20:00:00Z,90,10,0,0,0,0,27,0,89827,2,3,0.0,1,-8484,497,8981,45,False,0
Angel_Gomes_245,0,0,0,0,0.0,245,267,0,0,0.0,0.0,2020-02-23T14:00:00Z,0,18,0,0,0,0,27,0,6671,0,3,0.0,0,-21,72,93,48,True,0
Angus_Gunn_319,0,0,0,0,0.0,319,269,0,0,0.0,0.0,2020-02-22T15:00:00Z,0,2,0,0,0,0,27,0,107457,0,2,0.0,0,-1268,1137,2405,42,True,0
Anthony_Driscoll-Glennon_572,0,0,0,0,0.0,572,262,0,0,0.0,0.0,2020-02-22T15:00:00Z,0,3,0,0,0,0,27,0,1343,0,3,0.0,0,-43,18,61,40,True,0
Anthony_Gordon_561,0,0,0,0,0.0,561,261,0,0,0.0,0.0,2020-02-23T16:30:00Z,0,1,0,0,0,0,27,0,3079,2,3,0.0,0,54,239,185,45,False,0
Anthony_Knockaert_52,0,0,0,0,0.0,52,268,0,0,0.0,0.0,2020-02-22T15:00:00Z,0,15,0,0,0,0,27,0,659,1,1,0.0,0,3,12,9,54,False,0
Anthony_Martial_239,0,0,20,1,13.1,239,267,0,1,9.6,41.8,2020-02-23T14:00:00Z,79,18,0,0,0,0,27,0,1023517,0,3,41.0,8,157594,198786,41192,79,True,0
Antonio_Rüdiger_104,0,0,6,0,14.1,104,263,1,0,1.8,1.6,2020-02-22T12:30:00Z,90,17,1,0,0,0,27,0,46040,1,2,2.0,0,1574,6705,5131,60,True,0
Anwar_El Ghazi_30,0,0,5,0,5.6,30,269,1,0,1.1,3.2,2020-02-22T15:00:00Z,27,16,0,0,0,0,27,0,66047,0,2,2.0,1,-709,2540,3249,55,False,0
Archie_Mair_551,0,0,0,0,0.0,551,270,0,0,0.0,0.0,2020-02-23T14:00:00Z,0,20,0,0,0,0,27,0,5639,0,3,0.0,0,-27,117,144,40,False,0
Arnaut_Danjuma Groeneveld_492,0,0,0,0,0.0,492,262,0,0,0.0,0.0,2020-02-22T15:00:00Z,0,5,0,0,0,0,27,0,2005,0,3,0.0,0,-14,10,24,58,False,0
Arthur_Masuaku_378,0,0,0,0,0.0,378,266,0,0,0.0,0.0,2020-02-24T20:00:00Z,0,10,0,0,0,0,27,0,33116,2,3,0.0,0,-401,464,865,42,False,0
Artur_Boruc_73,0,0,0,0,0.0,73,262,0,0,0.0,0.0,2020-02-22T15:00:00Z,0,5,0,0,0,0,27,0,18123,0,3,0.0,0,-86,115,201,43,False,0
Ashley_Barnes_90,0,0,0,0,0.0,90,262,0,0,0.0,0.0,2020-02-22T15:00:00Z,0,3,0,0,0,0,27,0,166070,0,3,0.0,0,-2474,47,2521,61,True,0
Ashley_Westwood_101,0,0,19,1,22.6,101,262,0,0,4.8,16.2,2020-02-22T15:00:00Z,90,3,0,0,0,0,27,0,59479,0,3,9.0,3,24178,27138,2960,54,True,0
Ashley_Young_224,0,0,0,0,0.0,224,267,0,0,0.0,0.0,2020-02-23T14:00:00Z,0,18,0,0,0,0,27,0,22426,0,3,0.0,0,-341,13,354,54,True,0
Asmir_Begovic_72,0,0,0,0,0.0,72,262,0,0,0.0,0.0,2020-02-22T15:00:00Z,0,5,0,0,0,0,27,0,54251,0,3,0.0,0,-452,25,477,42,False,0
Axel_Tuanzebe_481,0,0,0,0,0.0,481,267,0,0,0.0,0.0,2020-02-23T14:00:00Z,0,18,0,0,0,0,27,0,7519,0,3,0.0,0,-130,7,137,44,True,0
Aymeric_Laporte_202,0,0,13,0,0.6,202,265,0,0,2.3,20.4,2020-02-22T17:30:00Z,57,9,0,0,0,0,27,0,157655,1,0,2.0,1,2176,4991,2815,63,False,0
Ayotomiwa_Dele-Bashiru_563,0,0,0,0,0.0,563,267,0,0,0.0,0.0,2020-02-23T14:00:00Z,0,12,0,0,0,0,27,0,659,0,3,0.0,0,0,52,52,45,False,0
Ayoze_Pérez_265,0,0,2,0,0.5,265,265,0,0,0.0,0.0,2020-02-22T17:30:00Z,1,11,0,0,0,0,27,0,671687,1,0,0.0,1,-17558,49447,67005,62,True,0
Bailey_Peacock-Farrell_495,0,0,0,0,0.0,495,262,0,0,0.0,0.0,2020-02-22T15:00:00Z,0,3,0,0,0,0,27,0,5590,0,3,0.0,0,-6,40,46,43,True,0
Bamidele_Alli_344,0,0,3,0,0.7,344,263,0,0,0.1,0.2,2020-02-22T12:30:00Z,12,6,0,0,0,0,27,0,384701,1,2,0.0,1,-29399,35558,64957,84,False,0
Beni_Baningime_557,0,0,0,0,0.0,557,261,0,0,0.0,0.0,2020-02-23T16:30:00Z,0,1,0,0,0,0,27,0,527,2,3,0.0,0,25,48,23,45,False,0
Benjamin_Chilwell_161,0,0,3,0,1.7,161,265,1,0,1.1,7.6,2020-02-22T17:30:00Z,90,11,0,0,0,0,27,0,660382,1,0,2.0,2,-7322,13619,20941,56,True,0
Benjamin_Mendy_204,0,0,24,1,8.4,204,265,0,0,3.6,7.6,2020-02-22T17:30:00Z,90,9,0,0,0,0,27,0,58618,1,0,20.0,6,-1206,1757,2963,55,False,0
Ben_Davies_329,0,0,7,0,1.4,329,263,2,0,2.2,20.6,2020-02-22T12:30:00Z,90,6,0,0,0,0,27,0,8740,1,2,0.0,1,139,228,89,53,False,0
Ben_Foster_366,0,0,16,0,0.0,366,267,3,0,3.2,31.8,2020-02-23T14:00:00Z,90,12,0,0,0,0,27,5,336817,0,3,0.0,2,-21411,3201,24612,49,False,0
Ben_Gibson_89,0,0,0,0,0.0,89,262,0,0,0.0,0.0,2020-02-22T15:00:00Z,0,3,0,0,0,0,27,0,192870,0,3,0.0,0,-3002,3223,6225,39,True,0
Ben_Godfrey_273,0,0,9,0,2.0,273,270,3,0,3.2,12.6,2020-02-23T14:00:00Z,90,20,0,0,0,0,27,0,10901,0,3,17.0,0,-12,92,104,44,False,1
Ben_Johnson_384,0,0,0,0,0.0,384,266,0,0,0.0,0.0,2020-02-24T20:00:00Z,0,10,0,0,0,0,27,0,155718,2,3,0.0,0,21400,26349,4949,39,False,0
Ben_Mee_83,0,0,18,1,0.3,83,262,0,0,1.2,11.4,2020-02-22T15:00:00Z,90,3,0,0,0,0,27,0,84172,0,3,0.0,5,7387,11484,4097,50,True,1
Ben_Osborn_472,0,0,6,0,3.1,472,268,0,0,1.5,8.0,2020-02-22T15:00:00Z,45,4,0,0,0,0,27,0,2552,1,1,4.0,1,19,72,53,47,True,0
