name,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
Matthew_Longstaff_540,0,0,0,0,0.0,540,251,0,0,0.0,0.0,2020-02-16T16:30:00Z,0,1,0,0,0,0,26,0,14108,0,4,0.0,0,-365,415,780,45,False,0
Lucas_Torreira_19,0,0,3,0,0.9,19,251,0,0,0.2,1.4,2020-02-16T16:30:00Z,8,13,0,0,0,0,26,0,93879,0,4,0.0,1,2,2569,2567,47,True,0
Yerry_Mina_142,0,0,11,0,0.3,142,255,1,0,1.6,7.6,2020-02-08T12:30:00Z,90,7,0,0,0,0,26,0,167775,1,3,8.0,2,16475,18675,2200,53,True,0
Çaglar_Söyüncü_164,0,1,28,1,1.8,164,260,0,0,6.5,28.0,2020-02-14T20:00:00Z,90,20,0,0,0,0,26,0,1175922,0,0,35.0,7,-69593,14682,84275,50,False,0
Ken_Sema_372,0,0,0,0,0.0,372,253,0,0,0.0,0.0,2020-02-08T17:30:00Z,0,4,0,0,0,0,26,0,1388,1,1,0.0,0,-1,23,24,48,False,0
Stuart_Armstrong_323,0,0,9,0,4.3,323,259,2,0,3.8,3.0,2020-02-15T12:30:00Z,90,5,0,0,0,0,26,0,11391,2,1,31.0,2,1483,2829,1346,52,True,0
Connor_Wickham_130,0,0,0,0,0.0,130,255,0,0,0.0,0.0,2020-02-08T12:30:00Z,0,8,0,0,0,0,26,0,151768,1,3,0.0,0,-4057,91,4148,44,False,0
Benjamin_Mendy_204,0,0,27,1,11.8,204,256,0,0,2.9,10.0,2020-02-19T19:30:00Z,90,19,0,0,0,0,26,0,59349,0,2,7.0,6,-5470,1595,7065,55,True,0
Brandon_Austin_558,0,0,0,0,0.0,558,252,0,0,0.0,0.0,2020-02-16T14:00:00Z,0,2,0,0,0,0,26,0,13885,3,2,0.0,0,-231,218,449,40,False,0
Ethan_Ampadu_121,0,0,0,0,0.0,121,254,0,0,0.0,0.0,2020-02-17T20:00:00Z,0,12,0,0,0,0,26,0,1248,2,0,0.0,0,-12,21,33,44,True,0
Patrick_van Aanholt_123,0,0,11,0,6.1,123,255,3,0,3.3,7.4,2020-02-08T12:30:00Z,90,8,0,0,0,0,26,0,315153,1,3,19.0,1,303,3102,2799,55,False,0
Dennis_Praet_517,0,0,3,0,0.4,517,260,0,0,1.9,0.4,2020-02-14T20:00:00Z,15,20,0,0,0,0,26,0,6551,0,0,18.0,1,-162,514,676,53,False,0
Michael_Keane_143,0,0,12,0,0.2,143,255,1,0,2.6,25.6,2020-02-08T12:30:00Z,90,7,0,0,0,0,26,0,144433,1,3,0.0,2,-1370,405,1775,52,True,0
Raheem_Sterling_214,0,0,0,0,0.0,214,256,0,0,0.0,0.0,2020-02-19T19:30:00Z,0,19,0,0,0,0,26,0,1213228,0,2,0.0,0,-176083,7318,183401,117,True,0
Aaron_Mooy_516,0,0,9,0,20.6,516,253,1,0,5.0,11.4,2020-02-08T17:30:00Z,90,18,0,0,0,0,26,0,60484,1,1,18.0,2,4263,8755,4492,48,True,0
Andrew_Surman_80,0,0,5,0,1.6,80,258,2,0,0.0,0.0,2020-02-09T14:00:00Z,87,15,0,0,0,0,26,0,2609,1,2,0.0,1,-2,33,35,47,False,1
Tariq_Lamptey_586,0,0,0,0,0.0,586,253,0,0,0.0,0.0,2020-02-08T17:30:00Z,0,18,0,0,0,0,26,0,7510,1,1,0.0,0,890,1346,456,40,True,0
André Filipe_Tavares Gomes_422,0,0,0,0,0.0,422,255,0,0,0.0,0.0,2020-02-08T12:30:00Z,0,7,0,0,0,0,26,0,20582,1,3,0.0,0,-87,16,103,52,True,0
Odion_Ighalo_624,0,0,-1,0,0.2,624,254,0,0,2.0,3.0,2020-02-17T20:00:00Z,1,6,0,0,0,0,26,0,23486,2,0,17.0,1,22657,23838,1181,65,False,0
Martin_Kelly_128,0,0,0,0,0.0,128,255,0,0,0.0,0.0,2020-02-08T12:30:00Z,0,8,0,0,0,0,26,0,1895474,1,3,0.0,0,-192149,5717,197866,43,False,0
Lloyd_Kelly_64,0,0,0,0,0.0,64,258,0,0,0.0,0.0,2020-02-09T14:00:00Z,0,15,0,0,0,0,26,0,3402,1,2,0.0,0,-67,36,103,44,False,0
Victor_Wanyama_348,0,0,0,0,0.0,348,252,0,0,0.0,0.0,2020-02-16T14:00:00Z,0,2,0,0,0,0,26,0,7345,3,2,0.0,0,6,100,94,48,False,0
Neil_Taylor_24,0,0,0,0,0.0,24,252,0,0,0.0,0.0,2020-02-16T14:00:00Z,0,17,0,0,0,0,26,0,16519,3,2,0.0,0,-81,212,293,43,True,0
Mason_Holgate_478,0,0,3,0,0.3,478,255,0,0,0.1,0.4,2020-02-08T12:30:00Z,4,7,0,0,0,0,26,0,207839,1,3,0.0,1,9813,19473,9660,45,True,0
Marc_Albrighton_174,0,0,7,0,1.5,174,260,0,0,2.1,9.2,2020-02-14T20:00:00Z,22,20,0,0,0,0,26,0,11527,0,0,10.0,1,-107,49,156,51,False,0
Steven_Alzate_537,0,0,2,0,1.4,537,253,0,0,1.4,6.2,2020-02-08T17:30:00Z,29,18,0,0,0,0,26,0,8071,1,1,6.0,1,-649,226,875,45,True,0
Max_Meyer_136,0,0,3,0,0.3,136,255,1,0,0.0,0.0,2020-02-08T12:30:00Z,22,8,0,0,0,0,26,0,5850,1,3,0.0,1,-15,28,43,52,False,0
Ayotomiwa_Dele-Bashiru_563,0,0,0,0,0.0,563,253,0,0,0.0,0.0,2020-02-08T17:30:00Z,0,4,0,0,0,0,26,0,631,1,1,0.0,0,21,45,24,45,False,0
Ben_Gibson_89,0,0,0,0,0.0,89,259,0,0,0.0,0.0,2020-02-15T12:30:00Z,0,16,0,0,0,0,26,0,195874,2,1,0.0,0,94,5204,5110,39,False,0
Tammy_Abraham_460,0,0,0,0,0.0,460,254,0,0,0.0,0.0,2020-02-17T20:00:00Z,0,12,0,0,0,0,26,0,1685238,2,0,0.0,0,-53470,46301,99771,77,True,0
Taylor_Perry_560,0,0,0,0,0.0,560,260,0,0,0.0,0.0,2020-02-14T20:00:00Z,0,9,0,0,0,0,26,0,1621,0,0,0.0,0,-7,72,79,45,True,0
Erik_Lamela_346,0,0,0,0,0.0,346,252,0,0,0.0,0.0,2020-02-16T14:00:00Z,0,2,0,0,0,0,26,0,84206,3,2,0.0,0,-1873,458,2331,57,False,0
Karl_Darlow_263,0,0,0,0,0.0,263,251,0,0,0.0,0.0,2020-02-16T16:30:00Z,0,1,0,0,0,0,26,0,8562,0,4,0.0,0,-30,35,65,43,False,0
Leander_Dendoncker_420,0,0,0,1,2.0,420,260,0,0,0.9,0.6,2020-02-14T20:00:00Z,90,9,0,0,0,0,26,0,726717,0,0,6.0,2,-5902,21649,27551,44,True,1
