assists,bonus,bps,clean_sheets,creativity,ea_index,element_code,end_cost,goals_conceded,goals_scored,ict_index,id,influence,minutes,own_goals,penalties_missed,penalties_saved,red_cards,saves,season,season_name,start_cost,threat,total_points,yellow_cards
0,0,0,0,0.0,0,19057,60,0,0,0.0,21,0.0,0,0,0,0,0,0,1,2006/07,60,0.0,0,0
5,11,0,0,0.0,0,19057,49,45,6,0.0,729,0.0,2664,0,0,0,0,0,2,2007/08,45,0.0,118,5
3,1,0,0,0.0,0,19057,49,29,4,0.0,2043,0.0,2377,0,0,0,0,0,4,2009/10,50,0.0,94,3
6,9,0,8,0.0,0,19057,50,45,4,0.0,2719,0.0,2833,0,0,0,0,0,5,2010/11,55,0.0,116,5
4,15,0,12,0.0,463,19057,66,36,7,0.0,3727,0.0,2695,0,1,0,0,0,6,2011/12,65,0.0,128,7
6,8,0,13,0.0,352,19057,59,47,1,0.0,4439,0.0,2977,0,0,0,0,0,7,2012/13,65,0.0,112,5
4,3,106,10,0.0,305,19057,54,31,1,0.0,5126,0.0,2217,0,0,0,0,0,8,2013/14,60,0.0,79,6
4,6,531,12,0.0,468,19057,53,43,3,0.0,5867,0.0,3052,0,0,0,0,0,9,2014/15,55,0.0,105,10
1,0,96,0,0.0,58,19057,50,12,0,0.0,6553,0.0,554,0,0,0,0,0,10,2015/16,55,0.0,22,2
3,0,219,3,402.5,0,19057,47,35,0,71.4,7256,206.0,1468,0,0,0,1,0,11,2016/17,50,109.0,40,4
