assists,bonus,bps,clean_sheets,creativity,element_code,end_cost,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,goals_conceded,goals_scored,ict_index,influence,minutes,own_goals,penalties_missed,penalties_saved,red_cards,saves,season_name,start_cost,starts,threat,total_points,yellow_cards
0,0,0,0,0.0,50471,41,0.00000,0.00000,0.00000,0.00000,11,0,0.0,0.0,557,0,0,0,0,0,2010/11,45,0,0.0,21,0
2,7,0,5,0.0,50471,44,0.00000,0.00000,0.00000,0.00000,24,3,0.0,0.0,1771,0,0,0,0,0,2011/12,45,0,0.0,77,4
2,7,0,2,0.0,50471,54,0.00000,0.00000,0.00000,0.00000,56,3,0.0,0.0,2413,0,0,0,0,0,2012/13,55,0,0.0,82,7
1,3,415,8,0.0,50471,52,0.00000,0.00000,0.00000,0.00000,32,2,0.0,0.0,2601,0,0,0,0,0,2014/15,55,0,0.0,79,6
2,2,385,5,0.0,50471,49,0.00000,0.00000,0.00000,0.00000,28,2,0.0,0.0,2185,0,0,0,0,0,2015/16,50,0,0.0,71,5
3,8,363,3,284.5,50471,47,0.00000,0.00000,0.00000,0.00000,39,5,97.7,400.4,1999,0,0,0,0,0,2016/17,50,0,300.0,93,5
2,9,416,7,333.0,50471,44,0.00000,0.00000,0.00000,0.00000,35,5,138.9,490.6,2425,0,0,0,0,0,2017/18,45,0,566.0,101,5
7,7,500,11,457.2,50471,49,0.00000,0.00000,0.00000,0.00000,49,3,161.3,666.8,3057,0,0,0,0,0,2018/19,50,0,487.0,121,7
4,2,420,11,486.6,50471,52,0.00000,0.00000,0.00000,0.00000,38,0,149.6,586.6,3091,0,0,0,0,0,2019/20,55,0,421.0,92,6
2,3,228,4,202.2,50471,52,0.00000,0.00000,0.00000,0.00000,26,0,55.2,285.2,1465,0,0,0,0,0,2020/21,55,0,65.0,45,3
4,5,288,5,256.6,50471,43,0.00000,0.00000,0.00000,0.00000,15,0,70.0,324.2,1434,0,0,0,0,0,2021/22,45,0,120.0,54,4
