assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
0,0,0,0,0.0,540,0.00,0.00,0.00,0.00,2,0,0,0.0,0.0,2024-08-17T14:00:00Z,0,False,1,0,0,0,0,1,0,9908,0,0,2,0.0,0,0,0,0,45,False,0
0,0,0,0,0.0,540,0.00,0.00,0.00,0.00,20,0,0,0.0,0.0,2024-08-25T13:00:00Z,0,False,6,0,0,0,0,2,0,12367,0,6,2,0.0,0,81,1684,1603,45,True,0
0,0,0,0,0.0,540,0.00,0.00,0.00,0.00,29,0,0,0.0,0.0,2024-08-31T14:00:00Z,0,False,16,0,0,0,0,3,0,16414,0,1,1,0.0,0,1872,4864,2992,45,False,0
0,0,0,0,0.0,540,0.00,0.00,0.00,0.00,40,0,0,0.0,0.0,2024-09-15T15:30:00Z,0,False,15,0,0,0,0,4,0,27055,0,2,1,0.0,0,6972,12292,5320,45,True,0
0,0,0,0,0.0,540,0.00,0.00,0.00,0.00,41,0,0,0.0,0.0,2024-09-21T14:00:00Z,0,False,2,0,0,0,0,5,0,29652,0,1,3,0.0,0,1802,5007,3205,45,False,0
0,0,0,0,0.0,540,0.00,0.00,0.00,0.00,60,0,0,0.0,0.0,2024-09-28T16:30:00Z,0,False,12,0,0,0,0,6,0,28357,0,2,1,0.0,0,-1543,2025,3568,45,True,0
0,0,0,0,0.0,540,0.00,0.00,0.00,0.00,63,0,0,0.0,0.0,2024-10-05T14:00:00Z,0,False,4,0,0,0,0,7,0,27745,0,3,5,0.0,0,-1017,1508,2525,45,False,0
0,0,0,0,0.0,540,0.00,0.00,0.00,0.00,80,0,0,0.0,0.0,2024-10-20T13:00:00Z,0,False,13,0,0,0,0,8,0,26893,0,2,1,0.0,0,-1129,769,1898,45,True,0
0,0,0,0,0.0,540,0.00,0.00,0.00,0.00,84,0,0,0.0,0.0,2024-10-26T14:00:00Z,0,False,5,0,0,0,0,9,0,26428,0,2,2,0.0,0,-639,464,1103,45,False,0
0,0,0,0,0.0,540,0.00,0.00,0.00,0.00,100,0,0,0.0,0.0,2024-11-02T17:30:00Z,0,False,7,0,0,0,0,10,0,25825,0,2,2,0.0,0,-707,696,1403,45,True,0
0,0,0,0,0.0,540,0.00,0.00,0.00,0.00,110,0,0,0.0,0.0,2024-11-09T15:00:00Z,0,False,17,0,0,0,0,11,0,25101,0,0,2,0.0,0,-841,521,1362,45,True,0
0,0,0,0,0.0,540,0.00,0.00,0.00,0.00,115,0,0,0.0,0.0,2024-11-23T15:00:00Z,0,False,9,0,0,0,0,12,0,24528,0,4,1,0.0,0,-699,567,1266,45,False,0
0,0,0,0,0.0,540,0.00,0.00,0.00,0.00,130,0,0,0.0,0.0,2024-11-30T15:00:00Z,0,False,3,0,0,0,0,13,0,23968,0,4,2,0.0,0,-653,428,1081,45,True,0
0,0,0,0,0.0,540,0.00,0.00,0.00,0.00,134,0,0,0.0,0.0,2024-12-04T19:30:00Z,0,False,8,0,0,0,0,14,0,23473,0,0,4,0.0,0,-556,476,1032,45,False,0
0,0,0,0,0.0,540,0.00,0.00,0.00,0.00,150,0,0,0.0,0.0,2024-12-09T20:00:00Z,0,False,19,0,0,0,0,15,0,22854,0,1,2,0.0,0,-653,261,914,45,False,0
0,0,0,0,0.0,540,0.00,0.00,0.00,0.00,160,0,0,0.0,0.0,2024-12-14T15:00:00Z,0,False,10,0,0,0,0,16,0,22422,0,2,1,0.0,0,-526,373,899,45,True,0
0,0,0,0,0.0,540,0.00,0.00,0.00,0.00,167,0,0,0.0,0.0,2024-12-22T14:00:00Z,0,False,11,0,0,0,0,17,0,21822,0,3,0,0.0,0,-644,150,794,45,False,0
0,0,0,0,0.0,540,0.00,0.00,0.00,0.00,180,0,0,0.0,0.0,2024-12-26T17:30:00Z,0,False,14,0,0,0,0,18,0,21239,0,0,2,0.0,0,-641,222,863,45,True,0
0,0,0,0,0.0,540,0.00,0.00,0.00,0.00,189,0,0,0.0,0.0,2024-12-29T15:00:00Z,0,False,18,0,0,0,0,19,0,20910,0,2,2,0.0,0,-373,283,656,45,False,0
