assists,bonus,bps,clean_sheets,clearances_blocks_interceptions,creativity,defensive_contribution,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,modified,opponent_team,own_goals,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,selected,starts,tackles,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
0,0,6,0,7,0.6,7,374,0.00,0.00,0.00,1.70,1,2,0,2.2,21.4,2025-08-15T19:00:00Z,90,False,4,0,0,0,5,0,1,0,278294,1,0,2,4,0.0,1,0,0,0,55,True,0
0,0,5,0,5,1.0,6,374,0.01,0.01,0.00,0.93,19,2,0,1.4,13.2,2025-08-25T19:00:00Z,90,False,15,0,0,0,1,0,2,0,314014,1,1,3,2,0.0,0,-21595,18206,39801,55,False,1
0,0,26,1,4,0.8,5,374,0.00,0.00,0.00,0.40,25,0,0,1.7,16.2,2025-08-31T15:30:00Z,78,False,1,0,0,0,2,0,3,0,310805,1,1,0,1,0.0,6,-27204,21429,48633,55,True,0
0,3,29,1,3,26.7,7,374,0.05,0.54,0.49,0.13,34,0,0,5.7,20.8,2025-09-14T13:00:00Z,86,False,3,0,0,0,3,0,4,0,350482,1,4,1,0,9.0,9,14468,46796,32328,55,False,0
0,0,9,0,9,0.7,11,374,0.00,0.04,0.04,0.70,46,1,0,3.3,27.4,2025-09-20T11:30:00Z,90,False,9,0,0,0,2,0,5,0,401221,1,2,1,2,5.0,4,36624,54784,18160,55,True,0
0,0,14,0,13,13.8,14,374,0.06,0.13,0.07,2.20,54,1,0,4.6,27.8,2025-09-27T14:00:00Z,73,False,8,0,0,0,3,0,6,0,420867,1,1,1,2,4.0,3,12873,41193,28320,55,False,1
0,0,10,0,2,0.5,4,374,0.00,0.00,0.00,0.14,65,1,0,0.9,8.0,2025-10-04T16:30:00Z,55,False,7,0,0,0,0,0,7,0,422137,1,2,1,2,0.0,1,-5592,27165,32757,55,False,0
0,0,11,0,9,14.5,11,374,0.19,0.20,0.01,1.34,75,2,0,5.4,32.8,2025-10-19T15:30:00Z,90,False,14,0,0,0,4,0,8,0,348718,1,2,2,1,7.0,3,-74596,6005,80601,55,True,0
0,0,8,0,6,11.8,10,374,0.01,0.01,0.00,2.75,84,3,0,4.1,25.4,2025-10-25T19:00:00Z,90,False,5,0,0,0,2,0,9,0,346555,1,4,2,3,4.0,3,-8010,12495,20505,54,False,0
0,0,21,1,12,1.8,12,374,0.01,0.14,0.13,0.41,95,0,0,2.1,15.0,2025-11-01T20:00:00Z,90,False,2,0,0,0,3,0,10,0,333601,1,0,0,2,4.0,8,-15541,9055,24596,54,True,0
0,0,3,0,7,0.9,7,374,0.01,0.01,0.00,1.60,106,3,0,2.2,21.0,2025-11-09T16:30:00Z,90,False,13,0,0,0,3,0,11,0,330983,1,0,0,3,0.0,1,-5597,7516,13113,54,False,0
0,0,1,0,2,0.8,3,374,0.01,0.01,0.00,0.68,117,2,0,1.0,8.8,2025-11-22T15:00:00Z,54,False,16,0,0,0,2,0,12,0,396838,1,1,3,0,0.0,0,52435,63784,11349,54,True,0
0,0,27,1,12,1.1,13,374,0.01,0.01,0.00,0.29,130,0,0,3.2,30.4,2025-11-30T14:05:00Z,90,False,19,0,0,0,4,0,13,0,365281,1,1,2,0,0.0,8,-18514,7995,26509,54,False,0
0,0,19,0,8,2.6,11,374,0.01,0.03,0.02,0.41,137,1,0,4.6,26.4,2025-12-03T20:15:00Z,90,False,17,0,0,0,3,0,14,0,384118,1,3,1,1,17.0,4,8056,15220,7164,54,True,0
0,0,4,0,6,1.8,8,374,0.02,0.07,0.05,1.51,146,3,0,3.5,15.8,2025-12-06T17:30:00Z,90,False,11,0,0,0,4,0,15,0,376766,1,2,3,3,17.0,1,-5325,6984,12309,54,False,0
0,2,30,1,11,1.2,16,374,0.01,0.01,0.00,1.90,156,0,0,3.8,36.4,2025-12-13T15:00:00Z,90,False,6,0,0,0,6,0,16,0,358149,1,5,0,2,0.0,9,-20712,17442,38154,54,True,1
0,0,5,0,7,2.3,7,374,0.01,0.01,0.00,1.07,169,1,0,2.5,21.0,2025-12-20T17:30:00Z,90,False,18,0,0,0,3,0,17,0,382927,1,0,2,1,2.0,1,21868,33140,11272,54,False,1
0,0,10,0,4,1.9,4,374,0.02,0.02,0.00,1.07,176,1,0,2.3,19.0,2025-12-27T15:00:00Z,90,False,20,0,0,0,1,0,18,0,490898,1,0,1,2,2.0,2,67514,79074,11560,54,True,0
0,1,28,1,8,9.8,9,374,0.23,0.23,0.00,0.68,186,0,0,3.2,22.2,2026-01-01T17:30:00Z,90,False,11,0,0,0,3,0,19,0,459704,1,1,0,0,0.0,7,3324,18246,14922,54,True,0
0,0,10,0,5,3.0,5,374,0.04,0.04,0.00,0.75,195,2,0,2.3,20.4,2026-01-04T15:15:00Z,90,False,10,0,0,0,5,0,20,0,449928,1,0,2,2,0.0,1,-7754,11759,19513,54,False,0
0,0,27,1,10,1.8,10,374,0.01,0.01,0.00,0.57,201,0,0,2.9,27.0,2026-01-08T20:00:00Z,90,False,1,0,0,0,1,0,21,0,416758,1,0,0,0,0.0,7,-31227,4674,35901,54,False,1
0,0,12,0,6,8.1,7,374,0.10,0.10,0.00,0.40,215,1,0,3.2,21.8,2026-01-17T15:00:00Z,90,False,3,0,0,0,1,0,22,0,455554,1,1,1,1,2.0,2,30906,42619,11713,54,True,0
0,0,0,0,0,0.0,0,374,0.00,0.00,0.00,0.00,222,0,0,0.0,0.0,2026-01-24T17:30:00Z,0,False,4,0,0,0,0,0,23,0,403505,0,0,2,3,0.0,0,-48948,5547,54495,54,False,0
0,1,29,0,11,0.7,13,374,0.00,0.22,0.22,0.36,235,1,1,7.8,55.6,2026-01-31T20:00:00Z,90,False,15,0,0,0,4,0,24,0,364510,1,2,1,4,22.0,11,-39314,2511,41825,54,True,0
