assists,bonus,bps,clean_sheets,creativity,ea_index,element_code,end_cost,goals_conceded,goals_scored,ict_index,id,influence,minutes,own_goals,penalties_missed,penalties_saved,red_cards,saves,season,season_name,start_cost,threat,total_points,yellow_cards
3,0,0,0,0.0,0,28593,51,7,3,0.0,159,0.0,628,0,0,0,0,0,1,2006/07,55,0.0,38,6
1,0,0,0,0.0,0,28593,56,16,1,0.0,899,0.0,1081,0,0,0,0,0,2,2007/08,60,0.0,42,1
1,0,0,0,0.0,0,28593,52,8,1,0.0,1483,0.0,590,0,0,0,0,0,3,2008/09,55,0.0,28,0
2,1,0,0,0.0,0,28593,48,7,1,0.0,2216,0.0,481,0,0,0,0,0,4,2009/10,50,0.0,26,1
0,0,0,0,0.0,0,28593,50,13,0,0.0,2890,0.0,769,0,0,0,1,0,5,2010/11,50,0.0,19,1
0,9,0,1,0.0,117,28593,49,5,5,0.0,3878,0.0,448,0,0,0,0,0,6,2011/12,55,0.0,44,1
6,12,0,10,0.0,291,28593,43,18,6,0.0,4583,0.0,1716,0,0,0,0,0,7,2012/13,55,0.0,95,2
3,8,54,1,0.0,178,28593,49,25,3,0.0,5278,0.0,1221,0,0,0,0,0,8,2013/14,55,0.0,62,3
3,6,152,4,0.0,154,28593,49,14,3,0.0,6050,0.0,1035,0,0,0,0,0,9,2014/15,50,0.0,57,0
0,0,28,1,0.0,44,28593,45,4,0,0.0,6764,0.0,369,0,0,0,0,0,10,2015/16,50,0.0,13,0
1,5,166,3,195.3,0,28593,43,21,3,90.4,7486,210.4,1219,0,0,0,0,0,11,2016/17,45,505.0,48,2
