assists,bonus,bps,clean_sheets,creativity,ea_index,element_code,end_cost,goals_conceded,goals_scored,ict_index,id,influence,minutes,own_goals,penalties_missed,penalties_saved,red_cards,saves,season,season_name,start_cost,threat,total_points,yellow_cards
0,0,0,0,0.0,0,49384,42,0,0,0.0,880,0.0,5,0,0,0,0,0,2,2007/08,42,0.0,2,0
0,0,0,0,0.0,0,49384,43,11,0,0.0,1479,0.0,866,0,0,0,0,0,3,2008/09,45,0.0,32,0
2,4,0,0,0.0,0,49384,43,29,2,0.0,2211,0.0,1623,0,0,0,0,0,4,2009/10,45,0.0,60,4
1,0,0,3,0.0,0,49384,50,19,0,0.0,2875,0.0,1420,0,0,0,0,0,5,2010/11,55,0.0,41,4
1,4,0,0,0.0,65,49384,51,18,2,0.0,3634,0.0,925,0,0,0,1,0,6,2011/12,55,0.0,34,2
0,3,0,1,0.0,95,49384,46,8,2,0.0,4321,0.0,498,0,0,0,0,0,7,2012/13,50,0.0,27,2
0,0,7,1,0.0,1,49384,50,2,0,0.0,5059,0.0,112,0,0,0,0,0,8,2013/14,55,0.0,7,0
0,4,222,2,0.0,221,49384,47,34,3,0.0,5779,0.0,1483,0,0,0,0,0,9,2014/15,50,0.0,55,5
0,2,153,1,0.0,112,49384,48,28,1,0.0,6554,0.0,1169,0,0,0,0,0,10,2015/16,50,0.0,35,5
1,1,200,2,131.0,0,49384,43,32,0,60.0,7257,235.0,1492,0,0,0,0,0,11,2016/17,45,233.0,38,4
