assists,bonus,bps,clean_sheets,creativity,ea_index,element_code,end_cost,goals_conceded,goals_scored,ict_index,id,influence,minutes,own_goals,penalties_missed,penalties_saved,red_cards,saves,season,season_name,start_cost,threat,total_points,yellow_cards
0,0,0,0,0.0,0,40349,39,0,0,0.0,1105,0.0,0,0,0,0,0,0,2,2007/08,39,0.0,0,0
0,0,0,0,0.0,0,40349,40,2,0,0.0,1732,0.0,180,0,0,0,0,12,3,2008/09,40,0.0,8,0
0,0,0,0,0.0,0,40349,40,23,0,0.0,2431,0.0,1062,0,0,0,0,41,4,2009/10,40,0.0,41,0
0,5,0,8,0.0,0,40349,44,32,0,0.0,3067,0.0,2520,0,0,1,0,97,5,2010/11,45,0.0,108,3
0,5,0,6,0.0,239,40349,45,31,0,0.0,3339,0.0,1998,0,0,0,0,84,6,2011/12,50,0.0,87,0
0,8,0,12,0.0,379,40349,56,45,0,0.0,4019,0.0,3420,0,0,0,0,117,7,2012/13,45,0.0,144,3
0,9,161,9,0.0,362,40349,54,36,1,0.0,4728,0.0,2880,0,0,1,0,104,8,2013/14,55,0.0,136,1
0,3,482,7,0.0,352,40349,48,43,0,0.0,5413,0.0,3150,0,0,0,0,87,9,2014/15,50,0.0,106,3
0,1,293,4,0.0,150,40349,46,24,0,0.0,6124,0.0,1399,0,0,0,0,55,10,2015/16,50,0.0,55,0
0,0,17,0,0.0,0,40349,46,5,0,1.3,6824,13.2,180,0,0,0,0,1,11,2016/17,50,0.0,2,0
