assists,bonus,bps,clean_sheets,creativity,element_code,end_cost,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,goals_conceded,goals_scored,ict_index,influence,minutes,own_goals,penalties_missed,penalties_saved,red_cards,saves,season_name,start_cost,starts,threat,total_points,yellow_cards
0,0,0,0,0.0,55494,40,0.00000,0.00000,0.00000,0.00000,1,0,0.0,0.0,146,0,0,0,0,0,2009/10,40,0,0.0,8,0
3,13,180,12,0.0,55494,45,0.00000,0.00000,0.00000,0.00000,44,0,0.0,0.0,3240,0,0,0,0,0,2013/14,40,0,0.0,123,3
0,0,488,7,0.0,55494,47,0.00000,0.00000,0.00000,0.00000,49,1,0.0,0.0,3330,0,0,0,0,0,2014/15,50,0,0.0,90,4
1,10,503,6,0.0,55494,43,0.00000,0.00000,0.00000,0.00000,41,2,0.0,0.0,2691,0,0,0,0,0,2015/16,45,0,0.0,93,4
1,7,568,7,263.7,55494,48,0.00000,0.00000,0.00000,0.00000,63,0,100.4,608.2,3417,0,0,0,0,0,2016/17,50,0,129.0,86,7
1,0,276,4,163.5,55494,47,0.00000,0.00000,0.00000,0.00000,25,0,56.3,340.6,1613,1,0,0,0,0,2017/18,50,0,58.0,41,4
0,0,68,0,28.9,55494,43,0.00000,0.00000,0.00000,0.00000,14,1,20.5,131.8,551,0,0,0,0,0,2018/19,45,0,43.0,13,1
1,8,392,7,117.0,55494,43,0.00000,0.00000,0.00000,0.00000,36,0,59.5,427.0,2380,0,0,0,0,0,2019/20,45,0,49.0,77,4
1,6,353,7,118.2,55494,43,0.00000,0.00000,0.00000,0.00000,43,0,51.3,366.8,2255,0,0,0,0,0,2020/21,45,0,28.0,66,5
0,2,422,9,132.5,55494,45,0.00000,0.00000,0.00000,0.00000,37,0,65.4,455.8,2486,0,0,0,0,0,2021/22,45,0,64.0,73,8
