assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,mng_clean_sheets,mng_draw,mng_goals_scored,mng_loss,mng_underdog_draw,mng_underdog_win,mng_win,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
0,0,8,0,10.9,476,0.08,0.14,0.06,0.25,5,1,0,2.1,2.0,2024-08-17T14:00:00Z,80,0,0,0,0,0,0,0,False,15,0,0,0,0,1,0,40395,1,0,1,8.0,2,0,0,0,45,False,0
0,0,13,0,4.2,476,0.02,0.12,0.10,2.45,18,1,0,4.5,21.0,2024-08-24T14:00:00Z,90,0,0,0,0,0,0,0,False,16,0,0,0,0,2,0,47081,1,1,0,20.0,2,674,3516,2842,45,True,0
0,0,8,0,16.7,476,0.04,0.08,0.04,2.78,22,3,0,5.2,13.8,2024-08-31T14:00:00Z,90,0,0,0,0,0,0,0,False,4,0,0,0,0,3,0,48388,1,1,3,21.0,1,-504,4110,4614,45,False,0
0,0,1,0,1.6,476,0.03,0.03,0.00,2.67,38,3,0,2.1,15.6,2024-09-14T11:30:00Z,90,0,0,0,0,0,0,0,False,14,0,0,0,0,4,0,46240,1,3,0,4.0,1,-3346,2817,6163,45,True,0
0,0,0,0,0.0,476,0.00,0.00,0.00,0.00,48,0,0,0.0,0.0,2024-09-21T14:00:00Z,0,0,0,0,0,0,0,0,False,10,0,0,0,0,5,0,46480,0,1,1,0.0,0,-748,2976,3724,45,True,0
0,0,0,0,0.0,476,0.00,0.00,0.00,0.00,52,0,0,0.0,0.0,2024-09-30T19:00:00Z,0,0,0,0,0,0,0,0,False,3,0,0,0,0,6,0,42167,0,1,3,0.0,0,-4400,601,5001,45,False,0
0,0,0,0,3.6,476,0.01,0.03,0.02,2.83,61,3,0,3.0,19.6,2024-10-05T14:00:00Z,90,0,0,0,0,0,0,0,False,1,0,0,0,0,7,0,38803,1,1,3,7.0,0,-3693,461,4154,44,False,1
1,0,16,0,22.6,476,0.22,0.22,0.00,3.21,78,3,0,6.0,33.8,2024-10-19T14:00:00Z,90,0,0,0,0,0,0,0,False,11,0,0,0,0,8,0,37357,1,3,2,4.0,4,-1776,665,2441,44,True,0
0,0,9,0,14.6,476,0.01,0.01,0.00,2.95,89,1,0,2.2,7.6,2024-10-26T14:00:00Z,90,0,0,0,0,0,0,0,False,13,0,0,0,0,9,0,37278,1,0,1,0.0,2,-255,1116,1371,44,False,0
0,3,39,1,42.6,476,0.09,0.11,0.02,1.56,98,0,0,8.3,29.0,2024-11-02T15:00:00Z,90,0,0,0,0,0,0,0,False,8,0,0,0,0,10,0,37168,1,0,1,11.0,9,-380,1366,1746,44,True,0
0,0,7,0,3.7,476,0.02,0.02,0.00,1.26,110,2,0,3.0,24.4,2024-11-09T15:00:00Z,90,0,0,0,0,0,0,0,False,20,0,0,0,0,11,0,41029,1,0,2,2.0,0,3156,4313,1157,44,False,1
0,0,5,0,3.4,476,0.02,0.02,0.00,3.15,120,3,0,2.2,16.4,2024-11-24T14:00:00Z,90,0,0,0,0,0,0,0,False,12,0,0,0,0,12,0,38655,1,3,2,2.0,1,-2222,1287,3509,44,True,0
0,0,7,0,0.7,476,0.00,0.00,0.00,1.68,122,1,0,1.7,15.8,2024-11-29T20:00:00Z,90,0,0,0,0,0,0,0,False,5,0,0,0,0,13,0,38719,1,1,1,0.0,1,-233,1142,1375,44,False,1
1,0,9,0,12.7,476,0.51,0.51,0.00,5.43,140,5,0,5.2,31.2,2024-12-04T19:30:00Z,90,0,0,0,0,0,0,0,False,6,0,0,0,0,14,0,38352,1,5,1,8.0,3,-423,1159,1582,44,True,0
0,0,13,0,19.3,476,0.07,0.07,0.00,2.29,141,1,0,3.8,12.8,2024-12-07T15:00:00Z,90,0,0,0,0,0,0,0,False,2,0,0,0,0,15,0,39509,1,0,1,6.0,2,857,2339,1482,44,False,0
0,0,-9,0,7.0,476,0.01,0.03,0.02,2.44,159,5,0,2.6,9.4,2024-12-15T19:00:00Z,90,0,0,0,0,0,0,0,False,18,0,0,0,0,16,0,38109,1,5,0,10.0,0,-1506,1123,2629,44,True,0
0,0,25,1,2.6,476,0.02,0.02,0.00,1.04,165,0,0,1.6,11.8,2024-12-22T14:00:00Z,90,0,0,0,0,0,0,0,False,9,0,0,0,0,17,0,36429,1,0,0,2.0,6,-1756,591,2347,44,False,0
0,0,21,0,35.8,476,0.56,0.60,0.05,1.81,179,1,0,9.8,20.4,2024-12-26T15:00:00Z,85,0,0,0,0,0,0,0,False,19,0,0,0,0,18,0,36326,1,1,0,42.0,2,-312,1580,1892,43,True,0
0,0,10,0,12.8,476,0.14,0.14,0.00,1.93,183,2,0,3.4,16.8,2024-12-29T15:00:00Z,85,0,0,0,0,0,0,0,False,7,0,0,0,0,19,0,37324,1,1,2,4.0,1,881,2222,1341,43,False,0
0,0,-19,0,11.5,476,0.04,0.14,0.10,4.46,198,5,0,2.5,0.0,2025-01-04T15:00:00Z,90,0,0,0,0,0,0,0,False,4,0,0,0,0,20,0,36929,1,5,0,16.0,-1,-591,1822,2413,43,True,1
0,0,3,0,22.5,476,0.02,0.02,0.00,3.20,209,3,0,4.9,24.8,2025-01-16T20:00:00Z,90,0,0,0,0,0,0,0,False,14,0,0,0,0,21,0,35415,1,1,3,2.0,1,-1568,732,2300,43,False,0
0,0,0,0,19.3,476,0.07,0.12,0.05,2.05,219,3,0,3.1,9.0,2025-01-19T14:00:00Z,90,0,0,0,0,0,0,0,False,16,0,0,0,0,22,0,34814,1,2,3,3.0,0,-709,468,1177,43,False,1
0,0,0,0,28.8,476,0.03,0.06,0.03,2.93,228,3,0,4.7,9.8,2025-01-25T15:00:00Z,90,0,0,0,0,0,0,0,False,15,0,0,0,0,23,0,35128,1,3,1,8.0,1,143,1502,1359,43,True,0
