name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
Eric Bailly,DEF,Man Utd,-0.5,0,0,0,0,0.0,286,275,0,0,0.0,0.0,2022-03-06T16:30:00Z,0,12,0,0,0,0,28,0,11066,1,4,0.0,0,-44,64,108,49,False,0
Keinan Davis,FWD,Aston Villa,0.0,0,0,0,0,0.0,49,271,0,0,0.0,0.0,2022-03-05T15:00:00Z,0,16,0,0,0,0,28,0,147115,0,4,0.0,0,-5871,0,5871,45,True,0
Keinan Davis,FWD,Aston Villa,0.0,0,0,0,0,0.0,49,196,0,0,0.0,0.0,2022-03-10T19:45:00Z,0,10,0,0,0,0,28,0,147115,3,0,0.0,0,-5871,0,5871,45,False,0
Ayotomiwa Dele-Bashiru,MID,Watford,0.0,0,0,0,0,0.0,394,279,0,0,0.0,0.0,2022-03-06T14:00:00Z,0,1,0,0,0,0,28,0,864,3,2,0.0,0,-7,0,7,45,True,0
Ayotomiwa Dele-Bashiru,MID,Watford,0.0,0,0,0,0,0.0,394,190,0,0,0.0,0.0,2022-03-10T19:30:00Z,0,20,0,0,0,0,28,0,864,0,4,0.0,0,-7,0,7,45,False,0
James Ward-Prowse,MID,Southampton,8.0,0,0,14,0,12.6,341,271,4,0,3.7,8.6,2022-03-05T15:00:00Z,90,2,0,0,0,0,28,0,929029,0,4,16.0,2,166700,213515,46815,66,False,0
James Ward-Prowse,MID,Southampton,8.0,0,0,17,0,62.1,341,209,2,0,8.0,15.4,2022-03-10T19:30:00Z,90,14,0,0,0,0,28,0,929029,2,1,2.0,2,166700,213515,46815,66,True,0
Bruno Miguel Borges Fernandes,MID,Man Utd,5.3,0,0,-1,0,12.0,277,275,4,0,2.6,0.2,2022-03-06T16:30:00Z,90,12,0,0,0,0,28,0,1492693,1,4,14.0,2,-281663,6678,288341,117,False,0
Adrián San Miguel del Castillo,GK,Liverpool,0.5,0,0,0,0,0.0,223,274,0,0,0.0,0.0,2022-03-05T17:30:00Z,0,19,0,0,0,0,28,0,16156,0,1,0.0,0,-71,31,102,43,True,0
James McArthur,MID,Crystal Palace,1.2,0,0,0,0,0.0,148,280,0,0,0.0,0.0,2022-03-05T15:00:00Z,0,20,0,0,0,0,28,0,115324,2,0,0.0,0,695,5432,4737,43,False,0
