name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
Eric Bailly,DEF,Man Utd,0.5,0,0,0,0,0.0,286,75,0,0,0.0,0.0,2021-10-16T14:00:00Z,0,9,0,0,0,0,8,0,8273,2,4,0.0,0,581,1014,433,49,False,0
Keinan Davis,FWD,Aston Villa,0.0,0,0,0,0,0.0,49,72,0,0,0.0,0.0,2021-10-16T14:00:00Z,0,20,0,0,0,0,8,0,129909,3,2,0.0,0,17978,34743,16765,44,True,0
Ayotomiwa Dele-Bashiru,MID,Watford,0.0,0,0,0,0,0.0,394,80,0,0,0.0,0.0,2021-10-16T11:30:00Z,0,11,0,0,0,0,8,0,1335,5,0,0.0,0,-99,0,99,45,True,0
James Ward-Prowse,MID,Southampton,0.0,0,0,0,0,0.0,341,79,0,0,0.0,0.0,2021-10-16T14:00:00Z,0,10,0,0,0,0,8,0,191458,0,1,0.0,0,-62119,1164,63283,64,True,0
Bruno Miguel Borges Fernandes,MID,Man Utd,3.5,1,0,24,0,104.0,277,75,4,0,15.4,39.0,2021-10-16T14:00:00Z,90,9,0,0,0,0,8,0,2078240,2,4,11.0,5,-182100,24555,206655,118,False,0
Adrián San Miguel del Castillo,GK,Liverpool,1.5,0,0,0,0,0.0,223,80,0,0,0.0,0.0,2021-10-16T11:30:00Z,0,18,0,0,0,0,8,0,20782,5,0,0.0,0,1107,2191,1084,44,False,0
James McArthur,MID,Crystal Palace,0.5,0,0,9,0,12.7,148,71,2,0,2.5,12.4,2021-10-18T19:00:00Z,90,1,0,0,0,0,8,0,303672,2,2,0.0,1,-21704,5815,27519,46,False,1
Moise Kean,FWD,Everton,0.0,0,0,0,0,0.0,564,74,0,0,0.0,0.0,2021-10-17T13:00:00Z,0,19,0,0,0,0,8,0,1252,1,0,0.0,0,-39,0,39,60,True,0
Kwadwo Baah,MID,Watford,-1.5,0,0,0,0,0.0,405,80,0,0,0.0,0.0,2021-10-16T11:30:00Z,0,11,0,0,0,0,8,0,7854,5,0,0.0,0,200,1049,849,45,True,0
Paul Dummett,DEF,Newcastle,0.0,0,0,0,0,0.0,301,77,0,0,0.0,0.0,2021-10-17T15:30:00Z,0,17,0,0,0,0,8,0,839,3,2,0.0,0,-25,19,44,45,True,0
Jairo Riedewald,MID,Crystal Palace,-0.5,0,0,0,0,0.0,157,71,0,0,0.0,0.0,2021-10-18T19:00:00Z,0,1,0,0,0,0,8,0,2581,2,2,0.0,0,-38,122,160,48,False,0
Alexis Mac Allister,MID,Brighton,1.0,0,0,3,0,0.8,74,78,0,0,0.1,0.4,2021-10-16T14:00:00Z,6,15,0,0,0,0,8,0,36981,0,0,0.0,1,-2058,615,2673,55,False,0
Alireza Jahanbakhsh,MID,Brighton,0.0,0,0,0,0,0.0,66,78,0,0,0.0,0.0,2021-10-16T14:00:00Z,0,15,0,0,0,0,8,0,115,0,0,0.0,0,0,0,0,55,False,0
Willy Boly,DEF,Wolves,0.0,0,0,0,0,0.0,428,72,0,0,0.0,0.0,2021-10-16T14:00:00Z,0,2,0,0,0,0,8,0,7655,3,2,0.0,0,-118,413,531,49,False,0
José Diogo Dalot Teixeira,DEF,Man Utd,0.7,0,0,0,0,0.0,510,75,0,0,0.0,0.0,2021-10-16T14:00:00Z,0,9,0,0,0,0,8,0,6456,2,4,0.0,0,-252,459,711,44,False,0
Jeffrey Schlupp,MID,Crystal Palace,1.8,0,0,0,0,0.0,155,71,0,0,0.0,0.0,2021-10-18T19:00:00Z,0,1,0,0,0,0,8,0,3718,2,2,0.0,0,174,331,157,54,False,0
Robert Elliot,GK,Watford,-1.5,0,0,0,0,0.0,574,80,0,0,0.0,0.0,2021-10-16T11:30:00Z,0,11,0,0,0,0,8,0,64313,5,0,0.0,0,-362,2289,2651,40,True,0
Joshua King,FWD,Watford,0.4,0,0,0,0,0.0,468,80,0,0,0.0,0.0,2021-10-16T11:30:00Z,0,11,0,0,0,0,8,0,60846,5,0,0.0,0,-23859,2856,26715,55,True,0
Richarlison de Andrade,FWD,Everton,0.0,0,0,0,0,0.0,180,74,0,0,0.0,0.0,2021-10-17T13:00:00Z,0,19,0,0,0,0,8,0,335143,1,0,0.0,0,-41233,786,42019,74,True,0
Jamal Baptiste,DEF,West Ham,0.0,0,0,0,0,0.0,554,74,0,0,0.0,0.0,2021-10-17T13:00:00Z,0,8,0,0,0,0,8,0,22681,1,0,0.0,0,-423,797,1220,40,False,0
