id,xP
1,0.4
2,0.0
3,0.0
4,1.7
5,0.5
6,3.1
7,1.3
8,0.5
9,0.0
10,0.5
11,0.0
12,1.9
13,0.7
14,0.7
15,2.9
16,5.3
17,0.7
18,0.0
20,0.9
21,2.2
22,4.1
23,4.7
24,0.0
25,0.0
26,4.5
27,0.0
67,3.3
466,2.9
478,1.5
530,0.5
531,0.0
532,0.5
558,5.7
559,5.3
572,0.5
590,4.5
28,-1.0
29,0.0
30,2.2
31,0.0
32,0.0
34,-0.3
35,3.8
36,-1.0
37,-0.8
38,3.4
39,2.6
40,3.4
41,0.2
42,0.0
43,1.4
44,1.2
45,4.4
46,0.0
47,0.0
48,0.0
49,-1.0
50,0.8
51,1.0
52,2.6
283,-0.8
337,-0.4
492,0.0
496,-1.0
497,-1.0
526,-0.6
568,-1.0
596,-1.0
610,-1.0
638,-1.0
76,3.7
77,2.5
78,0.0
79,0.0
80,0.0
81,0.0
82,0.0
83,3.7
84,2.5
85,1.3
86,1.3
87,2.3
88,1.3
89,1.5
90,0.5
91,2.3
92,0.0
93,0.5
94,0.0
95,0.0
96,4.5
97,0.5
479,2.7
483,0.0
498,0.5
499,3.3
524,1.5
556,4.1
569,0.5
594,0.0
614,0.5
619,0.5
628,0.5
640,0.5
53,0.0
54,0.0
55,0.0
56,0.0
57,0.0
58,0.0
59,0.0
60,0.0
61,0.0
62,0.0
63,0.0
64,0.0
65,0.0
66,0.0
68,0.0
69,0.0
70,0.0
71,0.0
72,0.0
73,0.0
74,0.0
75,0.0
447,0.0
462,0.0
476,0.0
500,0.0
535,0.0
536,0.0
537,0.0
538,0.0
560,0.0
584,0.0
595,0.0
612,0.0
98,3.0
99,-0.2
100,-1.0
101,0.5
102,-0.8
103,-1.0
104,0.0
105,0.0
106,2.4
107,1.2
108,1.5
109,1.5
110,2.8
111,0.0
112,4.0
113,3.2
114,-1.0
115,1.0
116,0.0
117,0.0
118,1.5
451,0.8
480,-1.0
533,-1.0
534,-1.0
565,-1.0
575,-0.5
578,0.4
585,-0.4
119,1.8
120,0.0
121,5.8
122,2.6
123,4.8
124,1.0
125,0.0
126,0.0
127,6.6
129,1.0
130,0.0
131,4.4
132,2.8
133,1.6
134,1.8
135,0.0
136,0.0
137,3.0
138,8.0
139,0.0
140,2.4
141,3.2
142,3.6
143,4.0
501,1.0
527,0.0
529,1.8
539,0.0
592,1.0
606,1.0
144,5.0
146,2.2
147,3.0
148,0.0
149,3.6
150,2.4
151,0.0
152,0.4
153,2.2
154,1.6
155,1.4
156,0.0
157,0.0
158,0.0
159,0.0
160,0.4
161,0.0
162,1.6
386,1.6
464,0.8
474,0.8
477,4.0
488,1.4
493,0.4
540,0.0
541,0.0
542,0.0
543,0.0
561,0.0
586,1.4
163,0.8
164,0.0
165,1.2
166,0.0
167,0.0
168,0.6
169,1.2
170,2.0
171,1.0
172,1.2
173,2.0
174,1.0
175,0.0
176,0.0
177,0.0
178,0.4
179,0.8
180,3.2
181,0.0
481,0.0
482,1.6
484,3.6
502,0.0
503,1.6
504,0.0
544,0.0
545,0.0
564,0.0
570,0.0
571,0.0
591,2.0
602,0.0
607,0.0
613,0.0
616,0.0
622,0.2
623,0.0
630,0.2
200,3.1
201,3.1
202,1.3
203,0.0
204,0.5
205,3.9
206,0.0
207,0.0
208,0.5
209,2.3
210,3.7
211,0.9
212,9.3
213,0.9
214,0.5
215,4.9
216,3.1
217,2.3
218,0.2
219,2.9
220,0.0
340,0.5
455,3.7
458,2.1
473,0.5
505,1.9
573,0.5
587,2.7
639,0.5
645,1.8
646,1.7
647,1.7
182,0.0
183,0.0
184,0.0
185,0.6
186,-0.6
187,0.0
188,1.6
189,0.0
190,1.8
191,0.0
192,0.0
193,2.2
194,-0.5
195,0.0
196,3.6
197,-1.0
198,-0.4
199,2.8
267,1.2
287,3.2
463,-0.6
490,-1.0
550,-1.0
551,-1.0
552,1.0
562,-1.0
563,-0.6
576,-1.0
577,0.6
600,-1.0
601,-0.8
608,-1.0
624,-1.0
631,-1.0
221,1.8
222,5.6
223,1.0
224,5.2
225,4.2
226,0.0
227,2.4
228,0.5
229,7.8
230,5.6
231,6.8
232,3.4
233,9.6
234,7.4
235,2.6
236,2.8
237,9.8
238,1.0
239,1.0
240,3.9
241,0.0
242,1.0
243,2.2
244,0.0
245,2.2
246,1.0
247,0.0
248,0.0
506,0.0
553,0.0
620,1.2
625,1.0
626,1.0
627,1.0
33,2.4
249,3.8
250,5.6
251,1.4
252,2.2
253,0.0
254,2.8
255,7.8
256,5.8
257,4.8
258,1.2
259,3.0
260,1.0
261,9.2
262,4.6
263,2.2
264,2.6
265,2.1
266,4.6
268,0.0
453,3.0
507,2.2
508,1.0
566,0.0
593,1.0
603,1.0
604,1.0
605,1.0
615,1.0
629,1.2
269,0.0
270,6.4
271,1.4
272,0.0
273,3.2
274,6.0
275,1.2
276,1.6
277,4.6
278,0.7
279,4.0
280,1.0
281,3.6
282,3.2
284,4.0
285,2.4
286,1.4
288,1.0
289,2.0
459,1.0
485,4.8
509,1.0
510,3.8
511,0.0
512,1.2
555,0.0
579,6.8
632,1.0
636,1.0
19,1.9
291,1.7
292,0.5
293,-0.7
294,-0.3
295,1.7
296,4.1
297,-0.5
298,0.8
299,1.9
300,-0.5
301,0.0
302,0.7
303,-0.5
304,0.5
305,1.9
306,-0.1
307,2.9
308,0.9
309,-0.3
310,2.9
311,1.1
312,0.0
465,0.7
513,-0.5
514,-0.5
599,-0.5
609,0.0
145,1.4
290,0.0
313,-1.0
314,2.0
315,3.2
316,0.0
317,0.2
318,1.2
319,3.0
320,0.0
321,0.0
322,0.0
323,-0.6
324,0.0
325,-0.6
326,2.2
327,-0.4
328,-0.4
329,-0.4
330,0.0
331,-0.8
448,-1.0
449,0.0
456,1.0
457,0.2
471,-0.4
515,-1.0
516,0.6
528,-0.4
580,-0.6
581,0.0
643,0.3
332,-0.3
333,0.0
334,0.0
335,0.0
336,2.3
338,-0.3
339,0.0
341,1.5
342,0.5
343,1.5
344,0.0
345,2.8
346,0.9
347,-0.5
348,0.0
349,0.3
350,-0.5
351,0.0
460,-0.5
491,0.5
517,0.1
518,2.3
519,-0.5
525,1.7
546,-0.5
567,0.5
637,-0.5
641,1.6
352,0.0
353,0.0
355,0.0
356,0.0
357,0.0
358,0.0
359,0.0
360,0.0
361,0.0
362,0.0
363,0.0
364,0.0
365,0.0
366,0.0
367,0.0
368,0.0
369,0.0
370,0.0
371,0.0
372,0.0
373,0.0
374,0.0
375,0.0
486,0.0
487,0.0
494,0.0
520,0.0
588,0.0
597,0.0
598,0.0
354,2.3
376,0.0
377,-0.5
378,-0.5
379,0.3
380,0.0
381,1.3
382,1.1
383,0.0
384,-0.5
385,0.0
387,0.1
388,0.0
389,1.1
390,0.0
391,-0.3
392,0.0
393,0.0
394,0.0
395,-0.3
396,0.0
397,0.0
398,0.0
399,0.0
400,0.1
401,0.0
402,0.0
403,0.3
404,2.1
405,0.0
450,8.3
454,0.0
467,0.0
468,2.9
469,0.0
472,1.7
495,0.3
557,-0.1
574,-0.5
618,0.0
633,-0.5
642,0.7
128,0.6
406,1.0
407,1.0
408,4.2
409,0.0
410,0.0
411,1.4
412,1.2
413,3.4
414,3.2
415,1.0
416,5.2
417,4.8
418,3.4
419,3.0
420,4.8
421,3.0
422,4.6
423,3.2
424,2.4
425,0.5
489,1.0
521,0.0
522,0.0
554,1.0
582,1.4
589,1.0
617,1.0
634,1.0
644,2.3
426,1.4
427,0.0
428,-1.0
429,3.8
430,1.2
431,3.6
432,-1.0
433,0.0
434,0.4
435,1.0
436,0.4
437,3.8
438,0.4
439,3.4
440,0.0
441,0.0
442,0.0
443,-0.6
444,0.0
445,-1.0
446,0.0
452,-1.0
461,0.2
470,4.8
475,5.2
523,0.0
547,-1.0
548,-1.0
549,0.0
583,0.6
611,-1.0
621,-1.0
635,-1.0
