name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
Ozan Tufan,MID,Watford,0.0,0,0,0,0,0.0,557,320,0,0,0.0,0.0,2022-04-09T14:00:00Z,0,10,0,0,0,0,32,0,1409,3,0,0.0,0,-5,0,5,50,True,0
Andre Gray,FWD,Watford,0.0,0,0,0,0,0.0,383,320,0,0,0.0,0.0,2022-04-09T14:00:00Z,0,10,0,0,0,0,32,0,4944,3,0,0.0,0,-9,0,9,54,True,0
Willy Boly,DEF,Wolves,1.0,0,0,11,0,0.9,428,317,1,0,1.2,11.4,2022-04-08T19:00:00Z,90,14,0,0,0,0,32,0,9061,0,1,0.0,2,241,428,187,49,False,0
Mads Roerslev Rasmussen,DEF,Brentford,0.8,0,0,3,0,0.3,89,313,0,0,0.3,0.2,2022-04-10T13:00:00Z,7,19,0,0,0,0,32,0,8851,0,2,2.0,1,550,804,254,41,True,0
Sam Byram,DEF,Norwich,4.0,0,0,19,1,1.8,321,318,0,0,2.8,19.8,2022-04-10T13:00:00Z,90,5,0,0,0,0,32,0,1419,0,2,6.0,6,56,103,47,44,True,0
Wout Weghorst,FWD,Burnley,1.3,0,0,3,0,1.1,700,318,1,0,2.9,5.8,2022-04-10T13:00:00Z,55,15,0,0,0,0,32,0,654755,0,2,22.0,1,-2770,46103,48873,64,False,0
Andrew Omobamidele,DEF,Norwich,0.0,0,0,0,0,0.0,331,318,0,0,0.0,0.0,2022-04-10T13:00:00Z,0,5,0,0,0,0,32,0,195435,0,2,0.0,0,-1669,104,1773,39,True,0
Joelinton Cássio Apolinário de Lira,FWD,Newcastle,1.0,0,0,8,1,15.3,310,317,0,0,4.0,11.4,2022-04-08T19:00:00Z,90,20,0,0,0,0,32,0,82424,0,1,13.0,2,-3201,3965,7166,58,True,0
Marc Cucurella,DEF,Brighton,3.2,0,0,16,0,2.2,584,311,1,0,2.4,21.4,2022-04-09T14:00:00Z,90,1,0,0,0,0,32,0,243907,2,1,0.0,2,-4101,7480,11581,50,False,0
Joël Veltman,DEF,Brighton,2.5,0,0,9,0,0.2,62,311,1,0,2.4,23.4,2022-04-09T14:00:00Z,90,1,0,0,0,0,32,0,89079,2,1,0.0,2,800,3859,3059,42,False,0
Yerson Mosquera Valdelamar,DEF,Wolves,0.0,0,0,0,0,0.0,446,317,0,0,0.0,0.0,2022-04-08T19:00:00Z,0,14,0,0,0,0,32,0,1909,0,1,0.0,0,-15,26,41,44,False,0
Hee-Chan Hwang,FWD,Wolves,1.2,0,0,12,0,4.7,583,317,1,0,2.9,3.8,2022-04-08T19:00:00Z,77,14,0,0,0,0,32,0,404435,0,1,20.0,2,-11833,20675,32508,54,False,0
Divock Origi,FWD,Liverpool,0.0,0,0,0,0,0.0,235,316,0,0,0.0,0.0,2022-04-10T15:30:00Z,0,12,0,0,0,0,32,0,97773,2,2,0.0,0,572,2775,2203,48,False,0
Christian Benteke,FWD,Crystal Palace,0.0,0,0,0,0,0.0,149,315,0,0,0.0,0.0,2022-04-10T13:00:00Z,0,9,0,0,0,0,32,0,111303,1,2,0.0,0,-895,991,1886,60,False,0
