name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
Ozan Tufan,MID,Watford,0.0,0,0,0,0,0.0,557,268,0,0,0.0,0.0,2022-02-26T15:00:00Z,0,13,0,0,0,0,27,0,1474,0,0,0.0,0,-22,0,22,50,False,0
Andre Gray,FWD,Watford,0.0,0,0,0,0,0.0,383,268,0,0,0.0,0.0,2022-02-26T15:00:00Z,0,13,0,0,0,0,27,0,5010,0,0,0.0,0,-15,0,15,54,False,0
Willy Boly,DEF,Wolves,0.0,0,0,0,0,0.0,428,270,0,0,0.0,0.0,2022-02-27T14:00:00Z,0,19,0,0,0,0,27,0,7249,0,1,0.0,0,235,337,102,49,False,0
Mads Roerslev Rasmussen,DEF,Brentford,-0.3,0,0,0,0,0.0,89,262,0,0,0.0,0.0,2022-02-26T15:00:00Z,0,14,0,0,0,0,27,0,8806,2,0,0.0,0,-583,102,685,42,True,0
Sam Byram,DEF,Norwich,-0.5,0,0,0,0,0.0,321,269,0,0,0.0,0.0,2022-02-25T20:00:00Z,0,16,0,0,0,0,27,0,1354,0,2,0.0,0,61,84,23,44,False,0
Wout Weghorst,FWD,Burnley,6.4,0,0,5,0,3.9,700,265,1,0,3.4,13.0,2022-02-26T15:00:00Z,90,7,0,0,0,0,27,0,1143662,1,1,17.0,2,607331,611714,4383,65,False,0
Wout Weghorst,FWD,Burnley,6.4,0,0,-5,0,5.1,700,213,2,0,1.8,0.0,2022-03-01T19:45:00Z,90,9,0,0,0,0,27,0,1143662,2,0,13.0,1,607331,611714,4383,65,True,1
Andrew Omobamidele,DEF,Norwich,0.0,0,0,0,0,0.0,331,269,0,0,0.0,0.0,2022-02-25T20:00:00Z,0,16,0,0,0,0,27,0,209913,0,2,0.0,0,-6643,197,6840,39,False,0
Joelinton Cássio Apolinário de Lira,FWD,Newcastle,3.5,0,1,35,1,14.5,310,262,0,1,10.9,55.6,2022-02-26T15:00:00Z,90,3,0,0,0,0,27,0,53242,2,0,39.0,7,3785,6433,2648,58,False,0
Marc Cucurella,DEF,Brighton,2.0,0,0,10,0,18.3,584,263,2,0,3.6,15.8,2022-02-26T15:00:00Z,90,2,0,0,0,0,27,0,357785,2,0,2.0,0,-3806,17794,21600,51,True,1
Joël Veltman,DEF,Brighton,2.2,0,0,16,0,1.8,62,263,2,0,2.1,19.0,2022-02-26T15:00:00Z,90,2,0,0,0,0,27,0,106501,2,0,0.0,0,1823,6354,4531,42,True,1
Yerson Mosquera Valdelamar,DEF,Wolves,0.0,0,0,0,0,0.0,446,270,0,0,0.0,0.0,2022-02-27T14:00:00Z,0,19,0,0,0,0,27,0,1784,0,1,0.0,0,8,29,21,44,False,0
Hee-Chan Hwang,FWD,Wolves,2.6,0,0,11,0,27.1,583,270,1,0,4.7,6.0,2022-02-27T14:00:00Z,80,19,0,0,0,0,27,0,253585,0,1,14.0,2,18302,25066,6764,54,False,0
Christian Benteke,FWD,Crystal Palace,0.5,0,0,0,0,0.0,149,265,0,0,0.0,0.0,2022-02-26T15:00:00Z,0,5,0,0,0,0,27,0,123252,1,1,0.0,0,-6636,1575,8211,61,True,0
Louie Moulden,GK,Wolves,0.0,0,0,0,0,0.0,611,270,0,0,0.0,0.0,2022-02-27T14:00:00Z,0,19,0,0,0,0,27,0,13726,0,1,0.0,0,-332,0,332,40,False,0
Mathias Jorgensen,DEF,Brentford,-0.5,0,0,0,0,0.0,594,262,0,0,0.0,0.0,2022-02-26T15:00:00Z,0,14,0,0,0,0,27,0,2172,2,0,0.0,0,-40,19,59,45,True,0
Patrik Gunnarsson,GK,Brentford,0.0,0,0,0,0,0.0,94,262,0,0,0.0,0.0,2022-02-26T15:00:00Z,0,14,0,0,0,0,27,0,120203,2,0,0.0,0,-3037,0,3037,39,True,0
Tariqe Fosu-Henry,MID,Brentford,-0.5,0,0,0,0,0.0,79,262,0,0,0.0,0.0,2022-02-26T15:00:00Z,0,14,0,0,0,0,27,0,2671,2,0,0.0,0,-30,20,50,51,True,0
Onel Hernández,MID,Norwich,0.0,0,0,0,0,0.0,320,269,0,0,0.0,0.0,2022-02-25T20:00:00Z,0,16,0,0,0,0,27,0,1419,0,2,0.0,0,-9,0,9,49,False,0
Jack Grealish,MID,Man City,1.2,0,0,0,0,0.0,33,266,0,0,0.0,0.0,2022-02-26T17:30:00Z,0,8,0,0,0,0,27,0,655302,1,0,0.0,0,-10402,294,10696,75,False,0
James Storer,GK,Wolves,0.0,0,0,0,0,0.0,621,270,0,0,0.0,0.0,2022-02-27T14:00:00Z,0,19,0,0,0,0,27,0,13740,0,1,0.0,0,-30,349,379,40,False,0
Samir Caetano de Souza Santos,DEF,Watford,2.3,0,0,24,1,0.0,677,268,0,0,2.9,21.8,2022-02-26T15:00:00Z,90,13,0,0,0,0,27,0,1669,0,0,7.0,6,-178,185,363,45,False,0
Daniel James,MID,Leeds,3.9,0,0,5,0,11.9,287,267,4,0,2.1,0.6,2022-02-26T12:30:00Z,90,17,0,0,0,0,27,0,82079,4,0,8.0,2,5866,12129,6263,60,True,0
Angelo Ogbonna,DEF,West Ham,0.0,0,0,0,0,0.0,409,270,0,0,0.0,0.0,2022-02-27T14:00:00Z,0,20,0,0,0,0,27,0,23886,0,1,0.0,0,-266,24,290,49,True,0
Raphael Dias Belloli,MID,Leeds,1.9,0,0,7,0,70.0,196,267,4,0,10.8,8.6,2022-02-26T12:30:00Z,90,17,0,0,0,0,27,0,1297667,4,0,29.0,2,27297,65503,38206,65,True,0
Marcus Forss,FWD,Brentford,0.0,0,0,0,0,0.0,88,262,0,0,0.0,0.0,2022-02-26T15:00:00Z,0,14,0,0,0,0,27,0,8357,2,0,0.0,0,-340,0,340,53,True,0
Billy Gilmour,MID,Norwich,1.3,0,0,10,0,22.8,145,269,1,0,4.6,15.6,2022-02-25T20:00:00Z,80,16,0,0,0,0,27,0,335454,0,2,8.0,2,1241,7725,6484,43,False,0
Victor Lindelöf,DEF,Man Utd,4.2,0,3,28,1,12.7,284,268,0,0,4.7,16.2,2022-02-26T15:00:00Z,90,18,0,0,0,0,27,0,46479,0,0,18.0,9,749,1500,751,48,True,0
Ezri Konsa Ngoyo,DEF,Aston Villa,1.2,0,1,27,1,10.5,45,263,0,0,2.4,11.4,2022-02-26T15:00:00Z,90,4,0,0,0,0,27,0,84270,2,0,2.0,7,-1281,1506,2787,49,False,0
Max Kilman,DEF,Wolves,2.8,0,0,15,0,2.4,439,270,1,0,1.7,10.8,2022-02-27T14:00:00Z,90,19,0,0,0,0,27,0,246228,0,1,4.0,2,23711,31444,7733,46,False,0
Alex Iwobi,MID,Everton,0.5,0,0,8,0,24.8,174,266,1,0,4.2,15.2,2022-02-26T17:30:00Z,87,12,0,0,0,0,27,0,14642,1,0,2.0,2,-43,163,206,58,True,0
Moisés Caicedo,MID,Brighton,0.0,0,0,0,0,0.0,538,263,0,0,0.0,0.0,2022-02-26T15:00:00Z,0,2,0,0,0,0,27,0,389,2,0,0.0,0,-4,0,4,45,True,0
Enock Mwepu,MID,Brighton,0.0,0,0,0,0,0.0,462,263,0,0,0.0,0.0,2022-02-26T15:00:00Z,0,2,0,0,0,0,27,0,5445,2,0,0.0,0,-131,46,177,59,True,0
Robin Koch,DEF,Leeds,0.1,0,0,13,0,2.4,194,267,4,0,3.6,9.4,2022-02-26T12:30:00Z,90,17,0,0,0,0,27,0,11241,4,0,24.0,0,-140,90,230,43,True,0
Martin Kelly,DEF,Crystal Palace,0.5,0,0,0,0,0.0,151,265,0,0,0.0,0.0,2022-02-26T15:00:00Z,0,5,0,0,0,0,27,0,77997,1,1,0.0,0,-759,498,1257,39,True,0
Ethan Pinnock,DEF,Brentford,2.0,0,0,10,0,0.6,91,262,2,0,2.4,23.0,2022-02-26T15:00:00Z,90,14,0,0,0,0,27,0,300232,2,0,0.0,1,481,5031,4550,45,True,0
