name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
Eric Bailly,DEF,Man Utd,-0.5,0,0,0,0,0.0,286,88,0,0,0.0,0.0,2021-10-24T15:30:00Z,0,11,0,0,0,0,9,0,7975,5,0,0.0,0,-453,171,624,49,True,0
Keinan Davis,FWD,Aston Villa,-0.1,0,0,0,0,0.0,49,81,0,0,0.0,0.0,2021-10-22T19:00:00Z,0,1,0,0,0,0,9,0,149750,1,3,0.0,0,17809,30650,12841,44,False,0
Ayotomiwa Dele-Bashiru,MID,Watford,0.0,0,0,0,0,0.0,394,86,0,0,0.0,0.0,2021-10-23T14:00:00Z,0,8,0,0,0,0,9,0,1288,5,2,0.0,0,-52,0,52,45,False,0
James Ward-Prowse,MID,Southampton,0.0,0,0,0,0,0.0,341,89,0,0,0.0,0.0,2021-10-23T14:00:00Z,0,5,0,0,0,0,9,0,170750,2,2,0.0,0,-22075,413,22488,63,True,0
Bruno Miguel Borges Fernandes,MID,Man Utd,1.7,0,0,13,0,32.4,277,88,5,0,4.4,7.4,2021-10-24T15:30:00Z,61,11,0,0,0,0,9,0,1885663,5,0,4.0,1,-193052,12297,205349,118,True,1
Adrián San Miguel del Castillo,GK,Liverpool,0.5,0,0,0,0,0.0,223,88,0,0,0.0,0.0,2021-10-24T15:30:00Z,0,13,0,0,0,0,9,0,19256,5,0,0.0,0,-1401,145,1546,44,False,0
James McArthur,MID,Crystal Palace,2.5,0,3,23,0,19.5,148,85,1,0,6.3,21.6,2021-10-23T14:00:00Z,90,14,0,0,0,0,9,0,292366,1,1,22.0,5,-12801,10699,23500,45,True,0
Moise Kean,FWD,Everton,0.0,0,0,0,0,0.0,564,86,0,0,0.0,0.0,2021-10-23T14:00:00Z,0,18,0,0,0,0,9,0,1233,5,2,0.0,0,-24,0,24,60,True,0
Kwadwo Baah,MID,Watford,-1.0,0,0,0,0,0.0,405,86,0,0,0.0,0.0,2021-10-23T14:00:00Z,0,8,0,0,0,0,9,0,7395,5,2,0.0,0,-538,287,825,45,False,0
Paul Dummett,DEF,Newcastle,0.0,0,0,0,0,0.0,301,85,0,0,0.0,0.0,2021-10-23T14:00:00Z,0,7,0,0,0,0,9,0,870,1,1,0.0,0,24,56,32,45,False,0
Jairo Riedewald,MID,Crystal Palace,0.5,0,0,0,0,0.0,157,85,0,0,0.0,0.0,2021-10-23T14:00:00Z,0,14,0,0,0,0,9,0,2618,1,1,0.0,0,-18,92,110,48,True,0
Alexis Mac Allister,MID,Brighton,1.0,0,0,21,0,1.3,74,83,1,1,5.2,34.0,2021-10-23T16:30:00Z,18,12,0,0,0,0,9,0,35131,4,1,17.0,6,-1936,178,2114,54,True,0
Alireza Jahanbakhsh,MID,Brighton,0.0,0,0,0,0,0.0,66,83,0,0,0.0,0.0,2021-10-23T16:30:00Z,0,12,0,0,0,0,9,0,113,4,1,0.0,0,-1,0,1,55,True,0
Willy Boly,DEF,Wolves,0.0,0,0,0,0,0.0,428,87,0,0,0.0,0.0,2021-10-23T14:00:00Z,0,10,0,0,0,0,9,0,7629,1,1,0.0,0,-246,261,507,49,False,0
José Diogo Dalot Teixeira,DEF,Man Utd,0.0,0,0,3,0,22.6,510,88,0,0,3.4,7.8,2021-10-24T15:30:00Z,28,11,0,0,0,0,9,0,6287,5,0,4.0,1,-302,166,468,44,True,0
Jeffrey Schlupp,MID,Crystal Palace,2.5,0,0,2,0,1.2,155,85,0,0,0.9,0.2,2021-10-23T14:00:00Z,17,14,0,0,0,0,9,0,3746,1,1,8.0,1,-11,206,217,54,True,0
Robert Elliot,GK,Watford,-1.0,0,0,0,0,0.0,574,86,0,0,0.0,0.0,2021-10-23T14:00:00Z,0,8,0,0,0,0,9,0,63381,5,2,0.0,0,-1310,982,2292,40,False,0
Joshua King,FWD,Watford,4.5,0,3,72,0,12.9,468,86,2,3,24.1,106.4,2021-10-23T14:00:00Z,90,8,0,0,0,0,9,0,55745,5,2,122.0,16,-6047,3096,9143,55,False,1
Richarlison de Andrade,FWD,Everton,2.0,0,0,25,0,14.5,180,86,4,1,7.7,39.2,2021-10-23T14:00:00Z,30,18,0,0,0,0,9,0,338072,5,2,23.0,4,412,16894,16482,74,True,1
Jamal Baptiste,DEF,West Ham,0.5,0,0,0,0,0.0,554,90,0,0,0.0,0.0,2021-10-24T13:00:00Z,0,17,0,0,0,0,9,0,22573,0,1,0.0,0,-470,369,839,40,True,0
Sam Byram,DEF,Norwich,-1.5,0,0,0,0,0.0,321,84,0,0,0.0,0.0,2021-10-23T11:30:00Z,0,6,0,0,0,0,9,0,1055,0,7,0.0,0,75,133,58,44,False,0
Danny Rose,DEF,Watford,-0.2,0,0,0,0,0.0,377,86,0,0,0.0,0.0,2021-10-23T14:00:00Z,0,8,0,0,0,0,9,0,26096,5,2,0.0,0,-809,1430,2239,43,False,0
Ederson Santana de Moraes,GK,Man City,3.2,0,0,10,0,0.0,257,83,1,0,2.1,21.0,2021-10-23T16:30:00Z,90,4,0,0,0,0,9,4,802817,4,1,0.0,2,5305,32897,27592,60,False,1
Liam Cooper,DEF,Leeds,3.0,0,0,15,0,1.2,184,87,1,0,1.9,9.6,2021-10-23T14:00:00Z,90,20,0,0,0,0,9,0,38925,1,1,8.0,2,-211,2189,2400,45,True,0
Frédéric Guilbert,DEF,Aston Villa,0.0,0,0,0,0,0.0,46,81,0,0,0.0,0.0,2021-10-22T19:00:00Z,0,1,0,0,0,0,9,0,1344,1,3,0.0,0,-37,0,37,45,False,0
Matt Targett,DEF,Aston Villa,1.7,0,0,12,0,36.2,39,81,3,0,4.9,10.6,2021-10-22T19:00:00Z,90,1,0,0,0,0,9,0,221984,1,3,2.0,0,-10291,3794,14085,48,False,1
Adama Traoré,MID,Wolves,2.5,0,0,-1,1,14.4,435,87,0,0,2.5,6.2,2021-10-23T14:00:00Z,75,10,0,0,0,0,9,0,214490,1,1,4.0,3,-11578,12024,23602,60,False,0
Jorge Luiz Frello Filho,MID,Chelsea,3.7,1,0,23,1,29.2,123,84,0,0,5.5,26.2,2021-10-23T11:30:00Z,63,15,0,0,0,0,9,0,310585,0,7,0.0,6,-1902,19267,21169,58,True,0
Diogo Jota,MID,Liverpool,5.5,1,0,45,1,26.3,240,88,0,1,13.2,60.8,2021-10-24T15:30:00Z,90,13,0,0,0,0,9,0,1014041,5,0,45.0,11,-311545,13852,325397,75,False,0
Ilkay Gündogan,MID,Man City,3.5,0,2,33,1,54.7,250,83,0,1,13.5,47.0,2021-10-23T16:30:00Z,74,4,0,0,0,0,9,0,199030,4,1,33.0,10,-5755,6990,12745,72,False,0
Luke Shaw,DEF,Man Utd,-0.3,0,0,9,0,29.0,275,88,5,0,3.9,8.8,2021-10-24T15:30:00Z,90,11,0,0,0,0,9,0,2022980,5,0,1.0,-1,-206413,13610,220023,53,True,1
Armando Broja,FWD,Southampton,4.7,0,2,28,0,1.2,518,89,2,1,7.6,33.6,2021-10-23T14:00:00Z,78,5,0,0,0,0,9,0,101480,2,2,41.0,8,50958,57469,6511,50,True,0
Nicolas Nkoulou,DEF,Watford,0.8,0,0,3,0,0.0,618,86,0,0,0.0,0.0,2021-10-23T14:00:00Z,14,8,0,0,0,0,9,0,0,5,2,0.0,1,0,0,0,45,False,0
Stipe Perica,FWD,Watford,0.0,0,0,0,0,0.0,388,86,0,0,0.0,0.0,2021-10-23T14:00:00Z,0,8,0,0,0,0,9,0,80642,5,2,0.0,0,-4975,0,4975,45,False,0
Emerson Palmieri dos Santos,DEF,Chelsea,0.0,0,0,0,0,0.0,539,84,0,0,0.0,0.0,2021-10-23T11:30:00Z,0,15,0,0,0,0,9,0,1035,0,7,0.0,0,-22,0,22,45,True,0
Isaac Success Ajayi,FWD,Watford,0.0,0,0,0,0,0.0,393,86,0,0,0.0,0.0,2021-10-23T14:00:00Z,0,8,0,0,0,0,9,0,11386,5,2,0.0,0,-551,0,551,50,False,0
Declan Rice,MID,West Ham,3.7,0,0,15,1,2.3,421,90,0,0,2.7,24.6,2021-10-24T13:00:00Z,90,17,0,0,0,0,9,0,394053,0,1,0.0,3,-1369,19149,20518,50,True,0
Juan Mata,MID,Man Utd,-0.5,0,0,0,0,0.0,459,88,0,0,0.0,0.0,2021-10-24T15:30:00Z,0,11,0,0,0,0,9,0,4853,5,0,0.0,0,-66,196,262,48,True,0
Hélder Wander Sousa de Azevedo e Costa,MID,Leeds,0.0,0,0,0,0,0.0,192,87,0,0,0.0,0.0,2021-10-23T14:00:00Z,0,20,0,0,0,0,9,0,5038,1,1,0.0,0,-198,0,198,54,True,0
Robert Street,FWD,Crystal Palace,0.5,0,0,0,0,0.0,542,85,0,0,0.0,0.0,2021-10-23T14:00:00Z,0,14,0,0,0,0,9,0,116344,1,1,0.0,0,-480,6470,6950,45,True,0
Harvey Elliott,MID,Liverpool,0.0,0,0,0,0,0.0,506,88,0,0,0.0,0.0,2021-10-24T15:30:00Z,0,13,0,0,0,0,9,0,7450,5,0,0.0,0,-439,31,470,53,False,0
