name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
Ozan Tufan,MID,Watford,0.0,0,0,0,0,0.0,557,339,0,0,0.0,0.0,2022-04-23T14:00:00Z,0,12,0,0,0,0,34,0,1394,1,5,0.0,0,-7,0,7,50,False,0
Andre Gray,FWD,Watford,0.0,0,0,0,0,0.0,383,339,0,0,0.0,0.0,2022-04-23T14:00:00Z,0,12,0,0,0,0,34,0,4924,1,5,0.0,0,-8,0,8,54,False,0
Willy Boly,DEF,Wolves,2.5,0,0,23,0,1.3,428,334,1,0,3.9,35.2,2022-04-24T13:00:00Z,90,5,0,0,0,0,34,0,9421,0,1,2.0,2,477,713,236,49,False,0
Mads Roerslev Rasmussen,DEF,Brentford,1.5,0,1,28,1,15.0,89,332,0,0,2.6,8.8,2022-04-23T16:30:00Z,90,17,0,0,0,0,34,0,10123,0,0,2.0,7,147,711,564,41,True,0
Sam Byram,DEF,Norwich,3.0,0,0,14,0,1.9,321,340,3,0,1.7,15.0,2022-04-23T14:00:00Z,90,14,0,0,0,0,34,0,2106,3,0,0.0,1,285,479,194,44,True,0
Wout Weghorst,FWD,Burnley,2.7,1,0,15,1,32.1,700,334,0,0,12.8,29.8,2022-04-24T13:00:00Z,90,20,0,0,0,0,34,0,541222,0,1,66.0,5,-61570,24381,85951,64,True,0
Andrew Omobamidele,DEF,Norwich,0.0,0,0,0,0,0.0,331,340,0,0,0.0,0.0,2022-04-23T14:00:00Z,0,14,0,0,0,0,34,0,192350,3,0,0.0,0,-2116,680,2796,39,True,0
Joelinton Cássio Apolinário de Lira,FWD,Newcastle,4.3,0,3,62,1,5.6,310,340,0,2,13.2,69.8,2022-04-23T14:00:00Z,66,15,0,0,0,0,34,0,85915,3,0,57.0,13,-830,5837,6667,58,False,0
Marc Cucurella,DEF,Brighton,3.8,0,0,14,0,25.8,584,333,2,0,5.3,23.6,2022-04-24T13:00:00Z,90,16,0,0,0,0,34,0,301272,2,2,4.0,0,33203,43226,10023,49,True,1
Joël Veltman,DEF,Brighton,3.4,0,0,10,0,1.3,62,333,2,0,2.5,23.4,2022-04-24T13:00:00Z,90,16,0,0,0,0,34,0,110394,2,2,0.0,1,14186,18033,3847,42,True,0
Yerson Mosquera Valdelamar,DEF,Wolves,0.5,0,0,0,0,0.0,446,334,0,0,0.0,0.0,2022-04-24T13:00:00Z,0,5,0,0,0,0,34,0,1980,0,1,0.0,0,9,39,30,44,False,0
Hee-Chan Hwang,FWD,Wolves,2.2,0,0,11,0,36.8,583,334,1,0,7.2,14.0,2022-04-24T13:00:00Z,90,5,0,0,0,0,34,0,352273,0,1,21.0,2,-8937,10856,19793,54,False,0
