name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
Eric Bailly,DEF,Man Utd,0.0,0,0,0,0,0.0,286,67,0,0,0.0,0.0,2021-10-02T11:30:00Z,0,8,0,0,0,0,7,0,7272,1,1,0.0,0,-203,158,361,49,True,0
Keinan Davis,FWD,Aston Villa,0.0,0,0,0,0,0.0,49,68,0,0,0.0,0.0,2021-10-03T13:00:00Z,0,17,0,0,0,0,7,0,105984,1,2,0.0,0,-3353,7260,10613,44,False,0
Ayotomiwa Dele-Bashiru,MID,Watford,0.0,0,0,0,0,0.0,394,65,0,0,0.0,0.0,2021-10-02T14:00:00Z,0,10,0,0,0,0,7,0,1434,0,1,0.0,0,-126,0,126,45,False,0
James Ward-Prowse,MID,Southampton,2.0,0,0,17,0,2.5,341,63,3,1,5.0,29.0,2021-10-02T14:00:00Z,76,6,0,0,0,1,7,0,253906,1,3,18.0,4,-18020,7804,25824,64,False,0
Bruno Miguel Borges Fernandes,MID,Man Utd,3.8,1,0,19,0,36.2,277,67,1,0,6.7,22.4,2021-10-02T11:30:00Z,90,8,0,0,0,0,7,0,2247981,1,1,8.0,5,-282453,28309,310762,119,True,0
Adrián San Miguel del Castillo,GK,Liverpool,0.0,0,0,0,0,0.0,223,66,0,0,0.0,0.0,2021-10-03T15:30:00Z,0,12,0,0,0,0,7,0,19059,2,2,0.0,0,-570,179,749,44,True,0
James McArthur,MID,Crystal Palace,1.8,0,0,7,0,20.4,148,64,2,0,4.2,15.4,2021-10-03T13:00:00Z,90,9,0,0,0,0,7,0,324173,2,2,6.0,1,-22134,8620,30754,46,True,1
Moise Kean,FWD,Everton,0.0,0,0,0,0,0.0,564,67,0,0,0.0,0.0,2021-10-02T11:30:00Z,0,13,0,0,0,0,7,0,1295,1,1,0.0,0,-59,0,59,60,False,0
Kwadwo Baah,MID,Watford,-0.5,0,0,0,0,0.0,405,65,0,0,0.0,0.0,2021-10-02T14:00:00Z,0,10,0,0,0,0,7,0,7501,0,1,0.0,0,-231,450,681,45,False,0
Paul Dummett,DEF,Newcastle,0.0,0,0,0,0,0.0,301,70,0,0,0.0,0.0,2021-10-02T14:00:00Z,0,20,0,0,0,0,7,0,857,1,2,0.0,0,-37,27,64,45,False,0
Jairo Riedewald,MID,Crystal Palace,0.2,0,0,0,0,0.0,157,64,0,0,0.0,0.0,2021-10-03T13:00:00Z,0,9,0,0,0,0,7,0,2559,2,2,0.0,0,-124,52,176,49,True,0
Alexis Mac Allister,MID,Brighton,0.7,0,0,3,0,1.4,74,61,0,0,1.4,3.0,2021-10-02T16:30:00Z,12,1,0,0,0,0,7,0,38651,0,0,10.0,1,-4255,287,4542,55,True,0
Alireza Jahanbakhsh,MID,Brighton,0.0,0,0,0,0,0.0,66,61,0,0,0.0,0.0,2021-10-02T16:30:00Z,0,1,0,0,0,0,7,0,115,0,0,0.0,0,-1,0,1,55,True,0
Willy Boly,DEF,Wolves,0.5,0,0,0,0,0.0,428,70,0,0,0.0,0.0,2021-10-02T14:00:00Z,0,14,0,0,0,0,7,0,7440,1,2,0.0,0,-136,425,561,49,True,0
José Diogo Dalot Teixeira,DEF,Man Utd,0.2,0,0,0,0,0.0,510,67,0,0,0.0,0.0,2021-10-02T11:30:00Z,0,8,0,0,0,0,7,0,6585,1,1,0.0,0,616,1194,578,44,True,0
Jeffrey Schlupp,MID,Crystal Palace,1.8,0,0,18,0,1.5,155,64,0,1,7.8,29.0,2021-10-03T13:00:00Z,19,9,0,0,0,0,7,0,3401,2,2,47.0,6,-92,57,149,54,True,0
Robert Elliot,GK,Watford,-0.5,0,0,0,0,0.0,574,65,0,0,0.0,0.0,2021-10-02T14:00:00Z,0,10,0,0,0,0,7,0,63827,0,1,0.0,0,-1200,1709,2909,40,False,0
Joshua King,FWD,Watford,3.7,0,0,1,0,0.3,468,65,1,0,0.2,0.0,2021-10-02T14:00:00Z,45,10,0,0,0,0,7,0,85850,0,1,2.0,1,18022,29811,11789,55,False,0
Richarlison de Andrade,FWD,Everton,0.0,0,0,0,0,0.0,180,67,0,0,0.0,0.0,2021-10-02T11:30:00Z,0,13,0,0,0,0,7,0,373071,1,1,0.0,0,-121873,352,122225,74,False,0
Jamal Baptiste,DEF,West Ham,0.5,0,0,0,0,0.0,554,69,0,0,0.0,0.0,2021-10-03T13:00:00Z,0,3,0,0,0,0,7,0,22496,2,1,0.0,0,-295,1220,1515,40,True,0
Sam Byram,DEF,Norwich,0.0,0,0,0,0,0.0,321,62,0,0,0.0,0.0,2021-10-02T14:00:00Z,0,5,0,0,0,0,7,0,1086,0,0,0.0,0,-96,86,182,44,False,0
Danny Rose,DEF,Watford,0.7,0,0,9,0,0.6,377,65,1,0,2.4,23.4,2021-10-02T14:00:00Z,90,10,0,0,0,0,7,0,26988,0,1,0.0,2,-123,1931,2054,43,False,0
Ederson Santana de Moraes,GK,Man City,5.2,0,0,13,0,0.0,257,66,2,0,1.4,13.6,2021-10-03T15:30:00Z,90,11,0,0,0,0,7,1,826850,2,2,0.0,1,9577,39691,30114,60,False,0
Liam Cooper,DEF,Leeds,3.0,0,1,30,1,0.8,184,65,0,0,1.9,18.6,2021-10-02T14:00:00Z,90,18,0,0,0,0,7,0,37028,0,1,0.0,7,6339,10333,3994,45,True,0
Frédéric Guilbert,DEF,Aston Villa,0.0,0,0,0,0,0.0,46,68,0,0,0.0,0.0,2021-10-03T13:00:00Z,0,17,0,0,0,0,7,0,1437,1,2,0.0,0,-92,0,92,45,False,0
Matt Targett,DEF,Aston Villa,3.5,1,0,19,0,28.9,39,68,2,0,8.2,28.6,2021-10-03T13:00:00Z,90,17,1,0,0,0,7,0,234450,1,2,24.0,2,-2783,8797,11580,48,False,0
Adama Traoré,MID,Wolves,2.3,0,0,3,0,0.0,435,70,0,0,0.0,0.0,2021-10-02T14:00:00Z,1,14,0,0,0,0,7,0,290930,1,2,0.0,1,-46722,13650,60372,60,True,0
