name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
Eric Bailly,DEF,Man Utd,0.5,0,0,0,0,0.0,286,19,0,0,0.0,0.0,2021-08-22T13:00:00Z,0,16,0,0,0,0,2,0,6602,1,1,0.0,0,-2938,77,3015,50,False,0
Keinan Davis,FWD,Aston Villa,0.1,0,0,0,0,0.0,49,11,0,0,0.0,0.0,2021-08-21T14:00:00Z,0,14,0,0,0,0,2,0,160965,0,2,0.0,0,-13837,8143,21980,45,True,0
Ayotomiwa Dele-Bashiru,MID,Watford,0.0,0,0,0,0,0.0,394,12,0,0,0.0,0.0,2021-08-21T16:30:00Z,0,4,0,0,0,0,2,0,2957,0,2,0.0,0,-1078,0,1078,45,False,0
James Ward-Prowse,MID,Southampton,1.5,0,0,13,0,20.8,341,19,1,0,5.0,15.6,2021-08-22T13:00:00Z,90,13,0,0,0,0,2,0,288544,1,1,14.0,2,-33424,10126,43550,65,True,0
Bruno Miguel Borges Fernandes,MID,Man Utd,11.0,0,0,7,0,30.2,277,19,1,0,7.2,12.4,2021-08-22T13:00:00Z,90,16,0,0,0,0,2,0,4305673,1,1,29.0,1,414059,436157,22098,121,False,1
Adrián San Miguel del Castillo,GK,Liverpool,1.0,0,0,0,0,0.0,223,15,0,0,0.0,0.0,2021-08-21T11:30:00Z,0,5,0,0,0,0,2,0,19533,0,2,0.0,0,-1598,653,2251,45,True,0
James McArthur,MID,Crystal Palace,3.0,0,0,13,1,1.6,148,13,0,0,2.6,15.6,2021-08-21T14:00:00Z,90,3,0,0,0,0,2,0,28495,0,0,9.0,3,4626,7674,3048,45,True,0
Moise Kean,FWD,Everton,1.8,0,0,2,0,0.0,564,14,0,0,0.0,0.0,2021-08-21T14:00:00Z,1,10,0,0,0,0,2,0,0,2,2,0.0,1,0,0,0,60,False,0
Kwadwo Baah,MID,Watford,-0.5,0,0,0,0,0.0,405,12,0,0,0.0,0.0,2021-08-21T16:30:00Z,0,4,0,0,0,0,2,0,6994,0,2,0.0,0,-417,472,889,45,False,0
Paul Dummett,DEF,Newcastle,0.0,0,0,0,0,0.0,301,11,0,0,0.0,0.0,2021-08-21T14:00:00Z,0,2,0,0,0,0,2,0,1305,0,2,0.0,0,-234,141,375,45,False,0
Jairo Riedewald,MID,Crystal Palace,1.5,0,0,0,0,0.0,157,13,0,0,0.0,0.0,2021-08-21T14:00:00Z,0,3,0,0,0,0,2,0,3390,0,0,0.0,0,-62,443,505,50,True,0
Alexis Mac Allister,MID,Brighton,6.5,0,0,5,1,36.3,74,12,0,0,9.1,16.0,2021-08-21T16:30:00Z,90,18,0,0,0,0,2,0,43643,0,2,39.0,3,11681,14725,3044,55,True,0
Alireza Jahanbakhsh,MID,Brighton,0.0,0,0,0,0,0.0,66,12,0,0,0.0,0.0,2021-08-21T16:30:00Z,0,18,0,0,0,0,2,0,156,0,2,0.0,0,-46,0,46,55,True,0
Willy Boly,DEF,Wolves,-0.1,0,0,0,0,0.0,428,17,0,0,0.0,0.0,2021-08-22T13:00:00Z,0,17,0,0,0,0,2,0,6324,1,0,0.0,0,-1961,90,2051,50,True,0
José Diogo Dalot Teixeira,DEF,Man Utd,0.5,0,0,0,0,0.0,510,19,0,0,0.0,0.0,2021-08-22T13:00:00Z,0,16,0,0,0,0,2,0,5693,1,1,0.0,0,-792,364,1156,45,False,0
Jeffrey Schlupp,MID,Crystal Palace,2.5,0,0,10,1,11.2,155,13,0,0,1.7,6.0,2021-08-21T14:00:00Z,67,3,0,0,0,0,2,0,5332,0,0,0.0,3,-382,454,836,55,True,0
Joshua King,FWD,Watford,0.0,0,0,6,0,37.6,468,12,0,0,4.8,8.6,2021-08-21T16:30:00Z,25,4,0,0,0,0,2,0,18983,0,2,2.0,1,-4213,1294,5507,55,False,0
Richarlison de Andrade,FWD,Everton,6.5,0,0,2,0,31.6,180,14,2,0,7.9,4.8,2021-08-21T14:00:00Z,90,10,0,0,0,0,2,0,1215805,2,2,43.0,2,322396,372245,49849,76,False,0
Jamal Baptiste,DEF,West Ham,0.0,0,0,0,0,0.0,554,20,0,0,0.0,0.0,2021-08-23T19:00:00Z,0,9,0,0,0,0,2,0,5081,1,4,0.0,0,1508,1797,289,40,True,0
Sam Byram,DEF,Norwich,0.0,0,0,0,0,0.0,321,16,0,0,0.0,0.0,2021-08-21T14:00:00Z,0,12,0,0,0,0,2,0,1795,0,5,0.0,0,-378,189,567,45,False,0
Danny Rose,DEF,Watford,-0.5,0,0,0,0,0.0,377,12,0,0,0.0,0.0,2021-08-21T16:30:00Z,0,4,0,0,0,0,2,0,42220,0,2,0.0,0,-7697,785,8482,45,False,0
Ederson Santana de Moraes,GK,Man City,5.5,0,0,19,1,0.0,257,16,0,0,0.4,4.2,2021-08-21T14:00:00Z,90,15,0,0,0,0,2,0,769175,0,5,0.0,6,-9415,35317,44732,60,True,0
Liam Cooper,DEF,Leeds,1.0,1,0,21,0,11.1,184,14,2,0,5.0,32.4,2021-08-21T14:00:00Z,90,8,0,0,0,0,2,0,23580,2,2,6.0,3,-1458,1421,2879,45,True,1
Frédéric Guilbert,DEF,Aston Villa,0.5,0,0,0,0,0.0,46,11,0,0,0.0,0.0,2021-08-21T14:00:00Z,0,14,0,0,0,0,2,0,1757,0,2,0.0,0,-317,62,379,45,True,0
Matt Targett,DEF,Aston Villa,0.5,0,0,0,0,0.0,39,11,0,0,0.0,0.0,2021-08-21T14:00:00Z,0,14,0,0,0,0,2,0,612505,0,2,0.0,0,-74260,8026,82286,50,True,0
Adama Traoré,MID,Wolves,1.5,0,0,15,0,58.7,435,17,1,0,15.1,27.0,2021-08-22T13:00:00Z,90,17,0,0,0,0,2,0,85215,1,0,65.0,2,-2356,9369,11725,60,True,0
Jorge Luiz Frello Filho,MID,Chelsea,3.0,0,0,16,1,16.2,123,18,0,0,2.9,12.4,2021-08-22T15:30:00Z,90,1,0,0,0,0,2,0,384379,2,0,0.0,3,-12021,37172,49193,60,False,0
Diogo Jota,MID,Liverpool,9.0,0,0,25,1,24.8,240,15,0,1,10.7,45.2,2021-08-21T11:30:00Z,80,5,0,0,0,0,2,0,968642,0,2,37.0,8,77273,149876,72603,75,True,0
Ilkay Gündogan,MID,Man City,3.5,0,0,12,1,38.8,250,16,0,0,4.9,2.4,2021-08-21T14:00:00Z,68,15,0,0,0,0,2,0,463271,0,5,8.0,2,-146086,33310,179396,74,True,1
Luke Shaw,DEF,Man Utd,3.0,0,2,17,0,34.7,275,19,1,0,4.4,9.4,2021-08-22T13:00:00Z,90,16,0,0,0,0,2,0,3960716,1,1,0.0,4,-58866,83154,142020,55,False,0
Armando Broja,FWD,Southampton,-0.5,0,0,0,0,0.0,518,19,0,0,0.0,0.0,2021-08-22T13:00:00Z,0,13,0,0,0,0,2,0,52467,1,1,0.0,0,-4395,6021,10416,50,True,0
Stipe Perica,FWD,Watford,0.0,0,0,0,0,0.0,388,12,0,0,0.0,0.0,2021-08-21T16:30:00Z,0,4,0,0,0,0,2,0,260250,0,2,0.0,0,-51089,6250,57339,45,False,0
Emerson Palmieri dos Santos,DEF,Chelsea,0.0,0,0,0,0,0.0,539,18,0,0,0.0,0.0,2021-08-22T15:30:00Z,0,1,0,0,0,0,2,0,2839,2,0,0.0,0,520,868,348,45,False,0
Isaac Success Ajayi,FWD,Watford,-0.5,0,0,0,0,0.0,393,12,0,0,0.0,0.0,2021-08-21T16:30:00Z,0,4,0,0,0,0,2,0,38344,0,2,0.0,0,-4363,3744,8107,50,False,0
Declan Rice,MID,West Ham,4.0,1,1,34,0,32.9,421,20,1,0,7.7,42.8,2021-08-23T19:00:00Z,90,9,0,0,0,0,2,0,318784,1,4,1.0,6,-15458,22312,37770,50,True,0
Juan Mata,MID,Man Utd,0.5,0,0,0,0,0.0,459,19,0,0,0.0,0.0,2021-08-22T13:00:00Z,0,16,0,0,0,0,2,0,4348,1,1,0.0,0,-618,262,880,50,False,0
Hélder Wander Sousa de Azevedo e Costa,MID,Leeds,0.5,0,0,0,0,0.0,192,14,0,0,0.0,0.0,2021-08-21T14:00:00Z,0,8,0,0,0,0,2,0,14801,2,2,0.0,0,-1829,806,2635,55,True,0
Robert Street,FWD,Crystal Palace,0.5,0,0,0,0,0.0,542,13,0,0,0.0,0.0,2021-08-21T14:00:00Z,0,3,0,0,0,0,2,0,17246,0,0,0.0,0,8184,10813,2629,45,True,0
Harvey Elliott,MID,Liverpool,3.0,0,0,13,1,39.2,506,15,0,0,8.0,11.2,2021-08-21T11:30:00Z,90,5,0,0,0,0,2,0,6776,0,2,30.0,3,-943,491,1434,55,True,0
Mahmoud Ahmed Ibrahim Hassan,MID,Aston Villa,0.0,0,0,0,0,0.0,37,11,0,0,0.0,0.0,2021-08-21T14:00:00Z,0,14,0,0,0,0,2,0,836,0,2,0.0,0,-114,66,180,55,True,0
Ashley Young,DEF,Aston Villa,4.0,0,0,19,1,2.8,52,11,0,0,1.0,7.0,2021-08-21T14:00:00Z,90,14,0,0,0,0,2,0,74817,0,2,0.0,6,741,9328,8587,50,True,0
Hamza Choudhury,MID,Leicester,0.0,0,0,0,0,0.0,214,20,0,0,0.0,0.0,2021-08-23T19:00:00Z,0,19,0,0,0,0,2,0,9804,1,4,0.0,0,-410,889,1299,45,False,0
Christoph Zimmermann,DEF,Norwich,-1.1,0,0,0,0,0.0,324,16,0,0,0.0,0.0,2021-08-21T14:00:00Z,0,12,0,0,0,0,2,0,7704,0,5,0.0,0,-1145,147,1292,45,False,0
Tammy Abraham,FWD,Chelsea,0.0,0,0,0,0,0.0,136,18,0,0,0.0,0.0,2021-08-22T15:30:00Z,0,1,0,0,0,0,2,0,30353,2,0,0.0,0,-19460,2438,21898,65,False,0
Shane Duffy,DEF,Brighton,8.5,0,3,37,1,0.2,56,12,0,1,11.4,60.4,2021-08-21T16:30:00Z,90,18,0,0,0,0,2,0,377199,0,2,53.0,14,78743,99896,21153,40,True,1
Juraj Kucka,MID,Watford,0.4,0,0,0,0,0.0,495,12,0,0,0.0,0.0,2021-08-21T16:30:00Z,0,4,0,0,0,0,2,0,3126,0,2,0.0,0,-399,229,628,55,False,0
André Filipe Tavares Gomes,MID,Everton,0.0,0,0,0,0,0.0,172,14,0,0,0.0,0.0,2021-08-21T14:00:00Z,0,10,0,0,0,0,2,0,11412,2,2,0.0,0,-1295,1143,2438,50,False,0
Reece James,DEF,Chelsea,9.5,1,3,57,1,54.5,142,18,0,1,19.4,74.6,2021-08-22T15:30:00Z,90,1,0,0,0,0,2,0,430073,2,0,65.0,18,-65552,8042,73594,55,False,0
Luke Cundle,MID,Wolves,-0.5,0,0,0,0,0.0,547,17,0,0,0.0,0.0,2021-08-22T13:00:00Z,0,17,0,0,0,0,2,0,1564,1,0,0.0,0,455,668,213,45,True,0
Adam Forshaw,MID,Leeds,0.0,0,0,0,0,0.0,552,14,0,0,0.0,0.0,2021-08-21T14:00:00Z,0,8,0,0,0,0,2,0,503,2,2,0.0,0,141,184,43,45,True,0
Kepa Arrizabalaga,GK,Chelsea,0.0,0,0,0,0,0.0,129,18,0,0,0.0,0.0,2021-08-22T15:30:00Z,0,1,0,0,0,0,2,0,22705,2,0,0.0,0,-3232,965,4197,50,False,0
Kortney Hause,DEF,Aston Villa,0.5,0,0,0,0,0.0,36,11,0,0,0.0,0.0,2021-08-21T14:00:00Z,0,14,0,0,0,0,2,0,8909,0,2,0.0,0,-994,410,1404,45,True,0
Tyrone Mings,DEF,Aston Villa,8.0,2,3,47,1,10.7,38,11,0,0,8.3,34.4,2021-08-21T14:00:00Z,90,14,0,0,0,0,2,0,561674,0,2,38.0,15,-50442,14203,64645,50,True,0
Ainsley Maitland-Niles,MID,Arsenal,0.0,0,0,0,0,0.0,13,18,0,0,0.0,0.0,2021-08-22T15:30:00Z,0,6,0,0,0,0,2,0,6016,2,0,0.0,0,-1328,255,1583,55,True,0
Jesse Lingard,MID,Man Utd,1.0,0,0,3,0,0.8,276,19,0,0,0.1,0.2,2021-08-22T13:00:00Z,4,16,0,0,0,0,2,0,101808,1,1,0.0,1,-48063,574,48637,70,False,0
Billy Gilmour,MID,Norwich,0.5,0,0,15,0,4.4,145,16,5,0,1.3,9.0,2021-08-21T14:00:00Z,90,12,0,0,0,0,2,0,649449,0,5,0.0,2,11228,49012,37784,45,False,0
Jaden Philogene-Bidace,MID,Aston Villa,1.0,0,0,0,0,0.0,497,11,0,0,0.0,0.0,2021-08-21T14:00:00Z,4,14,0,0,0,0,2,0,1482,0,2,0.0,1,-250,60,310,50,True,0
Fernando Luiz Rosa,MID,Man City,2.5,0,0,0,0,0.0,453,16,0,0,0.0,0.0,2021-08-21T14:00:00Z,0,15,0,0,0,0,2,0,40019,0,5,0.0,0,4653,9830,5177,50,True,0
Björn Engels,DEF,Aston Villa,0.0,0,0,0,0,0.0,31,11,0,0,0.0,0.0,2021-08-21T14:00:00Z,0,14,0,0,0,0,2,0,67,0,2,0.0,0,-25,0,25,45,True,0
Tariqe Fosu-Henry,MID,Brentford,-0.4,0,0,0,0,0.0,79,13,0,0,0.0,0.0,2021-08-21T14:00:00Z,0,7,0,0,0,0,2,0,6182,0,0,0.0,0,-2283,271,2554,54,False,0
Thomas Partey,MID,Arsenal,0.0,0,0,0,0,0.0,15,18,0,0,0.0,0.0,2021-08-22T15:30:00Z,0,6,0,0,0,0,2,0,4141,2,0,0.0,0,-1306,161,1467,50,True,0
Karl Hein,GK,Arsenal,0.0,0,0,0,0,0.0,532,18,0,0,0.0,0.0,2021-08-22T15:30:00Z,0,6,0,0,0,0,2,0,8072,2,0,0.0,0,2194,2462,268,40,True,0
Francisco Femenía Far,DEF,Watford,-0.5,0,0,0,0,0.0,382,12,0,0,0.0,0.0,2021-08-21T16:30:00Z,0,4,0,0,0,0,2,0,14145,0,2,0.0,0,-2461,183,2644,45,False,0
Raúl Jiménez,FWD,Wolves,1.0,0,0,-2,0,47.8,430,17,1,0,13.8,4.0,2021-08-22T13:00:00Z,90,17,0,0,0,0,2,0,244968,1,0,86.0,1,-25916,16333,42249,75,True,1
Sean Longstaff,MID,Newcastle,0.5,0,0,4,0,1.5,309,11,1,0,0.4,2.4,2021-08-21T14:00:00Z,45,2,0,0,0,0,2,0,25284,0,2,0.0,1,-694,2200,2894,45,False,0
Boubakary Soumaré,MID,Leicester,1.0,0,0,4,0,0.1,458,20,1,0,0.1,1.0,2021-08-23T19:00:00Z,9,19,0,0,0,0,2,0,7290,1,4,0.0,1,-973,332,1305,50,False,0
Héctor Bellerín,DEF,Arsenal,0.0,0,0,0,0,0.0,9,18,0,0,0.0,0.0,2021-08-22T15:30:00Z,0,6,0,0,0,0,2,0,64255,2,0,0.0,0,-17646,2030,19676,49,True,0
Emmanuel Dennis,FWD,Watford,4.9,0,0,6,0,16.1,450,12,2,0,5.0,11.6,2021-08-21T16:30:00Z,90,4,0,0,0,0,2,0,312447,0,2,22.0,2,202165,242587,40422,51,False,0
Lucas Torreira,MID,Arsenal,0.0,0,0,0,0,0.0,18,18,0,0,0.0,0.0,2021-08-22T15:30:00Z,0,6,0,0,0,0,2,0,34649,2,0,0.0,0,-2279,3894,6173,45,True,0
Nampalys Mendy,MID,Leicester,0.0,0,0,0,0,0.0,203,20,0,0,0.0,0.0,2021-08-23T19:00:00Z,0,19,0,0,0,0,2,0,34996,1,4,0.0,0,-2275,2273,4548,45,False,0
Ryan Fraser,MID,Newcastle,0.5,0,0,2,0,0.3,298,11,0,0,0.2,0.0,2021-08-21T14:00:00Z,1,2,0,0,0,0,2,0,9289,0,2,4.0,1,-1354,391,1745,55,False,0
Paul Pogba,MID,Man Utd,10.5,1,0,13,0,19.4,272,19,1,0,11.1,21.6,2021-08-22T13:00:00Z,90,16,0,0,0,0,2,0,1114223,1,1,70.0,4,564447,602522,38075,76,False,1
Bertrand Traoré,MID,Aston Villa,0.0,0,0,0,0,0.0,32,11,0,0,0.0,0.0,2021-08-21T14:00:00Z,0,14,0,0,0,0,2,0,111033,0,2,0.0,0,-37359,6219,43578,60,True,0
Leandro Trossard,MID,Brighton,3.0,0,0,7,1,5.0,64,12,0,0,2.7,3.0,2021-08-21T16:30:00Z,71,18,0,0,0,0,2,0,79895,0,2,19.0,3,-12494,3281,15775,65,True,0
Christian Nørgaard,MID,Brentford,4.5,0,0,6,1,3.9,77,13,0,0,1.2,7.6,2021-08-21T14:00:00Z,90,7,0,0,0,0,2,0,91042,0,0,0.0,2,48513,59866,11353,50,False,1
Wesley Fofana,DEF,Leicester,0.0,0,0,0,0,0.0,220,20,0,0,0.0,0.0,2021-08-23T19:00:00Z,0,19,0,0,0,0,2,0,43011,1,4,0.0,0,-18048,399,18447,45,False,0
Tommy Doyle,MID,Man City,2.5,0,0,0,0,0.0,566,16,0,0,0.0,0.0,2021-08-21T14:00:00Z,0,15,0,0,0,0,2,0,0,0,5,0.0,0,0,0,0,45,True,0
Nemanja Matic,MID,Man Utd,2.0,0,0,12,0,2.6,271,19,1,0,3.6,14.4,2021-08-22T13:00:00Z,85,16,0,0,0,0,2,0,18966,1,1,19.0,2,-641,2447,3088,45,False,0
Arthur Masuaku,DEF,West Ham,0.0,0,0,0,0,0.0,417,20,0,0,0.0,0.0,2021-08-23T19:00:00Z,0,9,0,0,0,0,2,0,4434,1,4,0.0,0,-1061,79,1140,45,True,0
Bernard Anício Caldeira Duarte,MID,Everton,0.0,0,0,0,0,0.0,167,14,0,0,0.0,0.0,2021-08-21T14:00:00Z,0,10,0,0,0,0,2,0,352,2,2,0.0,0,-114,0,114,55,False,0
Brandon Williams,DEF,Norwich,-1.5,0,0,0,0,0.0,290,16,0,0,0.0,0.0,2021-08-21T14:00:00Z,0,12,0,0,0,0,2,0,155546,0,5,0.0,0,-7120,11847,10233,40,False,0
Kenny McLean,MID,Norwich,-1.0,0,0,9,0,0.1,318,16,3,0,0.8,7.4,2021-08-21T14:00:00Z,45,12,0,0,0,0,2,0,3356,0,5,0.0,1,-640,62,702,50,False,0
Jeremy Ngakia,DEF,Watford,-0.5,0,0,0,0,0.0,400,12,0,0,0.0,0.0,2021-08-21T16:30:00Z,0,4,0,0,0,0,2,0,4391,0,2,0.0,0,-696,43,739,45,False,0
Sadio Mané,MID,Liverpool,6.5,0,0,20,1,27.3,230,15,0,1,17.0,46.8,2021-08-21T11:30:00Z,90,5,0,0,0,0,2,0,274989,0,2,96.0,8,-56353,13308,69661,120,True,0
Edward Nketiah,FWD,Arsenal,0.0,0,0,0,0,0.0,20,18,0,0,0.0,0.0,2021-08-22T15:30:00Z,0,6,0,0,0,0,2,0,6834,2,0,0.0,0,-2186,390,2576,55,True,0
Jakub Moder,MID,Brighton,3.0,0,0,3,0,0.0,75,12,0,0,0.0,0.0,2021-08-21T16:30:00Z,10,18,0,0,0,0,2,0,73312,0,2,0.0,1,34729,43772,9043,45,True,0
Ben Davies,DEF,Liverpool,0.0,0,0,0,0,0.0,248,15,0,0,0.0,0.0,2021-08-21T11:30:00Z,0,5,0,0,0,0,2,0,26605,0,2,0.0,0,-6199,1080,7279,40,True,0
Trevoh Chalobah,DEF,Chelsea,7.0,0,0,0,0,0.0,527,18,0,0,0.0,0.0,2021-08-22T15:30:00Z,0,1,0,0,0,0,2,0,243530,2,0,0.0,0,127321,145822,18501,50,False,0
Bali Mumba,DEF,Norwich,-1.5,0,0,6,0,3.3,515,16,3,0,1.3,9.6,2021-08-21T14:00:00Z,45,12,0,0,0,0,2,0,27531,0,5,0.0,0,-124,2138,2262,40,False,0
Enock Mwepu,MID,Brighton,1.0,0,0,-2,0,1.1,462,12,0,0,0.3,0.0,2021-08-21T16:30:00Z,18,18,0,0,0,0,2,0,9111,0,2,3.0,0,-1855,282,2137,60,True,1
Theo Walcott,MID,Southampton,1.0,0,0,3,0,0.0,332,19,0,0,0.8,4.2,2021-08-22T13:00:00Z,45,13,0,0,0,0,2,0,17822,1,1,4.0,1,-2116,743,2859,60,True,0
Fabian Schär,DEF,Newcastle,-0.5,0,0,9,0,7.8,305,11,2,0,2.1,13.4,2021-08-21T14:00:00Z,90,2,0,0,0,0,2,0,18433,0,2,0.0,0,-1723,586,2309,45,False,1
Mateusz Klich,MID,Leeds,5.5,0,3,28,0,34.4,186,14,2,1,10.2,42.4,2021-08-21T14:00:00Z,59,8,0,0,0,0,2,0,33239,2,2,25.0,9,-1866,2513,4379,55,True,0
Che Adams,FWD,Southampton,4.5,1,0,13,0,25.6,345,19,1,0,4.1,3.6,2021-08-22T13:00:00Z,90,13,0,0,0,0,2,0,129701,1,1,12.0,5,-5308,11466,16774,70,True,0
Andriy Yarmolenko,MID,West Ham,1.0,0,0,4,0,1.1,412,20,0,0,0.2,1.0,2021-08-23T19:00:00Z,1,9,0,0,0,0,2,0,17623,1,4,0.0,1,-3301,903,4204,55,True,0
Onel Hernández,MID,Norwich,-1.5,0,0,0,0,0.0,320,16,0,0,0.0,0.0,2021-08-21T14:00:00Z,0,12,0,0,0,0,2,0,4763,0,5,0.0,0,-786,214,1000,50,False,0
Benjamin Chilwell,DEF,Chelsea,0.0,0,0,0,0,0.0,135,18,0,0,0.0,0.0,2021-08-22T15:30:00Z,0,1,0,0,0,0,2,0,742264,2,0,0.0,0,-195660,9406,205066,59,False,0
Leander Dendoncker,MID,Wolves,0.5,0,0,4,0,0.6,434,17,0,0,0.8,3.0,2021-08-22T13:00:00Z,18,17,0,0,0,0,2,0,14385,1,0,4.0,1,-1521,538,2059,50,True,0
