name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
Eric Bailly,DEF,Man Utd,0.2,0,0,0,0,0.0,286,246,0,0,0.0,0.0,2022-02-12T12:30:00Z,0,16,0,0,0,0,25,0,10981,1,1,0.0,0,-111,21,132,49,True,0
Eric Bailly,DEF,Man Utd,0.2,0,0,0,0,0.0,286,174,0,0,0.0,0.0,2022-02-15T20:15:00Z,0,4,0,0,0,0,25,0,10981,0,2,0.0,0,-111,21,132,49,True,0
Keinan Davis,FWD,Aston Villa,0.0,0,0,0,0,0.0,49,247,0,0,0.0,0.0,2022-02-13T14:00:00Z,0,14,0,0,0,0,25,0,165971,0,1,0.0,0,-4795,0,4795,45,False,0
Ayotomiwa Dele-Bashiru,MID,Watford,0.0,0,0,0,0,0.0,394,250,0,0,0.0,0.0,2022-02-12T15:00:00Z,0,4,0,0,0,0,25,0,884,2,0,0.0,0,-8,0,8,45,True,0
James Ward-Prowse,MID,Southampton,4.5,0,0,17,0,13.2,341,246,1,0,4.3,11.6,2022-02-12T12:30:00Z,90,13,0,0,0,0,25,0,358847,1,1,18.0,2,46598,58549,11951,64,False,0
Bruno Miguel Borges Fernandes,MID,Man Utd,11.4,0,0,13,0,27.1,277,246,1,0,4.9,13.8,2022-02-12T12:30:00Z,90,16,0,0,0,0,25,0,2116608,1,1,8.0,2,279682,349951,70269,117,True,0
Bruno Miguel Borges Fernandes,MID,Man Utd,11.4,0,3,38,1,71.2,277,174,0,1,19.6,59.6,2022-02-15T20:15:00Z,90,4,0,0,0,0,25,0,2116608,0,2,65.0,10,279682,349951,70269,117,True,1
Adrián San Miguel del Castillo,GK,Liverpool,1.5,0,0,0,0,0.0,223,242,0,0,0.0,0.0,2022-02-13T14:00:00Z,0,5,0,0,0,0,25,0,16276,1,0,0.0,0,-80,30,110,43,False,0
James McArthur,MID,Crystal Palace,0.8,0,0,5,0,0.8,148,241,0,0,1.3,5.6,2022-02-12T15:00:00Z,24,3,0,0,0,0,25,0,109436,0,0,7.0,1,629,3785,3156,43,False,0
Moise Kean,FWD,Everton,0.0,0,0,0,0,0.0,564,244,0,0,0.0,0.0,2022-02-12T15:00:00Z,0,10,0,0,0,0,25,0,1111,0,3,0.0,0,0,0,0,60,True,0
Kwadwo Baah,MID,Watford,-0.4,0,0,0,0,0.0,405,250,0,0,0.0,0.0,2022-02-12T15:00:00Z,0,4,0,0,0,0,25,0,6819,2,0,0.0,0,0,347,347,43,True,0
Paul Dummett,DEF,Newcastle,1.0,0,0,3,0,0.0,301,247,0,0,0.2,2.4,2022-02-13T14:00:00Z,45,2,0,0,0,0,25,0,1016,0,1,0.0,1,-27,7,34,45,True,0
