name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
Keinan Davis,FWD,Aston Villa,0.5,0,0,0,0,0.0,49,167,0,0,0.0,0.0,2021-12-14T19:45:00Z,0,15,0,0,0,0,17,0,267326,2,0,0.0,0,-12997,4264,17261,45,False,0
James Ward-Prowse,MID,Southampton,3.2,0,2,33,0,54.2,341,165,2,1,13.0,52.0,2021-12-15T19:30:00Z,90,7,0,0,0,0,17,0,161325,2,2,24.0,9,-5501,1410,6911,63,False,0
Adrián San Miguel del Castillo,GK,Liverpool,1.5,0,0,0,0,0.0,223,169,0,0,0.0,0.0,2021-12-16T20:00:00Z,0,14,0,0,0,0,17,0,17501,1,3,0.0,0,-186,93,279,43,True,0
James McArthur,MID,Crystal Palace,0.0,0,0,0,0,0.0,148,165,0,0,0.0,0.0,2021-12-15T19:30:00Z,0,16,0,0,0,0,17,0,154490,2,2,0.0,0,-15743,2274,18017,43,True,0
Moise Kean,FWD,Everton,0.0,0,0,0,0,0.0,564,168,0,0,0.0,0.0,2021-12-16T19:45:00Z,0,6,0,0,0,0,17,0,1140,1,1,0.0,0,0,0,0,60,False,0
Paul Dummett,DEF,Newcastle,0.0,0,0,0,0,0.0,301,169,0,0,0.0,0.0,2021-12-16T20:00:00Z,0,11,0,0,0,0,17,0,853,1,3,0.0,0,-49,13,62,45,False,0
Jairo Riedewald,MID,Crystal Palace,0.0,0,0,0,0,0.0,157,165,0,0,0.0,0.0,2021-12-15T19:30:00Z,0,16,0,0,0,0,17,0,2502,2,2,0.0,0,-20,37,57,48,True,0
Alexis Mac Allister,MID,Brighton,0.2,0,0,6,0,1.6,74,163,0,0,0.4,1.2,2021-12-15T19:30:00Z,29,20,0,0,0,0,17,0,29909,1,0,1.0,1,-557,115,672,53,True,0
Alireza Jahanbakhsh,MID,Brighton,0.0,0,0,0,0,0.0,66,163,0,0,0.0,0.0,2021-12-15T19:30:00Z,0,20,0,0,0,0,17,0,106,1,0,0.0,0,0,0,0,55,True,0
Willy Boly,DEF,Wolves,0.0,0,0,0,0,0.0,428,163,0,0,0.0,0.0,2021-12-15T19:30:00Z,0,4,0,0,0,0,17,0,6767,1,0,0.0,0,168,279,111,49,False,0
