name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
Eric Bailly,DEF,Man Utd,0.5,0,0,0,0,0.0,286,119,0,0,0.0,0.0,2021-11-20T15:00:00Z,0,18,0,0,0,0,12,0,10663,1,4,0.0,0,-366,1038,1404,49,False,0
Keinan Davis,FWD,Aston Villa,0.3,0,0,0,0,0.0,49,111,0,0,0.0,0.0,2021-11-20T15:00:00Z,0,4,0,0,0,0,12,0,236157,0,2,0.0,0,35746,49856,14110,44,True,0
Ayotomiwa Dele-Bashiru,MID,Watford,0.0,0,0,0,0,0.0,394,119,0,0,0.0,0.0,2021-11-20T15:00:00Z,0,13,0,0,0,0,12,0,1133,1,4,0.0,0,-44,0,44,45,True,0
James Ward-Prowse,MID,Southampton,2.3,0,0,23,0,73.8,341,117,2,0,11.7,24.8,2021-11-20T15:00:00Z,90,15,0,0,0,0,12,0,180183,1,2,18.0,2,-2204,10161,12365,63,False,0
Bruno Miguel Borges Fernandes,MID,Man Utd,3.8,0,0,13,0,16.8,277,119,4,0,3.2,9.8,2021-11-20T15:00:00Z,90,18,0,0,0,0,12,0,1592480,1,4,5.0,2,-47341,29779,77120,117,False,0
Adrián San Miguel del Castillo,GK,Liverpool,0.5,0,0,0,0,0.0,223,114,0,0,0.0,0.0,2021-11-20T17:30:00Z,0,1,0,0,0,0,12,0,18279,0,4,0.0,0,-353,139,492,44,True,0
James McArthur,MID,Crystal Palace,0.0,0,0,0,0,0.0,148,112,0,0,0.0,0.0,2021-11-20T15:00:00Z,0,5,0,0,0,0,12,0,294259,3,3,0.0,0,-2102,35378,37480,45,False,0
Moise Kean,FWD,Everton,0.0,0,0,0,0,0.0,564,115,0,0,0.0,0.0,2021-11-21T14:00:00Z,0,12,0,0,0,0,12,0,1165,0,3,0.0,0,-12,0,12,60,False,0
Kwadwo Baah,MID,Watford,0.0,0,0,0,0,0.0,405,119,0,0,0.0,0.0,2021-11-20T15:00:00Z,0,13,0,0,0,0,12,0,8025,1,4,0.0,0,-1069,188,1257,44,True,0
Paul Dummett,DEF,Newcastle,0.0,0,0,0,0,0.0,301,116,0,0,0.0,0.0,2021-11-20T15:00:00Z,0,3,0,0,0,0,12,0,854,3,3,0.0,0,-2,45,47,45,True,0
Jairo Riedewald,MID,Crystal Palace,0.5,0,0,0,0,0.0,157,112,0,0,0.0,0.0,2021-11-20T15:00:00Z,0,5,0,0,0,0,12,0,2578,3,3,0.0,0,-34,74,108,48,False,0
Alexis Mac Allister,MID,Brighton,2.0,0,0,-1,0,0.2,74,111,1,0,0.9,0.0,2021-11-20T15:00:00Z,1,2,0,0,0,0,12,0,34580,0,2,10.0,0,-327,1262,1589,54,False,1
Alireza Jahanbakhsh,MID,Brighton,0.0,0,0,0,0,0.0,66,111,0,0,0.0,0.0,2021-11-20T15:00:00Z,0,2,0,0,0,0,12,0,110,0,2,0.0,0,-3,0,3,55,False,0
