name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
Eric Bailly,DEF,Man Utd,0.0,0,0,0,0,0.0,286,228,0,0,0.0,0.0,2022-01-22T15:00:00Z,0,19,0,0,0,0,23,0,11164,0,1,0.0,0,-326,42,368,49,True,0
Keinan Davis,FWD,Aston Villa,0.0,0,0,0,0,0.0,49,225,0,0,0.0,0.0,2022-01-22T12:30:00Z,0,8,0,0,0,0,23,0,178454,1,0,0.0,0,-15944,0,15944,45,False,0
Ayotomiwa Dele-Bashiru,MID,Watford,0.0,0,0,0,0,0.0,394,230,0,0,0.0,0.0,2022-01-21T20:00:00Z,0,15,0,0,0,0,23,0,901,3,0,0.0,0,-8,0,8,45,True,0
Ayotomiwa Dele-Bashiru,MID,Watford,0.0,0,0,0,0,0.0,394,164,0,0,0.0,0.0,2022-02-05T18:00:00Z,0,5,0,0,0,0,23,0,901,0,0,0.0,0,-8,0,8,45,False,0
James Ward-Prowse,MID,Southampton,4.0,0,0,16,0,28.8,341,229,1,0,5.1,22.2,2022-01-22T17:30:00Z,90,12,0,0,0,0,23,0,300618,1,1,0.0,2,15503,36877,21374,63,True,0
Bruno Miguel Borges Fernandes,MID,Man Utd,8.7,0,0,12,1,45.3,277,228,0,0,6.2,9.8,2022-01-22T15:00:00Z,90,19,0,0,0,0,23,0,1840063,0,1,7.0,3,285654,313634,27980,117,True,0
Adrián San Miguel del Castillo,GK,Liverpool,1.0,0,0,0,0,0.0,223,224,0,0,0.0,0.0,2022-01-23T14:00:00Z,0,7,0,0,0,0,23,0,16272,3,1,0.0,0,-96,65,161,43,False,0
James McArthur,MID,Crystal Palace,0.0,0,0,0,0,0.0,148,224,0,0,0.0,0.0,2022-01-23T14:00:00Z,0,11,0,0,0,0,23,0,110840,3,1,0.0,0,-5255,1125,6380,43,True,0
Moise Kean,FWD,Everton,0.0,0,0,0,0,0.0,564,225,0,0,0.0,0.0,2022-01-22T12:30:00Z,0,2,0,0,0,0,23,0,1117,1,0,0.0,0,-1,0,1,60,True,0
Kwadwo Baah,MID,Watford,0.0,0,0,0,0,0.0,405,230,0,0,0.0,0.0,2022-01-21T20:00:00Z,0,15,0,0,0,0,23,0,6343,3,0,0.0,0,-58,236,294,43,True,0
Kwadwo Baah,MID,Watford,0.0,0,0,0,0,0.0,405,164,0,0,0.0,0.0,2022-02-05T18:00:00Z,0,5,0,0,0,0,23,0,6343,0,0,0.0,0,-58,236,294,43,False,0
Paul Dummett,DEF,Newcastle,2.5,0,0,16,1,0.5,301,226,0,0,1.1,10.0,2022-01-22T15:00:00Z,62,10,0,0,0,0,23,0,1067,1,0,0.0,5,76,122,46,45,False,1
Jairo Riedewald,MID,Crystal Palace,-1.0,0,0,0,0,0.0,157,224,0,0,0.0,0.0,2022-01-23T14:00:00Z,0,11,0,0,0,0,23,0,2580,3,1,0.0,0,-21,29,50,47,True,0
Alexis Mac Allister,MID,Brighton,3.7,0,0,20,0,17.8,74,227,1,0,5.2,17.6,2022-01-23T14:00:00Z,90,9,0,0,0,0,23,0,72014,1,1,17.0,2,-2640,7092,9732,53,False,0
Alireza Jahanbakhsh,MID,Brighton,0.0,0,0,0,0,0.0,66,227,0,0,0.0,0.0,2022-01-23T14:00:00Z,0,9,0,0,0,0,23,0,102,1,1,0.0,0,0,0,0,55,False,0
Willy Boly,DEF,Wolves,0.0,0,0,0,0,0.0,428,222,0,0,0.0,0.0,2022-01-22T15:00:00Z,0,3,0,0,0,0,23,0,6805,2,1,0.0,0,-138,28,166,49,False,0
José Diogo Dalot Teixeira,DEF,Man Utd,4.0,0,3,38,1,26.7,510,228,0,0,5.7,21.4,2022-01-22T15:00:00Z,90,19,0,0,0,0,23,0,214191,0,1,9.0,9,-7878,9042,16920,45,True,0
Jeffrey Schlupp,MID,Crystal Palace,2.0,0,0,6,0,3.7,155,224,3,0,2.1,8.8,2022-01-23T14:00:00Z,90,11,0,0,0,0,23,0,5157,3,1,8.0,1,-179,450,629,54,True,1
Samuel Kalu,MID,Watford,3.3,0,0,0,0,0.0,698,230,0,0,0.0,0.0,2022-01-21T20:00:00Z,0,15,0,0,0,0,23,0,0,3,0,0.0,0,0,0,0,50,True,0
Samuel Kalu,MID,Watford,3.3,0,0,0,0,0.0,698,164,0,0,0.0,0.0,2022-02-05T18:00:00Z,0,5,0,0,0,0,23,0,0,0,0,0.0,0,0,0,0,50,False,0
Robert Elliot,GK,Watford,0.0,0,0,0,0,0.0,574,230,0,0,0.0,0.0,2022-01-21T20:00:00Z,0,15,0,0,0,0,23,0,54964,3,0,0.0,0,-1301,137,1438,40,True,0
Robert Elliot,GK,Watford,0.0,0,0,0,0,0.0,574,164,0,0,0.0,0.0,2022-02-05T18:00:00Z,0,5,0,0,0,0,23,0,54964,0,0,0.0,0,-1301,137,1438,40,False,0
Joshua King,FWD,Watford,3.4,0,0,14,0,14.3,468,230,3,0,3.3,6.0,2022-01-21T20:00:00Z,90,15,0,0,0,0,23,0,925137,3,0,13.0,2,176552,340355,163803,58,True,0
Joshua King,FWD,Watford,3.4,0,0,4,1,24.7,468,164,0,0,8.5,14.0,2022-02-05T18:00:00Z,90,5,0,0,0,0,23,0,925137,0,0,46.0,1,176552,340355,163803,58,False,1
Richarlison de Andrade,FWD,Everton,4.5,0,0,-1,0,2.4,180,225,1,0,3.7,0.6,2022-01-22T12:30:00Z,90,2,0,0,0,0,23,0,329381,1,0,34.0,2,21932,27096,5164,74,True,0
