name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
Ozan Tufan,MID,Watford,0.0,0,0,0,0,0.0,557,348,0,0,0.0,0.0,2022-04-30T14:00:00Z,0,5,0,0,0,0,35,0,1388,2,1,0.0,0,-5,0,5,50,True,0
Andre Gray,FWD,Watford,0.0,0,0,0,0,0.0,383,348,0,0,0.0,0.0,2022-04-30T14:00:00Z,0,5,0,0,0,0,35,0,4915,2,1,0.0,0,-8,0,8,54,True,0
Willy Boly,DEF,Wolves,1.7,0,0,12,0,0.5,428,350,3,0,2.9,7.0,2022-04-30T14:00:00Z,90,4,0,0,0,0,35,0,10154,3,0,21.0,1,615,905,290,49,True,0
Mads Roerslev Rasmussen,DEF,Brentford,1.2,0,0,9,0,29.7,89,344,3,0,4.5,11.2,2022-05-02T19:00:00Z,90,13,0,0,0,0,35,0,14875,0,3,4.0,1,4395,5038,643,41,False,0
Sam Byram,DEF,Norwich,1.7,0,0,17,0,1.1,321,341,2,0,2.5,21.6,2022-04-30T14:00:00Z,90,2,0,0,0,0,35,0,2067,0,2,2.0,1,-22,282,304,44,False,0
Wout Weghorst,FWD,Burnley,3.2,0,0,2,0,7.1,700,348,1,0,2.0,1.2,2022-04-30T14:00:00Z,59,18,0,0,0,0,35,0,549521,2,1,12.0,1,2281,49547,47266,64,False,0
Andrew Omobamidele,DEF,Norwich,0.0,0,0,0,0,0.0,331,341,0,0,0.0,0.0,2022-04-30T14:00:00Z,0,2,0,0,0,0,35,0,190290,0,2,0.0,0,-2124,261,2385,39,False,0
Joelinton Cássio Apolinário de Lira,FWD,Newcastle,2.3,0,0,2,0,2.8,310,345,1,0,1.0,3.2,2022-04-30T11:30:00Z,90,11,0,0,0,0,35,0,105401,1,0,4.0,1,17934,25125,7191,58,True,1
Marc Cucurella,DEF,Brighton,3.4,0,1,30,1,9.1,584,350,0,0,2.9,16.4,2022-04-30T14:00:00Z,90,20,0,0,0,0,35,0,291460,3,0,3.0,6,-6879,12066,18945,49,False,1
Joël Veltman,DEF,Brighton,3.2,0,0,25,1,10.8,62,350,0,0,2.9,18.6,2022-04-30T14:00:00Z,90,20,0,0,0,0,35,0,115732,3,0,0.0,6,6480,11356,4876,42,False,0
Yerson Mosquera Valdelamar,DEF,Wolves,0.0,0,0,0,0,0.0,446,350,0,0,0.0,0.0,2022-04-30T14:00:00Z,0,4,0,0,0,0,35,0,2002,3,0,0.0,0,2,25,23,44,True,0
Hee-Chan Hwang,FWD,Wolves,1.7,0,0,7,0,38.1,583,350,3,0,5.6,11.4,2022-04-30T14:00:00Z,90,4,0,0,0,0,35,0,344546,3,0,6.0,1,-8615,10382,18997,54,True,1
Divock Origi,FWD,Liverpool,2.2,0,0,0,0,0.0,235,345,0,0,0.0,0.0,2022-04-30T11:30:00Z,0,14,0,0,0,0,35,0,110308,1,0,0.0,0,9841,12610,2769,48,False,0
Christian Benteke,FWD,Crystal Palace,0.2,0,0,0,0,0.0,149,346,0,0,0.0,0.0,2022-04-30T14:00:00Z,0,16,0,0,0,0,35,0,108553,2,1,0.0,0,-832,695,1527,59,False,0
Louie Moulden,GK,Wolves,0.0,0,0,0,0,0.0,611,350,0,0,0.0,0.0,2022-04-30T14:00:00Z,0,4,0,0,0,0,35,0,12436,3,0,0.0,0,-79,0,79,40,True,0
Mathias Jorgensen,DEF,Brentford,0.0,0,0,0,0,0.0,594,344,0,0,0.0,0.0,2022-05-02T19:00:00Z,0,13,0,0,0,0,35,0,2432,0,3,0.0,0,-84,5,89,45,False,0
Patrik Gunnarsson,GK,Brentford,0.0,0,0,0,0,0.0,94,344,0,0,0.0,0.0,2022-05-02T19:00:00Z,0,13,0,0,0,0,35,0,104913,0,3,0.0,0,-1727,0,1727,39,False,0
Tariqe Fosu-Henry,MID,Brentford,-1.0,0,0,0,0,0.0,79,344,0,0,0.0,0.0,2022-05-02T19:00:00Z,0,13,0,0,0,0,35,0,2817,0,3,0.0,0,-2,20,22,51,False,0
Onel Hernández,MID,Norwich,0.0,0,0,0,0,0.0,320,341,0,0,0.0,0.0,2022-04-30T14:00:00Z,0,2,0,0,0,0,35,0,1388,0,2,0.0,0,-3,0,3,49,False,0
