name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
Ozan Tufan,MID,Watford,0.0,0,0,0,0,0.0,557,210,0,0,0.0,0.0,2022-01-01T15:00:00Z,0,17,0,0,0,0,21,0,1529,1,0,0.0,0,3,43,40,50,True,0
Andre Gray,FWD,Watford,0.0,0,0,0,0,0.0,383,210,0,0,0.0,0.0,2022-01-01T15:00:00Z,0,17,0,0,0,0,21,0,5170,1,0,0.0,0,-25,0,25,54,True,0
Willy Boly,DEF,Wolves,0.0,0,0,0,0,0.0,428,208,0,0,0.0,0.0,2022-01-03T17:30:00Z,0,13,0,0,0,0,21,0,7281,1,0,0.0,0,27,234,207,49,False,0
Mads Roerslev Rasmussen,DEF,Brentford,8.0,1,3,32,0,11.2,89,202,1,1,12.0,58.2,2022-01-02T14:00:00Z,90,2,0,0,0,0,21,0,6372,1,2,51.0,14,948,1259,311,43,True,0
Mads Roerslev Rasmussen,DEF,Brentford,8.0,0,0,10,0,13.8,89,176,4,0,2.6,12.0,2022-01-11T19:45:00Z,90,16,0,0,0,0,21,0,6372,1,4,0.0,0,948,1259,311,43,False,0
Sam Byram,DEF,Norwich,-1.0,0,0,0,0,0.0,321,179,0,0,0.0,0.0,2022-01-12T19:45:00Z,0,19,0,0,0,0,21,0,1143,0,2,0.0,0,-33,80,113,44,False,0
Andrew Omobamidele,DEF,Norwich,-0.8,0,0,0,0,0.0,331,179,0,0,0.0,0.0,2022-01-12T19:45:00Z,0,19,0,0,0,0,21,0,263029,0,2,0.0,0,-11530,418,11948,39,False,0
Marc Cucurella,DEF,Brighton,5.0,0,0,14,0,3.1,584,205,2,0,2.9,22.6,2022-01-02T14:00:00Z,90,8,0,0,0,0,21,0,215106,3,2,3.0,1,85880,100829,14949,50,False,0
Joël Veltman,DEF,Brighton,1.5,0,0,10,0,9.3,62,205,1,0,2.3,11.4,2022-01-02T14:00:00Z,60,8,0,0,0,0,21,0,55876,3,2,2.0,2,3619,6252,2633,42,False,0
Yerson Mosquera Valdelamar,DEF,Wolves,0.0,0,0,0,0,0.0,446,208,0,0,0.0,0.0,2022-01-03T17:30:00Z,0,13,0,0,0,0,21,0,1711,1,0,0.0,0,-4,12,16,44,False,0
Hee-Chan Hwang,FWD,Wolves,0.0,0,0,0,0,0.0,583,208,0,0,0.0,0.0,2022-01-03T17:30:00Z,0,13,0,0,0,0,21,0,322370,1,0,0.0,0,-74710,480,75190,55,False,0
Divock Origi,FWD,Liverpool,0.0,0,0,0,0,0.0,235,203,0,0,0.0,0.0,2022-01-02T16:30:00Z,0,6,0,0,0,0,21,0,95735,2,2,0.0,0,-3774,2286,6060,48,False,0
Christian Benteke,FWD,Crystal Palace,0.5,0,0,1,0,3.9,149,204,3,0,7.1,2.8,2022-01-01T17:30:00Z,67,19,0,0,0,0,21,0,175520,3,2,64.0,2,-41584,3658,45242,63,True,0
Louie Moulden,GK,Wolves,-0.5,0,0,0,0,0.0,611,208,0,0,0.0,0.0,2022-01-03T17:30:00Z,0,13,0,0,0,0,21,0,15938,1,0,0.0,0,-269,368,637,40,False,0
Mathias Jorgensen,DEF,Brentford,0.0,0,0,0,0,0.0,594,202,0,0,0.0,0.0,2022-01-02T14:00:00Z,0,2,0,0,0,0,21,0,2394,1,2,0.0,0,-34,62,96,45,True,0
Mathias Jorgensen,DEF,Brentford,0.0,0,0,0,0,0.0,594,176,0,0,0.0,0.0,2022-01-11T19:45:00Z,0,16,0,0,0,0,21,0,2394,1,4,0.0,0,-34,62,96,45,False,0
Patrik Gunnarsson,GK,Brentford,0.0,0,0,0,0,0.0,94,202,0,0,0.0,0.0,2022-01-02T14:00:00Z,0,2,0,0,0,0,21,0,133206,1,2,0.0,0,990,10609,9619,39,True,0
Patrik Gunnarsson,GK,Brentford,0.0,0,0,0,0,0.0,94,176,0,0,0.0,0.0,2022-01-11T19:45:00Z,0,16,0,0,0,0,21,0,133206,1,4,0.0,0,990,10609,9619,39,False,0
Tariqe Fosu-Henry,MID,Brentford,0.0,0,0,0,0,0.0,79,202,0,0,0.0,0.0,2022-01-02T14:00:00Z,0,2,0,0,0,0,21,0,2773,1,2,0.0,0,-12,28,40,51,True,0
Tariqe Fosu-Henry,MID,Brentford,0.0,0,0,0,0,0.0,79,176,0,0,0.0,0.0,2022-01-11T19:45:00Z,0,16,0,0,0,0,21,0,2773,1,4,0.0,0,-12,28,40,51,False,0
Onel Hernández,MID,Norwich,0.0,0,0,0,0,0.0,320,179,0,0,0.0,0.0,2022-01-12T19:45:00Z,0,19,0,0,0,0,21,0,1477,0,2,0.0,0,-11,0,11,49,False,0
Jack Grealish,MID,Man City,2.7,0,0,0,0,0.0,33,201,0,0,0.0,0.0,2022-01-01T12:30:00Z,0,1,0,0,0,0,21,0,711920,2,1,0.0,0,-15215,2411,17626,76,False,0
James Storer,GK,Wolves,-0.5,0,0,0,0,0.0,621,208,0,0,0.0,0.0,2022-01-03T17:30:00Z,0,13,0,0,0,0,21,0,13267,1,0,0.0,0,118,1186,1068,40,False,0
Daniel James,MID,Leeds,2.8,0,0,27,0,28.2,287,206,0,1,9.0,41.2,2022-01-02T14:00:00Z,28,5,0,0,0,0,21,0,32914,1,3,21.0,6,-852,968,1820,60,True,0
Angelo Ogbonna,DEF,West Ham,0.0,0,0,0,0,0.0,409,204,0,0,0.0,0.0,2022-01-01T17:30:00Z,0,7,0,0,0,0,21,0,26104,3,2,0.0,0,-520,49,569,49,False,0
Angelo Ogbonna,DEF,West Ham,0.0,0,0,0,0,0.0,409,179,0,0,0.0,0.0,2022-01-12T19:45:00Z,0,15,0,0,0,0,21,0,26104,0,2,0.0,0,-520,49,569,49,True,0
Raphael Dias Belloli,MID,Leeds,4.2,0,0,1,0,32.4,196,206,1,0,9.3,11.8,2022-01-02T14:00:00Z,90,5,0,0,0,0,21,0,1391061,1,3,49.0,2,90230,158456,68226,65,True,0
Marcus Forss,FWD,Brentford,0.0,0,0,0,0,0.0,88,202,0,0,0.0,0.0,2022-01-02T14:00:00Z,0,2,0,0,0,0,21,0,11348,1,2,0.0,0,-182,817,999,53,True,0
Marcus Forss,FWD,Brentford,0.0,0,0,0,0,0.0,88,176,0,0,0.0,0.0,2022-01-11T19:45:00Z,0,16,0,0,0,0,21,0,11348,1,4,0.0,0,-182,817,999,53,False,0
Billy Gilmour,MID,Norwich,0.5,0,0,0,0,0.0,145,179,0,0,0.0,0.0,2022-01-12T19:45:00Z,0,19,0,0,0,0,21,0,351087,0,2,0.0,0,-17495,2739,20234,44,False,0
Victor Lindelöf,DEF,Man Utd,0.4,0,0,0,0,0.0,284,208,0,0,0.0,0.0,2022-01-03T17:30:00Z,0,20,0,0,0,0,21,0,44985,1,0,0.0,0,-4886,65,4951,48,True,0
Ezri Konsa Ngoyo,DEF,Aston Villa,2.0,0,0,11,0,0.5,45,202,2,0,1.4,4.8,2022-01-02T14:00:00Z,90,3,0,0,0,0,21,0,162794,1,2,9.0,1,20232,30472,10240,49,False,0
