name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
Eric Bailly,DEF,Man Utd,0.0,0,0,0,0,0.0,286,49,0,0,0.0,0.0,2021-09-19T13:00:00Z,0,19,0,0,0,0,5,0,7265,2,1,0.0,0,-624,252,876,50,False,0
Keinan Davis,FWD,Aston Villa,0.0,0,0,0,0,0.0,49,41,0,0,0.0,0.0,2021-09-18T16:30:00Z,0,8,0,0,0,0,5,0,115711,0,3,0.0,0,-7359,9224,16583,45,True,0
Ayotomiwa Dele-Bashiru,MID,Watford,0.0,0,0,0,0,0.0,394,47,0,0,0.0,0.0,2021-09-18T14:00:00Z,0,15,0,0,0,0,5,0,1709,3,1,0.0,0,-267,0,267,45,False,0
James Ward-Prowse,MID,Southampton,3.0,0,0,13,1,12.2,341,45,0,0,2.6,13.6,2021-09-18T14:00:00Z,90,12,0,0,0,0,5,0,268540,0,0,0.0,3,-20295,12541,32836,64,False,0
Bruno Miguel Borges Fernandes,MID,Man Utd,3.2,0,0,17,0,48.8,277,49,1,0,10.5,18.0,2021-09-19T13:00:00Z,90,19,0,0,0,0,5,0,2797372,2,1,38.0,2,-552801,55156,607957,120,False,0
Adrián San Miguel del Castillo,GK,Liverpool,0.5,0,0,0,0,0.0,223,44,0,0,0.0,0.0,2021-09-18T14:00:00Z,0,7,0,0,0,0,5,0,19948,0,3,0.0,0,-1056,538,1594,45,True,0
James McArthur,MID,Crystal Palace,3.0,0,0,10,0,12.0,148,44,1,0,3.6,16.0,2021-09-18T14:00:00Z,64,11,0,0,0,0,5,0,294966,0,3,8.0,2,141810,188412,46602,45,False,0
Moise Kean,FWD,Everton,0.0,0,0,0,0,0.0,564,41,0,0,0.0,0.0,2021-09-18T16:30:00Z,0,2,0,0,0,0,5,0,1485,0,3,0.0,0,-339,0,339,60,False,0
Kwadwo Baah,MID,Watford,0.0,0,0,0,0,0.0,405,47,0,0,0.0,0.0,2021-09-18T14:00:00Z,0,15,0,0,0,0,5,0,7511,3,1,0.0,0,90,1029,939,45,False,0
Paul Dummett,DEF,Newcastle,0.0,0,0,0,0,0.0,301,46,0,0,0.0,0.0,2021-09-17T19:00:00Z,0,10,0,0,0,0,5,0,974,1,1,0.0,0,-70,50,120,45,True,0
