name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
Eric Bailly,DEF,Man Utd,0.4,0,0,0,0,0.0,286,376,0,0,0.0,0.0,2022-05-22T15:00:00Z,0,7,0,0,0,0,38,0,11647,0,1,0.0,0,-92,11,103,49,False,0
Keinan Davis,FWD,Aston Villa,0.0,0,0,0,0,0.0,49,379,0,0,0.0,0.0,2022-05-22T15:00:00Z,0,12,0,0,0,0,38,0,129785,2,3,0.0,0,-1579,0,1579,45,False,0
Ayotomiwa Dele-Bashiru,MID,Watford,0.0,0,0,0,0,0.0,394,375,0,0,0.0,0.0,2022-05-22T15:00:00Z,0,6,0,0,0,0,38,0,832,1,2,0.0,0,-3,0,3,45,False,0
James Ward-Prowse,MID,Southampton,6.2,0,0,29,0,0.0,341,377,4,1,0.0,0.0,2022-05-22T15:00:00Z,90,9,0,0,0,0,38,0,482522,1,4,0.0,7,-17129,12891,30020,64,False,0
Bruno Miguel Borges Fernandes,MID,Man Utd,2.9,0,0,0,0,0.0,277,376,1,0,0.0,0.0,2022-05-22T15:00:00Z,90,7,0,0,0,0,38,0,1240027,0,1,0.0,1,-4540,5184,9724,116,False,1
Adrián San Miguel del Castillo,GK,Liverpool,1.0,0,0,0,0,0.0,223,378,0,0,0.0,0.0,2022-05-22T15:00:00Z,0,20,0,0,0,0,38,0,16167,1,3,0.0,0,-13,46,59,43,True,0
James McArthur,MID,Crystal Palace,0.2,0,0,2,0,0.0,148,376,0,0,0.0,0.0,2022-05-22T15:00:00Z,7,13,0,0,0,0,38,0,100204,0,1,0.0,1,-2432,105,2537,43,True,0
Moise Kean,FWD,Everton,0.0,0,0,0,0,0.0,564,371,0,0,0.0,0.0,2022-05-22T15:00:00Z,0,1,0,0,0,0,38,0,1094,1,5,0.0,0,-1,0,1,60,False,0
Kwadwo Baah,MID,Watford,-1.0,0,0,0,0,0.0,405,375,0,0,0.0,0.0,2022-05-22T15:00:00Z,0,6,0,0,0,0,38,0,10632,1,2,0.0,0,305,971,666,43,False,0
Paul Dummett,DEF,Newcastle,0.5,0,0,0,0,0.0,301,374,0,0,0.0,0.0,2022-05-22T15:00:00Z,0,5,0,0,0,0,38,0,2043,2,1,0.0,0,44,107,63,45,False,0
Jairo Riedewald,MID,Crystal Palace,-0.5,0,0,0,0,0.0,157,376,0,0,0.0,0.0,2022-05-22T15:00:00Z,0,13,0,0,0,0,38,0,2717,0,1,0.0,0,-7,15,22,47,True,0
Alexis Mac Allister,MID,Brighton,3.0,0,0,21,0,0.0,74,373,1,0,0.0,0.0,2022-05-22T15:00:00Z,90,19,0,0,0,0,38,0,44856,1,3,0.0,2,-123,2071,2194,51,True,0
Alireza Jahanbakhsh,MID,Brighton,0.0,0,0,0,0,0.0,66,373,0,0,0.0,0.0,2022-05-22T15:00:00Z,0,19,0,0,0,0,38,0,99,1,3,0.0,0,0,0,0,55,True,0
Willy Boly,DEF,Wolves,0.2,0,0,23,0,0.0,428,378,3,0,0.0,0.0,2022-05-22T15:00:00Z,90,11,0,0,0,0,38,0,11106,1,3,0.0,1,-638,363,1001,49,False,0
