name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
Eric Bailly,DEF,Man Utd,1.0,0,0,0,0,0.0,286,38,0,0,0.0,0.0,2021-09-11T14:00:00Z,0,14,0,0,0,0,4,0,7427,1,4,0.0,0,-659,526,1185,50,True,0
Keinan Davis,FWD,Aston Villa,0.0,0,0,0,0,0.0,49,33,0,0,0.0,0.0,2021-09-11T16:30:00Z,0,6,0,0,0,0,4,0,121347,0,3,0.0,0,-26163,10835,36998,45,False,0
Ayotomiwa Dele-Bashiru,MID,Watford,0.0,0,0,0,0,0.0,394,40,0,0,0.0,0.0,2021-09-11T14:00:00Z,0,20,0,0,0,0,4,0,1956,2,0,0.0,0,-507,0,507,45,True,0
James Ward-Prowse,MID,Southampton,3.8,0,0,8,1,18.3,341,39,0,0,2.4,5.4,2021-09-11T14:00:00Z,90,19,0,0,0,0,4,0,286541,0,0,0.0,3,-4480,37956,42436,65,True,0
Bruno Miguel Borges Fernandes,MID,Man Utd,4.7,0,1,33,0,33.8,277,38,1,1,10.0,36.8,2021-09-11T14:00:00Z,84,14,0,0,0,0,4,0,3298340,1,4,29.0,8,-1126140,100656,1226796,120,True,0
Adrián San Miguel del Castillo,GK,Liverpool,0.5,0,0,0,0,0.0,223,36,0,0,0.0,0.0,2021-09-12T15:30:00Z,0,10,0,0,0,0,4,0,20367,3,0,0.0,0,-545,2146,2691,45,False,0
James McArthur,MID,Crystal Palace,3.5,0,0,13,1,5.8,148,34,0,0,1.7,7.0,2021-09-11T11:30:00Z,90,17,0,0,0,0,4,0,139517,0,3,4.0,3,82411,122735,40324,45,True,0
Moise Kean,FWD,Everton,0.0,0,0,0,0,0.0,564,35,0,0,0.0,0.0,2021-09-13T19:00:00Z,0,5,0,0,0,0,4,0,1771,1,3,0.0,0,-1354,141,1495,60,True,0
Kwadwo Baah,MID,Watford,-0.5,0,0,0,0,0.0,405,40,0,0,0.0,0.0,2021-09-11T14:00:00Z,0,20,0,0,0,0,4,0,7043,2,0,0.0,0,-289,1022,1311,45,True,0
Paul Dummett,DEF,Newcastle,-0.8,0,0,0,0,0.0,301,38,0,0,0.0,0.0,2021-09-11T14:00:00Z,0,13,0,0,0,0,4,0,1032,1,4,0.0,0,-103,69,172,45,False,0
Jairo Riedewald,MID,Crystal Palace,-0.5,0,0,0,0,0.0,157,34,0,0,0.0,0.0,2021-09-11T11:30:00Z,0,17,0,0,0,0,4,0,2838,0,3,0.0,0,-290,283,573,49,True,0
Alexis Mac Allister,MID,Brighton,3.2,1,0,16,0,12.8,74,32,0,0,4.7,23.8,2021-09-11T14:00:00Z,26,3,0,0,0,0,4,0,47506,1,0,10.0,4,-4838,6121,10959,55,False,0
Alireza Jahanbakhsh,MID,Brighton,0.0,0,0,0,0,0.0,66,32,0,0,0.0,0.0,2021-09-11T14:00:00Z,0,3,0,0,0,0,4,0,124,1,0,0.0,0,-15,0,15,55,False,0
Willy Boly,DEF,Wolves,0.5,0,0,0,0,0.0,428,40,0,0,0.0,0.0,2021-09-11T14:00:00Z,0,18,0,0,0,0,4,0,6671,2,0,0.0,0,229,1080,851,49,False,0
