name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
Eric Bailly,DEF,Man Utd,0.0,0,0,0,0,0.0,286,288,0,0,0.0,0.0,2022-03-12T17:30:00Z,0,17,0,0,0,0,29,0,11182,2,3,0.0,0,9,124,115,49,True,0
Keinan Davis,FWD,Aston Villa,0.0,0,0,0,0,0.0,49,290,0,0,0.0,0.0,2022-03-13T14:00:00Z,0,19,0,0,0,0,29,0,144335,1,2,0.0,0,-3258,0,3258,45,False,0
Ayotomiwa Dele-Bashiru,MID,Watford,0.0,0,0,0,0,0.0,394,289,0,0,0.0,0.0,2022-03-13T14:00:00Z,0,16,0,0,0,0,29,0,862,2,1,0.0,0,-4,0,4,45,False,0
James Ward-Prowse,MID,Southampton,3.1,0,0,22,0,71.6,341,289,2,0,8.9,16.0,2022-03-13T14:00:00Z,90,18,0,0,0,0,29,0,653202,2,1,1.0,2,-179708,19321,199029,66,True,0
Bruno Miguel Borges Fernandes,MID,Man Utd,4.2,0,0,0,0,0.0,277,288,0,0,0.0,0.0,2022-03-12T17:30:00Z,0,17,0,0,0,0,29,0,1377685,2,3,0.0,0,-138849,5234,144083,116,True,0
Adrián San Miguel del Castillo,GK,Liverpool,1.5,0,0,0,0,0.0,223,283,0,0,0.0,0.0,2022-03-12T12:30:00Z,0,4,0,0,0,0,29,0,16133,2,0,0.0,0,-63,51,114,43,False,0
Adrián San Miguel del Castillo,GK,Liverpool,1.5,0,0,0,0,0.0,223,261,0,0,0.0,0.0,2022-03-16T20:15:00Z,0,1,0,0,0,0,29,0,16133,2,0,0.0,0,-63,51,114,43,False,0
James McArthur,MID,Crystal Palace,0.0,0,0,0,0,0.0,148,285,0,0,0.0,0.0,2022-03-14T20:00:00Z,0,12,0,0,0,0,29,0,109601,0,0,0.0,0,-4878,1091,5969,43,True,0
Moise Kean,FWD,Everton,0.0,0,0,0,0,0.0,564,286,0,0,0.0,0.0,2022-03-13T14:00:00Z,0,20,0,0,0,0,29,0,1104,1,0,0.0,0,-2,0,2,60,True,0
Moise Kean,FWD,Everton,0.0,0,0,0,0,0.0,564,195,0,0,0.0,0.0,2022-03-17T19:45:00Z,0,14,0,0,0,0,29,0,1104,0,1,0.0,0,-2,0,2,60,True,0
Kwadwo Baah,MID,Watford,-0.5,0,0,0,0,0.0,405,289,0,0,0.0,0.0,2022-03-13T14:00:00Z,0,16,0,0,0,0,29,0,9210,2,1,0.0,0,991,1535,544,43,False,0
Paul Dummett,DEF,Newcastle,-1.0,0,0,0,0,0.0,301,284,0,0,0.0,0.0,2022-03-13T14:00:00Z,0,6,0,0,0,0,29,0,1639,0,1,0.0,0,101,248,147,45,False,0
Paul Dummett,DEF,Newcastle,-1.0,0,0,0,0,0.0,301,195,0,0,0.0,0.0,2022-03-17T19:45:00Z,0,8,0,0,0,0,29,0,1639,0,1,0.0,0,101,248,147,45,False,0
Jairo Riedewald,MID,Crystal Palace,-1.0,0,0,0,0,0.0,157,285,0,0,0.0,0.0,2022-03-14T20:00:00Z,0,12,0,0,0,0,29,0,2670,0,0,0.0,0,1,39,38,47,True,0
Alexis Mac Allister,MID,Brighton,1.7,0,0,12,0,33.7,74,283,2,0,4.8,14.4,2022-03-12T12:30:00Z,90,11,0,0,0,0,29,0,55256,2,0,0.0,1,-5237,1484,6721,52,True,1
Alexis Mac Allister,MID,Brighton,1.7,0,0,5,0,3.7,74,153,2,0,5.2,6.2,2022-03-16T19:30:00Z,90,17,0,0,0,0,29,0,55256,2,0,42.0,2,-5237,1484,6721,52,True,0
Alireza Jahanbakhsh,MID,Brighton,0.0,0,0,0,0,0.0,66,283,0,0,0.0,0.0,2022-03-12T12:30:00Z,0,11,0,0,0,0,29,0,99,2,0,0.0,0,0,0,0,55,True,0
Alireza Jahanbakhsh,MID,Brighton,0.0,0,0,0,0,0.0,66,153,0,0,0.0,0.0,2022-03-16T19:30:00Z,0,17,0,0,0,0,29,0,99,2,0,0.0,0,0,0,0,55,True,0
Willy Boly,DEF,Wolves,1.5,0,0,0,0,0.0,428,286,0,0,0.0,0.0,2022-03-13T14:00:00Z,0,8,0,0,0,0,29,0,7961,1,0,0.0,0,309,649,340,49,False,0
