name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
Eric Bailly,DEF,Man Utd,0.7,0,0,0,0,0.0,286,144,0,0,0.0,0.0,2021-12-05T14:00:00Z,0,7,0,0,0,0,15,0,11319,0,1,0.0,0,-155,575,730,49,True,0
Keinan Davis,FWD,Aston Villa,0.0,0,0,0,0,0.0,49,141,0,0,0.0,0.0,2021-12-05T16:30:00Z,0,9,0,0,0,0,15,0,291066,1,2,0.0,0,18319,32396,14077,45,True,0
Ayotomiwa Dele-Bashiru,MID,Watford,0.0,0,0,0,0,0.0,394,148,0,0,0.0,0.0,2021-12-04T17:30:00Z,0,12,0,0,0,0,15,0,1056,3,1,0.0,0,-21,0,21,45,True,0
James Ward-Prowse,MID,Southampton,2.0,0,0,8,0,3.8,341,146,1,0,2.2,5.6,2021-12-04T15:00:00Z,90,4,0,0,0,0,15,0,171968,1,1,13.0,2,-3362,5940,9302,63,True,0
Bruno Miguel Borges Fernandes,MID,Man Utd,4.3,0,0,3,1,33.5,277,144,0,0,6.7,7.6,2021-12-05T14:00:00Z,85,7,0,0,0,0,15,0,1439355,0,1,26.0,3,-7057,22674,29731,116,True,0
Adrián San Miguel del Castillo,GK,Liverpool,1.0,0,0,0,0,0.0,223,150,0,0,0.0,0.0,2021-12-04T15:00:00Z,0,20,0,0,0,0,15,0,17718,1,0,0.0,0,-209,153,362,43,False,0
James McArthur,MID,Crystal Palace,0.0,0,0,0,0,0.0,148,144,0,0,0.0,0.0,2021-12-05T14:00:00Z,0,13,0,0,0,0,15,0,188518,0,1,0.0,0,-25554,1298,26852,44,False,0
Moise Kean,FWD,Everton,0.0,0,0,0,0,0.0,564,142,0,0,0.0,0.0,2021-12-06T20:00:00Z,0,1,0,0,0,0,15,0,1145,1,2,0.0,0,-6,0,6,60,True,0
Kwadwo Baah,MID,Watford,0.0,0,0,0,0,0.0,405,148,0,0,0.0,0.0,2021-12-04T17:30:00Z,0,12,0,0,0,0,15,0,7227,3,1,0.0,0,-376,52,428,44,True,0
Paul Dummett,DEF,Newcastle,0.0,0,0,0,0,0.0,301,145,0,0,0.0,0.0,2021-12-04T15:00:00Z,0,5,0,0,0,0,15,0,901,0,1,0.0,0,-34,54,88,45,True,0
Jairo Riedewald,MID,Crystal Palace,-0.5,0,0,0,0,0.0,157,144,0,0,0.0,0.0,2021-12-05T14:00:00Z,0,13,0,0,0,0,15,0,2510,0,1,0.0,0,-61,23,84,48,False,0
Alexis Mac Allister,MID,Brighton,0.0,0,0,0,0,0.0,74,146,0,0,0.0,0.0,2021-12-04T15:00:00Z,0,16,0,0,0,0,15,0,31502,1,1,0.0,0,-991,248,1239,54,False,0
Alireza Jahanbakhsh,MID,Brighton,0.0,0,0,0,0,0.0,66,146,0,0,0.0,0.0,2021-12-04T15:00:00Z,0,16,0,0,0,0,15,0,108,1,1,0.0,0,-1,0,1,55,False,0
Willy Boly,DEF,Wolves,0.0,0,0,0,0,0.0,428,150,0,0,0.0,0.0,2021-12-04T15:00:00Z,0,11,0,0,0,0,15,0,6634,1,0,0.0,0,-296,26,322,49,True,0
José Diogo Dalot Teixeira,DEF,Man Utd,2.7,0,2,29,1,21.7,510,144,0,0,3.8,12.2,2021-12-05T14:00:00Z,90,7,0,0,0,0,15,0,10373,0,1,4.0,8,3618,3866,248,44,True,0
Jeffrey Schlupp,MID,Crystal Palace,1.0,0,0,3,0,0.8,155,144,1,0,0.4,1.2,2021-12-05T14:00:00Z,90,13,0,0,0,0,15,0,3676,0,1,2.0,2,-14,98,112,54,False,0
Robert Elliot,GK,Watford,-1.5,0,0,0,0,0.0,574,148,0,0,0.0,0.0,2021-12-04T17:30:00Z,0,12,0,0,0,0,15,0,60363,3,1,0.0,0,69,1186,1117,40,True,0
Joshua King,FWD,Watford,2.3,0,0,1,0,23.1,468,148,3,0,3.2,0.4,2021-12-04T17:30:00Z,90,12,0,0,0,0,15,0,473915,3,1,8.0,1,37779,78256,40477,57,True,1
Richarlison de Andrade,FWD,Everton,3.3,0,3,35,0,46.3,180,142,1,1,14.0,50.2,2021-12-06T20:00:00Z,90,1,0,0,0,0,15,0,339487,1,2,43.0,9,6358,12512,6154,74,True,0
Jamal Baptiste,DEF,West Ham,-0.5,0,0,0,0,0.0,554,149,0,0,0.0,0.0,2021-12-04T12:30:00Z,0,6,0,0,0,0,15,0,21407,2,3,0.0,0,-256,224,480,40,True,0
Sam Byram,DEF,Norwich,0.0,0,0,0,0,0.0,321,147,0,0,0.0,0.0,2021-12-05T14:00:00Z,0,17,0,0,0,0,15,0,1077,0,3,0.0,0,-75,70,145,44,False,0
Danny Rose,DEF,Watford,-1.5,0,0,5,0,0.3,377,148,3,0,0.1,1.0,2021-12-04T17:30:00Z,70,12,0,0,0,0,15,0,22641,3,1,0.0,0,-248,771,1019,42,True,1
Ederson Santana de Moraes,GK,Man City,4.7,0,0,14,0,0.0,257,148,1,0,2.1,21.0,2021-12-04T17:30:00Z,90,18,0,0,0,0,15,3,803505,3,1,0.0,3,5481,20727,15246,60,False,0
Liam Cooper,DEF,Leeds,4.8,0,0,4,0,0.3,184,143,0,0,0.6,5.2,2021-12-05T14:00:00Z,14,3,0,0,0,0,15,0,53169,2,2,0.0,1,13258,16317,3059,45,True,0
Frédéric Guilbert,DEF,Aston Villa,0.0,0,0,0,0,0.0,46,141,0,0,0.0,0.0,2021-12-05T16:30:00Z,0,9,0,0,0,0,15,0,1231,1,2,0.0,0,-11,0,11,45,True,0
Matt Targett,DEF,Aston Villa,1.0,0,0,0,0,0.0,39,141,0,0,0.0,0.0,2021-12-05T16:30:00Z,0,9,0,0,0,0,15,0,174223,1,2,0.0,0,-15795,1767,17562,47,True,0
James McAtee,MID,Man City,1.7,0,0,0,0,0.0,629,148,0,0,0.0,0.0,2021-12-04T17:30:00Z,0,18,0,0,0,0,15,0,123,3,1,0.0,0,9,30,21,45,False,0
Adama Traoré,MID,Wolves,1.0,0,0,4,1,4.6,435,150,0,0,1.2,3.6,2021-12-04T15:00:00Z,87,11,0,0,0,0,15,0,131362,1,0,4.0,3,-7002,1671,8673,57,True,0
Jorge Luiz Frello Filho,MID,Chelsea,3.5,0,0,12,0,16.8,123,149,3,0,4.1,8.2,2021-12-04T12:30:00Z,90,19,0,0,0,0,15,0,400464,2,3,16.0,1,-7492,20105,27597,58,False,1
Diogo Jota,MID,Liverpool,9.2,0,0,4,1,15.3,240,150,0,0,6.0,0.0,2021-12-04T15:00:00Z,81,20,0,0,0,0,15,0,2556424,1,0,47.0,3,428832,449265,20433,79,False,0
Ilkay Gündogan,MID,Man City,7.0,1,0,24,1,39.3,250,148,0,0,10.9,14.6,2021-12-04T17:30:00Z,66,18,0,0,0,0,15,0,333014,3,1,55.0,6,-29512,25968,55480,73,False,0
