name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
Eric Bailly,DEF,Man Utd,1.4,0,0,4,0,0.0,286,160,0,0,0.6,6.2,2021-12-11T17:30:00Z,16,15,0,0,0,0,16,0,11642,1,0,0.0,1,-15,686,701,49,False,0
Keinan Davis,FWD,Aston Villa,-1.0,0,0,0,0,0.0,49,158,0,0,0.0,0.0,2021-12-11T15:00:00Z,0,11,0,0,0,0,16,0,280135,0,1,0.0,0,-9243,8852,18095,45,False,0
Ayotomiwa Dele-Bashiru,MID,Watford,0.0,0,0,0,0,0.0,394,152,0,0,0.0,0.0,2021-12-10T20:00:00Z,0,3,0,0,0,0,16,0,1023,1,2,0.0,0,-33,0,33,45,False,0
James Ward-Prowse,MID,Southampton,1.5,0,0,8,0,20.0,341,151,3,0,4.6,10.0,2021-12-11T15:00:00Z,90,1,0,0,0,0,16,0,166370,0,3,16.0,2,-5714,3738,9452,63,False,0
Bruno Miguel Borges Fernandes,MID,Man Utd,4.6,0,0,6,1,16.0,277,160,0,0,2.7,5.0,2021-12-11T17:30:00Z,87,15,0,0,0,0,16,0,1449621,1,0,6.0,3,4187,41802,37615,116,False,0
Adrián San Miguel del Castillo,GK,Liverpool,1.0,0,0,0,0,0.0,223,158,0,0,0.0,0.0,2021-12-11T15:00:00Z,0,2,0,0,0,0,16,0,17620,0,1,0.0,0,-174,147,321,43,True,0
James McArthur,MID,Crystal Palace,0.0,0,0,0,0,0.0,148,156,0,0,0.0,0.0,2021-12-12T16:30:00Z,0,8,0,0,0,0,16,0,168895,1,3,0.0,0,-18514,2167,20681,44,True,0
Moise Kean,FWD,Everton,0.0,0,0,0,0,0.0,564,156,0,0,0.0,0.0,2021-12-12T16:30:00Z,0,7,0,0,0,0,16,0,1140,1,3,0.0,0,-5,0,5,60,False,0
Kwadwo Baah,MID,Watford,0.0,0,0,0,0,0.0,405,152,0,0,0.0,0.0,2021-12-10T20:00:00Z,0,3,0,0,0,0,16,0,6992,1,2,0.0,0,-242,145,387,44,False,0
Paul Dummett,DEF,Newcastle,0.0,0,0,0,0,0.0,301,157,0,0,0.0,0.0,2021-12-12T14:00:00Z,0,9,0,0,0,0,16,0,899,0,4,0.0,0,-4,77,81,45,False,0
Jairo Riedewald,MID,Crystal Palace,0.0,0,0,0,0,0.0,157,156,0,0,0.0,0.0,2021-12-12T16:30:00Z,0,8,0,0,0,0,16,0,2494,1,3,0.0,0,-38,42,80,48,True,0
Willy Boly,DEF,Wolves,-1.0,0,0,0,0,0.0,428,159,0,0,0.0,0.0,2021-12-11T12:30:00Z,0,12,0,0,0,0,16,0,6472,0,1,0.0,0,-189,75,264,49,False,0
