assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
0,0,0,0,0.0,143,0.00,0.00,0.00,0.00,3,0,0,0.0,0.0,2024-08-17T14:00:00Z,0,False,8,0,0,0,0,1,0,1930,0,3,0,0.0,0,0,0,0,55,False,0
0,0,0,0,0.0,143,0.00,0.00,0.00,0.00,13,0,0,0.0,0.0,2024-08-24T11:30:00Z,0,False,14,0,0,0,0,2,0,1068,0,1,2,0.0,0,-841,0,841,55,True,0
0,0,0,0,0.0,143,0.00,0.00,0.00,0.00,21,0,0,0.0,0.0,2024-08-31T11:30:00Z,0,False,1,0,0,0,0,3,0,825,0,1,1,0.0,0,-270,0,270,55,False,0
0,0,0,0,0.0,143,0.00,0.00,0.00,0.00,33,0,0,0.0,0.0,2024-09-14T14:00:00Z,0,False,10,0,0,0,0,4,0,687,0,0,0,0.0,0,-143,0,143,55,True,0
0,0,0,0,0.0,143,0.00,0.00,0.00,0.00,42,0,0,0.0,0.0,2024-09-22T13:00:00Z,0,False,16,0,0,0,0,5,0,640,0,2,2,0.0,0,-52,0,52,55,True,0
0,0,0,0,0.0,143,0.00,0.00,0.00,0.00,54,0,0,0.0,0.0,2024-09-28T14:00:00Z,0,False,6,0,0,0,0,6,0,608,0,2,4,0.0,0,-33,0,33,55,False,0
0,0,0,0,0.0,143,0.00,0.00,0.00,0.00,64,0,0,0.0,0.0,2024-10-06T15:30:00Z,0,False,18,0,0,0,0,7,0,579,0,2,3,0.0,0,-28,0,28,55,True,0
0,0,0,0,0.0,143,0.00,0.00,0.00,0.00,76,0,0,0.0,0.0,2024-10-19T14:00:00Z,0,False,15,0,0,0,0,8,0,561,0,1,0,0.0,0,-19,0,19,55,False,0
0,0,0,0,0.0,143,0.00,0.00,0.00,0.00,84,0,0,0.0,0.0,2024-10-26T14:00:00Z,0,False,20,0,0,0,0,9,0,553,0,2,2,0.0,0,-8,0,8,55,True,0
0,0,0,0,0.0,143,0.00,0.00,0.00,0.00,94,0,0,0.0,0.0,2024-11-02T15:00:00Z,0,False,12,0,0,0,0,10,0,548,0,1,2,0.0,0,-4,0,4,55,False,0
0,0,0,0,0.0,143,0.00,0.00,0.00,0.00,102,0,0,0.0,0.0,2024-11-09T17:30:00Z,0,False,13,0,0,0,0,11,0,538,0,1,2,0.0,0,-11,0,11,55,True,0
0,0,0,0,0.0,143,0.00,0.00,0.00,0.00,113,0,0,0.0,0.0,2024-11-23T15:00:00Z,0,False,3,0,0,0,0,12,0,528,0,2,1,0.0,0,-8,0,8,55,False,0
0,0,0,0,0.0,143,0.00,0.00,0.00,0.00,122,0,0,0.0,0.0,2024-11-29T20:00:00Z,0,False,17,0,0,0,0,13,0,527,0,1,1,0.0,0,-3,0,3,55,True,0
0,0,0,0,0.0,143,0.00,0.00,0.00,0.00,135,0,0,0.0,0.0,2024-12-05T19:30:00Z,0,False,9,0,0,0,0,14,0,525,0,1,3,0.0,0,-2,0,2,55,False,0
0,0,0,0,0.0,143,0.00,0.00,0.00,0.00,147,0,0,0.0,0.0,2024-12-08T14:00:00Z,0,False,11,0,0,0,0,15,0,521,0,2,2,0.0,0,-4,0,4,55,False,0
0,0,0,0,0.0,143,0.00,0.00,0.00,0.00,153,0,0,0.0,0.0,2024-12-15T14:00:00Z,0,False,7,0,0,0,0,16,0,513,0,3,1,0.0,0,-8,0,8,55,True,0
