h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD
h,1.18709,0.321701,1.18709,0.321701,"{'att': 277, 'def': 42}","{'att': 355, 'def': 5}",14,3,3,0,2.2037,w,2021-08-14 14:00:00,1,0,0,3,0.865389
a,3.64132,0.630099,3.64132,0.630099,"{'att': 156, 'def': 15}","{'att': 376, 'def': 23}",19,3,2,0,2.8946,w,2021-08-22 15:30:00,1,0,0,3,3.011221
a,0.573638,2.08462,0.573638,1.32345,"{'att': 309, 'def': 11}","{'att': 211, 'def': 29}",4,6,1,1,0.3479,d,2021-08-28 16:30:00,0,1,0,1,-0.749812
h,1.22153,1.17349,1.22153,1.17349,"{'att': 188, 'def': 19}","{'att': 306, 'def': 31}",3,6,3,0,1.3641,w,2021-09-11 16:30:00,1,0,0,3,0.04804000000000008
a,2.5869,0.70567,2.5869,0.70567,"{'att': 298, 'def': 32}","{'att': 298, 'def': 20}",15,0,3,0,2.5953,w,2021-09-19 15:30:00,1,0,0,3,1.88123
h,0.194202,1.69244,0.194202,1.69244,"{'att': 343, 'def': 16}","{'att': 274, 'def': 30}",4,9,0,1,0.2603,l,2021-09-25 11:30:00,0,0,1,0,-1.498238
h,3.79243,1.52634,3.79243,0.765173,"{'att': 175, 'def': 24}","{'att': 341, 'def': 36}",12,4,3,1,2.7201000000000004,w,2021-10-02 14:00:00,1,0,0,3,3.027257
a,0.248256,1.62169,0.248256,1.62169,"{'att': 208, 'def': 15}","{'att': 271, 'def': 19}",8,16,1,0,0.3083,w,2021-10-16 16:30:00,1,0,0,3,-1.373434
h,3.10509,0.267429,2.34393,0.267429,"{'att': 248, 'def': 36}","{'att': 327, 'def': 18}",10,0,7,0,2.9177,w,2021-10-23 11:30:00,1,0,0,3,2.076501
a,2.16608,0.157616,1.40491,0.157616,"{'att': 74, 'def': 19}","{'att': 316, 'def': 15}",14,0,3,0,2.8571,w,2021-10-30 14:00:00,1,0,0,3,1.2472940000000001
h,3.00585,0.674072,3.00585,0.674072,"{'att': 136, 'def': 10}","{'att': 334, 'def': 21}",16,5,1,1,2.7323000000000004,d,2021-11-06 15:00:00,0,1,0,1,2.331778
