h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD
h,0.668082,1.32714,0.668082,1.32714,"{'att': 253, 'def': 22}","{'att': 385, 'def': 19}",6,7,1,0,0.7799,w,2021-08-14 14:00:00,1,0,0,3,-0.659058
a,0.62676,2.28613,0.62676,2.28613,"{'att': 284, 'def': 22}","{'att': 327, 'def': 14}",5,5,1,4,0.3362,l,2021-08-23 19:00:00,0,0,1,0,-1.65937
a,1.27371,1.44084,1.27371,0.679671,"{'att': 193, 'def': 22}","{'att': 274, 'def': 25}",3,2,2,1,1.1889,w,2021-08-28 14:00:00,1,0,0,3,0.5940389999999999
h,0.8001,2.75058,0.8001,2.75058,"{'att': 311, 'def': 4}","{'att': 246, 'def': 26}",6,14,0,1,0.28190000000000004,l,2021-09-11 14:00:00,0,0,1,0,-1.9504799999999998
a,1.25373,1.47438,1.25373,0.71321,"{'att': 186, 'def': 21}","{'att': 289, 'def': 21}",12,6,1,2,1.1499,l,2021-09-19 13:00:00,0,0,1,0,0.54052
h,2.16233,0.428866,2.16233,0.428866,"{'att': 118, 'def': 13}","{'att': 324, 'def': 23}",17,9,2,2,2.5699,d,2021-09-25 14:00:00,0,1,0,1,1.733464
a,1.04322,1.1703,1.04322,1.1703,"{'att': 317, 'def': 34}","{'att': 204, 'def': 30}",1,13,2,2,1.2822,d,2021-10-03 13:00:00,0,1,0,1,-0.12707999999999986
h,2.96611,1.02494,2.96611,1.02494,"{'att': 279, 'def': 21}","{'att': 321, 'def': 26}",10,4,4,2,2.6238,w,2021-10-16 14:00:00,1,0,0,3,1.94117
a,1.00254,1.16789,1.00254,1.16789,"{'att': 256, 'def': 12}","{'att': 216, 'def': 37}",5,7,2,1,1.1802000000000001,w,2021-10-24 13:00:00,1,0,0,3,-0.1653500000000001
h,1.98801,1.10288,1.98801,1.10288,"{'att': 173, 'def': 19}","{'att': 374, 'def': 15}",9,5,0,2,2.0833,l,2021-10-30 11:30:00,0,0,1,0,0.88513
a,0.795292,1.96551,0.795292,1.96551,"{'att': 224, 'def': 18}","{'att': 193, 'def': 22}",4,5,1,1,0.452,d,2021-11-07 14:00:00,0,1,0,1,-1.1702180000000002
h,0.499504,2.57178,0.499504,2.57178,"{'att': 360, 'def': 36}","{'att': 204, 'def': 23}",1,8,0,3,0.1647,l,2021-11-20 12:30:00,0,0,1,0,-2.072276
h,2.16027,2.38383,2.16027,1.62266,"{'att': 118, 'def': 10}","{'att': 185, 'def': 37}",8,4,4,2,1.2363,w,2021-11-28 14:00:00,1,0,0,3,0.5376100000000001
a,1.4401,1.91169,1.4401,1.91169,"{'att': 159, 'def': 18}","{'att': 262, 'def': 26}",5,10,2,2,1.0004,d,2021-12-01 19:30:00,0,1,0,1,-0.47158999999999995
a,0.982614,1.84818,0.982614,1.84818,"{'att': 159, 'def': 39}","{'att': 270, 'def': 20}",12,7,1,2,0.7368,l,2021-12-05 16:30:00,0,0,1,0,-0.865566
h,2.05771,0.511934,1.29654,0.511934,"{'att': 219, 'def': 18}","{'att': 229, 'def': 31}",8,7,4,0,2.6016999999999997,w,2021-12-12 14:00:00,1,0,0,3,0.784606
a,2.43425,3.82869,2.43425,2.30635,"{'att': 473, 'def': 11}","{'att': 215, 'def': 24}",6,12,3,6,0.5574,l,2021-12-26 15:00:00,0,0,1,0,0.1278999999999999
h,0.615892,2.72682,0.615892,1.86362,"{'att': 223, 'def': 12}","{'att': 204, 'def': 34}",6,22,1,0,0.1549,w,2021-12-28 20:00:00,1,0,0,3,-1.247728
h,1.95031,4.24711,1.95031,4.24711,"{'att': 354, 'def': 12}","{'att': 371, 'def': 23}",6,11,2,3,0.3056,l,2022-01-19 19:30:00,0,0,1,0,-2.2968
h,1.70979,1.19738,1.70979,1.19738,"{'att': 301, 'def': 18}","{'att': 235, 'def': 23}",10,8,1,1,1.799,d,2022-01-23 14:00:00,0,1,0,1,0.5124099999999998
a,0.544954,2.72997,0.544954,2.72997,"{'att': 355, 'def': 15}","{'att': 190, 'def': 42}",5,12,0,2,0.176,l,2022-02-10 19:45:00,0,0,1,0,-2.1850159999999996
h,1.40693,0.745068,0.645761,0.745068,"{'att': 249, 'def': 22}","{'att': 333, 'def': 21}",3,7,2,2,1.9497,d,2022-02-13 16:30:00,0,1,0,1,-0.09930699999999992
a,1.55048,0.472777,1.55048,0.472777,"{'att': 191, 'def': 25}","{'att': 312, 'def': 12}",8,4,1,2,2.3895999999999997,l,2022-02-20 16:30:00,0,0,1,0,1.077703
a,1.79558,1.04214,1.79558,1.04214,"{'att': 167, 'def': 21}","{'att': 200, 'def': 25}",7,6,2,0,1.9392000000000003,w,2022-03-01 19:45:00,1,0,0,3,0.7534399999999999
h,0.359129,2.14389,0.359129,2.14389,"{'att': 244, 'def': 21}","{'att': 269, 'def': 24}",6,12,1,0,0.2368,w,2022-03-05 12:30:00,1,0,0,3,-1.7847609999999998
a,0.54911,2.93665,0.54911,2.17548,"{'att': 313, 'def': 19}","{'att': 362, 'def': 16}",6,9,0,2,0.1325,l,2022-03-13 16:30:00,0,0,1,0,-1.6263699999999999
h,1.27865,1.72466,1.27865,1.72466,"{'att': 254, 'def': 23}","{'att': 304, 'def': 20}",6,12,2,1,1.0108000000000001,w,2022-03-20 14:00:00,1,0,0,3,-0.44601
a,1.07638,0.902127,1.07638,0.902127,"{'att': 317, 'def': 26}","{'att': 283, 'def': 19}",4,7,1,1,1.4886000000000001,d,2022-04-02 16:30:00,0,1,0,1,0.17425299999999988
h,0.879235,1.52767,0.879235,0.675821,"{'att': 355, 'def': 33}","{'att': 323, 'def': 20}",4,6,2,1,0.7836000000000001,w,2022-04-10 13:00:00,1,0,0,3,0.20341399999999998
a,0.541084,2.54294,0.541084,2.54294,"{'att': 97, 'def': 29}","{'att': 353, 'def': 28}",7,4,1,2,0.1508,l,2022-04-17 13:15:00,0,0,1,0,-2.001856
a,0.786333,1.68819,0.786333,1.68819,"{'att': 169, 'def': 23}","{'att': 362, 'def': 23}",12,6,1,1,0.6446000000000001,d,2022-04-20 18:45:00,0,1,0,1,-0.9018570000000001
h,0.235635,0.593202,0.235635,0.593202,"{'att': 114, 'def': 25}","{'att': 332, 'def': 13}",4,5,0,0,0.8581,d,2022-04-23 14:00:00,0,1,0,1,-0.35756699999999997
a,0.274133,1.65338,0.274133,1.65338,"{'att': 232, 'def': 21}","{'att': 405, 'def': 29}",2,10,1,3,0.339,l,2022-05-01 13:00:00,0,0,1,0,-1.3792470000000001
h,1.47479,1.55635,1.47479,1.55635,"{'att': 136, 'def': 18}","{'att': 338, 'def': 15}",10,4,1,2,1.2793999999999999,l,2022-05-08 13:00:00,0,0,1,0,-0.08155999999999985
h,2.57058,1.21966,2.57058,1.21966,"{'att': 214, 'def': 28}","{'att': 407, 'def': 11}",13,3,3,0,2.3043,w,2022-05-11 18:45:00,1,0,0,3,1.3509200000000001
a,2.27297,2.58968,2.27297,2.58968,"{'att': 177, 'def': 20}","{'att': 337, 'def': 18}",8,4,5,1,1.1772999999999998,w,2022-05-15 13:00:00,1,0,0,3,-0.31671000000000005
a,0.0417972,1.61996,0.0417972,1.61996,"{'att': 434, 'def': 12}","{'att': 222, 'def': 25}",0,11,1,1,0.17820000000000003,d,2022-05-19 19:00:00,0,1,0,1,-1.5781628
h,3.42058,1.05141,3.42058,0.290242,"{'att': 199, 'def': 16}","{'att': 252, 'def': 20}",7,5,4,1,2.7887999999999997,w,2022-05-22 15:00:00,1,0,0,3,3.130338
