h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD
a,1.78728,1.3333,1.78728,1.3333,"{'att': 359, 'def': 31}","{'att': 308, 'def': 12}",13,3,3,0,1.7064,w,2021-08-14 16:30:00,1,0,0,3,0.45398000000000005
h,2.63945,0.690464,2.63945,0.690464,"{'att': 91, 'def': 13}","{'att': 280, 'def': 22}",8,3,2,0,2.5683,w,2021-08-21 11:30:00,1,0,0,3,1.948986
h,2.08462,0.573638,1.32345,0.573638,"{'att': 211, 'def': 29}","{'att': 309, 'def': 11}",6,4,1,1,2.4875,d,2021-08-28 16:30:00,0,1,0,1,0.749812
a,4.4016,0.652514,4.4016,0.652514,"{'att': 252, 'def': 15}","{'att': 304, 'def': 8}",15,8,3,0,2.9307,w,2021-09-12 15:30:00,1,0,0,3,3.749086
h,2.76793,0.644168,2.76793,0.644168,"{'att': 155, 'def': 30}","{'att': 244, 'def': 12}",8,8,3,0,2.7229,w,2021-09-18 14:00:00,1,0,0,3,2.1237619999999997
a,2.25736,2.94058,2.25736,2.94058,"{'att': 114, 'def': 17}","{'att': 237, 'def': 10}",12,4,3,3,0.9266,d,2021-09-25 16:30:00,0,1,0,1,-0.6832200000000004
h,0.949368,1.04319,0.949368,1.04319,"{'att': 325, 'def': 31}","{'att': 293, 'def': 10}",7,11,2,2,1.2774,d,2021-10-03 15:30:00,0,1,0,1,-0.09382200000000007
a,3.65553,0.302302,3.65553,0.302302,"{'att': 122, 'def': 25}","{'att': 496, 'def': 11}",10,5,5,0,2.9688000000000003,w,2021-10-16 11:30:00,1,0,0,3,3.353228
a,4.04765,1.35584,4.04765,1.35584,"{'att': 214, 'def': 26}","{'att': 425, 'def': 7}",13,7,5,0,2.7818,w,2021-10-24 15:30:00,1,0,0,3,2.6918100000000003
h,1.39778,1.51032,1.39778,1.51032,"{'att': 272, 'def': 23}","{'att': 396, 'def': 15}",11,4,2,2,1.2456,d,2021-10-30 14:00:00,0,1,0,1,-0.11254000000000008
a,1.45641,1.25298,1.45641,1.25298,"{'att': 146, 'def': 22}","{'att': 309, 'def': 15}",16,3,2,3,1.5019,l,2021-11-07 16:30:00,0,0,1,0,0.20343
h,3.97374,0.268025,3.97374,0.268025,"{'att': 210, 'def': 31}","{'att': 422, 'def': 15}",13,0,4,0,2.9878,w,2021-11-20 17:30:00,1,0,0,3,3.7057149999999996
h,3.07278,0.966132,3.07278,0.966132,"{'att': 173, 'def': 18}","{'att': 350, 'def': 23}",14,2,4,0,2.6828000000000003,w,2021-11-27 15:00:00,1,0,0,3,2.106648
a,2.86067,0.512263,2.86067,0.512263,"{'att': 116, 'def': 26}","{'att': 344, 'def': 22}",10,1,4,1,2.786,w,2021-12-01 20:15:00,1,0,0,3,2.348407
a,2.42332,0.095167,2.42332,0.095167,"{'att': 176, 'def': 24}","{'att': 317, 'def': 8}",16,1,1,0,2.8788,w,2021-12-04 15:00:00,1,0,0,3,2.328153
h,2.71181,0.140573,1.95064,0.140573,"{'att': 157, 'def': 30}","{'att': 272, 'def': 11}",15,4,1,0,2.9112,w,2021-12-11 15:00:00,1,0,0,3,1.8100669999999999
h,2.93912,0.2064,2.93912,0.2064,"{'att': 128, 'def': 25}","{'att': 353, 'def': 10}",14,2,3,1,2.9406000000000003,w,2021-12-16 20:00:00,1,0,0,3,2.73272
a,1.54944,2.79777,1.54944,2.79777,"{'att': 239, 'def': 36}","{'att': 233, 'def': 11}",13,11,2,2,0.5444,d,2021-12-19 16:30:00,0,1,0,1,-1.24833
