h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD
a,1.02385,1.88818,1.02385,1.88818,"{'att': 127, 'def': 22}","{'att': 290, 'def': 18}",10,7,0,2,0.6559,l,2021-08-13 19:00:00,0,0,1,0,-0.86433
h,0.630099,3.64132,0.630099,3.64132,"{'att': 376, 'def': 23}","{'att': 156, 'def': 15}",3,19,0,2,0.0659,l,2021-08-22 15:30:00,0,0,1,0,-3.011221
a,0.116805,4.47273,0.116805,4.47273,"{'att': 365, 'def': 7}","{'att': 91, 'def': 18}",0,14,0,5,0.0063,l,2021-08-28 11:30:00,0,0,1,0,-4.355925
h,2.68515,0.577292,2.68515,0.577292,"{'att': 225, 'def': 18}","{'att': 213, 'def': 11}",13,5,1,0,2.6841,w,2021-09-11 14:00:00,1,0,0,3,2.1078580000000002
a,1.09928,0.775574,1.09928,0.775574,"{'att': 184, 'def': 17}","{'att': 292, 'def': 23}",7,9,1,0,1.6597,w,2021-09-18 14:00:00,1,0,0,3,0.32370600000000005
h,1.44499,0.980166,1.44499,0.980166,"{'att': 246, 'def': 15}","{'att': 225, 'def': 18}",5,2,3,1,1.7799,w,2021-09-26 15:30:00,1,0,0,3,0.464824
a,0.36431,1.11551,0.36431,1.11551,"{'att': 241, 'def': 8}","{'att': 175, 'def': 20}",7,9,0,0,0.6811,d,2021-10-02 16:30:00,0,1,0,1,-0.7512
h,1.7436,0.492239,1.7436,0.492239,"{'att': 321, 'def': 19}","{'att': 278, 'def': 13}",10,3,2,2,2.3971,d,2021-10-18 19:00:00,0,1,0,1,1.2513610000000002
h,3.4984,1.41088,2.62648,1.41088,"{'att': 224, 'def': 23}","{'att': 265, 'def': 20}",14,7,3,1,2.6395,w,2021-10-22 19:00:00,1,0,0,3,1.2156
a,1.10288,1.98801,1.10288,1.98801,"{'att': 374, 'def': 15}","{'att': 173, 'def': 19}",5,9,2,0,0.685,w,2021-10-30 11:30:00,1,0,0,3,-0.88513
h,1.49208,0.491659,0.730909,0.491659,"{'att': 178, 'def': 15}","{'att': 305, 'def': 28}",7,1,1,0,2.2822,w,2021-11-07 14:00:00,1,0,0,3,0.23925000000000002
a,0.268025,3.97374,0.268025,3.97374,"{'att': 422, 'def': 15}","{'att': 210, 'def': 31}",0,13,0,4,0.006699999999999999,l,2021-11-20 17:30:00,0,0,1,0,-3.7057149999999996
h,2.84493,0.185383,2.84493,0.185383,"{'att': 190, 'def': 27}","{'att': 318, 'def': 19}",13,4,2,0,2.91,w,2021-11-27 12:30:00,1,0,0,3,2.6595470000000003
a,1.16638,1.85597,1.16638,1.0948,"{'att': 198, 'def': 17}","{'att': 297, 'def': 20}",4,9,2,3,0.8204,l,2021-12-02 20:15:00,0,0,1,0,0.07157999999999998
a,1.05723,1.06108,1.05723,1.06108,"{'att': 162, 'def': 18}","{'att': 355, 'def': 23}",8,5,1,2,1.3465,l,2021-12-06 20:00:00,0,0,1,0,-0.003850000000000131
h,2.08429,0.502215,2.08429,0.502215,"{'att': 171, 'def': 8}","{'att': 300, 'def': 15}",7,2,3,0,2.5278,w,2021-12-11 15:00:00,1,0,0,3,1.5820750000000001
h,2.81482,0.338855,2.05365,0.338855,"{'att': 200, 'def': 22}","{'att': 242, 'def': 18}",13,0,2,0,2.8489,w,2021-12-15 20:00:00,1,0,0,3,1.714795
a,3.69008,1.31408,3.69008,0.55291,"{'att': 232, 'def': 31}","{'att': 226, 'def': 16}",14,7,4,1,2.6982999999999997,w,2021-12-18 17:30:00,1,0,0,3,3.1371700000000002
a,2.87539,0.154212,2.11422,0.154212,"{'att': 153, 'def': 16}","{'att': 347, 'def': 25}",10,1,5,0,2.9385,w,2021-12-26 15:00:00,1,0,0,3,1.960008
h,0.836949,1.94623,0.836949,1.18506,"{'att': 328, 'def': 25}","{'att': 112, 'def': 16}",4,8,1,2,0.4979,l,2022-01-01 12:30:00,0,0,1,0,-0.34811099999999995
