id,player_name,games,time,goals,xG,assists,xA,shots,key_passes,yellow_cards,red_cards,position,team_title,npg,npxG,xGChain,xGBuildup
453,Son Heung-Min,35,3051,23,16.992173850536346,7,7.84695353731513,86,73,2,0,F M,Tottenham,23,16.992173850536346,29.62477569282055,10.343093157745898
1250,Mohamed Salah,35,2757,23,24.36429724097252,13,9.79082047007978,139,62,1,0,F S,Liverpool,18,19.797284230589867,32.158807165920734,11.22198199853301
2371,Cristiano Ronaldo,30,2468,18,17.212839871644974,3,4.424966126680374,110,26,8,0,F S,Manchester United,15,14.92933338880539,23.25371290743351,7.720640169456601
647,Harry Kane,37,3229,17,20.685065291821957,9,9.8182877227664,133,48,5,0,F M S,Tottenham,13,17.640390004962683,31.89218296855688,9.808405855670571
838,Sadio Mané,34,2833,16,16.82961391285062,2,5.269158786162734,98,39,5,0,F S,Liverpool,16,16.82961391285062,28.448093853890896,11.072969859465957
447,Kevin De Bruyne,30,2214,15,5.949964629486203,8,11.260173857212067,78,87,2,0,M S,Manchester City,15,5.949964629486203,20.317840944975615,9.413899870589375
755,Jamie Vardy,25,1807,15,9.99194959551096,2,1.605514582246542,54,18,2,0,F S,Leicester,15,9.99194959551096,12.636012713424861,1.9982729041948915
6854,Diogo Jota,35,2401,15,17.347986850887537,4,5.8745966255664825,90,40,3,0,F S,Liverpool,15,17.347986850887537,25.77839158475399,6.919246884994209
522,Wilfried Zaha,33,2762,14,10.18411792628467,1,4.893215872347355,69,46,4,1,F M S,Crystal Palace,9,4.855935964733362,12.100898005068302,3.808694246225059
618,Raheem Sterling,30,2119,13,15.778135957196355,5,5.024925258010626,58,42,1,0,F M S,Manchester City,11,13.494629429653287,23.095513939857483,9.665588729083538
998,Ivan Toney,33,2905,12,12.048584450036287,5,7.34353103581816,88,43,8,0,F S,Brentford,7,8.242777068167925,12.169121081009507,2.3933650525286794
1776,Jarrod Bowen,36,3003,12,12.929430685937405,10,5.819739578291774,80,41,6,0,F M S,West Ham,12,12.929430685937405,21.700690779834986,6.5497208666056395
6818,James Maddison,35,2480,12,6.4967113714665174,8,5.674207331612706,72,48,3,0,F M S,Leicester,12,6.4967113714665174,14.606798768043518,5.8269194681197405
750,Riyad Mahrez,28,1468,11,10.123585989698768,5,3.932822068221867,61,40,0,0,F M S,Manchester City,7,6.317741682752967,14.36691327020526,6.27902671508491
7322,Bukayo Saka,38,3034,11,9.905908005312085,7,7.631380889564753,97,68,6,0,F M S,Arsenal,9,8.38357033021748,19.44989770837128,9.05858102440834
7696,Teemu Pukki,37,3278,11,11.449521949514747,3,4.062801269814372,71,27,4,0,F,Norwich,8,9.166052209213376,11.974250838160515,1.0434091771021485
7768,Mason Mount,32,2367,11,8.522425089031458,10,7.2129183523356915,76,58,4,0,F M S,Chelsea,10,7.7612563110888,18.232214242219925,7.473152037709951
8026,Raphinha,35,2940,11,10.23054277151823,3,6.9391437061131,87,64,7,0,F M S,Leeds,7,7.185867404565215,17.002553401514888,6.288567488081753
8865,Ollie Watkins,35,2970,11,11.498151116073132,2,2.9976099524646997,77,35,7,0,F S,Aston Villa,10,10.736982308328152,17.14851333759725,5.538891929201782
531,Michail Antonio,36,2994,10,12.788623180240393,8,5.767141381278634,83,46,6,1,F S,West Ham,10,12.027454283088446,21.074016312137246,6.651938524097204
843,James Ward-Prowse,36,3222,10,5.089495884254575,5,6.395681727677584,55,71,3,1,M,Southampton,6,2.0448205079883337,11.129648856818676,9.245466953143477
1228,Bruno Fernandes,36,3135,10,9.28530883602798,6,8.811853212304413,89,88,10,0,F M S,Manchester United,10,7.762971138581634,22.986720837652683,11.142259798943996
6026,Richarlison,30,2532,10,10.013772347010672,5,4.383790701627731,74,29,8,0,F M S,Everton,7,7.7303026700392365,11.769664378836751,3.004405416548252
7230,Emile Smith-Rowe,33,1928,10,5.363847864791751,2,3.0330061223357916,40,30,1,0,F M S,Arsenal,10,5.363847864791751,10.87411254644394,4.788454652763903
9301,Emmanuel Dennis,33,2612,10,7.006807362660766,6,3.959160739555955,60,33,7,1,F M S,Watford,10,7.006807362660766,12.34526323247701,4.416259494610131
3278,Maxwel Cornet,26,1790,9,6.714043315500021,1,1.7581331059336662,47,15,2,0,F M S,Burnley,9,5.952874477952719,8.556581854820251,2.5905789164826274
6055,Phil Foden,28,2141,9,9.263243041932583,5,6.833740673959255,57,40,1,0,F M S,Manchester City,9,9.263243041932583,19.274439077824354,6.218502756208181
314,Ilkay Gündogan,27,1852,8,9.720696449279785,4,4.720961081795394,55,37,1,0,M S,Manchester City,8,9.720696449279785,21.329145424067974,8.763400979340076
468,Callum Wilson,18,1401,8,7.041793790645897,0,0.5302162356674671,35,10,4,0,F S,Newcastle United,6,5.519456093199551,5.063283892348409,0.6320266528055072
594,Romelu Lukaku,26,1571,8,7.02043329924345,0,3.3627563416957855,43,24,1,0,F S,Chelsea,7,6.259264461696148,12.035587709397078,3.9994185492396355
3585,Said Benrahma,32,2208,8,6.155029330402613,6,4.772109419107437,63,32,0,0,F M S,West Ham,8,6.155029330402613,13.894499063491821,4.217210844159126
3621,Neal Maupay,32,2271,8,8.242075350135565,2,2.4426043033599854,61,23,7,0,F S,Brighton,7,6.71973767504096,13.33058961480856,5.462073290720582
3635,Bernardo Silva,35,2865,8,7.7719772439450026,4,6.567136323079467,48,59,6,0,F M S,Manchester City,8,7.7719772439450026,25.98425182700157,14.362251240760088
5220,Kai Havertz,29,1829,8,10.670877020806074,3,2.567780340090394,56,21,3,0,F M S,Chelsea,8,10.670877020806074,17.61882034316659,5.0742976777255535
5543,Gabriel Jesus,28,1885,8,10.153559781610966,8,5.913653578609228,64,38,1,0,F M S,Manchester City,7,9.392391063272953,19.491172540932894,6.347170256078243
7698,Leandro Trossard,34,2830,8,7.9615775514394045,3,5.277912247925997,73,47,2,0,D F M S,Brighton,7,7.200408698990941,16.139062136411667,5.85692944470793
8720,Jack Harrison,35,2660,8,5.154693676158786,1,3.448970664292574,43,42,3,0,F M S,Leeds,8,5.154693676158786,9.215940803289413,4.422531811520457
9040,Conor Gallagher,34,2863,8,7.672957666218281,3,4.143168600276113,52,39,10,0,M S,Crystal Palace,8,7.672957666218281,14.211980640888214,5.389100715517998
986,Danny Ings,30,1920,7,6.8466622196137905,6,1.4444686193019152,49,15,4,0,F S,Aston Villa,6,6.085493382066488,7.999433903023601,2.1089938059449196
2496,Rodri,33,2901,7,2.7182540372014046,2,1.5521792769432068,45,27,5,0,M,Manchester City,7,2.7182540372014046,26.259772278368473,23.955902256071568
2517,Martin Odegaard,36,2803,7,4.223580375313759,4,6.601954003795981,53,75,4,0,M S,Arsenal,7,4.223580375313759,18.235061716288328,10.913309554569423
5786,Yoane Wissa,30,1230,7,3.401830122806132,1,0.6705943569540977,32,9,0,0,F M S,Brentford,7,3.401830122806132,4.4163202699273825,1.8253050157800317
7700,Che Adams,30,2039,7,8.289284490048885,3,2.8459400180727243,49,25,0,0,F M S,Southampton,7,8.289284490048885,10.300949916243553,1.4006275553256273
501,Danny Welbeck,25,1464,6,8.285233240574598,1,0.894957575481385,43,17,0,0,F M S,Brighton,6,8.285233240574598,11.309017981868237,2.8017303431406617
1389,Jorginho,29,2285,6,5.913261387497187,2,2.8927323017269373,16,27,5,0,M S,Chelsea,0,0.5850795023143291,16.2018467746675,15.193449821323156
2335,Pablo Fornals,36,2805,6,5.137447748333216,3,5.967042695730925,44,47,4,0,F M S,West Ham,6,5.137447748333216,17.674579095095396,8.34381559677422
2381,Rodrigo,31,2280,6,5.610642859712243,1,3.645212084054947,48,39,9,0,F M S,Leeds,5,4.849473999813199,10.851465839892626,3.6287047248333693
2662,Christian Pulisic,22,1276,6,6.095077715814114,2,1.2932883873581886,28,15,2,0,D F M S,Chelsea,6,6.095077715814114,8.857729310169816,2.1257928386330605
3697,Odsonne Edouard,28,1579,6,6.533585656434298,4,2.171932512894273,40,21,4,0,F M S,Crystal Palace,5,5.7724167592823505,10.20446914434433,2.6026963628828526
4105,Raúl Jiménez,34,2651,6,7.07138127181679,4,3.3940192442387342,57,38,5,2,F M S,Wolverhampton Wanderers,5,6.310212434269488,12.290310524404049,4.058562257327139
5556,Ademola Lookman,26,1470,6,4.781364368274808,0,1.8123618848621845,26,23,2,0,F M S,Leicester,6,4.781364368274808,11.409115053713322,5.640148378908634
5956,Youri Tielemans,32,2638,6,4.26648073643446,4,4.306583674624562,59,37,3,0,M S,Leicester,4,2.74414299428463,14.259308580309153,8.546898698434234
6681,Harvey Barnes,32,2108,6,6.215694451704621,10,4.480990871787071,66,28,2,0,F M S,Leicester,6,6.215694451704621,12.558473041281104,3.7295231074094772
7752,Gabriel Martinelli,29,1877,6,8.864315951243043,6,4.0846672765910625,51,34,1,1,F M S,Arsenal,5,8.10314711369574,10.528597440570593,2.56051336042583
8384,Armando Broja,32,1986,6,5.8937302101403475,0,1.4606568217277527,45,10,2,0,F S,Southampton,6,5.8937302101403475,8.278901407495141,2.0138739021494985
8941,Jacob Ramsey,34,2493,6,3.822880994528532,1,2.036960224620998,34,21,6,0,F M S,Aston Villa,6,3.822880994528532,11.246652164496481,6.33387460000813
101,Allan Saint-Maximin,35,2825,5,5.663676345720887,5,5.26104343496263,64,50,5,0,F M S,Newcastle United,5,5.663676345720887,14.377790115773678,3.898579236585647
465,Joshua King,32,2247,5,8.284283723682165,3,4.002521445974708,49,35,5,0,F M S,Watford,4,7.523114915937185,12.032203844748437,2.6614728858694434
482,Roberto Firmino,20,979,5,5.253266870975494,4,2.2188238073140383,30,16,3,0,F S,Liverpool,5,5.253266870975494,11.99724093452096,5.7073619700968266
488,Philippe Coutinho,19,1364,5,3.366971786133945,3,2.932847482152283,43,25,0,0,F M S,Aston Villa,5,3.366971786133945,8.868808290921152,4.497149965725839
535,Manuel Lanzini,30,1801,5,3.375076437368989,3,2.5940793622285128,16,23,2,0,M S,West Ham,2,1.0915699042379856,8.181104831397533,7.256113592535257
762,Demarai Gray,34,2366,5,4.336391296237707,4,4.42934506945312,65,42,3,0,F M S,Everton,5,4.336391296237707,10.400984147563577,3.428601371124387
3420,Fabinho,29,2320,5,5.033521069213748,1,1.2622061632573605,21,17,7,0,M S,Liverpool,3,3.5111833792179823,10.56733482517302,9.501622328534722
4456,Chris Wood,34,2734,5,8.213469859212637,0,1.3659997982904315,51,19,1,0,F S,"Burnley,Newcastle United",4,7.452301021665335,8.77230853959918,2.9237893614917994
5555,Dominic Calvert-Lewin,17,1297,5,6.218373268842697,2,1.6598193794488907,33,10,2,0,F S,Everton,3,3.934903547167778,5.950980335474014,1.9578839875757694
5613,Gabriel,35,3075,5,3.542727418243885,0,0.24852201994508505,29,8,6,1,D,Arsenal,5,3.542727418243885,11.804191154427826,11.412372042424977
5675,Ismaila Sarr,22,1872,5,4.251837534829974,2,2.9239769615232944,39,21,2,0,F M S,Watford,5,3.490668697282672,7.5956596452742815,2.060204013250768
5735,Jean-Philippe Mateta,22,1153,5,5.8469699919223785,1,0.7184609286487103,37,7,2,0,F S,Crystal Palace,5,5.8469699919223785,6.872573535889387,2.1351874209940434
6482,Eddie Nketiah,21,803,5,4.993679527193308,1,1.6652061343193054,28,13,3,0,F S,Arsenal,5,4.993679527193308,7.677363235503435,2.1600088328123093
6691,Dejan Kulusevski,18,1276,5,3.0239319913089275,8,4.146450033411384,26,25,3,0,F M S,Tottenham,5,3.0239319913089275,12.606086146086454,7.695995979011059
6954,Juan Camilo Hernández,25,1125,5,2.664222000166774,2,1.699853972531855,33,20,3,0,F M S,Watford,5,2.664222000166774,4.942541535012424,2.000694611109793
7490,Mason Greenwood,18,1305,5,4.4807307831943035,1,1.329086773097515,48,17,1,0,F M S,Manchester United,5,4.4807307831943035,6.188843723386526,1.746659392490983
8067,Reece James,26,1866,5,2.5434880815446377,9,7.03030114620924,37,48,4,1,D M S,Chelsea,5,2.5434880815446377,15.981892695650458,11.940560586750507
8288,Tomas Soucek,35,3062,5,5.5038598626852036,1,2.167179636657238,44,21,3,0,M S,West Ham,5,5.5038598626852036,9.545724794268608,5.433625508099794
8327,Bruno Guimarães,17,1031,5,4.093197477050126,1,1.7428600480780005,23,12,4,0,M S,Newcastle United,5,4.093197477050126,5.316410319879651,2.5851144157350063
8379,Alexis Mac Allister,33,2102,5,6.832576186396182,2,2.125687505118549,60,31,4,0,F M S,Brighton,3,4.549069688655436,10.862740326672792,6.358381733298302
8845,Hee-Chan Hwang,30,1804,5,4.1964052794501185,1,1.6057071471586823,27,15,2,0,F M S,Wolverhampton Wanderers,5,4.1964052794501185,8.480331378057599,3.6125978510826826
9738,Patson Daka,23,1164,5,5.109794383868575,3,1.8195263147354126,26,13,2,0,F S,Leicester,5,5.109794383868575,7.503917813301086,2.162383816204965
65,Timo Werner,21,1291,4,6.166445337235928,1,0.3183773960918188,45,8,1,0,F M S,Chelsea,4,6.166445337235928,9.693839389830828,3.6192978844046593
87,Joelinton,35,2554,4,3.8162801675498486,1,1.880340002477169,45,29,8,0,F M S,Newcastle United,4,3.8162801675498486,6.516403349116445,2.5585671132430434
318,Pierre-Emerick Aubameyang,14,1047,4,6.893220115453005,1,0.8014161214232445,34,9,3,0,F S,Arsenal,4,5.370882365852594,5.4393598940223455,0.963660548441112
556,Marcus Rashford,25,1229,4,2.820377178490162,2,2.4275266602635384,22,9,2,0,F M S,Manchester United,4,2.820377178490162,6.920496237464249,1.9814567910507321
606,Christian Benteke,25,1112,4,4.719367414712906,1,1.665178306400776,38,14,3,0,F S,Crystal Palace,4,4.719367414712906,6.597355835139751,1.3307107398286462
620,Kelechi Iheanacho,26,1236,4,3.6333334799855947,5,2.709091203287244,31,17,1,0,F S,Leicester,4,3.6333334799855947,7.717558667063713,1.7873293738812208
757,Jeffrey Schlupp,32,1836,4,3.629619201645255,1,2.031466282904148,33,18,1,0,F M S,Crystal Palace,4,3.629619201645255,7.059722851961851,2.934890281409025
1621,Marcos Alonso,28,2185,4,3.4942619670182467,4,5.042935017496347,43,44,8,0,D M S,Chelsea,4,3.4942619670182467,13.581606924533844,9.749325513839722
2203,Emiliano Buendía,35,1907,4,3.053930699825287,6,4.65300552919507,44,47,1,0,F M S,Aston Villa,4,3.053930699825287,10.573562433943152,5.318293558433652
2498,Aymeric Laporte,33,2848,4,4.454538737423718,0,0.6116267275065184,35,9,5,1,D,Manchester City,4,4.454538737423718,18.637455616146326,18.220574935898185
3277,Alexandre Lacazette,30,1800,4,7.625778848305345,7,3.2550123035907745,46,29,0,0,F M S,Arsenal,2,5.342272276058793,9.149895019829273,3.0975797437131405
5595,Daniel James,34,2516,4,7.710608310997486,4,4.2782022804021835,54,27,7,1,F M S,"Leeds,Manchester United",4,7.710608310997486,12.308400500565767,1.3779366295784712
6042,Jan Bednarek,31,2637,4,2.792329527437687,0,0.3658812139183283,19,6,10,0,D S,Southampton,4,2.792329527437687,6.62177206762135,6.355031894519925
6552,Bryan Mbeumo,35,2934,4,9.805262707173824,7,3.9572212658822536,77,34,4,0,F M S,Brentford,3,9.0440938398242,17.786925638094544,6.478674981743097
6817,Fred,28,2038,4,1.0861357701942325,4,2.3315237760543823,14,28,5,0,M S,Manchester United,4,1.0861357701942325,8.365100575610995,5.868257767520845
6851,Conor Coady,38,3369,4,2.326475089415908,0,0.07832194026559591,12,3,4,0,D,Wolverhampton Wanderers,4,2.326475089415908,5.348749374970794,5.322400199249387
6853,Rúben Neves,33,2674,4,1.1209038719534874,2,2.2435879055410624,42,25,9,0,M S,Wolverhampton Wanderers,4,1.1209038719534874,8.249834777787328,6.516261298209429
6894,Mohamed Elyounoussi,30,2048,4,6.580140743404627,2,2.2278632260859013,43,28,4,0,F M S,Southampton,4,6.580140743404627,8.98266171105206,2.9428744204342365
8150,Anthony Gordon,35,2288,4,3.460314018651843,2,3.776888372376561,44,36,4,0,D F M S,Everton,4,3.460314018651843,7.969531951472163,3.010283066891134
8864,Matthew Cash,38,3386,4,2.4832577789202332,3,2.9023145139217377,37,28,8,0,D M,Aston Villa,4,2.4832577789202332,11.008669121190906,7.563899600878358
8992,Hakim Ziyech,23,1304,4,3.03872930444777,3,3.926884286105633,52,30,3,0,F M S,Chelsea,4,3.03872930444777,10.714836556464434,5.662909559905529
9680,Vitaly Janelt,31,2328,4,2.9898341512307525,0,1.8168038874864578,30,23,3,0,D M S,Brentford,4,2.9898341512307525,7.372112634591758,3.24140384234488
10408,Luis Díaz,13,962,4,4.276759101077914,3,2.1759884925559163,38,20,0,0,F S,Liverpool,4,4.276759101077914,8.961282230913639,3.4492037557065487
332,Joel Matip,31,2790,3,2.7207674430683255,3,2.078828115016222,34,12,2,0,D,Liverpool,3,2.7207674430683255,15.50367435067892,13.80982318520546
484,Divock Origi,7,104,3,1.6754611507058144,0,0,10,0,0,0,S,Liverpool,3,1.6754611507058144,1.5213006287813187,0.3876812756061554
672,Jordan Ayew,31,2036,3,4.29038854688406,3,3.0359318535774946,35,23,2,0,F M S,Crystal Palace,3,4.29038854688406,9.338773401454091,3.073912402614951
675,Jack Grealish,26,1929,3,5.532431211322546,3,5.456199732609093,44,52,3,0,F M S,Manchester City,3,5.532431211322546,18.39808315783739,9.633638110011816
775,Andros Townsend,21,1463,3,2.262586422264576,2,2.849117286503315,21,31,3,0,D F M S,Everton,2,1.5014175921678543,5.317552261054516,2.756821012124419
782,Ben Chilwell,7,541,3,1.298326052725315,1,0.8330149557441473,13,10,0,0,D M S,Chelsea,3,1.298326052725315,4.463371403515339,3.4081981480121613
833,Virgil van Dijk,34,3060,3,2.1695875264704227,1,1.5573339480906725,35,9,3,0,D,Liverpool,3,2.1695875264704227,16.267564265057445,16.187632523477077
1078,Sergi Canos,31,2128,3,3.4899182319641113,2,2.166495032608509,33,17,6,1,D F M S,Brentford,3,3.4899182319641113,6.955056019127369,2.1818063985556364
1653,Michael Keane,32,2799,3,1.2030845796689391,2,1.3396282345056534,19,8,2,1,D S,Everton,3,1.2030845796689391,3.2479787953197956,2.648537212982774
1654,Ben Mee,21,1839,3,2.5610949099063873,0,1.2749733906239271,19,5,3,0,D,Burnley,3,2.5610949099063873,2.5686994064599276,2.4799908893182874
1688,Andrew Robertson,29,2550,3,2.271189099177718,10,6.197533655911684,19,55,5,1,D,Liverpool,3,2.271189099177718,18.619655825197697,14.277397580444813
1801,Pontus Jansson,37,3325,3,4.593423018231988,1,0.5605825018137693,22,5,7,0,D,Brentford,3,4.593423018231988,5.387517377734184,3.8859104067087173
1822,Antonio Rüdiger,34,3036,3,2.675494329072535,0,0.7367033679038286,48,12,9,0,D,Chelsea,3,2.675494329072535,17.812828024849296,17.005176208913326
2163,Diego Llorente,28,2351,3,1.9779200851917267,0,0.04781206510961056,10,2,7,0,D,Leeds,3,1.9779200851917267,2.1756573989987373,2.1756573989987373
3288,Thiago Silva,32,2638,3,1.0737613961100578,0,0.25394377671182156,18,7,2,0,D S,Chelsea,3,1.0737613961100578,18.045897998381406,17.847142264712602
5247,Naby Keita,23,1181,3,2.144786162301898,1,1.812412727624178,26,15,3,0,M S,Liverpool,3,2.144786162301898,7.787587374448776,5.404159836471081
6345,Jadon Sancho,29,1891,3,4.233040288090706,3,4.078670060262084,26,42,0,0,F M S,Manchester United,3,4.233040288090706,12.360888943076134,5.444502018392086
6615,Trevoh Chalobah,20,1459,3,1.177585544064641,1,0.2659642845392227,9,4,2,0,D M S,Chelsea,3,1.177585544064641,7.6829264760017395,7.431490391492844
7083,Christian Nørgaard,35,3068,3,4.96903985273093,4,4.047768879681826,27,29,8,0,M,Brentford,3,4.96903985273093,13.346251248382032,7.895425523631275
7723,John McGinn,35,3099,3,1.8280727434903383,4,5.3592440420761704,43,53,8,0,M,Aston Villa,3,1.8280727434903383,12.84035880677402,8.202694291248918
8239,Takumi Minamino,11,162,3,1.7633523494005203,0,0.5603138357400894,7,2,1,0,F S,Liverpool,3,1.7633523494005203,2.637493908405304,0.3138277530670166
8272,João Pedro,28,1619,3,4.448942042887211,1,2.097435846924782,47,18,1,0,F M S,Watford,3,4.448942042887211,9.263465910218656,4.319708943367004
8300,Steven Bergwijn,25,518,3,3.3351891711354256,1,0.8927957974374294,19,8,1,0,F M S,Tottenham,3,3.3351891711354256,4.809272598475218,0.8813274744898081
9679,Rico Henry,34,2796,3,1.8999358667060733,0,1.8724432196468115,14,18,2,0,D M S,Brentford,3,1.8999358667060733,9.128159146755934,6.3018637439236045
76,Fabian Schär,25,2167,2,0.8395389299839735,2,1.4792817011475563,20,9,4,0,D,Newcastle United,2,0.8395389299839735,3.3704138807952404,2.830272039398551
239,Pascal Groß,29,2044,2,2.8653397522866726,4,5.7902726251631975,23,60,1,0,D F M S,Brighton,2,2.1041709277778864,9.946591125801206,5.546557791531086
343,Pierre-Emile Højbjerg,36,3202,2,2.644531403668225,2,2.5382378231734037,31,25,3,0,M,Tottenham,2,2.644531403668225,24.11317539960146,20.07616985589266
500,Alex Iwobi,28,2041,2,2.4030408412218094,2,3.06567994505167,24,36,1,0,D M S,Everton,2,2.4030408412218094,9.433973526582122,5.091716401278973
534,Aaron Cresswell,31,2734,2,0.9124326910823584,3,3.670589474029839,18,31,3,0,D,West Ham,2,0.9124326910823584,10.543697209097445,9.624681314453483
558,Jesse Lingard,16,338,2,0.7739869467914104,0,0.45763893984258175,8,8,1,0,M S,Manchester United,2,0.7739869467914104,1.5397444572299719,0.4106096997857094
579,Nathan Aké,14,920,2,1.3034931290894747,0,0.617275595664978,5,2,0,0,D S,Manchester City,2,1.3034931290894747,4.634196715429425,4.634196715429425
593,Aaron Lennon,28,1538,2,1.0376685224473476,0,0.4255144568160176,12,9,2,0,F M S,Burnley,2,1.0376685224473476,3.164126817137003,1.9789237705990672
605,Jordan Henderson,35,2616,2,1.3726860266178846,5,4.195083426311612,31,37,3,0,M S,Liverpool,2,1.3726860266178846,18.982794526964426,15.453529175370932
614,Fernandinho,19,943,2,1.6060920357704163,1,1.3410828541964293,18,10,1,0,D M S,Manchester City,2,1.6060920357704163,6.324193883687258,5.7828211933374405
652,Kieran Trippier,6,434,2,0.22613447904586792,0,0.23517490178346634,2,7,0,0,D S,Newcastle United,2,0.22613447904586792,0.972275011241436,0.9547144845128059
751,N&#039;Golo Kanté,26,1787,2,1.7649729195982218,4,2.2009867122396827,17,24,2,0,M S,Chelsea,2,1.7649729195982218,12.655155953019857,8.979318832047284
769,Jonjo Shelvey,24,1987,2,0.8790798000991344,1,1.0608123801648617,30,16,5,1,M S,Newcastle United,2,0.8790798000991344,3.950462205335498,2.9192373221740127
770,Ayoze Pérez,14,443,2,2.0579847432672977,3,1.2277694046497345,11,11,0,1,M S,Leicester,2,2.0579847432672977,2.990566074848175,0.6373151056468487
772,Moussa Sissoko,36,3222,2,4.183775233104825,1,2.6050240071490407,25,36,5,0,M,Watford,2,4.183775233104825,8.571279419586062,3.9166610464453697
804,Craig Dawson,34,2760,2,2.942394930869341,2,1.042937383055687,25,5,5,1,D S,West Ham,2,2.942394930869341,5.0172340692952275,4.9213647516444325
822,Patrick Bamford,9,558,2,2.9974222853779793,2,1.0315346205607057,20,5,2,0,F S,Leeds,2,2.9974222853779793,3.715275203809142,0.4154012054204941
842,Oriol Romeu,36,2905,2,1.5032136281952262,2,3.0380785278975964,24,37,9,0,M S,Southampton,2,1.5032136281952262,10.693723496049643,8.413190776482224
844,Jay Rodriguez,29,1356,2,4.855188375338912,2,1.9018796645104885,41,12,3,0,F M S,Burnley,2,4.855188375338912,5.3730355547741055,1.0446623675525188
966,Alex Oxlade-Chamberlain,17,783,2,1.1809543520212173,1,1.2662947922945023,21,10,0,0,F M S,Liverpool,2,1.1809543520212173,5.642992157489061,3.540129518136382
