h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD
h,1.64248,0.568342,1.64248,0.568342,"{'att': 277, 'def': 22}","{'att': 239, 'def': 33}",8,3,5,1,2.2181,w,2021-08-14 11:30:00,1,0,0,3,1.074138
a,2.26173,0.587526,2.26173,0.587526,"{'att': 136, 'def': 15}","{'att': 275, 'def': 31}",11,3,1,1,2.58,d,2021-08-22 13:00:00,0,1,0,1,1.674204
a,0.944083,1.79575,0.944083,1.79575,"{'att': 238, 'def': 26}","{'att': 345, 'def': 14}",8,6,1,0,0.6585000000000001,w,2021-08-29 15:30:00,1,0,0,3,-0.851667
h,2.77326,0.622042,2.77326,0.622042,"{'att': 206, 'def': 24}","{'att': 255, 'def': 7}",11,1,4,1,2.7596,w,2021-09-11 14:00:00,1,0,0,3,2.151218
a,1.8954,1.6671,1.8954,0.905935,"{'att': 226, 'def': 18}","{'att': 336, 'def': 20}",7,7,2,1,1.5157,w,2021-09-19 13:00:00,1,0,0,3,0.9894649999999999
h,1.9251,1.57249,1.16393,1.57249,"{'att': 113, 'def': 18}","{'att': 207, 'def': 22}",5,6,0,1,1.6249,l,2021-09-25 11:30:00,0,0,1,0,-0.40856000000000003
h,1.0496,1.32211,1.0496,1.32211,"{'att': 122, 'def': 15}","{'att': 317, 'def': 16}",12,2,1,1,1.123,d,2021-10-02 11:30:00,0,1,0,1,-0.2725099999999998
a,1.02494,2.96611,1.02494,2.96611,"{'att': 321, 'def': 26}","{'att': 279, 'def': 21}",4,10,2,4,0.2643,l,2021-10-16 14:00:00,0,0,1,0,-1.94117
h,1.35584,4.04765,1.35584,4.04765,"{'att': 425, 'def': 7}","{'att': 214, 'def': 26}",7,13,0,5,0.1523,l,2021-10-24 15:30:00,0,0,1,0,-2.6918100000000003
a,1.38612,1.15787,1.38612,1.15787,"{'att': 298, 'def': 29}","{'att': 208, 'def': 29}",9,3,3,0,1.5243,w,2021-10-30 16:30:00,1,0,0,3,0.22825000000000006
h,0.759561,2.04202,0.759561,2.04202,"{'att': 399, 'def': 17}","{'att': 237, 'def': 23}",0,8,0,2,0.44189999999999996,l,2021-11-06 12:30:00,0,0,1,0,-1.2824589999999998
a,1.66794,2.73393,1.66794,1.97277,"{'att': 122, 'def': 5}","{'att': 352, 'def': 27}",9,7,1,4,0.7023,l,2021-11-20 15:00:00,0,0,1,0,-0.30482999999999993
a,0.563367,2.34525,0.563367,1.58408,"{'att': 334, 'def': 20}","{'att': 172, 'def': 32}",2,5,1,1,0.21699999999999997,d,2021-11-28 16:30:00,0,1,0,1,-1.020713
h,1.85597,1.16638,1.0948,1.16638,"{'att': 297, 'def': 20}","{'att': 198, 'def': 17}",9,4,3,2,1.9234999999999998,w,2021-12-02 20:15:00,1,0,0,3,-0.07157999999999998
h,0.870376,0.520593,0.870376,0.520593,"{'att': 189, 'def': 27}","{'att': 223, 'def': 15}",13,3,1,0,1.6221999999999999,w,2021-12-05 14:00:00,1,0,0,3,0.34978300000000007
a,2.09817,0.986107,1.337,0.986107,"{'att': 248, 'def': 29}","{'att': 247, 'def': 10}",9,8,1,0,2.2566,w,2021-12-11 17:30:00,1,0,0,3,0.350893
a,1.75587,1.26586,1.75587,1.26586,"{'att': 95, 'def': 17}","{'att': 312, 'def': 22}",4,5,1,1,1.7344,d,2021-12-27 20:00:00,0,1,0,1,0.49001000000000006
h,1.80776,0.871738,1.80776,0.871738,"{'att': 202, 'def': 10}","{'att': 249, 'def': 21}",6,6,3,1,2.0819,w,2021-12-30 20:15:00,1,0,0,3,0.936022
h,0.768752,0.840925,0.768752,0.840925,"{'att': 239, 'def': 17}","{'att': 254, 'def': 18}",3,7,0,1,1.2470999999999999,l,2022-01-03 17:30:00,0,0,1,0,-0.07217300000000004
a,1.35378,1.82784,1.35378,1.82784,"{'att': 309, 'def': 29}","{'att': 273, 'def': 19}",4,12,2,2,0.9864999999999999,d,2022-01-15 17:30:00,0,1,0,1,-0.4740599999999999
a,2.05969,2.081,2.05969,2.081,"{'att': 193, 'def': 16}","{'att': 263, 'def': 25}",6,8,3,1,1.3777,w,2022-01-19 20:00:00,1,0,0,3,-0.021310000000000162
