h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD
h,1.3333,1.78728,1.3333,1.78728,"{'att': 308, 'def': 12}","{'att': 359, 'def': 31}",3,13,0,3,1.0334999999999999,l,2021-08-14 16:30:00,0,0,1,0,-0.45398000000000005
a,0.0250088,2.43928,0.0250088,2.43928,"{'att': 331, 'def': 12}","{'att': 259, 'def': 34}",0,16,0,5,0.0388,l,2021-08-21 14:00:00,0,0,1,0,-2.4142712
h,1.44084,1.27371,0.679671,1.27371,"{'att': 274, 'def': 25}","{'att': 193, 'def': 22}",2,3,1,2,1.5021,l,2021-08-28 14:00:00,0,0,1,0,-0.5940389999999999
a,0.577292,2.68515,0.577292,2.68515,"{'att': 213, 'def': 11}","{'att': 225, 'def': 18}",5,13,0,1,0.2151,l,2021-09-11 14:00:00,0,0,1,0,-2.1078580000000002
h,0.782665,2.42487,0.782665,2.42487,"{'att': 218, 'def': 27}","{'att': 208, 'def': 20}",12,7,1,3,0.3517,l,2021-09-18 14:00:00,0,0,1,0,-1.6422049999999997
a,0.800903,2.26681,0.800903,1.50564,"{'att': 210, 'def': 15}","{'att': 297, 'def': 28}",4,6,0,2,0.29469999999999996,l,2021-09-25 14:00:00,0,0,1,0,-0.7047370000000001
a,0.673617,0.584725,0.673617,0.584725,"{'att': 194, 'def': 12}","{'att': 200, 'def': 26}",9,6,0,0,1.4089,d,2021-10-02 14:00:00,0,1,0,1,0.08889199999999997
h,1.16088,1.17572,1.16088,1.17572,"{'att': 288, 'def': 12}","{'att': 136, 'def': 23}",6,15,0,0,1.3029,d,2021-10-16 14:00:00,0,1,0,1,-0.014840000000000186
a,0.267429,3.10509,0.267429,2.34393,"{'att': 327, 'def': 18}","{'att': 248, 'def': 36}",0,10,0,7,0.047,l,2021-10-23 11:30:00,0,0,1,0,-2.076501
h,0.661887,1.16855,0.661887,1.16855,"{'att': 192, 'def': 22}","{'att': 150, 'def': 35}",2,5,1,2,0.8668,l,2021-10-31 14:00:00,0,0,1,0,-0.506663
