name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
Femi Seriki,DEF,Sheffield Utd,0.0,0,0,0,0,0.0,653,0.00,0.00,0.00,0.00,346,0,0,0.0,0.0,2024-04-27T14:00:00Z,0,15,0,0,0,0,35,0,7108,0,1,5,0.0,0,-57,0,57,39,False,0
Josh Brooking,DEF,Chelsea,-1.0,0,0,0,0,0.0,723,0.00,0.00,0.00,0.00,341,0,0,0.0,0.0,2024-04-27T19:00:00Z,0,2,0,0,0,0,35,0,2985,0,2,2,0.0,0,-27,33,60,40,False,0
Josh Brooking,DEF,Chelsea,-1.0,0,0,0,0,0.0,723,0.00,0.00,0.00,0.00,255,0,0,0.0,0.0,2024-05-02T18:30:00Z,0,18,0,0,0,0,35,0,2985,0,0,2,0.0,0,-27,33,60,40,True,0
Radek Vítek,GK,Man Utd,0.0,0,0,0,0,0.0,669,0.00,0.00,0.00,0.00,345,0,0,0.0,0.0,2024-04-27T14:00:00Z,0,6,0,0,0,0,35,0,2581,0,1,1,0.0,0,-18,0,18,40,True,0
Jack Hinshelwood,MID,Brighton,0.0,0,0,0,0,0.0,621,0.00,0.00,0.00,0.00,342,0,0,0.0,0.0,2024-04-28T13:00:00Z,0,3,0,0,0,0,35,0,4599,0,0,3,0.0,0,-183,14,197,45,False,0
Jadon Sancho,MID,Man Utd,0.0,0,0,0,0,0.0,397,0.00,0.00,0.00,0.00,345,0,0,0.0,0.0,2024-04-27T14:00:00Z,0,6,0,0,0,0,35,0,38445,0,1,1,0.0,0,-59,0,59,67,True,0
Divock Origi,FWD,Nott'm Forest,-0.2,0,0,0,0,0.0,714,0.00,0.00,0.00,0.00,347,0,0,0.0,0.0,2024-04-28T15:30:00Z,0,13,0,0,0,0,35,0,15849,0,2,0,0.0,0,-296,387,683,50,True,0
Sam Curtis,DEF,Sheffield Utd,-0.5,0,0,0,0,0.0,828,0.00,0.00,0.00,0.00,346,0,0,0.0,0.0,2024-04-27T14:00:00Z,0,15,0,0,0,0,35,0,884,0,1,5,0.0,0,8,60,52,40,False,0
Rhys Norrington-Davies,DEF,Sheffield Utd,0.0,0,0,0,0,0.0,487,0.00,0.00,0.00,0.00,346,0,0,0.0,0.0,2024-04-27T14:00:00Z,0,15,0,0,0,0,35,0,14580,0,1,5,0.0,0,-239,35,274,39,False,0
Vitaly Janelt,MID,Brentford,2.6,0,0,12,0,13.8,105,0.11,0.11,0.00,0.74,343,1,0,2.2,6.2,2024-04-27T16:30:00Z,66,9,0,0,0,0,35,0,8347,1,0,1,2.0,2,-184,167,351,53,False,0
Ionuț Radu,GK,Bournemouth,0.0,0,0,0,0,0.0,607,0.00,0.00,0.00,0.00,342,0,0,0.0,0.0,2024-04-28T13:00:00Z,0,5,0,0,0,0,35,0,10273,0,0,3,0.0,0,-61,76,137,43,True,0
Andre Brooks,MID,Sheffield Utd,0.3,0,0,0,0,1.8,655,0.00,0.09,0.09,2.21,346,4,0,1.3,6.2,2024-04-27T14:00:00Z,69,15,0,0,0,0,35,0,3488,1,1,5,5.0,2,-42,26,68,44,False,0
