name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
Femi Seriki,DEF,Sheffield Utd,0.0,0,0,0,0,0.0,653,0.00,0.00,0.00,0.00,134,0,0,0.0,0.0,2023-12-02T15:00:00Z,0,6,0,0,0,0,14,0,7364,0,0,5,0.0,0,-9,121,130,40,False,0
Josh Brooking,DEF,Chelsea,0.0,0,0,0,0,0.0,723,0.00,0.00,0.00,0.00,135,0,0,0.0,0.0,2023-12-03T14:00:00Z,0,5,0,0,0,0,14,0,1508,0,2,3,0.0,0,17,97,80,40,True,0
Radek Vítek,GK,Man Utd,0.0,0,0,0,0,0.0,669,0.00,0.00,0.00,0.00,138,0,0,0.0,0.0,2023-12-02T20:00:00Z,0,15,0,0,0,0,14,0,2881,0,0,1,0.0,0,-10,68,78,40,False,0
Jack Hinshelwood,MID,Brighton,0.2,0,0,2,0,1.8,621,0.01,0.01,0.00,1.11,135,2,0,0.4,2.4,2023-12-03T14:00:00Z,56,7,0,0,0,0,14,0,2111,1,2,3,0.0,0,2,73,71,45,False,1
Jadon Sancho,MID,Man Utd,0.0,0,0,0,0,0.0,397,0.00,0.00,0.00,0.00,138,0,0,0.0,0.0,2023-12-02T20:00:00Z,0,15,0,0,0,0,14,0,40732,0,0,1,0.0,0,-276,51,327,67,False,0
Divock Origi,FWD,Nott'm Forest,0.8,0,0,3,0,0.3,714,0.00,0.00,0.00,0.00,139,0,0,0.0,0.0,2023-12-02T17:30:00Z,8,9,0,0,0,0,14,0,11686,0,1,0,0.0,1,1126,1902,776,50,True,0
Rhys Norrington-Davies,DEF,Sheffield Utd,0.0,0,0,0,0,0.0,487,0.00,0.00,0.00,0.00,134,0,0,0.0,0.0,2023-12-02T15:00:00Z,0,6,0,0,0,0,14,0,13518,0,0,5,0.0,0,860,1604,744,39,False,0
Vitaly Janelt,MID,Brentford,2.3,0,0,19,0,53.9,105,0.36,0.36,0.00,0.23,133,1,0,9.2,25.8,2023-12-02T15:00:00Z,90,12,0,0,0,0,14,0,7226,1,1,3,12.0,2,459,670,211,53,True,0
Ionuț Radu,GK,Bournemouth,-0.2,0,0,0,0,0.0,607,0.00,0.00,0.00,0.00,132,0,0,0.0,0.0,2023-12-03T14:00:00Z,0,2,0,0,0,0,14,0,9872,0,2,2,0.0,0,-200,104,304,44,True,0
Andre Brooks,MID,Sheffield Utd,0.0,0,0,0,0,0.0,655,0.00,0.00,0.00,0.00,134,0,0,0.0,0.0,2023-12-02T15:00:00Z,0,6,0,0,0,0,14,0,3524,0,0,5,0.0,0,-28,91,119,45,False,0
Jack Grealish,MID,Man City,2.2,0,0,18,0,15.4,354,0.35,0.87,0.52,0.28,137,2,1,7.5,40.4,2023-12-03T16:30:00Z,38,18,0,0,0,0,14,0,164862,0,3,3,19.0,5,-3877,937,4814,72,True,1
Emil Krafth,DEF,Newcastle,0.2,0,0,0,0,0.0,417,0.00,0.00,0.00,0.00,138,0,0,0.0,0.0,2023-12-02T20:00:00Z,0,14,0,0,0,0,14,0,1516,0,0,1,0.0,0,14,113,99,44,True,0
Boubacar Traoré,MID,Wolves,0.3,0,0,12,0,4.3,574,0.02,0.02,0.00,2.89,131,2,0,1.2,7.4,2023-12-02T15:00:00Z,90,1,0,0,0,0,14,0,44080,1,1,2,0.0,2,-856,466,1322,44,False,0
Denis Franchi,GK,Burnley,0.0,0,0,0,0,0.0,169,0.00,0.00,0.00,0.00,134,0,0,0.0,0.0,2023-12-02T15:00:00Z,0,17,0,0,0,0,14,0,17173,0,0,5,0.0,0,-246,547,793,39,True,0
James Shea,GK,Luton,-0.5,0,0,0,0,0.0,335,0.00,0.00,0.00,0.00,133,0,0,0.0,0.0,2023-12-02T15:00:00Z,0,4,0,0,0,0,14,0,12957,0,1,3,0.0,0,-248,134,382,43,False,0
Curtis Jones,MID,Liverpool,0.7,0,0,0,0,0.0,300,0.00,0.00,0.00,0.00,136,0,0,0.0,0.0,2023-12-03T14:00:00Z,0,10,0,0,0,0,14,0,5104,0,3,4,0.0,0,278,405,127,49,True,0
Devan Tanton,DEF,Fulham,-0.5,0,0,0,0,0.0,732,0.00,0.00,0.00,0.00,136,0,0,0.0,0.0,2023-12-03T14:00:00Z,0,11,0,0,0,0,14,0,883,0,3,4,0.0,0,85,157,72,40,False,0
Reece James,DEF,Chelsea,0.0,0,0,0,0,0.0,206,0.00,0.00,0.00,0.00,135,0,0,0.0,0.0,2023-12-03T14:00:00Z,0,5,0,0,0,0,14,0,436979,0,2,3,0.0,0,-72920,3528,76448,54,True,0
Brandon Austin,GK,Spurs,-1.0,0,0,0,0,0.0,491,0.00,0.00,0.00,0.00,137,0,0,0.0,0.0,2023-12-03T16:30:00Z,0,13,0,0,0,0,14,0,21454,0,3,3,0.0,0,201,613,412,39,False,0
Anssumane Fati Vieira,MID,Brighton,0.0,0,0,0,0,0.0,700,0.00,0.00,0.00,0.00,135,0,0,0.0,0.0,2023-12-03T14:00:00Z,0,7,0,0,0,0,14,0,72533,0,2,3,0.0,0,-45696,990,46686,65,False,0
Robin Olsen,GK,Aston Villa,0.0,0,0,0,0,0.0,53,0.00,0.00,0.00,0.00,132,0,0,0.0,0.0,2023-12-03T14:00:00Z,0,3,0,0,0,0,14,0,73448,0,2,2,0.0,0,-967,788,1755,40,False,0
Ben Osborn,MID,Sheffield Utd,0.8,0,0,0,0,0.0,489,0.00,0.00,0.00,0.00,134,0,0,0.0,0.0,2023-12-02T15:00:00Z,0,6,0,0,0,0,14,0,1341,0,0,5,0.0,0,0,24,24,48,False,0
Amad Diallo,MID,Man Utd,0.0,0,0,0,0,0.0,371,0.00,0.00,0.00,0.00,138,0,0,0.0,0.0,2023-12-02T20:00:00Z,0,15,0,0,0,0,14,0,2150,0,0,1,0.0,0,-52,22,74,44,False,0
Anthony Elanga,MID,Nott'm Forest,4.5,0,0,4,0,3.4,378,0.01,0.19,0.18,0.70,139,1,0,2.4,0.0,2023-12-02T17:30:00Z,90,9,0,0,0,0,14,0,153719,1,1,0,23.0,2,68309,71955,3646,50,True,0
Oliver Norwood,MID,Sheffield Utd,3.8,0,0,12,0,2.2,488,0.02,0.04,0.02,1.81,134,5,0,2.6,17.2,2023-12-02T15:00:00Z,90,6,0,0,0,0,14,0,6422,1,0,5,7.0,2,694,1450,756,48,False,0
Harry Toffolo,DEF,Nott'm Forest,4.5,0,0,13,0,15.3,465,0.14,0.14,0.00,0.70,139,1,0,3.7,21.8,2023-12-02T17:30:00Z,81,9,0,0,0,0,14,0,21111,1,1,0,0.0,2,5098,6462,1364,44,True,0
Bernardo Veiga de Carvalho e Silva,MID,Man City,7.0,0,0,9,0,38.2,344,0.39,0.45,0.06,0.49,137,3,0,8.1,16.2,2023-12-03T16:30:00Z,90,18,0,0,0,0,14,0,324137,1,3,3,27.0,2,10421,38802,28381,64,True,0
Charlie Taylor,DEF,Burnley,3.2,1,1,37,1,18.9,178,0.20,0.20,0.00,0.39,134,0,0,4.7,25.8,2023-12-02T15:00:00Z,90,17,0,0,0,0,14,0,582046,1,0,5,2.0,10,12208,22333,10125,40,True,0
Ivan Toney,FWD,Brentford,0.0,0,0,0,0,0.0,117,0.00,0.00,0.00,0.00,133,0,0,0.0,0.0,2023-12-02T15:00:00Z,0,12,0,0,0,0,14,0,7164,0,1,3,0.0,0,12,258,246,79,True,0
Ji-Soo Kim,DEF,Brentford,0.5,0,0,0,0,0.0,725,0.00,0.00,0.00,0.00,133,0,0,0.0,0.0,2023-12-02T15:00:00Z,0,12,0,0,0,0,14,0,2296,0,1,3,0.0,0,109,259,150,40,True,0
Nuno Varela Tavares,DEF,Nott'm Forest,0.0,0,0,0,0,0.0,23,0.00,0.00,0.00,0.00,139,0,0,0.0,0.0,2023-12-02T17:30:00Z,0,9,0,0,0,0,14,0,28865,0,1,0,0.0,0,25,646,621,40,True,0
Alex Murphy,DEF,Newcastle,0.2,0,0,0,0,0.0,634,0.00,0.00,0.00,0.00,138,0,0,0.0,0.0,2023-12-02T20:00:00Z,0,14,0,0,0,0,14,0,36170,0,0,1,0.0,0,2797,4082,1285,39,True,0
Eddie Nketiah,FWD,Arsenal,1.7,0,0,-2,0,1.2,13,0.00,0.52,0.52,0.13,131,1,0,0.3,0.0,2023-12-02T15:00:00Z,23,20,0,0,0,0,14,0,935283,0,1,2,4.0,1,-127032,37520,164552,57,True,0
Benoît Badiashile,DEF,Chelsea,1.2,1,2,28,0,20.7,191,0.56,0.56,0.00,1.02,135,2,0,6.3,40.0,2023-12-03T14:00:00Z,90,5,0,0,0,0,14,0,4898,1,2,3,2.0,5,511,769,258,44,True,1
Emile Smith Rowe,MID,Arsenal,0.1,0,0,0,0,0.0,22,0.00,0.00,0.00,0.00,131,0,0,0.0,0.0,2023-12-02T15:00:00Z,0,20,0,0,0,0,14,0,10002,0,1,2,0.0,0,-241,15,256,53,True,0
Jarell Quansah,DEF,Liverpool,0.7,0,0,0,0,0.0,626,0.00,0.00,0.00,0.00,136,0,0,0.0,0.0,2023-12-03T14:00:00Z,0,10,0,0,0,0,14,0,11342,0,3,4,0.0,0,-209,357,566,40,True,0
Ben Chilwell,DEF,Chelsea,0.0,0,0,0,0,0.0,195,0.00,0.00,0.00,0.00,135,0,0,0.0,0.0,2023-12-03T14:00:00Z,0,5,0,0,0,0,14,0,545097,0,2,3,0.0,0,-12063,110,12173,54,True,0
Philippe Coutinho Correia,MID,Aston Villa,0.0,0,0,0,0,0.0,38,0.00,0.00,0.00,0.00,132,0,0,0.0,0.0,2023-12-03T14:00:00Z,0,3,0,0,0,0,14,0,18681,0,2,2,0.0,0,-118,0,118,58,False,0
Tim Iroegbunam,MID,Aston Villa,0.0,0,0,0,0,0.0,46,0.00,0.00,0.00,0.00,132,0,0,0.0,0.0,2023-12-03T14:00:00Z,0,3,0,0,0,0,14,0,2303,0,2,2,0.0,0,-3,73,76,44,False,0
Andy Lonergan,GK,Everton,0.0,0,0,0,0,0.0,579,0.00,0.00,0.00,0.00,139,0,0,0.0,0.0,2023-12-02T17:30:00Z,0,16,0,0,0,0,14,0,6497,0,1,0,0.0,0,181,308,127,39,False,0
Carlos Baleba,MID,Brighton,0.5,0,0,7,0,3.4,690,0.01,0.05,0.05,1.11,135,2,0,2.6,13.8,2023-12-03T14:00:00Z,56,7,0,0,0,0,14,0,8841,1,2,3,9.0,1,-401,530,931,45,False,0
Pablo Sarabia,MID,Wolves,2.5,0,0,2,0,7.4,570,0.10,0.10,0.00,1.31,131,0,0,0.9,1.8,2023-12-02T15:00:00Z,27,1,0,0,0,0,14,0,17314,0,1,2,0.0,1,-699,1670,2369,47,False,0
Kieffer Moore,FWD,Bournemouth,0.0,0,0,0,0,0.0,76,0.00,0.00,0.00,0.00,132,0,0,0.0,0.0,2023-12-03T14:00:00Z,0,2,0,0,0,0,14,0,24476,0,2,2,0.0,0,-472,610,1082,47,True,0
Wayne Hennessey,GK,Nott'm Forest,0.0,0,0,0,0,0.0,448,0.00,0.00,0.00,0.00,139,0,0,0.0,0.0,2023-12-02T17:30:00Z,0,9,0,0,0,0,14,0,21129,0,1,0,0.0,0,-204,299,503,40,True,0
Remi Matthews,GK,Crystal Palace,0.0,0,0,0,0,0.0,233,0.00,0.00,0.00,0.00,140,0,0,0.0,0.0,2023-12-03T14:00:00Z,0,19,0,0,0,0,14,0,11970,0,1,1,0.0,0,-22,238,260,39,False,0
Ibrahima Konaté,DEF,Liverpool,1.3,0,0,6,0,0.8,302,0.01,0.01,0.00,0.22,136,1,0,0.6,5.4,2023-12-03T14:00:00Z,21,10,0,0,0,0,14,0,154889,0,3,4,0.0,1,-5448,4054,9502,49,True,0
Joelinton Cássio Apolinário de Lira,MID,Newcastle,4.8,0,0,22,1,41.1,416,0.16,0.24,0.08,0.36,138,0,0,8.9,34.4,2023-12-02T20:00:00Z,90,14,0,0,0,0,14,0,61233,1,0,1,13.0,2,4402,7102,2700,58,True,1
Marcus Tavernier,MID,Bournemouth,5.8,0,0,11,0,22.6,86,0.41,0.53,0.12,0.68,132,2,0,4.8,11.0,2023-12-03T14:00:00Z,90,2,0,0,0,0,14,0,15694,1,2,2,14.0,2,9827,11009,1182,54,True,0
Matthew Cox,GK,Brentford,0.0,0,0,0,0,0.0,97,0.00,0.00,0.00,0.00,133,0,0,0.0,0.0,2023-12-02T15:00:00Z,0,12,0,0,0,0,14,0,604,0,1,3,0.0,0,-13,0,13,40,True,0
Manuel Akanji,DEF,Man City,5.2,0,0,12,0,3.7,341,0.01,0.22,0.21,0.49,137,3,0,2.2,8.8,2023-12-03T16:30:00Z,90,18,0,0,0,0,14,0,549737,1,3,3,9.0,1,20207,32195,11988,49,True,0
Matheus França de Oliveira,MID,Crystal Palace,0.0,0,0,0,0,0.0,615,0.00,0.00,0.00,0.00,140,0,0,0.0,0.0,2023-12-03T14:00:00Z,0,19,0,0,0,0,14,0,637,0,1,1,0.0,0,-43,23,66,49,False,0
Justin Hubner,DEF,Wolves,0.7,0,0,0,0,0.0,751,0.00,0.00,0.00,0.00,131,0,0,0.0,0.0,2023-12-02T15:00:00Z,0,1,0,0,0,0,14,0,0,0,1,2,0.0,0,0,0,0,40,False,0
Lucas Tolentino Coelho de Lima,MID,West Ham,3.2,0,0,8,0,21.4,539,0.28,0.28,0.00,0.88,140,1,0,2.7,3.6,2023-12-03T14:00:00Z,90,8,0,0,0,0,14,0,179112,1,1,1,2.0,2,-2525,8554,11079,60,True,0
Rasmus Højlund,FWD,Man Utd,1.2,0,0,4,0,10.3,617,0.01,0.01,0.00,0.31,138,0,0,1.5,2.2,2023-12-02T20:00:00Z,29,15,0,0,0,0,14,0,361765,0,0,1,2.0,1,-49368,9992,59360,70,False,0
Luca Koleosho,MID,Burnley,4.5,0,0,16,1,13.8,605,0.05,0.41,0.36,0.36,134,0,1,7.8,29.6,2023-12-02T15:00:00Z,75,17,0,0,0,0,14,0,16090,1,0,5,35.0,8,4547,5625,1078,50,True,0
Rayan Aït-Nouri,DEF,Wolves,0.0,0,0,0,0,0.0,545,0.00,0.00,0.00,0.00,131,0,0,0.0,0.0,2023-12-02T15:00:00Z,0,1,0,0,0,0,14,0,53481,0,1,2,0.0,0,-10424,1399,11823,45,False,0
Calum Chambers,DEF,Aston Villa,0.0,0,0,0,0,0.0,37,0.00,0.00,0.00,0.00,132,0,0,0.0,0.0,2023-12-03T14:00:00Z,0,3,0,0,0,0,14,0,104092,0,2,2,0.0,0,-199,1988,2187,39,False,0
Ben Davies,DEF,Spurs,-0.2,0,0,18,0,0.3,495,0.01,0.01,0.00,2.64,137,3,0,2.0,17.4,2023-12-03T16:30:00Z,90,13,0,0,0,0,14,0,43732,1,3,3,2.0,1,31,991,960,43,False,0
Emerson Palmieri dos Santos,DEF,West Ham,1.2,0,0,7,0,12.8,532,0.01,0.41,0.40,0.88,140,1,0,2.5,8.6,2023-12-03T14:00:00Z,90,8,0,0,0,0,14,0,73449,1,1,1,4.0,2,-1204,3046,4250,45,True,0
Luis Díaz,MID,Liverpool,3.0,0,0,5,0,26.9,303,0.04,0.57,0.53,1.22,136,3,0,13.2,17.6,2023-12-03T14:00:00Z,90,10,0,0,0,0,14,0,766789,1,3,4,87.0,2,51655,89390,37735,74,True,0
Lawrence Vigouroux,GK,Burnley,0.0,0,0,0,0,0.0,181,0.00,0.00,0.00,0.00,134,0,0,0.0,0.0,2023-12-02T15:00:00Z,0,17,0,0,0,0,14,0,18845,0,0,5,0.0,0,-317,101,418,40,True,0
Jakub Moder,MID,Brighton,0.2,0,0,0,0,0.0,144,0.00,0.00,0.00,0.00,135,0,0,0.0,0.0,2023-12-03T14:00:00Z,0,7,0,0,0,0,14,0,6844,0,2,3,0.0,0,163,303,140,44,False,0
Dara Costelloe,MID,Burnley,0.0,0,0,0,0,0.0,164,0.00,0.00,0.00,0.00,134,0,0,0.0,0.0,2023-12-02T15:00:00Z,0,17,0,0,0,0,14,0,1016,0,0,5,0.0,0,-22,0,22,45,True,0
