name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
Femi Seriki,DEF,Sheffield Utd,-1.5,0,0,0,0,0.0,653,0.00,0.00,0.00,0.00,30,0,0,0.0,0.0,2023-08-27T13:00:00Z,0,13,0,0,0,0,3,0,4498,0,2,1,0.0,0,491,954,463,40,True,0
Radek Vítek,GK,Man Utd,0.5,0,0,0,0,0.0,669,0.00,0.00,0.00,0.00,28,0,0,0.0,0.0,2023-08-26T14:00:00Z,0,16,0,0,0,0,3,0,931,0,2,3,0.0,0,374,432,58,40,True,0
Jack Hinshelwood,MID,Brighton,0.0,0,0,0,0,0.0,621,0.00,0.00,0.00,0.00,24,0,0,0.0,0.0,2023-08-26T16:30:00Z,0,19,0,0,0,0,3,0,1241,0,3,1,0.0,0,-128,128,256,45,True,0
Jadon Sancho,MID,Man Utd,1.5,0,0,0,0,1.6,397,0.01,0.01,0.00,0.23,28,0,0,0.6,0.6,2023-08-26T14:00:00Z,30,16,0,0,0,0,3,0,75676,0,2,3,4.0,1,-11151,1811,12962,69,True,0
Rhys Norrington-Davies,DEF,Sheffield Utd,0.0,0,0,0,0,0.0,487,0.00,0.00,0.00,0.00,30,0,0,0.0,0.0,2023-08-27T13:00:00Z,0,13,0,0,0,0,3,0,5310,0,2,1,0.0,0,-552,180,732,40,True,0
Vitaly Janelt,MID,Brentford,2.3,0,0,4,0,2.3,105,0.02,0.06,0.04,0.80,23,1,0,1.3,5.2,2023-08-26T14:00:00Z,90,8,0,0,0,0,3,0,7694,1,1,1,5.0,2,-595,542,1137,55,True,0
Ionuț Radu,GK,Bournemouth,0.0,0,0,0,0,0.0,607,0.00,0.00,0.00,0.00,22,0,0,0.0,0.0,2023-08-26T11:30:00Z,0,18,0,0,0,0,3,0,9876,0,2,0,0.0,0,-634,105,739,45,True,0
Andre Brooks,MID,Sheffield Utd,-0.8,0,0,0,0,0.0,655,0.00,0.00,0.00,0.00,30,0,0,0.0,0.0,2023-08-27T13:00:00Z,0,13,0,0,0,0,3,0,3193,0,2,1,0.0,0,235,838,603,45,True,0
Jack Grealish,MID,Man City,4.8,1,2,33,0,73.9,354,0.47,0.76,0.29,0.73,30,1,0,13.9,31.8,2023-08-27T13:00:00Z,90,17,0,0,0,0,3,0,388414,1,2,1,33.0,7,-51505,16674,68179,74,False,0
Emil Krafth,DEF,Newcastle,0.0,0,0,0,0,0.0,417,0.00,0.00,0.00,0.00,29,0,0,0.0,0.0,2023-08-27T15:30:00Z,0,11,0,0,0,0,3,0,1100,0,2,1,0.0,0,-178,28,206,45,True,0
