name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
Femi Seriki,DEF,Sheffield Utd,-0.5,0,0,0,0,0.0,653,0.00,0.00,0.00,0.00,48,0,0,0.0,0.0,2023-09-16T14:00:00Z,0,18,0,0,0,0,5,0,6446,0,1,2,0.0,0,188,644,456,40,False,0
Radek Vítek,GK,Man Utd,0.5,0,0,0,0,0.0,669,0.00,0.00,0.00,0.00,45,0,0,0.0,0.0,2023-09-16T14:00:00Z,0,5,0,0,0,0,5,0,2272,0,3,1,0.0,0,230,375,145,40,True,0
Jack Hinshelwood,MID,Brighton,-0.5,0,0,0,0,0.0,621,0.00,0.00,0.00,0.00,45,0,0,0.0,0.0,2023-09-16T14:00:00Z,0,14,0,0,0,0,5,0,1510,0,3,1,0.0,0,33,171,138,45,False,0
Jadon Sancho,MID,Man Utd,0.0,0,0,0,0,0.0,397,0.00,0.00,0.00,0.00,45,0,0,0.0,0.0,2023-09-16T14:00:00Z,0,5,0,0,0,0,5,0,60336,0,3,1,0.0,0,-10596,796,11392,68,True,0
Divock Origi,FWD,Nott'm Forest,2.0,0,0,3,0,0.0,714,0.00,0.00,0.00,0.37,47,0,0,0.4,0.2,2023-09-18T18:45:00Z,19,6,0,0,0,0,5,0,8108,0,1,1,4.0,1,6189,6982,793,50,True,0
Rhys Norrington-Davies,DEF,Sheffield Utd,0.0,0,0,0,0,0.0,487,0.00,0.00,0.00,0.00,48,0,0,0.0,0.0,2023-09-16T14:00:00Z,0,18,0,0,0,0,5,0,4577,0,1,2,0.0,0,-274,150,424,40,False,0
Vitaly Janelt,MID,Brentford,1.5,0,0,15,0,24.3,105,0.02,0.02,0.00,1.43,46,1,0,3.5,10.8,2023-09-16T16:30:00Z,71,15,0,0,0,0,5,0,7177,1,0,1,0.0,2,-720,128,848,54,False,0
Ionuț Radu,GK,Bournemouth,0.0,0,0,0,0,0.0,607,0.00,0.00,0.00,0.00,42,0,0,0.0,0.0,2023-09-17T13:00:00Z,0,7,0,0,0,0,5,0,9941,0,0,0,0.0,0,-452,134,586,44,True,0
Andre Brooks,MID,Sheffield Utd,-0.5,0,0,0,0,0.0,655,0.00,0.00,0.00,0.00,48,0,0,0.0,0.0,2023-09-16T14:00:00Z,0,18,0,0,0,0,5,0,3607,0,1,2,0.0,0,134,581,447,45,False,0
Jack Grealish,MID,Man City,0.0,0,0,0,0,0.0,354,0.00,0.00,0.00,0.00,49,0,0,0.0,0.0,2023-09-16T14:00:00Z,0,19,0,0,0,0,5,0,250550,0,3,1,0.0,0,-141720,2707,144427,73,False,0
Emil Krafth,DEF,Newcastle,0.0,0,0,0,0,0.0,417,0.00,0.00,0.00,0.00,46,0,0,0.0,0.0,2023-09-16T16:30:00Z,0,4,0,0,0,0,5,0,979,0,0,1,0.0,0,-59,51,110,44,True,0
Boubacar Traoré,MID,Wolves,0.2,0,0,2,0,0.4,574,0.00,0.00,0.00,0.69,50,2,0,0.2,1.6,2023-09-16T11:30:00Z,12,11,0,0,0,0,5,0,44649,0,3,1,0.0,1,997,5332,4335,44,True,0
Denis Franchi,GK,Burnley,-0.5,0,0,0,0,0.0,169,0.00,0.00,0.00,0.00,47,0,0,0.0,0.0,2023-09-18T18:45:00Z,0,16,0,0,0,0,5,0,13437,0,1,1,0.0,0,-508,206,714,40,False,0
James Shea,GK,Luton,-0.5,0,0,0,0,0.0,335,0.00,0.00,0.00,0.00,44,0,0,0.0,0.0,2023-09-16T14:00:00Z,0,10,0,0,0,0,5,0,15806,0,0,1,0.0,0,-852,266,1118,44,False,0
Curtis Jones,MID,Liverpool,1.8,0,0,12,0,7.8,300,0.03,0.03,0.00,0.63,50,1,0,1.7,9.6,2023-09-16T11:30:00Z,90,20,0,0,0,0,5,0,6606,1,3,1,0.0,1,-222,443,665,49,False,1
Reece James,DEF,Chelsea,0.0,0,0,0,0,0.0,206,0.00,0.00,0.00,0.00,42,0,0,0.0,0.0,2023-09-17T13:00:00Z,0,3,0,0,0,0,5,0,404769,0,0,0,0.0,0,-76148,3641,79789,53,False,0
Brandon Austin,GK,Spurs,0.5,0,0,0,0,0.0,491,0.00,0.00,0.00,0.00,48,0,0,0.0,0.0,2023-09-16T14:00:00Z,0,17,0,0,0,0,5,0,21712,0,1,2,0.0,0,-786,555,1341,40,True,0
Anssumane Fati Vieira,MID,Brighton,0.0,0,0,0,0,0.3,700,0.01,0.65,0.64,0.23,45,1,0,4.1,6.8,2023-09-16T14:00:00Z,26,14,0,0,0,0,5,0,47446,0,3,1,34.0,1,30044,35795,5751,65,False,0
Robin Olsen,GK,Aston Villa,0.7,0,0,0,0,0.0,53,0.00,0.00,0.00,0.00,41,0,0,0.0,0.0,2023-09-16T14:00:00Z,0,8,0,0,0,0,5,0,83894,0,1,3,0.0,0,-477,3157,3634,40,True,0
Ben Osborn,MID,Sheffield Utd,0.0,0,0,0,0,0.0,489,0.00,0.00,0.00,0.00,48,0,0,0.0,0.0,2023-09-16T14:00:00Z,0,18,0,0,0,0,5,0,1775,0,1,2,0.0,0,-372,75,447,49,False,0
Amad Diallo,MID,Man Utd,0.0,0,0,0,0,0.0,371,0.00,0.00,0.00,0.00,45,0,0,0.0,0.0,2023-09-16T14:00:00Z,0,5,0,0,0,0,5,0,2694,0,3,1,0.0,0,-224,86,310,44,True,0
Anthony Elanga,MID,Nott'm Forest,2.8,0,0,7,0,17.3,378,0.27,0.30,0.03,0.56,47,1,0,3.8,10.0,2023-09-18T18:45:00Z,90,6,0,0,0,0,5,0,74935,1,1,1,11.0,2,9589,21980,12391,50,True,0
Oliver Norwood,MID,Sheffield Utd,1.2,0,0,3,0,0.0,488,0.00,0.01,0.01,0.62,48,2,0,2.5,12.2,2023-09-16T14:00:00Z,20,18,0,0,0,0,5,0,2898,0,1,2,13.0,1,-793,137,930,50,False,0
Harry Toffolo,DEF,Nott'm Forest,0.5,0,0,0,0,0.0,465,0.00,0.00,0.00,0.00,47,0,0,0.0,0.0,2023-09-18T18:45:00Z,0,6,0,0,0,0,5,0,4558,0,1,1,0.0,0,-274,76,350,44,True,0
Bernardo Veiga de Carvalho e Silva,MID,Man City,6.0,1,3,49,0,55.0,344,0.56,0.91,0.35,0.94,49,1,1,15.4,64.0,2023-09-16T14:00:00Z,90,19,0,0,0,0,5,0,174222,1,3,1,35.0,13,-27356,7305,34661,64,False,0
Charlie Taylor,DEF,Burnley,0.2,0,0,10,0,1.8,178,0.01,0.03,0.02,0.72,47,1,0,1.5,9.8,2023-09-18T18:45:00Z,90,16,0,0,0,0,5,0,70528,1,1,1,3.0,2,-3764,1391,5155,40,False,0
Ivan Toney,FWD,Brentford,0.0,0,0,0,0,0.0,117,0.00,0.00,0.00,0.00,46,0,0,0.0,0.0,2023-09-16T16:30:00Z,0,15,0,0,0,0,5,0,7022,0,0,1,0.0,0,-726,261,987,79,False,0
Nuno Varela Tavares,DEF,Nott'm Forest,0.7,0,0,4,0,1.8,23,0.02,0.02,0.00,0.37,47,0,0,0.4,2.0,2023-09-18T18:45:00Z,37,6,0,0,0,0,5,0,36807,0,1,1,0.0,1,6265,9393,3128,40,True,0
Alex Murphy,DEF,Newcastle,0.4,0,0,0,0,0.0,634,0.00,0.00,0.00,0.00,46,0,0,0.0,0.0,2023-09-16T16:30:00Z,0,4,0,0,0,0,5,0,34935,0,0,1,0.0,0,-2843,2048,4891,40,True,0
Eddie Nketiah,FWD,Arsenal,4.0,0,0,3,1,0.9,13,0.01,0.05,0.04,0.11,43,0,0,0.4,0.0,2023-09-17T15:30:00Z,65,9,0,0,0,0,5,0,658614,1,1,0,5.0,2,-37846,64112,101958,56,False,0
Benoît Badiashile,DEF,Chelsea,0.0,0,0,0,0,0.0,191,0.00,0.00,0.00,0.00,42,0,0,0.0,0.0,2023-09-17T13:00:00Z,0,3,0,0,0,0,5,0,2899,0,0,0,0.0,0,-275,92,367,44,False,0
Emile Smith Rowe,MID,Arsenal,0.5,0,0,0,0,0.0,22,0.00,0.00,0.00,0.00,43,0,0,0.0,0.0,2023-09-17T15:30:00Z,0,9,0,0,0,0,5,0,11960,0,1,0,0.0,0,-1039,344,1383,53,False,0
Jarell Quansah,DEF,Liverpool,1.8,0,0,22,0,1.9,626,0.01,0.01,0.00,0.51,50,1,0,2.6,23.6,2023-09-16T11:30:00Z,82,20,0,0,0,0,5,0,7418,1,3,1,0.0,2,1058,1807,749,40,False,0
Ben Chilwell,DEF,Chelsea,2.3,0,0,0,0,4.6,195,0.00,0.00,0.00,0.09,42,0,0,0.9,2.6,2023-09-17T13:00:00Z,10,3,0,0,0,0,5,0,3234532,0,0,0,2.0,0,-71697,136786,208483,58,False,1
Philippe Coutinho Correia,MID,Aston Villa,0.0,0,0,0,0,0.0,38,0.00,0.00,0.00,0.00,41,0,0,0.0,0.0,2023-09-16T14:00:00Z,0,8,0,0,0,0,5,0,25154,0,1,3,0.0,0,-6116,79,6195,58,True,0
Tim Iroegbunam,MID,Aston Villa,0.0,0,0,0,0,0.0,46,0.00,0.00,0.00,0.00,41,0,0,0.0,0.0,2023-09-16T14:00:00Z,0,8,0,0,0,0,5,0,2198,0,1,3,0.0,0,-183,72,255,44,True,0
Andy Lonergan,GK,Everton,-0.5,0,0,0,0,0.0,579,0.00,0.00,0.00,0.00,43,0,0,0.0,0.0,2023-09-17T15:30:00Z,0,1,0,0,0,0,5,0,6472,0,1,0,0.0,0,-237,91,328,40,True,0
Carlos Baleba,MID,Brighton,-0.5,0,0,0,0,0.0,690,0.00,0.00,0.00,0.00,45,0,0,0.0,0.0,2023-09-16T14:00:00Z,0,14,0,0,0,0,5,0,1293,0,3,1,0.0,0,674,861,187,45,False,0
Pablo Sarabia,MID,Wolves,0.2,0,0,0,0,0.0,570,0.00,0.00,0.00,0.00,50,0,0,0.0,0.0,2023-09-16T11:30:00Z,0,11,0,0,0,0,5,0,15472,0,3,1,0.0,0,-2345,866,3211,50,True,0
Kieffer Moore,FWD,Bournemouth,0.3,0,0,0,0,0.0,76,0.00,0.00,0.00,0.00,42,0,0,0.0,0.0,2023-09-17T13:00:00Z,0,7,0,0,0,0,5,0,29702,0,0,0,0.0,0,-3673,909,4582,48,True,0
Wayne Hennessey,GK,Nott'm Forest,0.5,0,0,0,0,0.0,448,0.00,0.00,0.00,0.00,47,0,0,0.0,0.0,2023-09-18T18:45:00Z,0,6,0,0,0,0,5,0,22350,0,1,1,0.0,0,-870,232,1102,40,True,0
Remi Matthews,GK,Crystal Palace,0.0,0,0,0,0,0.0,233,0.00,0.00,0.00,0.00,41,0,0,0.0,0.0,2023-09-16T14:00:00Z,0,2,0,0,0,0,5,0,12667,0,1,3,0.0,0,-247,255,502,40,False,0
Ibrahima Konaté,DEF,Liverpool,0.6,0,0,9,0,11.0,302,0.01,0.01,0.00,0.12,50,0,0,1.8,6.6,2023-09-16T11:30:00Z,7,20,0,0,0,0,5,0,109998,0,3,1,0.0,1,-30634,1508,32142,49,False,0
Joelinton Cássio Apolinário de Lira,MID,Newcastle,1.5,0,0,0,0,0.0,416,0.00,0.00,0.00,0.00,46,0,0,0.0,0.0,2023-09-16T16:30:00Z,0,4,0,0,0,0,5,0,61488,0,0,1,0.0,0,-6885,2465,9350,59,True,0
Marcus Tavernier,MID,Bournemouth,2.3,0,0,11,1,12.0,86,0.02,0.09,0.07,1.21,42,0,0,4.0,7.6,2023-09-17T13:00:00Z,72,7,0,0,0,0,5,0,1793,1,0,0,20.0,3,203,350,147,54,True,0
Matthew Cox,GK,Brentford,0.0,0,0,0,0,0.0,97,0.00,0.00,0.00,0.00,46,0,0,0.0,0.0,2023-09-16T16:30:00Z,0,15,0,0,0,0,5,0,734,0,0,1,0.0,0,-49,0,49,40,False,0
Manuel Akanji,DEF,Man City,2.3,0,0,16,0,28.3,341,0.04,0.04,0.00,0.94,49,1,0,5.6,27.8,2023-09-16T14:00:00Z,90,19,0,0,0,0,5,0,835396,1,3,1,0.0,2,-46969,28588,75557,51,False,0
Matheus França de Oliveira,MID,Crystal Palace,0.0,0,0,0,0,0.0,615,0.00,0.00,0.00,0.00,41,0,0,0.0,0.0,2023-09-16T14:00:00Z,0,2,0,0,0,0,5,0,573,0,1,3,0.0,0,-87,28,115,50,False,0
Lucas Tolentino Coelho de Lima,MID,West Ham,2.0,0,0,10,0,4.8,539,0.18,0.18,0.00,3.63,49,3,0,1.8,13.4,2023-09-16T14:00:00Z,90,13,0,0,0,0,5,0,176543,1,3,1,0.0,1,-5991,14910,20901,60,True,1
Rasmus Højlund,FWD,Man Utd,1.5,0,0,3,0,20.9,617,0.06,0.09,0.03,0.90,45,2,0,3.4,3.2,2023-09-16T14:00:00Z,63,5,0,0,0,0,5,0,252869,1,3,1,10.0,2,143626,160572,16946,70,True,0
Luca Koleosho,MID,Burnley,2.5,0,0,5,0,23.6,605,0.03,0.03,0.00,0.59,47,1,0,3.9,7.6,2023-09-18T18:45:00Z,75,16,0,0,0,0,5,0,4973,1,1,1,8.0,2,906,1462,556,50,False,0
Rayan Aït-Nouri,DEF,Wolves,0.5,0,0,12,0,0.9,545,0.05,0.05,0.00,1.65,50,1,0,1.8,15.4,2023-09-16T11:30:00Z,64,11,0,0,0,0,5,0,35531,1,3,1,2.0,2,-2733,1416,4149,45,True,0
Calum Chambers,DEF,Aston Villa,0.0,0,0,0,0,0.0,37,0.00,0.00,0.00,0.00,41,0,0,0.0,0.0,2023-09-16T14:00:00Z,0,8,0,0,0,0,5,0,111359,0,1,3,0.0,0,-4542,2710,7252,40,True,0
Ben Davies,DEF,Spurs,0.8,0,0,0,0,0.0,495,0.00,0.00,0.00,0.00,48,0,0,0.0,0.0,2023-09-16T14:00:00Z,0,17,0,0,0,0,5,0,56583,0,1,2,0.0,0,-5804,2274,8078,44,True,0
Emerson Palmieri dos Santos,DEF,West Ham,0.3,0,0,11,0,12.0,532,0.01,0.07,0.06,3.63,49,3,0,3.0,10.8,2023-09-16T14:00:00Z,90,13,0,0,0,0,5,0,65441,1,3,1,7.0,1,-11325,4170,15495,45,True,0
Luis Díaz,MID,Liverpool,2.2,0,0,3,0,27.4,303,0.46,0.72,0.26,0.23,50,0,0,8.1,11.6,2023-09-16T11:30:00Z,45,20,0,0,0,0,5,0,1221213,0,3,1,42.0,1,-77508,96469,173977,77,False,0
Lawrence Vigouroux,GK,Burnley,-0.5,0,0,0,0,0.0,181,0.00,0.00,0.00,0.00,47,0,0,0.0,0.0,2023-09-18T18:45:00Z,0,16,0,0,0,0,5,0,21462,0,1,1,0.0,0,-504,368,872,40,False,0
Jakub Moder,MID,Brighton,-0.5,0,0,0,0,0.0,144,0.00,0.00,0.00,0.00,45,0,0,0.0,0.0,2023-09-16T14:00:00Z,0,14,0,0,0,0,5,0,7198,0,3,1,0.0,0,146,894,748,44,False,0
Dara Costelloe,MID,Burnley,0.0,0,0,0,0,0.0,164,0.00,0.00,0.00,0.00,47,0,0,0.0,0.0,2023-09-18T18:45:00Z,0,16,0,0,0,0,5,0,1552,0,1,1,0.0,0,-265,0,265,45,False,0
Ashley Phillips,DEF,Spurs,0.5,0,0,0,0,0.0,702,0.00,0.00,0.00,0.00,48,0,0,0.0,0.0,2023-09-16T14:00:00Z,0,17,0,0,0,0,5,0,4263,0,1,2,0.0,0,2060,2348,288,40,True,0
John Stones,DEF,Man City,0.0,0,0,0,0,0.0,368,0.00,0.00,0.00,0.00,49,0,0,0.0,0.0,2023-09-16T14:00:00Z,0,19,0,0,0,0,5,0,456963,0,3,1,0.0,0,-82731,1943,84674,53,False,0
Idrissa Gueye,MID,Everton,1.5,0,0,6,0,14.7,254,0.01,0.08,0.07,1.02,43,1,0,3.7,11.4,2023-09-17T15:30:00Z,90,1,0,0,0,0,5,0,4147,1,1,0,11.0,2,-286,130,416,49,True,0
Harry Wilson,MID,Fulham,2.8,0,0,11,1,16.3,288,0.06,0.16,0.10,0.86,44,0,0,3.1,2.2,2023-09-16T14:00:00Z,80,12,0,0,0,0,5,0,20290,1,0,1,12.0,3,3501,5985,2484,54,True,0
