name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
Femi Seriki,DEF,Sheffield Utd,-0.5,0,0,0,0,0.0,653,0.00,0.00,0.00,0.00,69,0,0,0.0,0.0,2023-09-30T14:00:00Z,0,19,0,0,0,0,7,0,6447,0,0,2,0.0,0,-121,195,316,40,False,0
Josh Brooking,DEF,Chelsea,1.2,0,0,0,0,0.0,723,0.00,0.00,0.00,0.00,64,0,0,0.0,0.0,2023-10-02T19:00:00Z,0,10,0,0,0,0,7,0,0,0,2,0,0.0,0,0,0,0,40,False,0
Radek Vítek,GK,Man Utd,0.5,0,0,0,0,0.0,669,0.00,0.00,0.00,0.00,65,0,0,0.0,0.0,2023-09-30T14:00:00Z,0,8,0,0,0,0,7,0,2495,0,1,0,0.0,0,17,159,142,40,True,0
Jack Hinshelwood,MID,Brighton,0.7,0,0,12,0,22.8,621,0.02,0.02,0.00,1.28,61,5,0,3.1,6.2,2023-09-30T11:30:00Z,85,2,0,0,0,0,7,0,1653,1,1,6,2.0,2,26,164,138,45,False,0
Jadon Sancho,MID,Man Utd,0.0,0,0,0,0,0.0,397,0.00,0.00,0.00,0.00,65,0,0,0.0,0.0,2023-09-30T14:00:00Z,0,8,0,0,0,0,7,0,46825,0,1,0,0.0,0,-4438,89,4527,68,True,0
Divock Origi,FWD,Nott'm Forest,0.7,0,0,8,0,14.0,714,0.16,0.16,0.00,0.83,67,0,0,1.8,4.0,2023-10-01T13:00:00Z,10,4,0,0,0,0,7,0,13232,0,1,1,0.0,1,1923,4344,2421,50,True,0
Rhys Norrington-Davies,DEF,Sheffield Utd,0.0,0,0,0,0,0.0,487,0.00,0.00,0.00,0.00,69,0,0,0.0,0.0,2023-09-30T14:00:00Z,0,19,0,0,0,0,7,0,6133,0,0,2,0.0,0,795,1270,475,39,False,0
Vitaly Janelt,MID,Brentford,3.0,0,0,14,0,14.1,105,0.17,0.20,0.03,0.22,67,1,0,3.5,8.0,2023-10-01T13:00:00Z,88,16,0,0,0,0,7,0,7003,1,1,1,13.0,2,-147,286,433,54,False,0
Ionuț Radu,GK,Bournemouth,-0.5,0,0,0,0,0.0,607,0.00,0.00,0.00,0.00,62,0,0,0.0,0.0,2023-09-30T14:00:00Z,0,1,0,0,0,0,7,0,9612,0,4,0,0.0,0,-222,120,342,44,True,0
Andre Brooks,MID,Sheffield Utd,-0.5,0,0,0,0,0.0,655,0.00,0.00,0.00,0.00,69,0,0,0.0,0.0,2023-09-30T14:00:00Z,0,19,0,0,0,0,7,0,3553,0,0,2,0.0,0,-108,220,328,45,False,0
Jack Grealish,MID,Man City,1.3,0,0,2,0,12.4,354,0.03,0.03,0.00,0.00,70,0,0,2.3,2.2,2023-09-30T14:00:00Z,10,20,0,0,0,0,7,0,190817,0,1,2,8.0,1,-9736,5032,14768,73,False,0
Emil Krafth,DEF,Newcastle,0.0,0,0,0,0,0.0,417,0.00,0.00,0.00,0.00,66,0,0,0.0,0.0,2023-09-30T14:00:00Z,0,6,0,0,0,0,7,0,921,0,0,2,0.0,0,-34,20,54,44,True,0
Boubacar Traoré,MID,Wolves,0.0,0,0,2,0,0.3,574,0.00,0.00,0.00,0.14,70,0,0,0.4,3.2,2023-09-30T14:00:00Z,23,13,0,0,0,0,7,0,47704,0,1,2,0.0,1,601,4805,4204,44,True,0
Denis Franchi,GK,Burnley,-1.0,0,0,0,0,0.0,169,0.00,0.00,0.00,0.00,66,0,0,0.0,0.0,2023-09-30T14:00:00Z,0,15,0,0,0,0,7,0,12687,0,0,2,0.0,0,-419,165,584,40,False,0
Denis Franchi,GK,Burnley,-1.0,0,0,0,0,0.0,169,0.00,0.00,0.00,0.00,15,0,0,0.0,0.0,2023-10-03T18:30:00Z,0,12,0,0,0,0,7,0,12687,0,2,1,0.0,0,-419,165,584,40,False,0
James Shea,GK,Luton,-0.5,0,0,0,0,0.0,335,0.00,0.00,0.00,0.00,63,0,0,0.0,0.0,2023-09-30T14:00:00Z,0,9,0,0,0,0,7,0,14696,0,2,1,0.0,0,-609,163,772,44,False,0
James Shea,GK,Luton,-0.5,0,0,0,0,0.0,335,0.00,0.00,0.00,0.00,15,0,0,0.0,0.0,2023-10-03T18:30:00Z,0,6,0,0,0,0,7,0,14696,0,2,1,0.0,0,-609,163,772,44,True,0
