name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
Divock Origi,FWD,Nott'm Forest,3.0,0,0,0,1,21.2,714,0.21,0.59,0.38,0.34,287,0,0,4.1,4.0,2024-03-16T15:00:00Z,74,12,0,0,0,0,29,0,21683,1,1,1,16.0,2,2544,3275,731,50,False,0
Vitaly Janelt,MID,Brentford,1.9,0,0,3,0,6.7,105,0.03,0.03,0.00,2.63,283,2,0,1.7,4.6,2024-03-16T15:00:00Z,79,6,0,0,0,0,29,0,15732,1,1,2,6.0,1,2697,3128,431,53,False,1
Denis Franchi,GK,Burnley,0.0,0,0,0,0,0.0,169,0.00,0.00,0.00,0.00,283,0,0,0.0,0.0,2024-03-16T15:00:00Z,0,4,0,0,0,0,29,0,11754,0,1,2,0.0,0,-189,0,189,39,True,0
James Shea,GK,Luton,-0.5,0,0,0,0,0.0,335,0.00,0.00,0.00,0.00,287,0,0,0.0,0.0,2024-03-16T15:00:00Z,0,16,0,0,0,0,29,0,12681,0,1,1,0.0,0,38,178,140,43,True,0
Devan Tanton,DEF,Fulham,-0.5,0,0,0,0,0.0,732,0.00,0.00,0.00,0.00,286,0,0,0.0,0.0,2024-03-16T17:30:00Z,0,18,0,0,0,0,29,0,2733,0,0,3,0.0,0,29,115,86,40,True,0
Brandon Austin,GK,Spurs,0.5,0,0,0,0,0.0,491,0.00,0.00,0.00,0.00,286,0,0,0.0,0.0,2024-03-16T17:30:00Z,0,10,0,0,0,0,29,0,19531,0,0,3,0.0,0,-260,76,336,39,False,0
Robin Olsen,GK,Aston Villa,0.5,0,0,0,0,0.0,53,0.00,0.00,0.00,0.00,289,0,0,0.0,0.0,2024-03-17T14:00:00Z,0,19,0,0,0,0,29,0,59388,0,1,1,0.0,0,-492,201,693,39,False,0
Joe Gardner,FWD,Nott'm Forest,0.5,0,0,0,0,0.0,781,0.00,0.00,0.00,0.00,287,0,0,0.0,0.0,2024-03-16T15:00:00Z,0,12,0,0,0,0,29,0,1125,0,1,1,0.0,0,110,186,76,45,False,0
Anthony Elanga,MID,Nott'm Forest,2.3,0,0,12,0,24.6,378,0.06,0.30,0.24,0.60,287,1,0,4.2,10.6,2024-03-16T15:00:00Z,90,12,0,0,0,0,29,0,559729,1,1,1,7.0,2,70886,78926,8040,51,False,0
Kaelan Casey,DEF,West Ham,-0.5,0,0,0,0,0.0,774,0.00,0.00,0.00,0.00,289,0,0,0.0,0.0,2024-03-17T14:00:00Z,0,2,0,0,0,0,29,0,1592,0,1,1,0.0,0,3,68,65,40,True,0
