name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
Femi Seriki,DEF,Sheffield Utd,0.0,0,0,0,0,0.0,653,0.00,0.00,0.00,0.00,299,0,0,0.0,0.0,2024-03-30T15:00:00Z,0,10,0,0,0,0,30,0,7368,0,3,3,0.0,0,-63,0,63,39,True,0
Josh Brooking,DEF,Chelsea,0.5,0,0,0,0,0.0,723,0.00,0.00,0.00,0.00,294,0,0,0.0,0.0,2024-03-30T15:00:00Z,0,6,0,0,0,0,30,0,2802,0,2,2,0.0,0,-4,31,35,40,True,0
Radek Vítek,GK,Man Utd,0.0,0,0,0,0,0.0,669,0.00,0.00,0.00,0.00,293,0,0,0.0,0.0,2024-03-30T20:00:00Z,0,4,0,0,0,0,30,0,2712,0,1,1,0.0,0,-29,0,29,40,False,0
Jack Hinshelwood,MID,Brighton,0.0,0,0,0,0,0.0,621,0.00,0.00,0.00,0.00,295,0,0,0.0,0.0,2024-03-31T13:00:00Z,0,11,0,0,0,0,30,0,5936,0,1,2,0.0,0,-514,15,529,45,False,0
Jadon Sancho,MID,Man Utd,0.0,0,0,0,0,0.0,397,0.00,0.00,0.00,0.00,293,0,0,0.0,0.0,2024-03-30T20:00:00Z,0,4,0,0,0,0,30,0,38674,0,1,1,0.0,0,-56,0,56,67,False,0
Divock Origi,FWD,Nott'm Forest,1.8,0,0,3,0,6.8,714,0.02,0.07,0.05,1.00,298,1,0,2.3,5.0,2024-03-30T15:00:00Z,59,8,0,0,0,0,30,0,17279,1,1,1,11.0,1,-141,1370,1511,50,True,0
Sam Curtis,DEF,Sheffield Utd,-0.5,0,0,0,0,0.0,828,0.00,0.00,0.00,0.00,299,0,0,0.0,0.0,2024-03-30T15:00:00Z,0,10,0,0,0,0,30,0,415,0,3,3,0.0,0,27,42,15,40,True,0
Rhys Norrington-Davies,DEF,Sheffield Utd,0.0,0,0,0,0,0.0,487,0.00,0.00,0.00,0.00,299,0,0,0.0,0.0,2024-03-30T15:00:00Z,0,10,0,0,0,0,30,0,15721,0,3,3,0.0,0,-284,50,334,39,True,0
Vitaly Janelt,MID,Brentford,1.5,0,0,19,0,47.2,105,0.16,0.29,0.13,0.50,293,1,0,9.1,22.6,2024-03-30T20:00:00Z,90,14,0,0,0,0,30,0,9456,1,1,1,21.0,2,-1535,71,1606,53,True,0
Ionuț Radu,GK,Bournemouth,0.0,0,0,0,0,0.0,607,0.00,0.00,0.00,0.00,292,0,0,0.0,0.0,2024-03-30T15:00:00Z,0,9,0,0,0,0,30,0,10076,0,1,2,0.0,0,-1,95,96,43,True,0
Andre Brooks,MID,Sheffield Utd,-0.2,0,0,0,0,0.0,655,0.00,0.00,0.00,0.00,299,0,0,0.0,0.0,2024-03-30T15:00:00Z,0,10,0,0,0,0,30,0,3631,0,3,3,0.0,0,-33,28,61,44,True,0
Jack Grealish,MID,Man City,0.3,0,0,6,0,16.4,354,0.07,0.07,0.00,0.16,296,0,0,3.5,8.8,2024-03-31T15:30:00Z,29,1,0,0,0,0,30,0,160177,0,0,0,10.0,1,192,711,519,72,True,0
Emil Krafth,DEF,Newcastle,0.3,0,0,3,0,5.4,417,0.01,0.01,0.00,1.11,297,3,0,0.8,2.8,2024-03-30T12:30:00Z,39,19,0,0,0,0,30,0,2043,0,3,4,0.0,0,30,57,27,44,True,0
