name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
Femi Seriki,DEF,Sheffield Utd,-0.5,0,0,0,0,0.0,653,0.00,0.00,0.00,0.00,158,0,0,0.0,0.0,2023-12-09T15:00:00Z,0,4,0,0,0,0,16,0,7415,0,0,1,0.0,0,-69,65,134,40,True,0
Josh Brooking,DEF,Chelsea,0.0,0,0,0,0,0.0,723,0.00,0.00,0.00,0.00,154,0,0,0.0,0.0,2023-12-10T14:00:00Z,0,9,0,0,0,0,16,0,1748,0,0,2,0.0,0,8,82,74,40,False,0
Radek Vítek,GK,Man Utd,0.5,0,0,0,0,0.0,669,0.00,0.00,0.00,0.00,157,0,0,0.0,0.0,2023-12-09T15:00:00Z,0,3,0,0,0,0,16,0,2902,0,3,0,0.0,0,-20,43,63,40,True,0
Jack Hinshelwood,MID,Brighton,2.9,0,0,0,0,0.6,621,0.00,0.79,0.79,0.00,152,0,0,6.5,5.0,2023-12-09T15:00:00Z,31,6,0,0,0,0,16,0,5025,0,1,1,59.0,1,2660,2877,217,45,True,0
Jadon Sancho,MID,Man Utd,0.0,0,0,0,0,0.0,397,0.00,0.00,0.00,0.00,157,0,0,0.0,0.0,2023-12-09T15:00:00Z,0,3,0,0,0,0,16,0,40413,0,3,0,0.0,0,-146,34,180,67,True,0
Divock Origi,FWD,Nott'm Forest,0.8,0,0,0,0,0.0,714,0.00,0.00,0.00,0.00,160,0,0,0.0,0.0,2023-12-09T15:00:00Z,0,20,0,0,0,0,16,0,12062,0,1,1,0.0,0,-28,881,909,50,False,0
Rhys Norrington-Davies,DEF,Sheffield Utd,-0.2,0,0,0,0,0.0,487,0.00,0.00,0.00,0.00,158,0,0,0.0,0.0,2023-12-09T15:00:00Z,0,4,0,0,0,0,16,0,15656,0,0,1,0.0,0,770,1635,865,39,True,0
Vitaly Janelt,MID,Brentford,3.1,0,0,15,0,29.6,105,0.21,0.21,0.00,0.89,158,1,0,5.1,17.6,2023-12-09T15:00:00Z,90,17,0,0,0,0,16,0,10484,1,0,1,4.0,2,2871,3517,646,53,False,0
Ionuț Radu,GK,Bournemouth,-0.5,0,0,0,0,0.0,607,0.00,0.00,0.00,0.00,157,0,0,0.0,0.0,2023-12-09T15:00:00Z,0,14,0,0,0,0,16,0,9790,0,3,0,0.0,0,-65,145,210,44,False,0
Andre Brooks,MID,Sheffield Utd,0.5,0,0,5,1,1.2,655,0.01,0.01,0.00,0.46,158,0,0,0.8,3.0,2023-12-09T15:00:00Z,72,4,0,0,0,0,16,0,3668,1,0,1,4.0,3,101,211,110,44,True,0
Jack Grealish,MID,Man City,4.5,0,3,35,0,19.4,354,0.39,0.81,0.42,0.33,156,1,1,9.5,41.8,2023-12-10T14:00:00Z,90,12,0,0,0,0,16,0,165707,1,2,1,34.0,10,3527,5835,2308,72,False,0
Emil Krafth,DEF,Newcastle,1.1,0,0,5,0,14.0,417,0.13,0.13,0.00,0.62,159,0,0,1.8,4.2,2023-12-10T16:30:00Z,4,18,0,0,0,0,16,0,1625,0,1,4,0.0,1,24,89,65,44,False,0
Boubacar Traoré,MID,Wolves,0.8,0,0,3,0,16.8,574,0.07,0.10,0.03,0.48,160,0,0,2.1,3.4,2023-12-09T15:00:00Z,29,16,0,0,0,0,16,0,43377,0,1,1,1.0,1,-734,526,1260,44,True,0
Denis Franchi,GK,Burnley,-0.5,0,0,0,0,0.0,169,0.00,0.00,0.00,0.00,152,0,0,0.0,0.0,2023-12-09T15:00:00Z,0,5,0,0,0,0,16,0,16458,0,1,1,0.0,0,-278,207,485,39,False,0
James Shea,GK,Luton,-1.5,0,0,0,0,0.0,335,0.00,0.00,0.00,0.00,156,0,0,0.0,0.0,2023-12-10T14:00:00Z,0,13,0,0,0,0,16,0,12541,0,2,1,0.0,0,-300,68,368,43,True,0
