name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
Femi Seriki,DEF,Sheffield Utd,-0.5,0,0,0,0,0.0,653,0.00,0.00,0.00,0.00,212,0,0,0.0,0.0,2024-01-30T20:00:00Z,0,8,0,0,0,0,22,0,8217,0,2,3,0.0,0,503,728,225,39,False,0
Josh Brooking,DEF,Chelsea,-0.5,0,0,0,0,0.0,723,0.00,0.00,0.00,0.00,219,0,0,0.0,0.0,2024-01-31T20:15:00Z,0,11,0,0,0,0,22,0,2232,0,1,4,0.0,0,-26,49,75,40,False,0
Radek Vítek,GK,Man Utd,0.0,0,0,0,0,0.0,669,0.00,0.00,0.00,0.00,218,0,0,0.0,0.0,2024-02-01T20:15:00Z,0,20,0,0,0,0,22,0,3197,0,4,3,0.0,0,-53,56,109,40,False,0
Jack Hinshelwood,MID,Brighton,3.0,0,0,10,0,1.2,621,0.00,0.00,0.00,1.51,214,2,0,1.0,6.6,2024-01-30T19:45:00Z,70,12,0,0,0,0,22,0,14793,0,0,4,2.0,2,937,3064,2127,45,False,0
Jadon Sancho,MID,Man Utd,0.0,0,0,0,0,0.0,397,0.00,0.00,0.00,0.00,218,0,0,0.0,0.0,2024-02-01T20:15:00Z,0,20,0,0,0,0,22,0,39379,0,4,3,0.0,0,-212,0,212,67,False,0
Divock Origi,FWD,Nott'm Forest,0.0,0,0,0,0,0.0,714,0.00,0.00,0.00,0.00,215,0,0,0.0,0.0,2024-01-30T19:30:00Z,0,1,0,0,0,0,22,0,10066,0,2,1,0.0,0,-826,101,927,50,True,0
Rhys Norrington-Davies,DEF,Sheffield Utd,0.0,0,0,2,0,11.3,487,0.00,0.00,0.00,0.20,212,1,0,1.9,7.6,2024-01-30T20:00:00Z,45,8,0,0,0,0,22,0,19216,0,2,3,0.0,0,-576,381,957,39,False,1
Vitaly Janelt,MID,Brentford,2.0,0,0,6,0,1.3,105,0.01,0.01,0.00,2.83,216,3,0,1.6,8.4,2024-01-31T19:30:00Z,87,18,0,0,0,0,22,0,7510,1,2,3,6.0,2,-294,154,448,53,False,0
Ionuț Radu,GK,Bournemouth,0.0,0,0,0,0,0.0,607,0.00,0.00,0.00,0.00,217,0,0,0.0,0.0,2024-02-01T19:30:00Z,0,19,0,0,0,0,22,0,9904,0,1,1,0.0,0,-28,93,121,44,False,0
Andre Brooks,MID,Sheffield Utd,0.5,0,0,1,0,1.2,655,0.01,0.09,0.08,0.20,212,1,0,2.9,8.8,2024-01-30T20:00:00Z,45,8,0,0,0,0,22,0,3837,0,2,3,19.0,1,-84,132,216,44,False,0
Jack Grealish,MID,Man City,1.5,0,0,3,0,0.5,354,0.00,0.00,0.00,0.98,220,1,0,0.1,0.2,2024-01-31T19:30:00Z,13,6,0,0,0,0,22,0,189254,0,1,3,0.0,1,-15885,1860,17745,72,True,0
Emil Krafth,DEF,Newcastle,1.0,0,0,3,0,0.0,417,0.00,0.00,0.00,0.04,211,0,0,0.0,0.0,2024-01-30T20:15:00Z,1,2,0,0,0,0,22,0,1770,0,3,1,0.0,1,-27,32,59,44,False,0
Boubacar Traoré,MID,Wolves,0.0,0,0,0,0,0.0,574,0.00,0.00,0.00,0.00,218,0,0,0.0,0.0,2024-02-01T20:15:00Z,0,14,0,0,0,0,22,0,35634,0,4,3,0.0,0,-1593,31,1624,43,True,0
Denis Franchi,GK,Burnley,-1.0,0,0,0,0,0.0,169,0.00,0.00,0.00,0.00,220,0,0,0.0,0.0,2024-01-31T19:30:00Z,0,13,0,0,0,0,22,0,14670,0,1,3,0.0,0,-317,50,367,39,False,0
James Shea,GK,Luton,-0.5,0,0,0,0,0.0,335,0.00,0.00,0.00,0.00,214,0,0,0.0,0.0,2024-01-30T19:45:00Z,0,5,0,0,0,0,22,0,12245,0,0,4,0.0,0,-111,114,225,43,True,0
Curtis Jones,MID,Liverpool,3.0,0,0,13,0,14.1,300,0.03,0.06,0.03,0.56,219,1,0,4.4,10.6,2024-01-31T20:15:00Z,82,7,0,0,0,0,22,0,13888,1,1,4,19.0,2,774,3173,2399,49,True,0
Myles Lewis-Skelly,MID,Arsenal,0.5,0,0,0,0,0.0,764,0.00,0.00,0.00,0.00,215,0,0,0.0,0.0,2024-01-30T19:30:00Z,0,16,0,0,0,0,22,0,84,0,2,1,0.0,0,7,9,2,45,False,0
Devan Tanton,DEF,Fulham,0.0,0,0,0,0,0.0,732,0.00,0.00,0.00,0.00,213,0,0,0.0,0.0,2024-01-30T19:45:00Z,0,9,0,0,0,0,22,0,1913,0,0,0,0.0,0,-21,89,110,40,True,0
Reece James,DEF,Chelsea,0.0,0,0,0,0,0.0,206,0.00,0.00,0.00,0.00,219,0,0,0.0,0.0,2024-01-31T20:15:00Z,0,11,0,0,0,0,22,0,310340,0,1,4,0.0,0,-6738,178,6916,53,False,0
Brandon Austin,GK,Spurs,0.0,0,0,0,0,0.0,491,0.00,0.00,0.00,0.00,216,0,0,0.0,0.0,2024-01-31T19:30:00Z,0,4,0,0,0,0,22,0,20397,0,2,3,0.0,0,-217,91,308,39,True,0
Anssumane Fati Vieira,MID,Brighton,0.0,0,0,0,0,0.0,700,0.00,0.00,0.00,0.00,214,0,0,0.0,0.0,2024-01-30T19:45:00Z,0,12,0,0,0,0,22,0,34903,0,0,4,0.0,0,-1086,60,1146,64,False,0
Robin Olsen,GK,Aston Villa,-0.5,0,0,0,0,0.0,53,0.00,0.00,0.00,0.00,211,0,0,0.0,0.0,2024-01-30T20:15:00Z,0,15,0,0,0,0,22,0,63027,0,3,1,0.0,0,-510,379,889,39,True,0
Joe Gardner,FWD,Nott'm Forest,-0.5,0,0,0,0,0.0,781,0.00,0.00,0.00,0.00,215,0,0,0.0,0.0,2024-01-30T19:30:00Z,0,1,0,0,0,0,22,0,92,0,2,1,0.0,0,47,55,8,45,True,0
Ben Osborn,MID,Sheffield Utd,-0.5,0,0,0,0,0.0,489,0.00,0.00,0.00,0.00,212,0,0,0.0,0.0,2024-01-30T20:00:00Z,0,8,0,0,0,0,22,0,1350,0,2,3,0.0,0,-4,15,19,48,False,0
Amad Diallo,MID,Man Utd,0.0,0,0,0,0,0.0,371,0.00,0.00,0.00,0.00,218,0,0,0.0,0.0,2024-02-01T20:15:00Z,0,20,0,0,0,0,22,0,2359,0,4,3,0.0,0,-29,99,128,44,False,0
Anthony Elanga,MID,Nott'm Forest,0.0,0,0,1,0,0.3,378,0.00,0.06,0.06,0.09,215,0,0,0.5,0.0,2024-01-30T19:30:00Z,12,1,0,0,0,0,22,0,148825,0,2,1,6.0,1,-40464,3530,43994,51,True,0
Kaelan Casey,DEF,West Ham,0.0,0,0,0,0,0.0,774,0.00,0.00,0.00,0.00,217,0,0,0.0,0.0,2024-02-01T19:30:00Z,0,3,0,0,0,0,22,0,560,0,1,1,0.0,0,79,120,41,40,True,0
Oliver Norwood,MID,Sheffield Utd,0.0,0,0,0,0,0.0,488,0.00,0.00,0.00,0.00,212,0,0,0.0,0.0,2024-01-30T20:00:00Z,0,8,0,0,0,0,22,0,3785,0,2,3,0.0,0,-194,97,291,48,False,0
Harry Toffolo,DEF,Nott'm Forest,0.0,0,0,14,0,38.3,465,0.18,0.18,0.00,1.23,215,2,0,6.4,23.8,2024-01-30T19:30:00Z,90,1,0,0,0,0,22,0,15733,1,2,1,2.0,1,-702,919,1621,44,True,0
Bernardo Veiga de Carvalho e Silva,MID,Man City,5.0,0,0,0,0,0.0,344,0.00,0.00,0.00,0.00,220,0,0,0.0,0.0,2024-01-31T19:30:00Z,0,6,0,0,0,0,22,0,606781,0,1,3,0.0,0,45168,101715,56547,65,True,0
Charlie Taylor,DEF,Burnley,-0.8,0,0,0,0,0.0,178,0.00,0.00,0.00,0.00,220,0,0,0.0,0.0,2024-01-31T19:30:00Z,0,13,0,0,0,0,22,0,489691,0,1,3,0.0,0,-38940,2089,41029,40,False,0
Ivan Toney,FWD,Brentford,9.0,1,1,24,0,2.0,117,0.01,1.20,1.19,2.86,216,3,1,10.4,39.6,2024-01-31T19:30:00Z,90,18,0,0,0,0,22,0,507434,1,2,3,62.0,10,260777,293948,33171,80,False,0
Ji-Soo Kim,DEF,Brentford,0.0,0,0,0,0,0.0,725,0.00,0.00,0.00,0.00,216,0,0,0.0,0.0,2024-01-31T19:30:00Z,0,18,0,0,0,0,22,0,2444,0,2,3,0.0,0,-173,29,202,40,False,0
Nuno Varela Tavares,DEF,Nott'm Forest,0.0,0,0,0,0,0.0,23,0.00,0.00,0.00,0.00,215,0,0,0.0,0.0,2024-01-30T19:30:00Z,0,1,0,0,0,0,22,0,25863,0,2,1,0.0,0,-925,110,1035,40,True,0
Alex Murphy,DEF,Newcastle,0.5,0,0,0,0,0.0,634,0.00,0.00,0.00,0.00,211,0,0,0.0,0.0,2024-01-30T20:15:00Z,0,2,0,0,0,0,22,0,41641,0,3,1,0.0,0,-893,725,1618,39,False,0
Eddie Nketiah,FWD,Arsenal,3.0,0,0,2,0,0.3,13,0.00,0.03,0.03,0.31,215,1,0,0.5,0.0,2024-01-30T19:30:00Z,12,16,0,0,0,0,22,0,432883,0,2,1,5.0,1,-21139,5059,26198,52,False,0
Benoît Badiashile,DEF,Chelsea,-0.5,0,0,16,0,1.4,191,0.01,0.01,0.00,2.93,219,4,0,3.8,36.2,2024-01-31T20:15:00Z,90,11,0,0,0,0,22,0,11519,1,1,4,0.0,0,-2182,214,2396,44,False,0
Emile Smith Rowe,MID,Arsenal,2.5,0,0,11,1,18.6,22,0.19,0.27,0.08,0.08,215,0,0,2.7,3.4,2024-01-30T19:30:00Z,70,16,0,0,0,0,22,0,10043,1,2,1,5.0,3,84,225,141,53,False,0
