id,xP
1,0.0
2,0.5
3,0.5
4,0.0
5,3.5
6,2.7
8,1.5
9,2.0
10,1.0
11,0.0
12,2.7
13,1.7
14,3.7
15,0.0
16,0.0
17,2.0
18,0.0
19,6.3
20,5.0
22,0.1
24,0.0
25,6.0
26,5.3
29,1.5
30,0.0
31,6.7
113,2.3
540,2.7
578,0.7
585,0.0
646,0.5
735,0.5
736,0.5
737,0.5
32,0.2
34,3.2
35,0.0
36,0.8
37,0.0
38,0.0
39,0.0
40,0.2
41,1.0
42,1.5
43,3.2
44,0.2
45,0.0
46,0.0
47,0.0
48,1.2
49,2.5
50,3.8
51,0.0
53,0.0
54,0.0
55,0.5
56,0.0
57,0.0
58,2.2
59,0.0
60,3.0
61,0.0
584,2.8
599,3.2
618,0.0
670,0.0
672,0.2
686,0.0
699,0.0
62,0.0
63,0.5
64,0.2
65,3.5
66,1.5
67,0.0
68,0.0
69,0.0
70,0.0
71,0.0
72,3.8
73,0.0
74,0.0
75,0.2
76,0.0
77,3.0
78,0.5
79,0.0
80,0.0
81,0.5
82,3.2
83,1.8
84,1.8
85,5.8
86,5.8
87,0.0
88,0.0
89,2.0
595,1.2
607,-0.2
619,0.0
643,0.0
644,0.0
673,0.0
705,2.2
90,0.7
91,0.5
92,2.3
93,0.0
94,0.0
95,0.0
96,0.0
97,0.0
98,0.2
99,0.0
100,0.0
101,2.5
102,0.5
103,0.0
104,0.0
105,2.3
106,0.0
107,1.7
108,4.0
109,5.0
110,2.0
111,3.0
112,2.0
114,1.3
115,0.0
116,0.7
117,0.0
118,0.0
119,2.5
120,2.5
121,0.7
258,5.0
620,0.5
684,0.5
701,2.0
725,0.5
733,0.5
744,0.8
752,1.8
122,3.5
123,0.0
124,0.0
125,2.8
127,0.0
128,0.0
129,0.0
130,0.0
131,0.0
132,2.2
133,2.0
134,3.5
135,4.8
136,0.0
137,0.0
138,1.8
139,0.0
140,0.0
141,0.0
142,1.2
143,2.0
144,0.2
146,0.0
147,0.0
148,0.8
149,0.0
150,1.8
151,1.2
152,1.5
153,0.0
154,0.0
155,0.0
606,1.0
621,0.2
690,0.5
700,0.0
741,0.0
742,0.3
746,0.0
747,0.0
753,1.2
156,0.0
157,0.0
158,0.0
159,0.0
160,3.5
161,4.8
162,0.0
163,0.0
164,0.0
165,0.2
166,0.0
167,0.2
168,0.0
169,0.0
170,1.8
171,0.0
172,0.0
173,2.2
174,0.5
175,0.0
176,0.0
177,4.8
178,3.2
179,0.0
180,0.0
181,0.0
182,2.2
183,0.0
184,0.2
475,2.2
594,4.2
596,2.8
600,0.5
605,4.5
608,2.5
622,0.0
660,0.5
674,0.0
675,0.5
694,0.0
706,0.5
126,1.5
145,1.8
185,0.0
187,0.0
188,0.0
189,0.0
190,0.0
191,1.2
192,0.0
193,1.5
194,0.0
195,0.0
196,0.0
197,1.8
198,0.0
199,5.5
200,0.0
201,0.0
202,4.0
203,0.0
206,0.0
207,0.0
208,0.2
210,1.8
211,7.0
212,0.0
213,0.0
214,0.0
215,0.0
216,4.8
217,2.5
218,0.0
362,5.2
589,0.0
609,0.2
611,0.8
613,0.5
623,0.0
659,0.0
667,0.0
671,0.0
677,0.0
680,0.0
681,0.0
687,0.0
716,0.0
717,0.0
718,0.0
723,0.0
7,0.0
219,0.8
220,2.2
221,2.5
222,0.2
223,0.0
224,0.0
225,4.5
226,0.7
227,0.0
228,2.2
229,2.0
230,3.2
231,3.2
232,0.8
233,0.0
234,4.8
235,0.0
236,3.2
237,0.0
238,0.8
239,0.2
240,3.2
241,0.0
242,3.2
243,0.0
385,0.0
615,0.0
657,0.0
658,0.0
720,0.0
721,0.0
724,0.0
244,0.0
245,3.0
246,1.1
247,0.0
248,0.0
249,4.0
250,2.0
251,0.0
252,0.0
253,0.0
254,3.2
255,0.0
257,0.0
259,3.5
260,6.8
261,0.0
262,0.8
263,3.0
264,0.0
265,2.8
266,0.0
579,0.0
588,1.8
601,0.2
624,0.2
645,0.5
649,0.0
650,0.0
661,3.0
691,0.8
719,0.0
256,3.0
267,1.7
268,2.3
269,0.0
270,1.5
271,0.0
272,0.0
273,0.0
274,0.0
275,1.5
276,0.0
277,0.0
278,0.0
279,0.0
280,0.5
281,0.3
282,0.5
283,2.3
284,-0.5
285,1.3
286,-0.3
287,0.0
288,3.0
558,2.5
591,4.7
610,0.5
625,-0.5
651,0.0
652,-0.2
662,0.0
683,-0.5
688,0.5
692,-0.5
707,-0.5
732,-0.5
289,0.5
290,8.0
291,0.0
292,0.0
293,3.0
294,0.0
295,2.0
296,0.0
297,1.7
298,2.5
299,0.0
300,0.7
301,0.7
302,1.3
303,3.0
304,3.5
305,2.3
306,0.0
307,0.0
308,7.5
309,3.0
310,0.0
311,6.0
312,0.0
313,3.3
626,0.7
627,0.5
628,0.5
629,0.7
668,2.7
708,1.7
726,0.5
728,0.5
743,0.5
21,0.0
52,0.2
314,0.3
315,0.0
316,0.3
317,-0.5
318,0.0
319,0.0
320,0.0
321,1.0
322,0.0
323,0.0
324,0.0
325,0.0
326,2.3
327,0.0
328,2.0
329,0.0
330,1.0
331,0.0
332,0.0
333,0.0
334,0.0
335,-0.5
336,0.0
337,0.0
338,0.0
339,0.0
340,0.0
393,3.0
553,0.0
575,0.7
582,0.7
586,1.7
602,2.0
614,2.0
630,2.0
631,3.0
648,0.0
665,-0.5
682,-0.5
727,1.7
729,-0.5
734,-0.5
341,5.2
342,5.2
343,4.5
344,7.0
345,2.0
346,0.0
347,1.0
348,0.0
349,0.0
350,1.8
352,2.5
353,5.8
354,2.2
355,8.8
356,2.0
357,0.0
358,1.5
359,0.0
361,1.0
363,0.0
364,1.2
365,4.8
366,1.0
367,1.0
368,2.5
369,2.2
566,0.3
616,1.0
678,8.0
209,0.2
370,0.0
371,0.0
372,1.0
373,5.5
374,0.0
375,0.0
376,0.0
377,6.5
379,0.0
380,0.0
381,0.0
382,3.8
383,0.2
384,0.0
386,5.2
387,5.0
388,1.2
389,0.0
390,3.8
391,0.0
392,2.8
394,1.2
395,0.5
396,3.2
397,0.0
398,2.0
399,0.0
400,0.0
401,2.8
508,2.2
597,6.5
617,1.2
632,0.0
669,0.0
685,0.0
695,0.0
703,0.0
709,0.5
748,0.0
204,0.2
402,3.2
403,0.0
404,0.0
405,0.0
406,1.8
407,0.0
408,0.0
409,0.2
410,0.0
411,0.0
412,8.0
413,0.0
414,0.0
415,2.5
416,4.8
417,0.2
418,0.0
419,5.5
420,0.0
421,0.2
422,0.0
423,0.0
424,4.8
425,0.8
426,0.0
427,3.5
428,0.0
429,0.0
430,5.8
431,0.0
432,0.2
433,0.1
580,0.0
581,0.2
603,0.0
633,2.2
634,0.2
635,2.8
738,0.3
739,0.3
745,0.5
23,0.0
28,0.0
186,0.0
205,1.2
378,4.5
434,0.0
435,0.0
436,1.0
437,0.0
438,0.0
439,0.5
440,0.0
441,0.0
442,0.8
443,0.0
444,0.0
445,0.0
446,0.0
447,5.5
448,0.0
449,0.0
451,0.0
452,0.0
453,3.5
454,0.0
455,0.0
456,0.0
457,1.8
458,0.0
459,0.0
460,0.0
461,0.0
462,0.0
463,0.0
464,0.0
465,4.5
466,0.0
467,0.5
468,1.2
469,0.0
470,1.2
604,4.8
636,0.0
637,0.0
679,0.0
696,2.5
710,3.0
711,0.0
712,1.5
713,1.5
714,0.8
27,1.2
33,3.5
360,2.2
471,0.0
472,0.0
473,3.0
474,0.0
476,1.5
477,0.0
478,0.0
479,0.0
480,0.0
481,0.2
482,2.5
483,0.0
484,0.0
485,0.8
486,0.0
487,0.0
488,3.8
489,0.8
490,0.5
576,0.8
587,0.2
592,0.0
593,0.2
638,1.0
653,0.0
654,0.0
655,0.0
656,0.0
663,1.5
666,0.0
693,0.8
730,0.0
731,0.0
450,3.2
491,-1.0
492,0.0
493,0.5
494,0.0
495,-0.2
496,-1.0
497,-0.8
498,-1.0
499,0.2
500,0.0
501,4.8
502,-1.0
503,3.5
504,0.0
505,0.0
506,1.5
507,0.0
509,-0.2
510,0.0
511,0.0
512,0.0
513,0.0
514,0.0
515,-0.2
516,3.0
517,0.0
518,0.0
519,-1.8
520,0.2
521,0.0
583,0.0
639,0.0
640,0.0
641,-0.8
702,0.0
722,-0.8
740,-1.0
754,0.2
522,1.2
523,0.0
524,2.0
525,0.8
526,2.1
527,0.0
528,1.4
529,0.0
530,0.2
531,0.0
532,1.2
533,0.0
534,0.5
535,0.5
536,0.0
537,0.0
538,0.2
539,3.2
541,0.0
542,4.5
543,0.0
544,0.8
577,0.2
642,1.2
647,0.0
664,4.0
676,0.0
689,5.8
351,1.0
545,0.0
546,1.5
547,0.0
548,-0.3
549,0.0
550,0.0
551,0.0
552,-0.5
554,0.0
555,0.0
556,0.0
557,3.3
559,0.0
560,-0.5
561,-0.5
562,0.7
563,0.7
564,-0.5
565,0.0
567,0.0
568,0.0
569,0.7
570,2.5
571,0.0
572,1.5
573,1.0
574,0.3
590,4.3
598,0.0
697,-0.3
698,-0.5
704,-0.1
715,3.5
749,0.7
750,0.7
751,0.7
