name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
Femi Seriki,DEF,Sheffield Utd,-1.0,0,0,0,0,0.0,653,0.00,0.00,0.00,0.00,147,0,0,0.0,0.0,2023-12-06T19:30:00Z,0,11,0,0,0,0,15,0,7375,0,2,0,0.0,0,-70,60,130,40,True,0
Josh Brooking,DEF,Chelsea,-0.5,0,0,0,0,0.0,723,0.00,0.00,0.00,0.00,150,0,0,0.0,0.0,2023-12-06T20:15:00Z,0,14,0,0,0,0,15,0,1612,0,1,2,0.0,0,23,95,72,40,False,0
Radek Vítek,GK,Man Utd,0.5,0,0,0,0,0.0,669,0.00,0.00,0.00,0.00,150,0,0,0.0,0.0,2023-12-06T20:15:00Z,0,7,0,0,0,0,15,0,2883,0,1,2,0.0,0,-17,50,67,40,True,0
Jack Hinshelwood,MID,Brighton,2.8,0,3,33,0,11.5,621,0.12,0.28,0.16,1.22,142,1,1,9.6,47.2,2023-12-06T19:30:00Z,72,4,0,0,0,0,15,0,2111,1,1,2,37.0,10,-10,53,63,45,True,0
Jadon Sancho,MID,Man Utd,0.0,0,0,0,0,0.0,397,0.00,0.00,0.00,0.00,150,0,0,0.0,0.0,2023-12-06T20:15:00Z,0,7,0,0,0,0,15,0,40560,0,1,2,0.0,0,-179,33,212,67,True,0
Divock Origi,FWD,Nott'm Forest,1.0,0,0,-2,0,0.7,714,0.00,0.02,0.02,2.02,145,3,0,0.0,0.0,2023-12-06T19:30:00Z,57,10,0,0,0,0,15,0,11914,1,0,5,1.0,1,73,1019,946,50,False,0
Rhys Norrington-Davies,DEF,Sheffield Utd,-0.5,0,0,0,0,0.0,487,0.00,0.00,0.00,0.00,147,0,0,0.0,0.0,2023-12-06T19:30:00Z,0,11,0,0,0,0,15,0,14553,0,2,0,0.0,0,881,1642,761,39,True,0
Vitaly Janelt,MID,Brentford,2.8,1,1,27,0,17.2,105,0.06,0.06,0.00,1.52,142,2,0,4.4,20.6,2023-12-06T19:30:00Z,90,5,0,0,0,0,15,0,7308,1,1,2,6.0,6,56,463,407,53,False,0
Ionuț Radu,GK,Bournemouth,0.0,0,0,0,0,0.0,607,0.00,0.00,0.00,0.00,143,0,0,0.0,0.0,2023-12-06T19:30:00Z,0,8,0,0,0,0,15,0,9787,0,2,0,0.0,0,-107,131,238,44,False,0
Andre Brooks,MID,Sheffield Utd,-0.5,0,0,10,0,0.3,655,0.00,0.00,0.00,0.78,147,1,0,0.8,7.2,2023-12-06T19:30:00Z,73,11,0,0,0,0,15,0,3546,1,2,0,0.0,2,-1,89,90,44,True,0
Jack Grealish,MID,Man City,0.0,0,0,0,0,0.0,354,0.00,0.00,0.00,0.00,141,0,0,0.0,0.0,2023-12-06T20:15:00Z,0,2,0,0,0,0,15,0,161461,0,0,1,0.0,0,-3631,510,4141,72,False,0
Emil Krafth,DEF,Newcastle,1.0,0,0,3,0,0.0,417,0.00,0.00,0.00,0.33,144,1,0,0.1,0.8,2023-12-07T19:30:00Z,1,9,0,0,0,0,15,0,1572,0,0,3,0.0,1,23,105,82,44,False,0
Boubacar Traoré,MID,Wolves,1.3,0,0,3,0,0.3,574,0.00,0.00,0.00,0.00,149,0,0,0.0,0.0,2023-12-05T19:30:00Z,3,6,0,0,0,0,15,0,44075,0,0,1,0.0,1,-99,812,911,44,True,0
Denis Franchi,GK,Burnley,-0.5,0,0,0,0,0.0,169,0.00,0.00,0.00,0.00,149,0,0,0.0,0.0,2023-12-05T19:30:00Z,0,20,0,0,0,0,15,0,16711,0,0,1,0.0,0,-456,195,651,39,False,0
James Shea,GK,Luton,-1.0,0,0,0,0,0.0,335,0.00,0.00,0.00,0.00,146,0,0,0.0,0.0,2023-12-05T20:15:00Z,0,1,0,0,0,0,15,0,12809,0,4,3,0.0,0,-183,104,287,43,True,0
Curtis Jones,MID,Liverpool,1.5,0,0,-1,0,5.3,300,0.04,0.13,0.09,0.41,147,0,0,1.4,1.0,2023-12-06T19:30:00Z,31,17,0,0,0,0,15,0,5127,0,2,0,8.0,1,-5,163,168,49,False,0
Devan Tanton,DEF,Fulham,0.0,0,0,0,0,0.0,732,0.00,0.00,0.00,0.00,145,0,0,0.0,0.0,2023-12-06T19:30:00Z,0,16,0,0,0,0,15,0,1012,0,0,5,0.0,0,51,121,70,40,True,0
Reece James,DEF,Chelsea,0.0,0,0,13,0,43.1,206,0.15,0.17,0.02,1.24,150,1,0,7.4,24.6,2023-12-06T20:15:00Z,45,14,0,0,0,0,15,0,449379,0,1,2,6.0,1,9241,19593,10352,54,False,0
Brandon Austin,GK,Spurs,0.0,0,0,0,0,0.0,491,0.00,0.00,0.00,0.00,148,0,0,0.0,0.0,2023-12-07T20:15:00Z,0,19,0,0,0,0,15,0,21522,0,2,1,0.0,0,18,438,420,39,True,0
Anssumane Fati Vieira,MID,Brighton,0.0,0,0,0,0,0.0,700,0.00,0.00,0.00,0.00,142,0,0,0.0,0.0,2023-12-06T19:30:00Z,0,4,0,0,0,0,15,0,57317,0,1,2,0.0,0,-16010,53,16063,65,True,0
Robin Olsen,GK,Aston Villa,-1.0,0,0,0,0,0.0,53,0.00,0.00,0.00,0.00,141,0,0,0.0,0.0,2023-12-06T20:15:00Z,0,13,0,0,0,0,15,0,72224,0,0,1,0.0,0,-1243,365,1608,40,True,0
Ben Osborn,MID,Sheffield Utd,-0.5,0,0,0,0,0.0,489,0.00,0.00,0.00,0.00,147,0,0,0.0,0.0,2023-12-06T19:30:00Z,0,11,0,0,0,0,15,0,1335,0,2,0,0.0,0,-12,7,19,48,True,0
Amad Diallo,MID,Man Utd,0.0,0,0,0,0,0.0,371,0.00,0.00,0.00,0.00,150,0,0,0.0,0.0,2023-12-06T20:15:00Z,0,7,0,0,0,0,15,0,2124,0,1,2,0.0,0,-31,17,48,44,True,0
Anthony Elanga,MID,Nott'm Forest,4.2,0,0,6,0,3.0,378,0.01,0.08,0.07,2.52,145,5,0,4.2,16.2,2023-12-06T19:30:00Z,90,10,0,0,0,0,15,0,160641,1,0,5,23.0,2,8081,20846,12765,50,False,0
Oliver Norwood,MID,Sheffield Utd,0.2,0,0,-1,0,0.0,488,0.00,0.00,0.00,0.47,147,1,0,0.0,0.0,2023-12-06T19:30:00Z,4,11,0,0,0,0,15,0,5497,0,2,0,0.0,0,-899,82,981,48,True,1
Harry Toffolo,DEF,Nott'm Forest,0.8,0,0,20,0,1.8,465,0.01,0.01,0.00,2.52,145,5,0,1.9,17.4,2023-12-06T19:30:00Z,90,10,0,0,0,0,15,0,19733,1,0,5,0.0,0,-1238,1408,2646,44,False,0
Bernardo Veiga de Carvalho e Silva,MID,Man City,4.0,0,0,19,0,18.1,344,0.62,0.62,0.00,2.04,141,1,0,3.8,13.8,2023-12-06T20:15:00Z,90,2,0,0,0,0,15,0,327707,1,0,1,6.0,2,2091,27481,25390,64,False,0
Charlie Taylor,DEF,Burnley,2.7,0,0,11,0,13.6,178,0.02,0.03,0.01,0.83,149,1,0,2.7,12.0,2023-12-05T19:30:00Z,90,20,0,0,0,0,15,0,627650,1,0,1,1.0,1,42979,50392,7413,40,False,1
Ivan Toney,FWD,Brentford,0.0,0,0,0,0,0.0,117,0.00,0.00,0.00,0.00,142,0,0,0.0,0.0,2023-12-06T19:30:00Z,0,5,0,0,0,0,15,0,7162,0,1,2,0.0,0,-20,131,151,79,False,0
Ji-Soo Kim,DEF,Brentford,0.0,0,0,0,0,0.0,725,0.00,0.00,0.00,0.00,142,0,0,0.0,0.0,2023-12-06T19:30:00Z,0,5,0,0,0,0,15,0,2423,0,1,2,0.0,0,36,167,131,40,False,0
Nuno Varela Tavares,DEF,Nott'm Forest,0.0,0,0,0,0,0.0,23,0.00,0.00,0.00,0.00,145,0,0,0.0,0.0,2023-12-06T19:30:00Z,0,10,0,0,0,0,15,0,28866,0,0,5,0.0,0,-83,450,533,40,False,0
Alex Murphy,DEF,Newcastle,0.7,0,0,0,0,0.0,634,0.00,0.00,0.00,0.00,144,0,0,0.0,0.0,2023-12-07T19:30:00Z,0,9,0,0,0,0,15,0,39548,0,0,3,0.0,0,2963,4519,1556,39,False,0
Eddie Nketiah,FWD,Arsenal,1.8,0,0,0,0,0.0,13,0.00,0.00,0.00,0.00,146,0,0,0.0,0.0,2023-12-05T20:15:00Z,0,12,0,0,0,0,15,0,816800,0,4,3,0.0,0,-121236,18213,139449,56,False,0
Benoît Badiashile,DEF,Chelsea,0.7,0,0,0,0,0.0,191,0.00,0.00,0.00,0.00,150,0,0,0.0,0.0,2023-12-06T20:15:00Z,0,14,0,0,0,0,15,0,6990,0,1,2,0.0,0,1982,2211,229,44,False,0
Emile Smith Rowe,MID,Arsenal,0.2,0,0,0,0,0.0,22,0.00,0.00,0.00,0.00,146,0,0,0.0,0.0,2023-12-05T20:15:00Z,0,12,0,0,0,0,15,0,9864,0,4,3,0.0,0,-146,6,152,53,False,0
Jarell Quansah,DEF,Liverpool,1.2,0,0,0,0,0.0,626,0.00,0.00,0.00,0.00,147,0,0,0.0,0.0,2023-12-06T19:30:00Z,0,17,0,0,0,0,15,0,11419,0,2,0,0.0,0,-23,388,411,40,False,0
Ben Chilwell,DEF,Chelsea,0.0,0,0,0,0,0.0,195,0.00,0.00,0.00,0.00,150,0,0,0.0,0.0,2023-12-06T20:15:00Z,0,14,0,0,0,0,15,0,537722,0,1,2,0.0,0,-7636,98,7734,54,False,0
