name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
Femi Seriki,DEF,Sheffield Utd,0.0,0,0,0,0,0.0,653,0.00,0.00,0.00,0.00,269,0,0,0.0,0.0,2024-03-04T20:00:00Z,0,1,0,0,0,0,27,0,7639,0,6,0,0.0,0,-138,0,138,39,True,0
Josh Brooking,DEF,Chelsea,0.0,0,0,0,0,0.0,723,0.00,0.00,0.00,0.00,261,0,0,0.0,0.0,2024-03-02T15:00:00Z,0,4,0,0,0,0,27,0,2612,0,2,2,0.0,0,7,60,53,40,False,0
Radek Vítek,GK,Man Utd,0.0,0,0,0,0,0.0,669,0.00,0.00,0.00,0.00,266,0,0,0.0,0.0,2024-03-03T15:30:00Z,0,13,0,0,0,0,27,0,2806,0,1,3,0.0,0,-42,0,42,40,False,0
Jack Hinshelwood,MID,Brighton,0.0,0,0,0,0,0.0,621,0.00,0.00,0.00,0.00,264,0,0,0.0,0.0,2024-03-02T15:00:00Z,0,10,0,0,0,0,27,0,8040,0,0,3,0.0,0,-1503,32,1535,45,False,0
Jadon Sancho,MID,Man Utd,0.0,0,0,0,0,0.0,397,0.00,0.00,0.00,0.00,266,0,0,0.0,0.0,2024-03-03T15:30:00Z,0,13,0,0,0,0,27,0,38861,0,1,3,0.0,0,-93,0,93,67,False,0
Divock Origi,FWD,Nott'm Forest,1.5,0,0,6,1,10.6,714,0.00,0.03,0.03,1.09,268,0,0,1.4,2.8,2024-03-02T15:00:00Z,64,11,0,0,0,0,27,0,12935,1,1,0,1.0,2,1308,1854,546,50,True,0
Sam Curtis,DEF,Sheffield Utd,-1.5,0,0,0,0,0.0,828,0.00,0.00,0.00,0.00,269,0,0,0.0,0.0,2024-03-04T20:00:00Z,0,1,0,0,0,0,27,0,107,0,6,0,0.0,0,46,53,7,40,True,0
Rhys Norrington-Davies,DEF,Sheffield Utd,0.0,0,0,0,0,0.0,487,0.00,0.00,0.00,0.00,269,0,0,0.0,0.0,2024-03-04T20:00:00Z,0,1,0,0,0,0,27,0,16741,0,6,0,0.0,0,-486,84,570,39,True,0
Vitaly Janelt,MID,Brentford,2.2,0,0,1,0,2.5,105,0.01,0.13,0.12,1.72,261,2,0,1.5,4.2,2024-03-02T15:00:00Z,86,7,0,0,0,0,27,0,8730,1,2,2,8.0,1,-501,200,701,53,True,1
Ionuț Radu,GK,Bournemouth,0.5,0,0,0,0,0.0,607,0.00,0.00,0.00,0.00,262,0,0,0.0,0.0,2024-03-03T13:00:00Z,0,6,0,0,0,0,27,0,9944,0,2,0,0.0,0,-9,121,130,43,False,0
Andre Brooks,MID,Sheffield Utd,-1.0,0,0,4,0,0.3,655,0.01,0.01,0.00,0.44,269,1,0,0.6,4.0,2024-03-04T20:00:00Z,45,1,0,0,0,0,27,0,3716,0,6,0,2.0,1,-62,41,103,44,True,0
Jack Grealish,MID,Man City,0.0,0,0,0,0,0.0,354,0.00,0.00,0.00,0.00,266,0,0,0.0,0.0,2024-03-03T15:30:00Z,0,14,0,0,0,0,27,0,162687,0,1,3,0.0,0,-2419,198,2617,72,True,0
Emil Krafth,DEF,Newcastle,0.2,0,0,0,0,0.0,417,0.00,0.00,0.00,0.00,267,0,0,0.0,0.0,2024-03-02T15:00:00Z,0,20,0,0,0,0,27,0,1898,0,0,3,0.0,0,-5,30,35,44,True,0
Boubacar Traoré,MID,Wolves,0.5,0,0,2,0,0.1,574,0.00,0.00,0.00,0.19,267,1,0,0.0,0.0,2024-03-02T15:00:00Z,9,15,0,0,0,0,27,0,35943,0,0,3,0.0,1,-213,562,775,43,False,0
Denis Franchi,GK,Burnley,0.0,0,0,0,0,0.0,169,0.00,0.00,0.00,0.00,262,0,0,0.0,0.0,2024-03-03T13:00:00Z,0,3,0,0,0,0,27,0,12704,0,2,0,0.0,0,-264,0,264,39,True,0
James Shea,GK,Luton,-1.0,0,0,0,0,0.0,335,0.00,0.00,0.00,0.00,265,0,0,0.0,0.0,2024-03-02T17:30:00Z,0,2,0,0,0,0,27,0,12069,0,3,2,0.0,0,-27,74,101,43,True,0
Curtis Jones,MID,Liverpool,0.0,0,0,0,0,0.0,300,0.00,0.00,0.00,0.00,268,0,0,0.0,0.0,2024-03-02T15:00:00Z,0,16,0,0,0,0,27,0,10670,0,1,0,0.0,0,-3403,13,3416,49,False,0
Myles Lewis-Skelly,MID,Arsenal,1.5,0,0,0,0,0.0,764,0.00,0.00,0.00,0.00,269,0,0,0.0,0.0,2024-03-04T20:00:00Z,0,17,0,0,0,0,27,0,260,0,6,0,0.0,0,-18,26,44,45,False,0
Devan Tanton,DEF,Fulham,0.0,0,0,0,0,0.0,732,0.00,0.00,0.00,0.00,264,0,0,0.0,0.0,2024-03-02T15:00:00Z,0,5,0,0,0,0,27,0,2425,0,0,3,0.0,0,-35,99,134,40,True,0
Reece James,DEF,Chelsea,0.0,0,0,0,0,0.0,206,0.00,0.00,0.00,0.00,261,0,0,0.0,0.0,2024-03-02T15:00:00Z,0,4,0,0,0,0,27,0,295982,0,2,2,0.0,0,-1921,112,2033,53,False,0
Brandon Austin,GK,Spurs,0.5,0,0,0,0,0.0,491,0.00,0.00,0.00,0.00,270,0,0,0.0,0.0,2024-03-02T15:00:00Z,0,8,0,0,0,0,27,0,20336,0,1,3,0.0,0,-27,149,176,39,True,0
Anssumane Fati Vieira,MID,Brighton,1.8,0,0,0,0,12.8,700,0.07,0.13,0.06,1.02,264,1,0,4.9,2.8,2024-03-02T15:00:00Z,45,10,0,0,0,0,27,0,38315,0,0,3,33.0,1,-439,922,1361,64,False,0
Robin Olsen,GK,Aston Villa,1.0,0,0,0,0,0.0,53,0.00,0.00,0.00,0.00,265,0,0,0.0,0.0,2024-03-02T17:30:00Z,0,12,0,0,0,0,27,0,61984,0,3,2,0.0,0,-480,272,752,39,False,0
Fabian Mrozek,GK,Liverpool,0.5,0,0,0,0,0.0,813,0.00,0.00,0.00,0.00,268,0,0,0.0,0.0,2024-03-02T15:00:00Z,0,16,0,0,0,0,27,0,395,0,1,0,0.0,0,84,125,41,40,False,0
Joe Gardner,FWD,Nott'm Forest,-0.5,0,0,0,0,0.0,781,0.00,0.00,0.00,0.00,268,0,0,0.0,0.0,2024-03-02T15:00:00Z,0,11,0,0,0,0,27,0,831,0,1,0,0.0,0,43,133,90,45,True,0
Ben Osborn,MID,Sheffield Utd,1.0,0,0,8,0,0.7,489,0.00,0.00,0.00,1.07,269,3,0,0.7,4.6,2024-03-04T20:00:00Z,73,1,0,0,0,0,27,0,1425,0,6,0,2.0,2,-14,17,31,48,True,0
Amad Diallo,MID,Man Utd,-0.8,0,0,0,0,0.0,371,0.00,0.00,0.00,0.00,266,0,0,0.0,0.0,2024-03-03T15:30:00Z,0,13,0,0,0,0,27,0,2487,0,1,3,0.0,0,24,113,89,44,False,0
Anthony Elanga,MID,Nott'm Forest,3.7,0,0,-3,0,0.7,378,0.00,0.72,0.72,2.07,268,1,0,2.8,6.2,2024-03-02T15:00:00Z,90,11,0,0,0,0,27,0,158674,1,1,0,21.0,2,-5230,9685,14915,51,True,0
Kaelan Casey,DEF,West Ham,0.0,0,0,0,0,0.0,774,0.00,0.00,0.00,0.00,263,0,0,0.0,0.0,2024-03-02T15:00:00Z,0,9,0,0,0,0,27,0,1383,0,3,1,0.0,0,66,148,82,40,False,0
Oliver Norwood,MID,Sheffield Utd,-0.3,0,0,4,0,0.0,488,0.00,0.00,0.00,1.17,269,3,0,0.5,5.0,2024-03-04T20:00:00Z,16,1,0,0,0,0,27,0,3332,1,6,0,0.0,1,-80,20,100,48,True,0
