name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
Femi Seriki,DEF,Sheffield Utd,-0.5,0,0,0,0,0.0,653,0.00,0.00,0.00,0.00,171,0,0,0.0,0.0,2023-12-22T20:00:00Z,0,2,0,0,0,0,18,0,7462,0,1,1,0.0,0,-84,47,131,40,False,0
Josh Brooking,DEF,Chelsea,0.0,0,0,0,0,0.0,723,0.00,0.00,0.00,0.00,180,0,0,0.0,0.0,2023-12-24T13:00:00Z,0,20,0,0,0,0,18,0,1964,0,1,2,0.0,0,-37,51,88,40,False,0
Radek Vítek,GK,Man Utd,0.5,0,0,0,0,0.0,669,0.00,0.00,0.00,0.00,179,0,0,0.0,0.0,2023-12-23T12:30:00Z,0,19,0,0,0,0,18,0,2982,0,0,2,0.0,0,-21,37,58,40,False,0
Jack Hinshelwood,MID,Brighton,2.7,0,0,2,0,12.9,621,0.02,0.21,0.19,1.03,172,1,0,3.0,3.4,2023-12-21T20:00:00Z,74,8,0,0,0,0,18,0,4518,1,1,1,14.0,2,-146,393,539,45,False,0
Jadon Sancho,MID,Man Utd,0.0,0,0,0,0,0.0,397,0.00,0.00,0.00,0.00,179,0,0,0.0,0.0,2023-12-23T12:30:00Z,0,19,0,0,0,0,18,0,40072,0,0,2,0.0,0,-171,31,202,67,False,0
Divock Origi,FWD,Nott'm Forest,0.7,0,0,5,0,11.9,714,0.02,0.02,0.00,0.17,177,0,0,1.5,3.4,2023-12-23T15:00:00Z,25,3,0,0,0,0,18,0,12235,1,3,2,0.0,1,-227,813,1040,50,True,0
Rhys Norrington-Davies,DEF,Sheffield Utd,-0.2,0,0,0,0,0.0,487,0.00,0.00,0.00,0.00,171,0,0,0.0,0.0,2023-12-22T20:00:00Z,0,2,0,0,0,0,18,0,16172,0,1,1,0.0,0,-132,845,977,39,False,0
Ionuț Radu,GK,Bournemouth,0.0,0,0,0,0,0.0,607,0.00,0.00,0.00,0.00,177,0,0,0.0,0.0,2023-12-23T15:00:00Z,0,16,0,0,0,0,18,0,9939,0,3,2,0.0,0,-119,129,248,44,False,0
Andre Brooks,MID,Sheffield Utd,0.7,0,0,9,0,0.3,655,0.00,0.00,0.00,0.44,171,0,0,1.5,10.4,2023-12-22T20:00:00Z,57,2,0,0,0,0,18,0,3753,1,1,1,4.0,1,-39,127,166,44,False,0
Emil Krafth,DEF,Newcastle,1.9,0,0,0,0,0.0,417,0.00,0.00,0.00,0.00,175,0,0,0.0,0.0,2023-12-23T15:00:00Z,0,12,0,0,0,0,18,0,1778,0,0,1,0.0,0,-29,73,102,44,False,0
Boubacar Traoré,MID,Wolves,0.7,0,0,0,0,0.0,574,0.00,0.00,0.00,0.00,180,0,0,0.0,0.0,2023-12-24T13:00:00Z,0,7,0,0,0,0,18,0,41424,0,1,2,0.0,0,-755,800,1555,43,True,0
Denis Franchi,GK,Burnley,-0.5,0,0,0,0,0.0,169,0.00,0.00,0.00,0.00,173,0,0,0.0,0.0,2023-12-23T15:00:00Z,0,10,0,0,0,0,18,0,15829,0,2,0,0.0,0,-221,128,349,39,False,0
James Shea,GK,Luton,-1.0,0,0,0,0,0.0,335,0.00,0.00,0.00,0.00,175,0,0,0.0,0.0,2023-12-23T15:00:00Z,0,15,0,0,0,0,18,0,12395,0,0,1,0.0,0,-257,50,307,43,True,0
Curtis Jones,MID,Liverpool,1.5,0,0,12,0,12.8,300,0.04,0.07,0.03,0.71,174,1,0,2.5,6.0,2023-12-23T17:30:00Z,67,1,0,0,0,0,18,0,5521,1,1,1,6.0,2,282,460,178,49,True,0
Myles Lewis-Skelly,MID,Arsenal,0.0,0,0,0,0,0.0,764,0.00,0.00,0.00,0.00,174,0,0,0.0,0.0,2023-12-23T17:30:00Z,0,11,0,0,0,0,18,0,18,0,1,1,0.0,0,2,4,2,45,False,0
Devan Tanton,DEF,Fulham,0.5,0,0,0,0,0.0,732,0.00,0.00,0.00,0.00,173,0,0,0.0,0.0,2023-12-23T15:00:00Z,0,6,0,0,0,0,18,0,1509,0,2,0,0.0,0,-18,82,100,40,True,0
Reece James,DEF,Chelsea,0.0,0,0,0,0,0.0,206,0.00,0.00,0.00,0.00,180,0,0,0.0,0.0,2023-12-24T13:00:00Z,0,20,0,0,0,0,18,0,363223,0,1,2,0.0,0,-51536,113,51649,54,False,0
Brandon Austin,GK,Spurs,0.0,0,0,0,0,0.0,491,0.00,0.00,0.00,0.00,178,0,0,0.0,0.0,2023-12-23T15:00:00Z,0,9,0,0,0,0,18,0,21193,0,1,2,0.0,0,-325,132,457,39,True,0
Anssumane Fati Vieira,MID,Brighton,0.0,0,0,0,0,0.0,700,0.00,0.00,0.00,0.00,172,0,0,0.0,0.0,2023-12-21T20:00:00Z,0,8,0,0,0,0,18,0,40573,0,1,1,0.0,0,-2746,49,2795,64,False,0
Robin Olsen,GK,Aston Villa,0.5,0,0,0,0,0.0,53,0.00,0.00,0.00,0.00,171,0,0,0.0,0.0,2023-12-22T20:00:00Z,0,17,0,0,0,0,18,0,68807,0,1,1,0.0,0,-2875,147,3022,39,True,0
Ben Osborn,MID,Sheffield Utd,-0.3,0,0,0,0,0.0,489,0.00,0.00,0.00,0.00,171,0,0,0.0,0.0,2023-12-22T20:00:00Z,0,2,0,0,0,0,18,0,1356,0,1,1,0.0,0,5,22,17,48,False,0
Amad Diallo,MID,Man Utd,0.1,0,0,0,0,0.0,371,0.00,0.00,0.00,0.00,179,0,0,0.0,0.0,2023-12-23T12:30:00Z,0,19,0,0,0,0,18,0,2044,0,0,2,0.0,0,-44,23,67,44,False,0
Anthony Elanga,MID,Nott'm Forest,3.7,0,0,19,0,2.3,378,0.01,0.36,0.35,1.57,177,3,1,8.7,41.8,2023-12-23T15:00:00Z,90,3,0,0,0,0,18,0,123791,1,3,2,43.0,7,-9975,4216,14191,50,True,0
Oliver Norwood,MID,Sheffield Utd,0.5,0,0,10,0,24.5,488,0.02,0.07,0.05,0.89,171,1,0,5.2,19.6,2023-12-22T20:00:00Z,90,2,0,0,0,0,18,0,4070,1,1,1,8.0,2,-227,113,340,48,False,0
Harry Toffolo,DEF,Nott'm Forest,1.8,0,0,10,0,10.8,465,0.00,0.00,0.00,1.54,177,2,0,2.7,16.6,2023-12-23T15:00:00Z,84,3,0,0,0,0,18,0,19866,1,3,2,0.0,1,-1892,1075,2967,44,True,0
Charlie Taylor,DEF,Burnley,2.7,0,0,23,1,15.6,178,0.04,0.04,0.00,1.38,173,0,0,3.2,16.2,2023-12-23T15:00:00Z,90,10,0,0,0,0,18,0,565021,1,2,0,0.0,6,-11498,7761,19259,40,False,0
Nuno Varela Tavares,DEF,Nott'm Forest,0.0,0,0,0,0,0.0,23,0.00,0.00,0.00,0.00,177,0,0,0.0,0.0,2023-12-23T15:00:00Z,0,3,0,0,0,0,18,0,27945,0,3,2,0.0,0,-533,188,721,40,True,0
Alex Murphy,DEF,Newcastle,1.2,0,0,0,0,0.0,634,0.00,0.00,0.00,0.00,175,0,0,0.0,0.0,2023-12-23T15:00:00Z,0,12,0,0,0,0,18,0,43728,0,0,1,0.0,0,-722,1532,2254,39,False,0
Eddie Nketiah,FWD,Arsenal,1.2,0,0,-2,0,0.3,13,0.00,0.00,0.00,0.00,174,0,0,0.3,2.2,2023-12-23T17:30:00Z,12,11,0,0,0,0,18,0,567743,0,1,1,0.0,0,-27680,11388,39068,54,False,1
