name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
Femi Seriki,DEF,Sheffield Utd,0.0,0,0,0,0,0.0,653,0.00,0.00,0.00,0.00,260,0,0,0.0,0.0,2024-02-25T13:30:00Z,0,20,0,0,0,0,26,0,7759,0,0,1,0.0,0,-232,0,232,39,False,0
Radek Vítek,GK,Man Utd,0.0,0,0,0,0,0.0,669,0.00,0.00,0.00,0.00,258,0,0,0.0,0.0,2024-02-24T15:00:00Z,0,10,0,0,0,0,26,0,2836,0,2,1,0.0,0,-67,0,67,40,True,0
Jack Hinshelwood,MID,Brighton,0.0,0,0,0,0,0.0,621,0.00,0.00,0.00,0.00,254,0,0,0.0,0.0,2024-02-24T15:00:00Z,0,9,0,0,0,0,26,0,8825,0,1,1,0.0,0,-3569,64,3633,45,True,0
Jadon Sancho,MID,Man Utd,0.0,0,0,0,0,0.0,397,0.00,0.00,0.00,0.00,258,0,0,0.0,0.0,2024-02-24T15:00:00Z,0,10,0,0,0,0,26,0,38951,0,2,1,0.0,0,-108,0,108,67,True,0
Divock Origi,FWD,Nott'm Forest,0.0,1,0,20,0,37.3,714,0.40,0.40,0.00,1.66,252,1,0,6.1,22.0,2024-02-24T15:00:00Z,45,2,0,0,0,0,26,0,11432,0,2,4,2.0,4,484,1111,627,50,False,0
Sam Curtis,DEF,Sheffield Utd,0.0,0,0,0,0,0.0,828,0.00,0.00,0.00,0.00,260,0,0,0.0,0.0,2024-02-25T13:30:00Z,0,20,0,0,0,0,26,0,0,0,0,1,0.0,0,0,0,0,40,False,0
Rhys Norrington-Davies,DEF,Sheffield Utd,0.0,0,0,0,0,0.0,487,0.00,0.00,0.00,0.00,260,0,0,0.0,0.0,2024-02-25T13:30:00Z,0,20,0,0,0,0,26,0,17168,0,0,1,0.0,0,-896,141,1037,39,False,0
Vitaly Janelt,MID,Brentford,0.0,0,0,4,0,5.3,105,0.03,0.03,0.00,0.04,259,0,0,1.1,3.6,2024-02-26T20:00:00Z,17,19,0,0,0,0,26,0,9149,0,2,4,2.0,1,-288,347,635,53,False,0
Ionuț Radu,GK,Bournemouth,0.0,0,0,0,0,0.0,607,0.00,0.00,0.00,0.00,253,0,0,0.0,0.0,2024-02-24T17:30:00Z,0,13,0,0,0,0,26,0,9914,0,1,0,0.0,0,-77,117,194,43,True,0
Andre Brooks,MID,Sheffield Utd,0.0,0,0,0,0,0.0,655,0.00,0.00,0.00,0.00,260,0,0,0.0,0.0,2024-02-25T13:30:00Z,0,20,0,0,0,0,26,0,3772,0,0,1,0.0,0,-47,88,135,44,False,0
Jack Grealish,MID,Man City,0.0,0,0,0,0,0.0,354,0.00,0.00,0.00,0.00,253,0,0,0.0,0.0,2024-02-24T17:30:00Z,0,3,0,0,0,0,26,0,164619,0,1,0,0.0,0,-5371,70,5441,72,False,0
Emil Krafth,DEF,Newcastle,0.0,0,0,0,0,0.0,417,0.00,0.00,0.00,0.00,251,0,0,0.0,0.0,2024-02-24T20:00:00Z,0,1,0,0,0,0,26,0,1877,0,1,4,0.0,0,-14,38,52,44,False,0
Boubacar Traoré,MID,Wolves,0.0,0,0,0,0,0.0,574,0.00,0.00,0.00,0.00,260,0,0,0.0,0.0,2024-02-25T13:30:00Z,0,17,0,0,0,0,26,0,36556,0,0,1,0.0,0,635,1594,959,43,True,0
Denis Franchi,GK,Burnley,0.0,0,0,0,0,0.0,169,0.00,0.00,0.00,0.00,256,0,0,0.0,0.0,2024-02-24T15:00:00Z,0,8,0,0,0,0,26,0,12897,0,0,3,0.0,0,-431,0,431,39,False,0
Myles Lewis-Skelly,MID,Arsenal,0.0,0,0,0,0,0.0,764,0.00,0.00,0.00,0.00,251,0,0,0.0,0.0,2024-02-24T20:00:00Z,0,15,0,0,0,0,26,0,267,0,1,4,0.0,0,9,55,46,45,True,0
