name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
Femi Seriki,DEF,Sheffield Utd,0.0,0,0,0,0,0.0,653,0.00,0.00,0.00,0.00,380,0,0,0.0,0.0,2024-05-19T15:00:00Z,0,18,0,0,0,0,38,0,6943,0,3,0,0.0,0,-68,0,68,39,True,0
Josh Brooking,DEF,Chelsea,0.0,0,0,0,0,0.0,723,0.00,0.00,0.00,0.00,375,0,0,0.0,0.0,2024-05-19T15:00:00Z,0,3,0,0,0,0,38,0,3133,0,1,2,0.0,0,1,38,37,40,True,0
Radek Vítek,GK,Man Utd,0.0,0,0,0,0,0.0,669,0.00,0.00,0.00,0.00,373,0,0,0.0,0.0,2024-05-19T15:00:00Z,0,5,0,0,0,0,38,0,2529,0,2,0,0.0,0,-19,0,19,40,False,0
Jack Hinshelwood,MID,Brighton,0.0,0,0,0,0,0.0,621,0.00,0.00,0.00,0.00,373,0,0,0.0,0.0,2024-05-19T15:00:00Z,0,14,0,0,0,0,38,0,4216,0,2,0,0.0,0,-108,26,134,45,True,0
Jadon Sancho,MID,Man Utd,0.0,0,0,0,0,0.0,397,0.00,0.00,0.00,0.00,373,0,0,0.0,0.0,2024-05-19T15:00:00Z,0,5,0,0,0,0,38,0,38282,0,2,0,0.0,0,-59,0,59,67,False,0
Divock Origi,FWD,Nott'm Forest,0.5,0,0,0,0,0.0,714,0.00,0.00,0.00,0.00,374,0,0,0.0,0.0,2024-05-19T15:00:00Z,0,6,0,0,0,0,38,0,15707,0,2,1,0.0,0,-10,437,447,50,False,0
Sam Curtis,DEF,Sheffield Utd,-0.8,0,0,0,0,0.0,828,0.00,0.00,0.00,0.00,380,0,0,0.0,0.0,2024-05-19T15:00:00Z,0,18,0,0,0,0,38,0,1125,0,3,0,0.0,0,14,96,82,40,True,0
Rhys Norrington-Davies,DEF,Sheffield Utd,0.0,0,0,0,0,0.0,487,0.00,0.00,0.00,0.00,380,0,0,0.0,0.0,2024-05-19T15:00:00Z,0,18,0,0,0,0,38,0,13773,0,3,0,0.0,0,-302,67,369,39,True,0
Vitaly Janelt,MID,Brentford,3.8,0,0,32,0,16.7,105,0.05,0.30,0.25,2.69,372,3,1,7.4,38.0,2024-05-19T15:00:00Z,73,15,0,0,0,0,38,0,8416,1,4,2,19.0,7,12,362,350,52,True,0
Ionuț Radu,GK,Bournemouth,0.0,0,0,0,0,0.0,607,0.00,0.00,0.00,0.00,375,0,0,0.0,0.0,2024-05-19T15:00:00Z,0,7,0,0,0,0,38,0,10283,0,1,2,0.0,0,-53,86,139,43,False,0
Andre Brooks,MID,Sheffield Utd,0.5,0,0,0,0,0.8,655,0.01,0.01,0.00,1.11,380,1,0,0.2,0.8,2024-05-19T15:00:00Z,28,18,0,0,0,0,38,0,3517,0,3,0,0.0,1,-11,61,72,44,True,0
Jack Grealish,MID,Man City,1.8,0,0,0,0,0.0,354,0.00,0.00,0.00,0.00,379,0,0,0.0,0.0,2024-05-19T15:00:00Z,0,19,0,0,0,0,38,0,167587,0,1,3,0.0,0,-1109,1376,2485,72,True,0
Emil Krafth,DEF,Newcastle,1.2,0,0,6,0,3.2,417,0.02,0.02,0.00,1.22,372,2,0,0.4,1.2,2024-05-19T15:00:00Z,90,4,0,0,0,0,38,0,15806,1,4,2,0.0,0,-1379,330,1709,44,False,1
Boubacar Traoré,MID,Wolves,0.5,0,0,4,0,1.8,574,0.01,0.01,0.00,0.77,377,0,0,0.5,2.8,2024-05-19T15:00:00Z,27,11,0,0,0,0,38,0,34850,0,0,2,0.0,1,6,463,457,43,False,0
Denis Franchi,GK,Burnley,0.0,0,0,0,0,0.0,169,0.00,0.00,0.00,0.00,374,0,0,0.0,0.0,2024-05-19T15:00:00Z,0,16,0,0,0,0,38,0,10398,0,2,1,0.0,0,-210,0,210,39,True,0
James Shea,GK,Luton,-0.3,0,0,8,0,0.0,335,0.00,0.00,0.00,0.43,378,0,0,1.1,11.0,2024-05-19T15:00:00Z,14,10,0,0,0,0,38,2,12106,0,4,2,0.0,1,12,122,110,42,True,0
