name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
Alex Scott,MID,Bournemouth,0.0,0,0,0,0,0.0,77,0.00,0.00,0.00,0.00,146,0,0,0.0,0.0,2024-12-08T14:00:00Z,0,False,10,0,0,0,0,15,0,3335,0,2,1,0.0,0,-90,13,103,47,False,0
Carlos Miguel dos Santos Pereira,GK,Nott'm Forest,0.0,0,0,0,0,0.0,427,0.00,0.00,0.00,0.00,148,0,0,0.0,0.0,2024-12-07T17:30:00Z,0,False,14,0,0,0,0,15,0,18861,0,3,2,0.0,0,-532,170,702,42,False,0
Tomiyasu Takehiro,DEF,Arsenal,0.0,0,0,0,0,0.0,22,0.00,0.00,0.00,0.00,145,0,0,0.0,0.0,2024-12-08T14:00:00Z,0,False,9,0,0,0,0,15,0,3871,0,1,1,0.0,0,-49,16,65,48,False,0
Malcolm Ebiowei,MID,Crystal Palace,0.0,0,0,0,0,0.0,197,0.00,0.00,0.00,0.00,143,0,0,0.0,0.0,2024-12-07T15:00:00Z,0,False,13,0,0,0,0,15,0,268,0,2,2,0.0,0,-4,0,4,45,True,0
Ben Brereton Díaz,MID,Southampton,0.3,0,0,3,0,1.3,584,0.01,0.01,0.00,1.11,141,0,0,0.3,1.6,2024-12-07T15:00:00Z,11,False,2,0,0,0,0,15,0,18671,0,0,1,0.0,1,-539,86,625,49,False,0
Pau Torres,DEF,Aston Villa,2.5,0,0,23,1,0.8,52,0.04,0.08,0.04,0.33,141,0,0,1.8,7.8,2024-12-07T15:00:00Z,90,False,17,0,0,0,0,15,0,163373,1,0,1,9.0,6,-3342,4281,7623,44,True,0
Joel Ward,DEF,Crystal Palace,-1.0,0,0,0,0,0.0,215,0.00,0.00,0.00,0.00,143,0,0,0.0,0.0,2024-12-07T15:00:00Z,0,False,13,0,0,0,0,15,0,10135,0,2,2,0.0,0,-80,178,258,43,True,0
Will Lankshear,FWD,Spurs,0.2,0,0,0,0,0.0,609,0.00,0.00,0.00,0.00,149,0,0,0.0,0.0,2024-12-08T16:30:00Z,0,False,6,0,0,0,0,15,0,179204,0,4,3,0.0,0,3663,13488,9825,45,True,0
Hwang Hee-chan,MID,Wolves,0.8,0,0,0,0,0.0,550,0.00,0.00,0.00,0.00,150,0,0,0.0,0.0,2024-12-09T20:00:00Z,0,False,19,0,0,0,0,15,0,27981,0,1,2,0.0,0,-424,698,1122,61,False,0
Mikey Moore,MID,Spurs,0.0,0,0,0,0,0.0,610,0.00,0.00,0.00,0.00,149,0,0,0.0,0.0,2024-12-08T16:30:00Z,0,False,6,0,0,0,0,15,0,26415,0,4,3,0.0,0,-1598,21,1619,45,True,0
Hákon Valdimarsson,GK,Brentford,0.0,0,0,0,0,0.0,109,0.00,0.00,0.00,0.00,142,0,0,0.0,0.0,2024-12-07T15:00:00Z,0,False,15,0,0,0,0,15,0,304558,0,2,4,0.0,0,-5236,1037,6273,40,True,0
Alex Paulsen,GK,Bournemouth,0.0,0,0,0,0,0.0,75,0.00,0.00,0.00,0.00,146,0,0,0.0,0.0,2024-12-08T14:00:00Z,0,False,10,0,0,0,0,15,0,2733,0,2,1,0.0,0,-43,0,43,40,False,0
João Victor Gomes da Silva,MID,Wolves,4.2,0,0,-3,0,26.8,553,0.02,0.35,0.33,0.91,150,2,0,4.3,2.8,2024-12-09T20:00:00Z,77,False,19,0,0,0,0,15,0,118618,1,1,2,13.0,1,-14289,5039,19328,49,False,1
Cole Palmer,MID,Chelsea,10.2,1,3,71,0,60.3,182,0.67,2.35,1.68,2.02,149,2,2,20.1,86.6,2024-12-08T16:30:00Z,90,False,18,0,0,0,0,15,0,6472487,1,4,3,54.0,18,105533,184954,79421,110,False,0
