name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
Alex Scott,MID,Bournemouth,0.0,0,0,0,0,0.0,77,0.00,0.00,0.00,0.00,133,0,0,0.0,0.0,2024-12-05T20:15:00Z,0,False,18,0,0,0,0,14,0,3414,0,0,1,0.0,0,-106,12,118,47,True,0
Carlos Miguel dos Santos Pereira,GK,Nott'm Forest,-1.0,0,0,0,0,0.0,427,0.00,0.00,0.00,0.00,138,0,0,0.0,0.0,2024-12-04T19:30:00Z,0,False,13,0,0,0,0,14,0,19358,0,0,3,0.0,0,-147,432,579,42,False,0
Tomiyasu Takehiro,DEF,Arsenal,0.0,0,0,0,0,0.0,22,0.00,0.00,0.00,0.00,131,0,0,0.0,0.0,2024-12-04T20:15:00Z,0,False,14,0,0,0,0,14,0,3909,0,0,2,0.0,0,-33,29,62,48,True,0
Malcolm Ebiowei,MID,Crystal Palace,0.0,0,0,0,0,0.0,197,0.00,0.00,0.00,0.00,136,0,0,0.0,0.0,2024-12-03T19:30:00Z,0,False,10,0,0,0,0,14,0,272,0,1,0,0.0,0,-6,0,6,45,False,0
Ben Brereton Díaz,MID,Southampton,-0.2,0,0,5,0,0.3,584,0.00,0.00,0.00,1.86,140,2,0,0.1,0.2,2024-12-04T19:30:00Z,28,False,6,0,0,0,0,14,0,19169,0,5,1,0.0,1,-500,152,652,50,True,0
Pau Torres,DEF,Aston Villa,0.8,0,0,0,0,0.0,52,0.00,0.00,0.00,0.00,132,0,0,0.0,0.0,2024-12-04T20:15:00Z,0,False,4,0,0,0,0,14,0,166473,0,1,3,0.0,0,-24,5827,5851,44,True,0
Joel Ward,DEF,Crystal Palace,0.0,0,0,0,0,0.0,215,0.00,0.00,0.00,0.00,136,0,0,0.0,0.0,2024-12-03T19:30:00Z,0,False,10,0,0,0,0,14,0,10180,0,1,0,0.0,0,-68,176,244,43,False,0
Will Lankshear,FWD,Spurs,0.7,0,0,0,0,0.0,609,0.00,0.00,0.00,0.00,133,0,0,0.0,0.0,2024-12-05T20:15:00Z,0,False,3,0,0,0,0,14,0,175389,0,0,1,0.0,0,8089,17400,9311,45,False,0
Hwang Hee-chan,MID,Wolves,0.8,0,0,7,0,3.0,550,0.01,0.01,0.00,0.43,134,1,0,0.7,4.4,2024-12-04T19:30:00Z,33,False,8,0,0,0,0,14,0,28267,0,0,4,0.0,1,-18,1039,1057,61,False,0
Mikey Moore,MID,Spurs,0.0,0,0,0,0,0.0,610,0.00,0.00,0.00,0.00,133,0,0,0.0,0.0,2024-12-05T20:15:00Z,0,False,3,0,0,0,0,14,0,27995,0,0,1,0.0,0,-2009,37,2046,45,False,0
Hákon Valdimarsson,GK,Brentford,0.0,0,0,0,0,0.0,109,0.00,0.00,0.00,0.00,132,0,0,0.0,0.0,2024-12-04T20:15:00Z,0,False,2,0,0,0,0,14,0,310042,0,1,3,0.0,0,-5903,687,6590,40,False,0
Alex Paulsen,GK,Bournemouth,0.0,0,0,0,0,0.0,75,0.00,0.00,0.00,0.00,133,0,0,0.0,0.0,2024-12-05T20:15:00Z,0,False,18,0,0,0,0,14,0,2784,0,0,1,0.0,0,-48,0,48,40,True,0
João Victor Gomes da Silva,MID,Wolves,4.8,0,0,15,0,15.1,553,0.28,0.30,0.02,0.63,134,4,0,3.0,12.2,2024-12-04T19:30:00Z,83,False,8,0,0,0,0,14,0,133590,1,0,4,3.0,2,5937,21672,15735,49,False,0
Cole Palmer,MID,Chelsea,7.2,0,0,27,0,29.8,182,0.32,2.15,1.83,1.56,140,1,1,17.4,44.4,2024-12-04T19:30:00Z,78,False,17,0,0,0,0,14,0,6358105,1,5,1,100.0,7,363808,402588,38780,110,False,0
Mitoma Kaoru,MID,Brighton,4.3,0,0,13,0,23.7,136,0.14,0.18,0.04,0.66,135,3,0,3.3,7.4,2024-12-05T19:30:00Z,90,False,9,0,0,0,0,14,0,912752,1,1,3,2.0,2,163440,196214,32774,65,False,0
Boubakary Soumaré,MID,Leicester,1.5,0,0,9,0,6.0,285,0.00,0.00,0.00,3.10,137,1,0,2.3,17.4,2024-12-03T20:15:00Z,90,False,19,0,0,0,0,14,0,51135,1,1,3,0.0,1,9220,13117,3897,44,True,1
Chris Wood,FWD,Nott'm Forest,2.5,0,0,4,0,1.1,447,0.00,0.50,0.50,2.10,138,3,0,2.6,0.2,2024-12-04T19:30:00Z,61,False,13,0,0,0,0,14,0,2434968,1,0,3,25.0,2,-66590,145946,212536,66,False,0
Joe Worrall,DEF,Nott'm Forest,0.0,0,0,0,0,0.0,448,0.00,0.00,0.00,0.00,138,0,0,0.0,0.0,2024-12-04T19:30:00Z,0,False,13,0,0,0,0,14,0,2509,0,0,3,0.0,0,-33,0,33,45,False,0
Jeffrey Schlupp,MID,Crystal Palace,0.8,0,0,0,0,0.0,214,0.00,0.00,0.00,0.00,136,0,0,0.0,0.0,2024-12-03T19:30:00Z,0,False,10,0,0,0,0,14,0,7656,0,1,0,0.0,0,-25,452,477,47,False,0
Milos Kerkez,DEF,Bournemouth,3.7,0,2,32,1,28.9,70,0.09,0.09,0.00,0.58,133,0,0,5.1,20.4,2024-12-05T20:15:00Z,90,False,18,0,0,0,0,14,0,247749,1,0,1,2.0,8,62759,71237,8478,45,True,0
Adrian Mazilu,MID,Brighton,0.0,0,0,0,0,0.0,133,0.00,0.00,0.00,0.00,135,0,0,0.0,0.0,2024-12-05T19:30:00Z,0,False,9,0,0,0,0,14,0,1525,0,1,3,0.0,0,-45,0,45,45,False,0
Jason Steele,GK,Brighton,0.0,0,0,0,0,0.0,142,0.00,0.00,0.00,0.00,135,0,0,0.0,0.0,2024-12-05T19:30:00Z,0,False,9,0,0,0,0,14,0,126634,0,1,3,0.0,0,-3840,755,4595,42,False,0
