name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
Alex Scott,MID,Bournemouth,0.0,0,0,0,0,0.0,77,0.00,0.00,0.00,0.00,130,0,0,0.0,0.0,2024-11-30T15:00:00Z,0,False,20,0,0,0,0,13,0,3517,0,4,2,0.0,0,-103,34,137,48,False,0
Carlos Miguel dos Santos Pereira,GK,Nott'm Forest,0.0,0,0,0,0,0.0,427,0.00,0.00,0.00,0.00,127,0,0,0.0,0.0,2024-11-30T15:00:00Z,0,False,10,0,0,0,0,13,0,19453,0,0,1,0.0,0,-240,271,511,42,True,0
Tomiyasu Takehiro,DEF,Arsenal,0.0,0,0,0,0,0.0,22,0.00,0.00,0.00,0.00,129,0,0,0.0,0.0,2024-11-30T17:30:00Z,0,False,19,0,0,0,0,13,0,3933,0,5,2,0.0,0,-48,31,79,48,False,0
Malcolm Ebiowei,MID,Crystal Palace,0.0,0,0,0,0,0.0,197,0.00,0.00,0.00,0.00,124,0,0,0.0,0.0,2024-11-30T15:00:00Z,0,False,15,0,0,0,0,13,0,278,0,1,1,0.0,0,-4,0,4,45,True,0
Ben Brereton Díaz,MID,Southampton,0.0,0,0,3,0,0.1,584,0.00,0.00,0.00,0.08,122,0,0,0.0,0.2,2024-11-29T20:00:00Z,1,False,5,0,0,0,0,13,0,19613,0,1,1,0.0,1,-623,115,738,50,False,0
Pau Torres,DEF,Aston Villa,0.3,0,0,7,0,0.9,52,0.01,0.08,0.07,1.61,123,3,0,3.0,20.6,2024-12-01T13:30:00Z,90,False,6,0,0,0,0,13,0,165566,1,0,3,8.0,1,-6356,2410,8766,44,False,0
Joel Ward,DEF,Crystal Palace,0.0,0,0,0,0,0.0,215,0.00,0.00,0.00,0.00,124,0,0,0.0,0.0,2024-11-30T15:00:00Z,0,False,15,0,0,0,0,13,0,10186,0,1,1,0.0,0,-68,126,194,43,True,0
Will Lankshear,FWD,Spurs,0.7,0,0,3,0,0.0,609,0.00,0.00,0.00,0.00,128,0,0,0.0,0.0,2024-12-01T13:30:00Z,1,False,9,0,0,0,0,13,0,164975,0,1,1,0.0,1,-8966,5489,14455,45,True,0
Hwang Hee-chan,MID,Wolves,0.5,0,0,2,0,0.5,550,0.00,0.00,0.00,0.10,130,0,0,0.1,0.6,2024-11-30T15:00:00Z,8,False,3,0,0,0,0,13,0,28186,0,4,2,0.0,1,1558,2111,553,61,True,0
Mikey Moore,MID,Spurs,0.0,0,0,0,0,0.0,610,0.00,0.00,0.00,0.00,128,0,0,0.0,0.0,2024-12-01T13:30:00Z,0,False,9,0,0,0,0,13,0,29931,0,1,1,0.0,0,-2358,69,2427,45,True,0
Hákon Valdimarsson,GK,Brentford,0.0,0,0,0,0,0.0,109,0.00,0.00,0.00,0.00,121,0,0,0.0,0.0,2024-11-30T15:00:00Z,0,False,11,0,0,0,0,13,0,315593,0,1,4,0.0,0,-5756,824,6580,40,True,0
Alex Paulsen,GK,Bournemouth,0.0,0,0,0,0,0.0,75,0.00,0.00,0.00,0.00,130,0,0,0.0,0.0,2024-11-30T15:00:00Z,0,False,20,0,0,0,0,13,0,2832,0,4,2,0.0,0,-64,0,64,40,False,0
João Victor Gomes da Silva,MID,Wolves,6.8,0,0,5,0,5.5,553,0.08,0.10,0.02,3.29,130,4,0,1.9,9.0,2024-11-30T15:00:00Z,90,False,3,0,0,0,0,13,0,129520,1,4,2,4.0,2,100756,103941,3185,49,True,0
Cole Palmer,MID,Chelsea,5.7,1,3,50,1,33.8,182,0.08,0.41,0.33,0.73,123,0,1,13.9,58.4,2024-12-01T13:30:00Z,85,False,2,0,0,0,0,13,0,5963058,1,0,3,47.0,14,31512,186020,154508,109,True,0
Mitoma Kaoru,MID,Brighton,6.3,0,3,33,0,40.0,136,0.10,0.67,0.57,1.01,122,1,1,10.9,42.8,2024-11-29T20:00:00Z,90,False,17,0,0,0,0,13,0,748852,1,1,1,26.0,10,167557,185370,17813,64,True,0
Boubakary Soumaré,MID,Leicester,1.5,0,0,11,0,4.4,285,0.02,0.02,0.00,2.29,121,4,0,0.7,2.6,2024-11-30T15:00:00Z,63,False,4,0,0,0,0,13,0,40949,1,1,4,0.0,2,4580,7955,3375,44,False,0
Chris Wood,FWD,Nott'm Forest,4.8,0,3,35,1,1.3,447,0.00,0.79,0.79,0.59,127,0,1,6.2,35.2,2024-11-30T15:00:00Z,90,False,10,0,0,0,0,13,0,2502181,1,0,1,25.0,9,-57514,125950,183464,66,True,0
Joe Worrall,DEF,Nott'm Forest,0.0,0,0,0,0,0.0,448,0.00,0.00,0.00,0.00,127,0,0,0.0,0.0,2024-11-30T15:00:00Z,0,False,10,0,0,0,0,13,0,2540,0,0,1,0.0,0,-24,0,24,45,True,0
Jeffrey Schlupp,MID,Crystal Palace,1.0,0,0,3,0,1.3,214,0.00,0.00,0.00,0.00,124,0,0,0.1,0.0,2024-11-30T15:00:00Z,6,False,15,0,0,0,0,13,0,7620,0,1,1,0.0,1,-236,315,551,47,True,0
Milos Kerkez,DEF,Bournemouth,4.8,0,0,16,0,2.0,70,0.01,0.06,0.05,0.46,130,2,1,5.8,37.4,2024-11-30T15:00:00Z,90,False,20,0,0,0,0,13,0,181364,1,4,2,19.0,7,11304,21240,9936,44,False,0
Adrian Mazilu,MID,Brighton,0.0,0,0,0,0,0.0,133,0.00,0.00,0.00,0.00,122,0,0,0.0,0.0,2024-11-29T20:00:00Z,0,False,17,0,0,0,0,13,0,1572,0,1,1,0.0,0,-33,0,33,45,True,0
Jason Steele,GK,Brighton,0.5,0,0,0,0,0.0,142,0.00,0.00,0.00,0.00,122,0,0,0.0,0.0,2024-11-29T20:00:00Z,0,False,17,0,0,0,0,13,0,130320,0,1,1,0.0,0,-3263,626,3889,43,True,0
Arijanet Muric,GK,Ipswich,2.8,0,0,15,0,0.0,568,0.00,0.00,0.00,1.68,127,1,0,3.3,33.4,2024-11-30T15:00:00Z,90,False,16,0,0,0,0,13,4,119008,1,0,1,0.0,3,1895,5176,3281,44,False,0
Harvey Davies,GK,Liverpool,0.0,0,0,0,0,0.0,669,0.00,0.00,0.00,0.00,125,0,0,0.0,0.0,2024-12-01T16:00:00Z,0,False,13,0,0,0,0,13,0,831,0,0,2,0.0,0,49,105,56,40,True,0
Carl Rushworth,GK,Brighton,0.0,0,0,0,0,0.0,615,0.00,0.00,0.00,0.00,122,0,0,0.0,0.0,2024-11-29T20:00:00Z,0,False,17,0,0,0,0,13,0,5518,0,1,1,0.0,0,-101,0,101,40,True,0
Ibrahim Sangaré,MID,Nott'm Forest,0.0,0,0,0,0,0.0,442,0.00,0.00,0.00,0.00,127,0,0,0.0,0.0,2024-11-30T15:00:00Z,0,False,10,0,0,0,0,13,0,94949,0,0,1,0.0,0,-5659,579,6238,44,True,0
Hannibal Mejbri,MID,Man Utd,0.0,0,0,0,0,0.0,373,0.00,0.00,0.00,0.00,126,0,0,0.0,0.0,2024-12-01T13:30:00Z,0,False,8,0,0,0,0,13,0,4350,0,0,4,0.0,0,-96,0,96,45,True,0
Brandon Austin,GK,Spurs,0.5,0,0,0,0,0.0,479,0.00,0.00,0.00,0.00,128,0,0,0.0,0.0,2024-12-01T13:30:00Z,0,False,9,0,0,0,0,13,0,54937,0,1,1,0.0,0,-421,745,1166,40,True,0
Conor Coady,DEF,Leicester,0.0,0,0,-1,0,0.8,288,0.01,0.01,0.00,2.40,121,4,0,2.6,25.4,2024-11-30T15:00:00Z,90,False,4,0,0,0,0,13,0,32174,1,1,4,0.0,0,-433,648,1081,40,False,0
Wes Foderingham,GK,West Ham,-1.0,0,0,0,0,0.0,522,0.00,0.00,0.00,0.00,129,0,0,0.0,0.0,2024-11-30T17:30:00Z,0,False,1,0,0,0,0,13,0,15334,0,5,2,0.0,0,-129,201,330,43,True,0
Armando Broja,FWD,Everton,0.0,0,0,0,0,0.0,156,0.00,0.00,0.00,0.00,126,0,0,0.0,0.0,2024-12-01T13:30:00Z,0,False,14,0,0,0,0,13,0,5441,0,0,4,0.0,0,-83,36,119,54,False,0
Adam Webster,DEF,Brighton,0.1,0,0,0,0,0.0,147,0.00,0.00,0.00,0.00,122,0,0,0.0,0.0,2024-11-29T20:00:00Z,0,False,17,0,0,0,0,13,0,6948,0,1,1,0.0,0,-160,15,175,43,True,0
Thomas Partey,MID,Arsenal,4.0,0,0,0,0,0.0,20,0.00,0.00,0.00,0.00,129,0,0,0.0,0.0,2024-11-30T17:30:00Z,0,False,19,0,0,0,0,13,0,111729,0,5,2,0.0,0,3880,8674,4794,50,False,0
Harry Wilson,MID,Fulham,4.7,0,0,3,0,3.1,259,0.01,0.01,0.00,0.02,128,0,0,1.8,6.4,2024-12-01T13:30:00Z,28,False,18,0,0,0,0,13,0,54760,0,1,1,8.0,1,-2594,6908,9502,52,False,0
