name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,mng_clean_sheets,mng_draw,mng_goals_scored,mng_loss,mng_underdog_draw,mng_underdog_win,mng_win,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
Welington Damascena Santos,DEF,Southampton,0.0,0,0,0,0,0.0,718,0.00,0.00,0.00,0.00,290,0,0,0.0,0.0,2025-03-15T15:00:00Z,0,0,0,0,0,0,0,0,False,20,0,0,0,0,29,0,1359,0,2,1,0.0,0,-18,64,82,40,True,0
Alex Scott,MID,Bournemouth,1.3,0,0,0,0,0.0,77,0.00,0.00,0.00,0.00,283,0,0,0.0,0.0,2025-03-15T17:30:00Z,0,0,0,0,0,0,0,0,False,4,0,0,0,0,29,0,3242,0,2,1,0.0,0,27,71,44,47,True,0
Carlos Miguel dos Santos Pereira,GK,Nott'm Forest,0.1,0,0,0,0,0.0,427,0.00,0.00,0.00,0.00,286,0,0,0.0,0.0,2025-03-15T15:00:00Z,0,0,0,0,0,0,0,0,False,10,0,0,0,0,29,0,15593,0,4,2,0.0,0,-407,36,443,41,False,0
Tomiyasu Takehiro,DEF,Arsenal,0.0,0,0,0,0,0.0,22,0.00,0.00,0.00,0.00,281,0,0,0.0,0.0,2025-03-16T13:30:00Z,0,0,0,0,0,0,0,0,False,6,0,0,0,0,29,0,3762,0,0,1,0.0,0,19,46,27,48,True,0
Ben Brereton Díaz,MID,Southampton,0.0,0,0,0,0,0.0,584,0.00,0.00,0.00,0.00,290,0,0,0.0,0.0,2025-03-15T15:00:00Z,0,0,0,0,0,0,0,0,False,20,0,0,0,0,29,0,14538,0,2,1,0.0,0,-85,0,85,48,True,0
Antonín Kinsky,GK,Spurs,0.0,0,0,0,0,0.0,716,0.00,0.00,0.00,0.00,285,0,0,0.0,0.0,2025-03-16T13:30:00Z,0,0,0,0,0,0,0,0,False,9,0,0,0,0,29,0,17708,0,0,2,0.0,0,-1499,100,1599,43,False,0
Will Lankshear,FWD,Spurs,0.0,0,0,0,0,0.0,609,0.00,0.00,0.00,0.00,285,0,0,0.0,0.0,2025-03-16T13:30:00Z,0,0,0,0,0,0,0,0,False,9,0,0,0,0,29,0,122900,0,0,2,0.0,0,-4796,0,4796,45,False,0
Hwang Hee-chan,MID,Wolves,0.7,0,0,0,0,0.0,550,0.00,0.00,0.00,0.00,290,0,0,0.0,0.0,2025-03-15T15:00:00Z,0,0,0,0,0,0,0,0,False,17,0,0,0,0,29,0,45686,0,2,1,0.0,0,7537,8713,1176,61,False,0
Mikey Moore,MID,Spurs,0.0,0,0,0,0,0.0,610,0.00,0.00,0.00,0.00,285,0,0,0.0,0.0,2025-03-16T13:30:00Z,0,0,0,0,0,0,0,0,False,9,0,0,0,0,29,0,23095,0,0,2,0.0,0,-497,67,564,45,False,0
Hákon Valdimarsson,GK,Brentford,-0.5,0,0,0,0,0.0,109,0.00,0.00,0.00,0.00,283,0,0,0.0,0.0,2025-03-15T17:30:00Z,0,0,0,0,0,0,0,0,False,3,0,0,0,0,29,0,459645,0,2,1,0.0,0,-11715,3816,15531,39,False,0
Alex Paulsen,GK,Bournemouth,0.0,0,0,0,0,0.0,75,0.00,0.00,0.00,0.00,283,0,0,0.0,0.0,2025-03-15T17:30:00Z,0,0,0,0,0,0,0,0,False,4,0,0,0,0,29,0,2130,0,2,1,0.0,0,-31,0,31,40,True,0
João Victor Gomes da Silva,MID,Wolves,3.3,0,0,26,0,19.2,553,0.10,0.23,0.13,1.37,290,1,0,4.1,16.0,2025-03-15T15:00:00Z,90,0,0,0,0,0,0,0,False,17,0,0,0,0,29,0,49121,1,2,1,6.0,2,10560,12499,1939,49,False,0
Cole Palmer,MID,Chelsea,1.5,0,0,0,0,0.0,182,0.00,0.00,0.00,0.00,281,0,0,0.0,0.0,2025-03-16T13:30:00Z,0,0,0,0,0,0,0,0,False,1,0,0,0,0,29,0,5768728,0,0,1,0.0,0,-526492,39449,565941,109,False,0
Mitoma Kaoru,MID,Brighton,2.7,0,0,8,0,15.0,136,0.07,0.48,0.41,1.72,288,2,0,6.2,8.8,2025-03-15T15:00:00Z,82,0,0,0,0,0,0,0,False,13,0,0,0,0,29,0,1115356,1,2,2,38.0,1,4986,71394,66408,65,False,1
