name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,mng_clean_sheets,mng_draw,mng_goals_scored,mng_loss,mng_underdog_draw,mng_underdog_win,mng_win,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
Welington Damascena Santos,DEF,Southampton,1.3,0,0,10,0,3.3,718,0.01,0.01,0.00,2.73,367,2,0,2.6,22.2,2025-05-18T11:00:00Z,90,0,0,0,0,0,0,0,False,8,0,0,0,0,37,0,1516,1,0,2,0.0,1,72,101,29,40,False,0
Alex Scott,MID,Bournemouth,0.0,0,0,0,0,0.0,77,0.00,0.00,0.00,0.00,369,0,0,0.0,0.0,2025-05-20T19:00:00Z,0,0,0,0,0,0,0,0,False,13,0,0,0,0,37,0,3328,0,1,3,0.0,0,-80,6,86,47,False,0
Carlos Miguel dos Santos Pereira,GK,Nott'm Forest,0.5,0,0,0,0,0.0,427,0.00,0.00,0.00,0.00,370,0,0,0.0,0.0,2025-05-18T13:15:00Z,0,0,0,0,0,0,0,0,False,19,0,0,0,0,37,0,15722,0,2,1,0.0,0,-84,60,144,41,False,0
Tomiyasu Takehiro,DEF,Arsenal,0.0,0,0,0,0,0.0,22,0.00,0.00,0.00,0.00,361,0,0,0.0,0.0,2025-05-18T15:30:00Z,0,0,0,0,0,0,0,0,False,15,0,0,0,0,37,0,3840,0,0,1,0.0,0,22,45,23,48,True,0
Malcolm Ebiowei,MID,Crystal Palace,0.0,0,0,0,0,0.0,197,0.00,0.00,0.00,0.00,366,0,0,0.0,0.0,2025-05-20T19:00:00Z,0,0,0,0,0,0,0,0,False,20,0,0,0,0,37,0,239,0,2,4,0.0,0,0,0,0,45,True,0
Ben Brereton Díaz,MID,Southampton,0.0,0,0,0,0,0.0,584,0.00,0.00,0.00,0.00,367,0,0,0.0,0.0,2025-05-18T11:00:00Z,0,0,0,0,0,0,0,0,False,8,0,0,0,0,37,0,14215,0,0,2,0.0,0,-23,0,23,48,False,0
Pau Torres,DEF,Aston Villa,4.7,0,1,30,1,16.9,52,0.07,0.07,0.00,0.51,362,0,0,3.8,18.6,2025-05-16T18:30:00Z,90,0,0,0,0,0,0,0,False,18,0,0,0,0,37,0,88846,1,0,2,2.0,7,-337,845,1182,42,True,0
Joel Ward,DEF,Crystal Palace,0.0,0,0,-6,0,10.3,215,0.01,0.01,0.00,1.22,366,2,0,1.6,5.8,2025-05-20T19:00:00Z,70,0,0,0,0,0,0,0,False,20,0,0,0,0,37,0,8372,1,2,4,0.0,0,10,45,35,43,True,1
Antonín Kinsky,GK,Spurs,1.2,0,0,14,0,0.0,716,0.00,0.00,0.00,1.39,362,2,0,4.0,40.4,2025-05-16T18:30:00Z,90,0,0,0,0,0,0,0,False,2,0,0,0,0,37,5,14731,1,0,2,0.0,2,213,510,297,41,False,0
Will Lankshear,FWD,Spurs,0.0,0,0,0,0,0.0,609,0.00,0.00,0.00,0.00,362,0,0,0.0,0.0,2025-05-16T18:30:00Z,0,0,0,0,0,0,0,0,False,2,0,0,0,0,37,0,111313,0,0,2,0.0,0,-540,0,540,45,False,0
Hwang Hee-chan,MID,Wolves,0.4,0,0,4,0,0.7,550,0.00,0.00,0.00,0.49,366,1,0,0.1,0.4,2025-05-20T19:00:00Z,9,0,0,0,0,0,0,0,False,7,0,0,0,0,37,0,28421,0,2,4,0.0,1,-372,18,390,61,False,0
Mikey Moore,MID,Spurs,1.2,0,0,6,0,1.0,610,0.00,0.00,0.00,1.33,362,2,0,0.6,5.4,2025-05-16T18:30:00Z,86,0,0,0,0,0,0,0,False,2,0,0,0,0,37,0,22024,1,0,2,0.0,2,18,103,85,45,False,0
Hákon Valdimarsson,GK,Brentford,0.0,0,0,0,0,0.0,109,0.00,0.00,0.00,0.00,363,0,0,0.0,0.0,2025-05-18T14:00:00Z,0,0,0,0,0,0,0,0,False,9,0,0,0,0,37,0,347436,0,3,2,0.0,0,-8308,256,8564,39,True,0
Alex Paulsen,GK,Bournemouth,0.0,0,0,0,0,0.0,75,0.00,0.00,0.00,0.00,369,0,0,0.0,0.0,2025-05-20T19:00:00Z,0,0,0,0,0,0,0,0,False,13,0,0,0,0,37,0,1971,0,1,3,0.0,0,-12,0,12,40,False,0
João Victor Gomes da Silva,MID,Wolves,1.8,0,0,18,0,4.1,553,0.02,0.02,0.00,0.59,366,2,0,1.4,10.0,2025-05-20T19:00:00Z,45,0,0,0,0,0,0,0,False,7,0,0,0,0,37,0,26489,0,2,4,0.0,1,-1674,170,1844,49,False,0
Cole Palmer,MID,Chelsea,4.2,0,0,17,1,27.6,182,0.27,0.33,0.06,0.29,365,0,0,5.3,14.6,2025-05-16T19:15:00Z,90,0,0,0,0,0,0,0,False,14,0,0,0,0,37,0,4048863,1,0,1,11.0,2,128649,174031,45382,105,True,1
Mitoma Kaoru,MID,Brighton,1.7,0,0,25,0,16.2,136,0.25,0.65,0.40,0.38,364,0,1,9.3,36.8,2025-05-19T19:00:00Z,25,0,0,0,0,0,0,0,False,12,0,0,0,0,37,0,701031,0,2,3,40.0,6,-41937,3630,45567,63,True,0
Boubakary Soumaré,MID,Leicester,1.5,0,0,16,1,7.1,285,0.01,0.01,0.00,1.41,368,0,0,1.7,9.8,2025-05-18T14:00:00Z,90,0,0,0,0,0,0,0,False,10,0,0,0,0,37,0,32286,1,0,2,0.0,3,-232,321,553,44,True,0
Chris Wood,FWD,Nott'm Forest,4.0,0,0,3,0,27.8,447,0.12,0.33,0.21,1.13,370,1,0,6.0,10.2,2025-05-18T13:15:00Z,90,0,0,0,0,0,0,0,False,19,0,0,0,0,37,0,3667795,1,2,1,22.0,2,55805,143258,87453,72,False,0
Joe Worrall,DEF,Nott'm Forest,0.0,0,0,0,0,0.0,448,0.00,0.00,0.00,0.00,370,0,0,0.0,0.0,2025-05-18T13:15:00Z,0,0,0,0,0,0,0,0,False,19,0,0,0,0,37,0,2189,0,2,1,0.0,0,-3,0,3,45,False,0
Jeffrey Schlupp,MID,Crystal Palace,0.0,0,0,0,0,0.0,214,0.00,0.00,0.00,0.00,366,0,0,0.0,0.0,2025-05-20T19:00:00Z,0,0,0,0,0,0,0,0,False,20,0,0,0,0,37,0,5134,0,2,4,0.0,0,-18,0,18,46,True,0
Milos Kerkez,DEF,Bournemouth,1.3,0,0,7,0,20.9,70,0.08,0.08,0.00,1.51,369,2,0,2.8,5.2,2025-05-20T19:00:00Z,82,0,0,0,0,0,0,0,False,13,0,0,0,0,37,0,1949035,1,1,3,2.0,1,-48143,23730,71873,53,False,0
Adrian Mazilu,MID,Brighton,0.0,0,0,0,0,0.0,133,0.00,0.00,0.00,0.00,364,0,0,0.0,0.0,2025-05-19T19:00:00Z,0,0,0,0,0,0,0,0,False,12,0,0,0,0,37,0,1223,0,2,3,0.0,0,-1,0,1,45,True,0
Jason Steele,GK,Brighton,-1.0,0,0,0,0,0.0,142,0.00,0.00,0.00,0.00,364,0,0,0.0,0.0,2025-05-19T19:00:00Z,0,0,0,0,0,0,0,0,False,12,0,0,0,0,37,0,79602,0,2,3,0.0,0,-229,165,394,40,True,0
Arijanet Muric,GK,Ipswich,0.0,0,0,0,0,0.0,568,0.00,0.00,0.00,0.00,368,0,0,0.0,0.0,2025-05-18T14:00:00Z,0,0,0,0,0,0,0,0,False,11,0,0,0,0,37,0,52352,0,0,2,0.0,0,-801,137,938,44,False,0
Harvey Davies,GK,Liverpool,1.0,0,0,0,0,0.0,669,0.00,0.00,0.00,0.00,364,0,0,0.0,0.0,2025-05-19T19:00:00Z,0,0,0,0,0,0,0,0,False,5,0,0,0,0,37,0,2091,0,2,3,0.0,0,5,26,21,40,False,0
Carl Rushworth,GK,Brighton,-1.0,0,0,0,0,0.0,615,0.00,0.00,0.00,0.00,364,0,0,0.0,0.0,2025-05-19T19:00:00Z,0,0,0,0,0,0,0,0,False,12,0,0,0,0,37,0,7713,0,2,3,0.0,0,-96,79,175,39,True,0
Ibrahim Sangaré,MID,Nott'm Forest,2.3,0,0,15,1,4.1,442,0.08,0.08,0.00,0.95,370,0,0,2.0,15.4,2025-05-18T13:15:00Z,82,0,0,0,0,0,0,0,False,19,0,0,0,0,37,0,135778,1,2,1,0.0,3,-914,1069,1983,43,False,0
Hannibal Mejbri,MID,Man Utd,0.0,0,0,0,0,0.0,373,0.00,0.00,0.00,0.00,365,0,0,0.0,0.0,2025-05-16T19:15:00Z,0,0,0,0,0,0,0,0,False,6,0,0,0,0,37,0,3441,0,0,1,0.0,0,-4,0,4,45,False,0
Brandon Austin,GK,Spurs,0.0,0,0,0,0,0.0,479,0.00,0.00,0.00,0.00,362,0,0,0.0,0.0,2025-05-16T18:30:00Z,0,0,0,0,0,0,0,0,False,2,0,0,0,0,37,0,48519,0,0,2,0.0,0,-304,71,375,40,False,0
Fabian Hürzeler,AM,Brighton,10.8,0,0,0,0,0.0,739,0.00,0.00,0.00,0.00,364,0,0,0.0,0.0,2025-05-19T19:00:00Z,0,0,0,3,0,0,1,1,False,12,0,0,0,0,37,0,6727,0,2,3,0.0,19,4046,4198,152,11,True,0
Conor Coady,DEF,Leicester,5.8,0,1,30,1,0.3,288,0.00,0.00,0.00,1.41,368,0,0,3.1,31.0,2025-05-18T14:00:00Z,90,0,0,0,0,0,0,0,False,10,0,0,0,0,37,0,52385,1,0,2,0.0,7,12924,13653,729,40,True,0
Wes Foderingham,GK,West Ham,-0.5,0,0,0,0,0.0,522,0.00,0.00,0.00,0.00,370,0,0,0.0,0.0,2025-05-18T13:15:00Z,0,0,0,0,0,0,0,0,False,16,0,0,0,0,37,0,14876,0,2,1,0.0,0,-9,50,59,42,True,0
Armando Broja,FWD,Everton,0.5,0,0,0,0,0.0,156,0.00,0.00,0.00,0.00,367,0,0,0.0,0.0,2025-05-18T11:00:00Z,0,0,0,0,0,0,0,0,False,17,0,0,0,0,37,0,6898,0,0,2,0.0,0,173,473,300,53,True,0
Adam Webster,DEF,Brighton,1.0,0,0,4,0,2.2,147,0.02,0.02,0.00,2.24,364,2,0,1.6,13.6,2025-05-19T19:00:00Z,90,0,0,0,0,0,0,0,False,12,0,0,0,0,37,0,9219,1,2,3,0.0,0,203,272,69,43,True,1
Thomas Partey,MID,Arsenal,2.8,0,0,13,1,13.0,20,0.02,0.26,0.24,1.86,361,0,0,7.4,20.6,2025-05-18T15:30:00Z,90,0,0,0,0,0,0,0,False,15,0,0,0,0,37,0,82119,1,0,1,40.0,3,-432,675,1107,49,True,0
Harry Wilson,MID,Fulham,3.0,0,0,27,0,2.5,259,0.03,0.04,0.01,0.26,363,0,1,5.4,38.2,2025-05-18T14:00:00Z,24,0,0,0,0,0,0,0,False,4,0,0,0,0,37,0,24677,0,3,2,13.0,6,80,713,633,52,False,0
