name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,mng_clean_sheets,mng_draw,mng_goals_scored,mng_loss,mng_underdog_draw,mng_underdog_win,mng_win,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
Welington Damascena Santos,DEF,Southampton,0.2,0,0,0,0,0.0,718,0.00,0.00,0.00,0.00,348,0,0,0.0,0.0,2025-05-03T14:00:00Z,0,0,0,0,0,0,0,0,False,11,0,0,0,0,35,0,1413,0,0,2,0.0,0,-17,33,50,40,False,0
Alex Scott,MID,Bournemouth,0.8,0,0,4,0,15.2,77,0.12,0.12,0.00,0.12,341,0,0,2.5,7.6,2025-05-03T16:30:00Z,25,0,0,0,0,0,0,0,False,1,0,0,0,0,35,0,3378,0,2,1,2.0,1,1,31,30,47,False,0
Carlos Miguel dos Santos Pereira,GK,Nott'm Forest,0.5,0,0,0,0,0.0,427,0.00,0.00,0.00,0.00,346,0,0,0.0,0.0,2025-05-05T19:00:00Z,0,0,0,0,0,0,0,0,False,7,0,0,0,0,35,0,15810,0,1,1,0.0,0,-42,126,168,41,False,0
Tomiyasu Takehiro,DEF,Arsenal,0.0,0,0,0,0,0.0,22,0.00,0.00,0.00,0.00,341,0,0,0.0,0.0,2025-05-03T16:30:00Z,0,0,0,0,0,0,0,0,False,3,0,0,0,0,35,0,3805,0,2,1,0.0,0,18,32,14,48,True,0
Malcolm Ebiowei,MID,Crystal Palace,0.0,0,0,0,0,0.0,197,0.00,0.00,0.00,0.00,346,0,0,0.0,0.0,2025-05-05T19:00:00Z,0,0,0,0,0,0,0,0,False,16,0,0,0,0,35,0,239,0,1,1,0.0,0,0,0,0,45,True,0
Ben Brereton Díaz,MID,Southampton,0.0,0,0,0,0,0.0,584,0.00,0.00,0.00,0.00,348,0,0,0.0,0.0,2025-05-03T14:00:00Z,0,0,0,0,0,0,0,0,False,11,0,0,0,0,35,0,14267,0,0,2,0.0,0,-26,0,26,48,False,0
Pau Torres,DEF,Aston Villa,1.8,0,0,23,1,0.5,52,0.01,0.01,0.00,0.85,342,0,0,1.4,11.2,2025-05-03T11:30:00Z,90,0,0,0,0,0,0,0,False,9,0,0,0,0,35,0,88259,1,0,1,2.0,6,-284,908,1192,42,True,0
Joel Ward,DEF,Crystal Palace,-0.5,0,0,0,0,0.0,215,0.00,0.00,0.00,0.00,346,0,0,0.0,0.0,2025-05-05T19:00:00Z,0,0,0,0,0,0,0,0,False,16,0,0,0,0,35,0,8335,0,1,1,0.0,0,0,40,40,43,True,0
Antonín Kinsky,GK,Spurs,0.0,0,0,0,0,0.0,716,0.00,0.00,0.00,0.00,350,0,0,0.0,0.0,2025-05-04T13:00:00Z,0,0,0,0,0,0,0,0,False,19,0,0,0,0,35,0,14737,0,1,1,0.0,0,-274,159,433,41,False,0
Will Lankshear,FWD,Spurs,0.0,0,0,0,0,0.0,609,0.00,0.00,0.00,0.00,350,0,0,0.0,0.0,2025-05-04T13:00:00Z,0,0,0,0,0,0,0,0,False,19,0,0,0,0,35,0,112762,0,1,1,0.0,0,-907,0,907,45,False,0
