id,xP
1,0.0
2,1.8
3,3.9
4,3.2
5,0.0
6,6.8
7,1.8
8,3.0
9,3.8
12,2.8
13,7.0
15,5.0
16,3.8
17,10.0
18,7.2
20,3.8
21,1.0
22,0.0
23,5.2
24,0.0
25,2.8
73,1.0
186,2.2
578,2.5
597,0.8
633,1.7
638,1.0
639,1.0
657,1.0
658,1.0
659,1.0
662,1.0
665,1.0
28,1.8
29,2.8
30,0.0
31,0.5
32,2.0
33,0.0
34,0.0
35,0.2
36,1.5
37,0.0
38,0.8
39,0.0
40,0.0
41,0.0
42,1.0
43,0.0
44,1.0
45,0.5
46,0.0
47,0.9
48,2.5
49,0.5
50,0.0
51,0.2
52,0.8
53,0.0
54,3.2
55,0.0
56,0.0
57,2.0
58,5.8
233,0.0
569,1.0
598,0.0
640,0.0
641,0.0
656,0.0
679,0.0
59,-0.3
60,1.5
61,0.0
62,2.3
63,1.0
64,1.0
65,1.3
66,0.0
67,0.0
68,-0.5
69,0.0
70,3.7
71,7.5
72,0.0
74,0.3
75,0.0
76,0.0
77,0.0
78,1.0
79,0.0
80,0.0
81,1.5
83,3.0
84,-0.5
85,1.3
152,2.3
580,4.0
592,0.0
599,-0.5
617,5.5
680,-0.5
687,-0.5
86,0.0
87,0.0
88,3.0
89,6.2
90,0.0
91,3.8
92,0.0
93,0.0
94,2.8
95,0.0
96,0.0
97,0.2
98,2.0
99,3.0
100,0.0
101,0.5
102,0.0
103,0.0
104,2.2
105,0.5
106,7.2
107,0.8
108,0.0
109,0.0
110,6.2
111,1.2
112,0.0
314,0.5
338,2.5
602,0.0
634,0.0
649,0.0
661,0.0
674,0.2
113,1.5
114,0.0
115,2.0
116,0.0
118,0.0
119,0.0
120,0.2
121,0.0
122,2.2
123,0.8
124,0.0
125,0.0
126,0.1
127,0.0
128,1.5
129,7.5
130,0.0
131,1.2
132,0.0
133,0.0
134,0.0
135,0.5
136,4.3
137,0.2
138,0.0
139,0.0
140,0.0
141,0.0
142,0.0
143,0.0
144,1.2
145,0.8
146,2.2
147,0.0
148,1.5
149,0.8
595,0.4
600,0.9
601,0.0
615,0.0
618,2.5
628,0.0
629,2.5
663,0.0
668,0.0
681,0.0
685,0.0
150,0.0
151,0.0
153,1.8
154,1.0
155,1.0
157,3.2
158,1.0
160,1.0
161,1.0
162,3.2
163,5.0
164,0.0
165,1.0
166,1.5
167,3.0
168,8.5
169,0.0
170,0.0
171,3.0
172,0.0
173,0.0
174,2.2
175,0.0
176,0.0
177,6.0
178,1.0
179,1.2
180,6.0
181,5.0
182,7.2
183,0.0
184,1.2
185,3.5
187,1.5
189,0.0
386,3.5
560,4.0
575,0.0
581,1.8
621,3.0
11,0.5
159,2.2
190,0.0
193,0.8
194,0.5
195,0.0
196,0.8
197,0.0
199,2.0
200,2.8
201,4.5
202,0.0
203,1.5
205,0.0
206,0.8
207,4.2
208,0.0
209,0.0
210,2.0
211,4.8
212,0.0
213,0.0
214,0.8
215,0.0
216,0.0
445,0.0
585,4.8
644,0.0
645,3.0
646,0.2
647,0.0
650,2.8
666,0.2
676,0.0
156,0.2
217,2.8
218,1.0
219,4.8
220,2.5
221,0.0
222,2.2
223,0.0
224,0.8
225,0.0
226,0.0
227,0.0
228,0.0
229,0.0
230,3.5
231,5.5
232,2.0
234,0.2
235,5.8
236,5.2
237,0.0
238,7.0
577,2.2
582,0.2
603,0.0
614,0.0
624,0.0
627,0.0
651,3.0
678,0.0
10,2.5
19,4.0
191,0.0
239,0.8
240,1.5
241,2.2
242,0.0
243,0.0
244,0.8
245,1.0
246,0.0
247,8.0
248,3.2
249,0.0
250,0.0
251,1.2
252,2.5
253,0.0
254,0.0
255,3.5
256,0.0
257,2.8
258,0.0
259,2.5
579,0.2
586,0.1
604,0.2
605,0.0
622,1.5
690,0.0
260,0.5
261,0.0
262,0.5
263,1.5
264,2.0
265,1.0
266,0.8
267,1.8
268,4.2
269,0.0
270,0.2
271,0.0
272,0.0
